Year,ServBasico,Province,County,Municipality,Unidad,GeoCode,Value
2018,BSRVSAN,,,Mañaria,Percentage,Mañaria,99.5
2019,BSRVSAN,,,Mañaria,Percentage,Mañaria,99.5
2020,BSRVSAN,,,Mañaria,Percentage,Mañaria,100.0
2021,BSRVSAN,,,Mañaria,Percentage,Mañaria,100.0
2022,BSRVSAN,,,Mañaria,Percentage,Mañaria,100.0
2010,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2011,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2013,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2014,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2015,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2016,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2017,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2018,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2019,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2020,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2021,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2022,BSRVH2O,,ES4806,,Percentage,ES4806,99.7
2010,BSRVSAN,,ES4806,,Percentage,ES4806,99.5
2011,BSRVSAN,,ES4806,,Percentage,ES4806,99.4
2013,BSRVSAN,,ES4806,,Percentage,ES4806,99.5
2014,BSRVSAN,,ES4806,,Percentage,ES4806,99.4
2015,BSRVSAN,,ES4806,,Percentage,ES4806,99.4
2016,BSRVSAN,,ES4806,,Percentage,ES4806,99.4
2017,BSRVSAN,,ES4806,,Percentage,ES4806,99.5
2018,BSRVSAN,,ES4806,,Percentage,ES4806,99.5
2019,BSRVSAN,,ES4806,,Percentage,ES4806,99.5
2020,BSRVSAN,,ES4806,,Percentage,ES4806,100.0
2021,BSRVSAN,,ES4806,,Percentage,ES4806,100.0
2022,BSRVSAN,,ES4806,,Percentage,ES4806,100.0
2010,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.7
2011,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.7
2013,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.7
2014,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.7
2015,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.7
2016,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.7
2017,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.7
2018,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.7
2019,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.8
2020,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.8
2021,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.8
2022,BSRVH2O,,,Markina-Xemein,Percentage,Markina-Xemein,99.8
2010,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.5
2011,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.5
2013,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.4
2014,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.4
2015,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.5
2016,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.5
2017,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.5
2018,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.5
2019,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,99.5
2020,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,100.0
2021,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,100.0
2022,BSRVSAN,,,Markina-Xemein,Percentage,Markina-Xemein,100.0
2010,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2011,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2013,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2014,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2015,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2016,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2017,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2018,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2019,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2020,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2021,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2022,BSRVH2O,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2010,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,96.9
2011,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,96.8
2013,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,96.2
2014,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,96.7
2015,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,96.8
2016,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,96.8
2017,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,97.1
2018,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,97.2
2019,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,97.2
2020,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2021,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2022,BSRVSAN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,100.0
2010,BSRVH2O,,,Mendata,Percentage,Mendata,99.3
2011,BSRVH2O,,,Mendata,Percentage,Mendata,99.3
2013,BSRVH2O,,,Mendata,Percentage,Mendata,99.3
2014,BSRVH2O,,,Mendata,Percentage,Mendata,99.3
2015,BSRVH2O,,,Mendata,Percentage,Mendata,99.3
2016,BSRVH2O,,,Mendata,Percentage,Mendata,99.3
2017,BSRVH2O,,,Mendata,Percentage,Mendata,100.0
2018,BSRVH2O,,,Mendata,Percentage,Mendata,100.0
2019,BSRVH2O,,,Mendata,Percentage,Mendata,100.0
2020,BSRVH2O,,,Mendata,Percentage,Mendata,100.0
2021,BSRVH2O,,,Mendata,Percentage,Mendata,100.0
2022,BSRVH2O,,,Mendata,Percentage,Mendata,100.0
2010,BSRVSAN,,,Mendata,Percentage,Mendata,97.0
2011,BSRVSAN,,,Mendata,Percentage,Mendata,97.0
2013,BSRVSAN,,,Mendata,Percentage,Mendata,97.0
2014,BSRVSAN,,,Mendata,Percentage,Mendata,97.1
2015,BSRVSAN,,,Mendata,Percentage,Mendata,97.8
2016,BSRVSAN,,,Mendata,Percentage,Mendata,97.9
2017,BSRVSAN,,,Mendata,Percentage,Mendata,98.6
2018,BSRVSAN,,,Mendata,Percentage,Mendata,98.5
2019,BSRVSAN,,,Mendata,Percentage,Mendata,98.6
2020,BSRVSAN,,,Mendata,Percentage,Mendata,100.0
2021,BSRVSAN,,,Mendata,Percentage,Mendata,100.0
2022,BSRVSAN,,,Mendata,Percentage,Mendata,100.0
2010,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2011,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2013,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2014,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2015,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2016,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2017,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2018,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2019,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2020,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2021,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2022,BSRVH2O,,,Mendexa,Percentage,Mendexa,99.4
2010,BSRVSAN,,,Mendexa,Percentage,Mendexa,98.7
2011,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2013,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2014,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2015,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2016,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2017,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2018,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2019,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2020,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2021,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2022,BSRVSAN,,,Mendexa,Percentage,Mendexa,100.0
2010,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2011,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2013,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2014,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2015,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2016,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2017,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2018,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2019,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2020,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2021,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2022,BSRVH2O,,,Meñaka,Percentage,Meñaka,100.0
2010,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.2
2011,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.4
2013,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.4
2014,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.8
2015,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.4
2016,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.4
2017,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.8
2018,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.4
2019,BSRVSAN,,,Meñaka,Percentage,Meñaka,98.0
2020,BSRVSAN,,,Meñaka,Percentage,Meñaka,100.0
2021,BSRVSAN,,,Meñaka,Percentage,Meñaka,100.0
2022,BSRVSAN,,,Meñaka,Percentage,Meñaka,100.0
2010,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2011,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2013,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2014,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2015,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2016,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2017,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2018,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2019,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2020,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2021,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2022,BSRVH2O,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2010,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,99.9
2011,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,99.9
2013,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,99.9
2014,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,99.9
2015,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,99.9
2016,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2017,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,99.9
2018,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,99.9
2019,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,99.9
2020,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2021,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2022,BSRVSAN,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,100.0
2010,BSRVH2O,,,Morga,Percentage,Morga,99.3
2011,BSRVH2O,,,Morga,Percentage,Morga,98.7
2013,BSRVH2O,,,Morga,Percentage,Morga,98.8
2014,BSRVH2O,,,Morga,Percentage,Morga,98.8
2015,BSRVH2O,,,Morga,Percentage,Morga,98.8
2016,BSRVH2O,,,Morga,Percentage,Morga,98.8
2017,BSRVH2O,,,Morga,Percentage,Morga,98.8
2018,BSRVH2O,,,Morga,Percentage,Morga,98.8
2019,BSRVH2O,,,Morga,Percentage,Morga,98.8
2020,BSRVH2O,,,Morga,Percentage,Morga,98.8
2021,BSRVH2O,,,Morga,Percentage,Morga,98.8
2022,BSRVH2O,,,Morga,Percentage,Morga,98.8
2010,BSRVSAN,,,Morga,Percentage,Morga,99.3
2011,BSRVSAN,,,Morga,Percentage,Morga,100.0
2013,BSRVSAN,,,Morga,Percentage,Morga,100.0
2014,BSRVSAN,,,Morga,Percentage,Morga,100.0
2015,BSRVSAN,,,Morga,Percentage,Morga,99.4
2016,BSRVSAN,,,Morga,Percentage,Morga,99.4
2017,BSRVSAN,,,Morga,Percentage,Morga,99.4
2018,BSRVSAN,,,Morga,Percentage,Morga,99.4
2019,BSRVSAN,,,Morga,Percentage,Morga,99.4
2020,BSRVSAN,,,Morga,Percentage,Morga,100.0
2021,BSRVSAN,,,Morga,Percentage,Morga,100.0
2022,BSRVSAN,,,Morga,Percentage,Morga,100.0
2010,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2011,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2013,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2014,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2015,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2016,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2017,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2018,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2019,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2020,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2021,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2022,BSRVH2O,,,Muxika,Percentage,Muxika,100.0
2010,BSRVSAN,,,Muxika,Percentage,Muxika,91.5
2011,BSRVSAN,,,Muxika,Percentage,Muxika,96.9
2013,BSRVSAN,,,Muxika,Percentage,Muxika,96.8
2014,BSRVSAN,,,Muxika,Percentage,Muxika,96.6
2015,BSRVSAN,,,Muxika,Percentage,Muxika,96.6
2016,BSRVSAN,,,Muxika,Percentage,Muxika,96.5
2017,BSRVSAN,,,Muxika,Percentage,Muxika,96.9
2018,BSRVSAN,,,Muxika,Percentage,Muxika,96.3
2019,BSRVSAN,,,Muxika,Percentage,Muxika,96.2
2020,BSRVSAN,,,Muxika,Percentage,Muxika,99.2
2021,BSRVSAN,,,Muxika,Percentage,Muxika,99.3
2022,BSRVSAN,,,Muxika,Percentage,Muxika,99.3
2010,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.6
2011,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.7
2013,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.7
2014,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.6
2015,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.7
2016,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.6
2017,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.7
2018,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.8
2019,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.6
2020,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.5
2021,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.7
2022,BSRVH2O,,,Mundaka,Percentage,Mundaka,99.8
2010,BSRVSAN,,,Mundaka,Percentage,Mundaka,98.9
2011,BSRVSAN,,,Mundaka,Percentage,Mundaka,99.1
2013,BSRVSAN,,,Mundaka,Percentage,Mundaka,99.0
2014,BSRVSAN,,,Mundaka,Percentage,Mundaka,99.2
2015,BSRVSAN,,,Mundaka,Percentage,Mundaka,99.1
2016,BSRVSAN,,,Mundaka,Percentage,Mundaka,99.2
2017,BSRVSAN,,,Mundaka,Percentage,Mundaka,99.4
2018,BSRVSAN,,,Mundaka,Percentage,Mundaka,99.3
2019,BSRVSAN,,,Mundaka,Percentage,Mundaka,99.4
2020,BSRVSAN,,,Mundaka,Percentage,Mundaka,100.0
2021,BSRVSAN,,,Mundaka,Percentage,Mundaka,100.0
2022,BSRVSAN,,,Mundaka,Percentage,Mundaka,100.0
2010,BSRVH2O,,,Mungia,Percentage,Mungia,99.9
2011,BSRVH2O,,,Mungia,Percentage,Mungia,100.0
2013,BSRVH2O,,,Mungia,Percentage,Mungia,100.0
2014,BSRVH2O,,,Mungia,Percentage,Mungia,100.0
2015,BSRVH2O,,,Mungia,Percentage,Mungia,100.0
2016,BSRVH2O,,,Mungia,Percentage,Mungia,100.0
2017,BSRVH2O,,,Mungia,Percentage,Mungia,100.0
2018,BSRVH2O,,,Mungia,Percentage,Mungia,99.9
2019,BSRVH2O,,,Mungia,Percentage,Mungia,99.9
2020,BSRVH2O,,,Mungia,Percentage,Mungia,99.9
2021,BSRVH2O,,,Mungia,Percentage,Mungia,99.9
2022,BSRVH2O,,,Mungia,Percentage,Mungia,99.9
2010,BSRVSAN,,,Mungia,Percentage,Mungia,99.4
2011,BSRVSAN,,,Mungia,Percentage,Mungia,99.5
2013,BSRVSAN,,,Mungia,Percentage,Mungia,99.5
2014,BSRVSAN,,,Mungia,Percentage,Mungia,99.5
2015,BSRVSAN,,,Mungia,Percentage,Mungia,99.5
2016,BSRVSAN,,,Mungia,Percentage,Mungia,99.5
2017,BSRVSAN,,,Mungia,Percentage,Mungia,99.5
2018,BSRVSAN,,,Mungia,Percentage,Mungia,99.5
2019,BSRVSAN,,,Mungia,Percentage,Mungia,99.5
2020,BSRVSAN,,,Mungia,Percentage,Mungia,100.0
2021,BSRVSAN,,,Mungia,Percentage,Mungia,100.0
2022,BSRVSAN,,,Mungia,Percentage,Mungia,100.0
2010,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2011,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2013,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2014,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2015,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2016,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2017,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2018,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2019,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2020,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2021,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2022,BSRVH2O,,ES4807,,Percentage,ES4807,99.9
2010,BSRVSAN,,ES4807,,Percentage,ES4807,99.4
2011,BSRVSAN,,ES4807,,Percentage,ES4807,99.5
2013,BSRVSAN,,ES4807,,Percentage,ES4807,99.5
2014,BSRVSAN,,ES4807,,Percentage,ES4807,99.5
2015,BSRVSAN,,ES4807,,Percentage,ES4807,99.5
2016,BSRVSAN,,ES4807,,Percentage,ES4807,99.5
2017,BSRVSAN,,ES4807,,Percentage,ES4807,99.5
2018,BSRVSAN,,ES4807,,Percentage,ES4807,99.5
2019,BSRVSAN,,ES4807,,Percentage,ES4807,99.5
2020,BSRVSAN,,ES4807,,Percentage,ES4807,100.0
2021,BSRVSAN,,ES4807,,Percentage,ES4807,100.0
2022,BSRVSAN,,ES4807,,Percentage,ES4807,100.0
2010,BSRVH2O,,,Aulesti,Percentage,Aulesti,99.6
2011,BSRVH2O,,,Aulesti,Percentage,Aulesti,99.6
2013,BSRVH2O,,,Aulesti,Percentage,Aulesti,99.6
2014,BSRVH2O,,,Aulesti,Percentage,Aulesti,99.6
2015,BSRVH2O,,,Aulesti,Percentage,Aulesti,99.6
2016,BSRVH2O,,,Aulesti,Percentage,Aulesti,100.0
2017,BSRVH2O,,,Aulesti,Percentage,Aulesti,100.0
2018,BSRVH2O,,,Aulesti,Percentage,Aulesti,100.0
2019,BSRVH2O,,,Aulesti,Percentage,Aulesti,100.0
2020,BSRVH2O,,,Aulesti,Percentage,Aulesti,100.0
2021,BSRVH2O,,,Aulesti,Percentage,Aulesti,100.0
2022,BSRVH2O,,,Aulesti,Percentage,Aulesti,100.0
2010,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.6
2011,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.7
2013,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.6
2014,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.2
2015,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.3
2016,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.2
2017,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.2
2018,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.2
2019,BSRVSAN,,,Aulesti,Percentage,Aulesti,97.2
2020,BSRVSAN,,,Aulesti,Percentage,Aulesti,99.6
2021,BSRVSAN,,,Aulesti,Percentage,Aulesti,99.6
2022,BSRVSAN,,,Aulesti,Percentage,Aulesti,99.6
2010,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2011,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2013,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2014,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2015,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2016,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2017,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2018,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2019,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2020,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2021,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2022,BSRVH2O,,,Muskiz,Percentage,Muskiz,100.0
2010,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.6
2011,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.7
2013,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.7
2014,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.7
2015,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.7
2016,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.8
2017,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.8
2018,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.8
2019,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.7
2020,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.9
2021,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.9
2022,BSRVSAN,,,Muskiz,Percentage,Muskiz,99.9
2010,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2011,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2013,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2014,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2015,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2016,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2017,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2018,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2019,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2020,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.4
2021,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.5
2022,BSRVH2O,,,Otxandio,Percentage,Otxandio,99.5
2010,BSRVSAN,,,Otxandio,Percentage,Otxandio,94.4
2011,BSRVSAN,,,Otxandio,Percentage,Otxandio,94.0
2013,BSRVSAN,,,Otxandio,Percentage,Otxandio,94.9
2014,BSRVSAN,,,Otxandio,Percentage,Otxandio,94.9
2015,BSRVSAN,,,Otxandio,Percentage,Otxandio,94.8
2016,BSRVSAN,,,Otxandio,Percentage,Otxandio,94.8
2017,BSRVSAN,,,Otxandio,Percentage,Otxandio,95.3
2018,BSRVSAN,,,Otxandio,Percentage,Otxandio,95.0
2019,BSRVSAN,,,Otxandio,Percentage,Otxandio,95.8
2020,BSRVSAN,,,Otxandio,Percentage,Otxandio,99.8
2021,BSRVSAN,,,Otxandio,Percentage,Otxandio,99.8
2022,BSRVSAN,,,Otxandio,Percentage,Otxandio,99.8
2010,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2011,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2013,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2014,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2015,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2016,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2017,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2018,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2019,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2020,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2021,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2022,BSRVH2O,,,Ondarroa,Percentage,Ondarroa,99.5
2010,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.4
2011,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.4
2013,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.5
2014,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.5
2015,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.5
2016,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.5
2017,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.5
2018,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.6
2019,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,99.5
2020,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,100.0
2021,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,100.0
2022,BSRVSAN,,,Ondarroa,Percentage,Ondarroa,100.0
2010,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.8
2011,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.8
2013,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.8
2014,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.8
2015,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2016,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2017,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2018,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2019,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
