Year,Series,Sexo,Tipo de renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2019,Brecha de género en la renta,,Renta total,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,41.8
2011,Brecha de género en la renta,,Renta total,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,45.2
2015,Brecha de género en la renta,,Renta total,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,34.0
2011,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,44.4
2018,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,39.4
2020,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,35.1
2013,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,43.3
2019,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,36.5
2015,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,41.8
2009,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,46.3
2021,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,27.2
2017,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,39.8
2016,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,42.0
2014,Brecha de género en la renta,,Renta total,,,Leioa,Porcentaje,Leioa,42.1
2014,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,40.4
2013,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,41.7
2009,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,42.9
2017,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,38.8
2021,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,13.6
2018,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,39.4
2020,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,35.1
2011,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,38.4
2016,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,39.2
2015,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,39.8
2019,Brecha de género en la renta,,Renta total,,,Lekeitio,Porcentaje,Lekeitio,36.4
2014,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,48.2
2009,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,49.8
2013,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,46.9
2017,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,45.7
2015,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,48.1
2019,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,44.1
2016,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,47.9
2011,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,45.9
2018,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,46.9
2020,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,41.5
2021,Brecha de género en la renta,,Renta total,,,Lemoa,Porcentaje,Lemoa,42.6
2009,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,41.4
2019,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,35.1
2014,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,33.7
2018,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,54.5
2013,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,40.0
2017,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,54.5
2021,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,28.1
2015,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,35.0
2020,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,49.2
2016,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,30.6
2011,Brecha de género en la renta,,Renta total,,,Lemoiz,Porcentaje,Lemoiz,42.6
2020,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,11.4
2018,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,24.2
2015,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,23.3
2016,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,37.6
2013,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,35.2
2019,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,24.6
2014,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,29.3
2017,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,33.2
2009,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,30.7
2021,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,-1.6
2011,Brecha de género en la renta,,Renta total,,,Leza,Porcentaje,Leza,26.5
2013,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,37.6
2015,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,34.2
2020,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,33.4
2011,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,42.9
2016,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,38.6
2014,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,36.2
2019,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,39.6
2018,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,40.3
2021,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,34.4
2017,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,35.5
2009,Brecha de género en la renta,,Renta total,,,Lezama,Porcentaje,Lezama,42.2
2018,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,36.9
2015,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,39.6
2009,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,45.3
2020,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,34.0
2013,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,36.5
2017,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,37.4
2014,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,38.7
2016,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,36.5
2011,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,41.7
2019,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,35.9
2021,Brecha de género en la renta,,Renta total,,,Lezo,Porcentaje,Lezo,32.2
2021,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,39.0
2009,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,50.9
2019,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,35.2
2015,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,44.9
2017,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,45.8
2014,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,44.0
2020,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,40.6
2018,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,42.6
2016,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,43.5
2013,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,43.5
2011,Brecha de género en la renta,,Renta total,,,Lizartza,Porcentaje,Lizartza,45.8
2017,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,40.1
2019,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,30.5
2009,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,40.2
2015,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,37.8
2011,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,41.4
2013,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,43.3
2021,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,30.4
2016,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,35.0
2014,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,42.0
2018,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,35.2
2020,Brecha de género en la renta,,Renta total,,,Loiu,Porcentaje,Loiu,33.7
2013,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,38.3
2015,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,40.8
2014,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,38.5
2011,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,38.7
2009,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,41.0
2016,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,42.2
2020,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,37.6
2019,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,35.8
2017,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,42.2
2018,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,40.5
2021,Brecha de género en la renta,,Renta total,,,Mallabia,Porcentaje,Mallabia,34.6
2019,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,32.1
2013,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,48.7
2018,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,31.0
2021,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,35.8
2016,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,49.1
2015,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,49.6
2011,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,40.6
2020,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,41.2
2014,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,56.6
2009,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,37.6
2017,Brecha de género en la renta,,Renta total,,,Mañaria,Porcentaje,Mañaria,41.1
2020,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,24.5
2011,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,28.7
2014,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,28.6
2016,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,30.6
2018,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,28.5
2013,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,28.4
2015,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,30.4
2017,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,30.3
2021,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,20.8
2009,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,30.7
2019,Brecha de género en la renta,,Renta total,,,Markina-Xemein,Porcentaje,Markina-Xemein,26.1
2016,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,37.1
2011,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,37.9
2017,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,35.2
2015,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,38.3
2013,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,35.2
2019,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,29.5
2021,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,29.1
2009,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,32.3
2014,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,34.1
2018,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,34.5
2020,Brecha de género en la renta,,Renta total,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,28.6
2014,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,48.6
2021,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,43.1
2016,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,48.0
2011,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,49.0
2009,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,49.2
2013,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,48.8
2015,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,48.4
2020,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,44.6
2017,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,51.1
2018,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,48.6
2019,Brecha de género en la renta,,Renta total,,,Mendaro,Porcentaje,Mendaro,48.1
2013,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,36.7
2011,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,36.2
2020,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,31.6
2018,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,38.9
2016,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,34.2
2014,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,39.3
2019,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,34.5
2017,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,30.3
2015,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,33.4
2009,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,36.3
2021,Brecha de género en la renta,,Renta total,,,Mendata,Porcentaje,Mendata,35.2
2009,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,30.2
2018,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,38.2
2017,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,32.0
2021,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,23.3
2015,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,33.1
2013,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,42.6
2019,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,37.8
2020,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,31.7
2016,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,30.6
2014,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,33.6
2011,Brecha de género en la renta,,Renta total,,,Mendexa,Porcentaje,Mendexa,42.1
2018,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,23.9
2020,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,22.5
2011,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,35.6
2014,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,34.2
2009,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,28.5
2021,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,22.5
2015,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,34.0
2017,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,25.2
2013,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,32.4
2019,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,25.5
2016,Brecha de género en la renta,,Renta total,,,Meñaka,Porcentaje,Meñaka,36.6
2013,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,50.0
2016,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,47.9
2018,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,37.5
2017,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,48.5
2011,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,54.1
2014,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,48.5
2021,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,21.2
2009,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,55.4
2015,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,43.3
2020,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,35.8
2019,Brecha de género en la renta,,Renta total,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,31.1
2018,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,49.7
2020,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,40.6
2016,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,44.7
2009,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,48.6
2014,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,45.8
2011,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,48.4
2019,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,44.7
2021,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,39.1
2017,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,46.8
2015,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,43.0
2013,Brecha de género en la renta,,Renta total,,,Morga,Porcentaje,Morga,46.0
2011,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,40.0
2019,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,31.6
2021,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,32.8
2018,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,36.3
2017,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,37.3
2013,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,37.5
2020,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,31.6
2016,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,28.9
2014,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,36.4
2009,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,38.4
2015,Brecha de género en la renta,,Renta total,,,Mundaka,Porcentaje,Mundaka,43.8
2018,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,38.6
2020,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,33.8
2017,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,39.4
2016,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,39.1
2014,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,40.1
2011,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,42.9
2013,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,43.2
2019,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,38.8
2009,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,41.9
2015,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,40.1
2021,Brecha de género en la renta,,Renta total,,,Mungia,Porcentaje,Mungia,35.2
2020,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,22.0
2018,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,23.1
2011,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,34.7
2014,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,25.8
2009,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,31.0
2013,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,23.8
2021,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,19.0
2019,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,31.7
2017,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,26.9
2016,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,28.6
2015,Brecha de género en la renta,,Renta total,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,23.2
2018,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,53.8
2013,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,27.9
2011,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,43.5
2016,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,42.7
2020,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,44.9
2014,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,42.7
2019,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,48.5
2015,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,46.5
2017,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,44.8
2009,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,39.6
2021,Brecha de género en la renta,,Renta total,,,Murueta,Porcentaje,Murueta,37.2
2009,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,53.9
2018,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,50.6
2014,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,49.2
2011,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,53.7
2020,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,45.7
2013,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,51.1
2017,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,50.1
2015,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,49.5
2021,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,44.6
2016,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,49.3
2019,Brecha de género en la renta,,Renta total,,,Muskiz,Porcentaje,Muskiz,48.4
2019,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,37.0
2020,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,29.1
2014,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,33.8
2013,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,33.3
2018,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,41.9
2011,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,31.9
2016,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,34.9
2015,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,37.0
2021,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,34.5
2017,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,38.7
2009,Brecha de género en la renta,,Renta total,,,Mutiloa,Porcentaje,Mutiloa,38.7
2018,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,41.3
2014,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,41.7
2013,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,39.2
2021,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,38.0
2016,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,43.6
2011,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,44.0
2017,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,35.1
2015,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,36.8
2020,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,36.7
2019,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,38.0
2009,Brecha de género en la renta,,Renta total,,,Mutriku,Porcentaje,Mutriku,48.3
2020,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,22.5
2017,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,24.6
2011,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,36.6
2015,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,29.3
2016,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,28.4
2009,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,34.0
2019,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,24.9
