Year,Series,Adina,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,53.7
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,48.7
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,51.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,55.8
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,52.6
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,49.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,58.3
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,55.4
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,56.6
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,55.5
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,56.1
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,55.7
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,55.3
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,57.3
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zizurkil,PT,Zizurkil,57.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,62.6
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,59.3
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,59.6
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,58.8
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,60.8
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,60.2
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,57.1
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,62.1
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zuia,PT,Zuia,56.1
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,59.9
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,60.4
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,57.6
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,57.9
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,57.7
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,60.9
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,60.6
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,60.9
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumaia,PT,Zumaia,60.1
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,54.6
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,54.2
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,54.9
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,55.3
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,52.9
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,54.1
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,55.6
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,53.3
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Zumarraga,PT,Zumarraga,55.0
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),55.7
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),55.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),54.1
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),54.2
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),54.6
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),54.1
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),56.3
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),55.7
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Añana (eskualdea),,PT,Añana (eskualdea),55.5
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,57.2
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,56.5
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,51.7
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,55.3
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,54.2
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,53.9
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,53.9
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,52.8
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,53.7
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,53.9
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,57.5
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,55.8
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,55.1
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,55.6
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,55.4
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,54.8
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,53.8
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,53.8
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,56.6
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,54.6
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,58.1
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,56.6
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,56.7
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,54.7
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,56.3
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,54.9
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,56.8
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,56.8
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,56.6
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,54.1
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,55.8
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,57.1
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,54.3
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,56.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,54.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,54.6
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,55.6
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,55.2
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,56.4
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,56.3
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,54.1
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,55.7
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,55.4
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,56.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,59.4
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,57.0
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,54.5
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,51.9
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,54.7
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,52.6
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,55.2
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,53.9
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,52.6
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,54.4
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,53.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,50.7
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,51.9
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,52.5
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,53.3
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,50.6
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,53.0
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,54.5
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,54.5
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,53.1
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,55.0
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,56.4
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,55.1
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,53.7
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,55.5
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,53.1
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,55.3
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,55.6
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,54.1
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,56.8
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,55.7
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,53.2
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,56.0
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,55.8
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,53.5
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,55.8
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,55.3
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,55.4
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,54.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,57.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,53.7
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,56.7
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,56.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,53.6
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,55.9
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Donostialdea,,PT,Donostialdea,55.9
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,58.6
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,58.3
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,55.8
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,56.7
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,56.8
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,57.5
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,57.5
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,56.0
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,57.5
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,50.9
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,56.2
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,53.5
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,53.1
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,51.1
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,53.8
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,53.3
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,52.9
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,54.2
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,49.6
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,52.6
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,51.8
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,52.8
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,51.1
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,51.1
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,50.4
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,49.4
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gernika-Bermeo,,PT,Gernika-Bermeo,51.6
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,58.1
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,58.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,56.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,56.4
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,58.2
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,57.5
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,57.7
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,58.5
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Goierri,,PT,Goierri,56.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,60.5
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,60.7
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,61.9
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,57.6
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,60.0
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,63.1
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,58.8
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,60.2
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,59.5
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,51.9
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,50.5
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,52.8
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,49.1
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,49.5
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,50.8
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,49.5
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,51.0
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Markina-Ondarroa,,PT,Markina-Ondarroa,50.3
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,59.0
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,56.8
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,58.6
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,57.5
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,60.3
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,57.8
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,59.1
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,58.9
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Plentzia-Mungia,,PT,Plentzia-Mungia,58.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Tolosaldea,,PT,Tolosaldea,59.7
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Tolosaldea,,PT,Tolosaldea,58.3
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Tolosaldea,,PT,Tolosaldea,57.5
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Tolosaldea,,PT,Tolosaldea,56.0
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Tolosaldea,,PT,Tolosaldea,57.6
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,Tolosaldea,,PT,Tolosaldea,57.8
