Year,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2020,,,Gizaburuaga,1.000 biztanle bakoitzeko,Gizaburuaga,0.0
2021,,,Gizaburuaga,1.000 biztanle bakoitzeko,Gizaburuaga,0.0
2022,,,Gizaburuaga,1.000 biztanle bakoitzeko,Gizaburuaga,0.0
2010,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2011,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2012,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2013,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2014,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2015,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2016,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2017,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2018,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2019,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2020,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2021,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2022,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,0.0
2010,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2011,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2012,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2013,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2014,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2015,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2016,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2017,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2018,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2019,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2020,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2021,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2022,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,0.0
2010,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,2.6
2011,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,2.5
2012,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,3.7
2013,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,1.8
2014,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,1.1
2015,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,1.1
2016,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,1.1
2017,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,0.0
2018,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,0.0
2019,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,0.0
2020,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,0.0
2021,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,0.0
2022,,Gernika-Bermeo,,1.000 biztanle bakoitzeko,Gernika-Bermeo,0.0
2010,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2011,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2012,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2013,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2014,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2015,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2016,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2017,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2018,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2019,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2020,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2021,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2022,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2010,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2011,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2012,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2013,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2014,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2015,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2016,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2017,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2018,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2019,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2020,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2021,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2022,,,Lanestosa,1.000 biztanle bakoitzeko,Lanestosa,0.0
2010,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2011,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2012,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2013,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2014,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2015,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2016,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2017,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2018,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2019,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2020,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2021,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2022,,,Larrabetzu,1.000 biztanle bakoitzeko,Larrabetzu,0.0
2010,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2011,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2012,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2013,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2014,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2015,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2016,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2017,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2018,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2019,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2020,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2021,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2022,,,Laukiz,1.000 biztanle bakoitzeko,Laukiz,0.0
2010,,,Leioa,1.000 biztanle bakoitzeko,Leioa,5.2
2011,,,Leioa,1.000 biztanle bakoitzeko,Leioa,1.9
2012,,,Leioa,1.000 biztanle bakoitzeko,Leioa,4.9
2013,,,Leioa,1.000 biztanle bakoitzeko,Leioa,9.3
2014,,,Leioa,1.000 biztanle bakoitzeko,Leioa,9.3
2015,,,Leioa,1.000 biztanle bakoitzeko,Leioa,9.3
2016,,,Leioa,1.000 biztanle bakoitzeko,Leioa,9.2
2017,,,Leioa,1.000 biztanle bakoitzeko,Leioa,6.3
2018,,,Leioa,1.000 biztanle bakoitzeko,Leioa,3.3
2019,,,Leioa,1.000 biztanle bakoitzeko,Leioa,3.3
2020,,,Leioa,1.000 biztanle bakoitzeko,Leioa,3.3
2021,,,Leioa,1.000 biztanle bakoitzeko,Leioa,3.2
2022,,,Leioa,1.000 biztanle bakoitzeko,Leioa,3.2
2010,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2011,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2012,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2013,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2014,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2015,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2016,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2017,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2018,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2019,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2020,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2021,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2022,,,Lemoa,1.000 biztanle bakoitzeko,Lemoa,0.0
2010,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2011,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2012,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2013,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2014,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2015,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2016,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2017,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2018,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2019,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2020,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2021,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2022,,,Lemoiz,1.000 biztanle bakoitzeko,Lemoiz,0.0
2010,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2011,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2012,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2013,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2014,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2015,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2016,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2017,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2018,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2019,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2020,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2021,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2022,,,Lekeitio,1.000 biztanle bakoitzeko,Lekeitio,0.0
2010,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2011,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2012,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2013,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2014,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2015,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2016,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2017,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2018,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2019,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2020,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2021,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2022,,,Mallabia,1.000 biztanle bakoitzeko,Mallabia,0.0
2010,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2011,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2012,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2013,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2014,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2015,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2016,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2017,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2018,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2019,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2020,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2021,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2022,,,Mañaria,1.000 biztanle bakoitzeko,Mañaria,0.0
2010,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2011,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2012,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2013,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2014,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2015,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2016,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2017,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2018,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2019,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2020,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2021,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2022,,Markina-Ondarroa,,1.000 biztanle bakoitzeko,Markina-Ondarroa,0.0
2010,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2011,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2012,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2013,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2014,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2015,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2016,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2017,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2018,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2019,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2020,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2021,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2022,,,Markina-Xemein,1.000 biztanle bakoitzeko,Markina-Xemein,0.0
2010,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2011,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2012,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2013,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2014,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2015,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2016,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2017,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2018,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2019,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2020,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2021,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2022,,,Maruri-Jatabe,1.000 biztanle bakoitzeko,Maruri-Jatabe,0.0
2010,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2011,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2012,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2013,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2014,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2015,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2016,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2017,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2018,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2019,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2020,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2021,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2022,,,Mendata,1.000 biztanle bakoitzeko,Mendata,0.0
2010,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2011,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2012,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2013,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2014,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2015,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2016,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2017,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2018,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2019,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2020,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2021,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2022,,,Mendexa,1.000 biztanle bakoitzeko,Mendexa,0.0
2010,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2011,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2012,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2013,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2014,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2015,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2016,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2017,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2018,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2019,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2020,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2021,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2022,,,Meñaka,1.000 biztanle bakoitzeko,Meñaka,0.0
2010,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,28.5
2011,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,13.5
2012,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2013,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2014,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2015,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2016,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2017,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2018,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2019,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2020,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2021,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2022,,,Ugao-Miraballes,1.000 biztanle bakoitzeko,Ugao-Miraballes,0.0
2010,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2011,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2012,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2013,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2014,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2015,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2016,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2017,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2018,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2019,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2020,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2021,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2022,,,Morga,1.000 biztanle bakoitzeko,Morga,0.0
2010,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2011,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2012,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2013,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2014,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2015,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2016,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2017,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2018,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2019,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2020,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2021,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2022,,,Muxika,1.000 biztanle bakoitzeko,Muxika,0.0
2010,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2011,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2012,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2013,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2014,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2015,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2016,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2017,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2018,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2019,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2020,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2021,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2022,,,Mundaka,1.000 biztanle bakoitzeko,Mundaka,0.0
2010,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2011,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2012,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2013,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2014,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2015,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2016,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2017,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2018,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2019,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2020,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2021,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2022,,,Mungia,1.000 biztanle bakoitzeko,Mungia,0.0
2010,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2011,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2012,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2013,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2014,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2015,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2016,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2017,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2018,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2019,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2020,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2021,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2022,,Plentzia-Mungia,,1.000 biztanle bakoitzeko,Plentzia-Mungia,0.0
2010,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2011,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2012,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2013,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2014,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2015,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2016,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2017,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2018,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2019,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2020,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2021,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2022,,,Aulesti,1.000 biztanle bakoitzeko,Aulesti,0.0
2010,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,16.8
2011,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,11.2
2012,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,11.0
2013,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,5.4
2014,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,5.4
2015,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,0.0
2016,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,0.0
2017,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,0.0
2018,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,0.0
2019,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,0.0
2020,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,0.0
2021,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,0.0
2022,,,Muskiz,1.000 biztanle bakoitzeko,Muskiz,0.0
2010,,,Otxandio,1.000 biztanle bakoitzeko,Otxandio,0.0
