Year,Territorio,Comarca,Municipio,Units,GeoCode,Desaggregation,Value
2014,,,ES48048,PT,ES48048,All,0.4
2016,,,ES48048,PT,ES48048,All,0.4
2020,,,ES48048,PT,ES48048,All,6.6
2022,,,ES48048,PT,ES48048,All,6.6
2019,,,ES48048,PT,ES48048,All,1.7
2020,,,ES20043,PT,ES20043,All,1.8
2017,,,ES20043,PT,ES20043,All,0.7
2018,,,ES20043,PT,ES20043,All,0.7
2016,,,ES20043,PT,ES20043,All,0.7
2014,,,ES20043,PT,ES20043,All,0.7
2013,,,ES20043,PT,ES20043,All,0.7
2021,,,ES20043,PT,ES20043,All,1.6
2023,,,ES20043,PT,ES20043,All,1.9
2011,,,ES20043,PT,ES20043,All,0.5
2010,,,ES20043,PT,ES20043,All,0.0
2019,,,ES20043,PT,ES20043,All,1.1
2015,,,ES20043,PT,ES20043,All,0.8
2022,,,ES20043,PT,ES20043,All,1.6
2012,,,ES20043,PT,ES20043,All,0.7
2013,,,ES48094,PT,ES48094,All,4.2
2023,,,ES48094,PT,ES48094,All,17.4
2021,,,ES48094,PT,ES48094,All,16.5
2015,,,ES48094,PT,ES48094,All,10.6
2012,,,ES48094,PT,ES48094,All,1.2
2011,,,ES48094,PT,ES48094,All,1.2
2022,,,ES48094,PT,ES48094,All,16.8
2014,,,ES48094,PT,ES48094,All,3.9
2010,,,ES48094,PT,ES48094,All,1.2
2020,,,ES48094,PT,ES48094,All,17.3
2019,,,ES48094,PT,ES48094,All,17.2
2018,,,ES48094,PT,ES48094,All,10.6
2017,,,ES48094,PT,ES48094,All,10.5
2016,,,ES48094,PT,ES48094,All,10.6
2022,,,ES20044,PT,ES20044,All,11.0
2019,,,ES20044,PT,ES20044,All,11.0
2018,,,ES20044,PT,ES20044,All,10.3
2015,,,ES20044,PT,ES20044,All,0.0
2016,,,ES20044,PT,ES20044,All,0.0
2020,,,ES20044,PT,ES20044,All,11.2
2023,,,ES20044,PT,ES20044,All,11.0
2021,,,ES20044,PT,ES20044,All,11.0
2014,,,ES20044,PT,ES20044,All,0.0
2010,,,ES20044,PT,ES20044,All,0.0
2017,,,ES20044,PT,ES20044,All,10.3
2013,,,ES20044,PT,ES20044,All,0.0
2011,,,ES20044,PT,ES20044,All,0.0
2012,,,ES20044,PT,ES20044,All,0.0
2011,,,ES20045,PT,ES20045,All,0.0
2016,,,ES20045,PT,ES20045,All,1.1
2021,,,ES20045,PT,ES20045,All,36.4
2023,,,ES20045,PT,ES20045,All,40.8
2015,,,ES20045,PT,ES20045,All,1.1
2019,,,ES20045,PT,ES20045,All,34.9
2018,,,ES20045,PT,ES20045,All,17.5
2020,,,ES20045,PT,ES20045,All,35.5
2010,,,ES20045,PT,ES20045,All,0.0
2014,,,ES20045,PT,ES20045,All,1.1
2013,,,ES20045,PT,ES20045,All,1.1
2012,,,ES20045,PT,ES20045,All,0.0
2017,,,ES20045,PT,ES20045,All,15.8
2022,,,ES20045,PT,ES20045,All,39.5
2011,,,ES01901,PT,ES01901,All,0.0
2010,,,ES01901,PT,ES01901,All,0.0
2012,,,ES01901,PT,ES01901,All,0.0
2023,,,ES01901,PT,ES01901,All,0.0
2018,,,ES01901,PT,ES01901,All,0.0
2014,,,ES01901,PT,ES01901,All,0.0
2022,,,ES01901,PT,ES01901,All,0.0
2015,,,ES01901,PT,ES01901,All,0.0
2016,,,ES01901,PT,ES01901,All,0.0
2020,,,ES01901,PT,ES01901,All,0.0
2013,,,ES01901,PT,ES01901,All,0.0
2017,,,ES01901,PT,ES01901,All,0.0
2019,,,ES01901,PT,ES01901,All,0.0
2021,,,ES01901,PT,ES01901,All,0.0
2017,,,ES20046,PT,ES20046,All,0.0
2021,,,ES20046,PT,ES20046,All,0.0
2010,,,ES20046,PT,ES20046,All,4.5
2011,,,ES20046,PT,ES20046,All,4.5
2012,,,ES20046,PT,ES20046,All,4.5
2014,,,ES20046,PT,ES20046,All,4.5
2015,,,ES20046,PT,ES20046,All,4.5
2016,,,ES20046,PT,ES20046,All,4.5
2018,,,ES20046,PT,ES20046,All,0.0
2019,,,ES20046,PT,ES20046,All,0.0
2022,,,ES20046,PT,ES20046,All,0.0
2013,,,ES20046,PT,ES20046,All,4.5
2020,,,ES20046,PT,ES20046,All,0.0
2023,,,ES20046,PT,ES20046,All,0.0
2015,,,ES01027,PT,ES01027,All,1.1
2023,,,ES01027,PT,ES01027,All,0.9
2022,,,ES01027,PT,ES01027,All,0.9
2016,,,ES01027,PT,ES01027,All,1.1
2013,,,ES01027,PT,ES01027,All,1.2
2020,,,ES01027,PT,ES01027,All,0.9
2012,,,ES01027,PT,ES01027,All,1.2
2011,,,ES01027,PT,ES01027,All,1.2
2014,,,ES01027,PT,ES01027,All,1.7
2010,,,ES01027,PT,ES01027,All,1.3
2019,,,ES01027,PT,ES01027,All,1.2
2018,,,ES01027,PT,ES01027,All,1.2
2021,,,ES01027,PT,ES01027,All,0.9
2017,,,ES01027,PT,ES01027,All,1.2
2013,,,ES48049,PT,ES48049,All,1.0
2014,,,ES48049,PT,ES48049,All,1.0
2023,,,ES48049,PT,ES48049,All,5.1
2017,,,ES48049,PT,ES48049,All,1.1
2015,,,ES48049,PT,ES48049,All,2.0
2011,,,ES48049,PT,ES48049,All,0.2
2019,,,ES48049,PT,ES48049,All,1.2
2010,,,ES48049,PT,ES48049,All,0.0
2012,,,ES48049,PT,ES48049,All,0.2
2016,,,ES48049,PT,ES48049,All,1.5
2018,,,ES48049,PT,ES48049,All,1.0
2020,,,ES48049,PT,ES48049,All,5.0
2022,,,ES48049,PT,ES48049,All,4.9
2021,,,ES48049,PT,ES48049,All,5.1
2011,,,ES20047,PT,ES20047,All,0.0
2019,,,ES20047,PT,ES20047,All,0.0
2010,,,ES20047,PT,ES20047,All,0.0
2013,,,ES20047,PT,ES20047,All,0.0
2012,,,ES20047,PT,ES20047,All,0.0
2015,,,ES20047,PT,ES20047,All,0.0
2023,,,ES20047,PT,ES20047,All,0.0
2016,,,ES20047,PT,ES20047,All,0.0
2021,,,ES20047,PT,ES20047,All,0.0
2017,,,ES20047,PT,ES20047,All,0.0
2018,,,ES20047,PT,ES20047,All,0.0
2014,,,ES20047,PT,ES20047,All,0.0
2022,,,ES20047,PT,ES20047,All,0.0
2020,,,ES20047,PT,ES20047,All,0.0
2013,,,ES48910,PT,ES48910,All,1.1
2015,,,ES48910,PT,ES48910,All,1.0
2021,,,ES48910,PT,ES48910,All,1.7
2018,,,ES48910,PT,ES48910,All,1.0
2010,,,ES48910,PT,ES48910,All,0.8
2014,,,ES48910,PT,ES48910,All,0.9
2017,,,ES48910,PT,ES48910,All,0.9
2023,,,ES48910,PT,ES48910,All,2.8
2019,,,ES48910,PT,ES48910,All,1.3
2016,,,ES48910,PT,ES48910,All,1.0
2020,,,ES48910,PT,ES48910,All,2.2
2022,,,ES48910,PT,ES48910,All,1.7
2012,,,ES48910,PT,ES48910,All,1.1
2011,,,ES48910,PT,ES48910,All,1.1
2019,,,ES48050,PT,ES48050,All,1.8
2021,,,ES48050,PT,ES48050,All,2.4
2013,,,ES48050,PT,ES48050,All,0.0
2018,,,ES48050,PT,ES48050,All,1.7
2010,,,ES48050,PT,ES48050,All,0.0
2017,,,ES48050,PT,ES48050,All,1.7
2011,,,ES48050,PT,ES48050,All,0.0
2023,,,ES48050,PT,ES48050,All,2.5
2015,,,ES48050,PT,ES48050,All,0.0
2012,,,ES48050,PT,ES48050,All,0.0
2014,,,ES48050,PT,ES48050,All,0.0
2016,,,ES48050,PT,ES48050,All,0.0
2020,,,ES48050,PT,ES48050,All,1.8
2022,,,ES48050,PT,ES48050,All,2.4
2011,,,ES48022,PT,ES48022,All,0.9
2013,,,ES48022,PT,ES48022,All,0.9
2018,,,ES48022,PT,ES48022,All,0.7
2014,,,ES48022,PT,ES48022,All,0.9
2010,,,ES48022,PT,ES48022,All,0.7
2023,,,ES48022,PT,ES48022,All,0.7
2015,,,ES48022,PT,ES48022,All,0.9
2021,,,ES48022,PT,ES48022,All,0.7
2019,,,ES48022,PT,ES48022,All,0.8
2017,,,ES48022,PT,ES48022,All,0.8
2012,,,ES48022,PT,ES48022,All,0.9
2016,,,ES48022,PT,ES48022,All,0.8
2020,,,ES48022,PT,ES48022,All,0.7
2022,,,ES48022,PT,ES48022,All,0.7
2010,,,ES48907,PT,ES48907,All,0.0
2018,,,ES48907,PT,ES48907,All,0.5
2019,,,ES48907,PT,ES48907,All,0.5
2015,,,ES48907,PT,ES48907,All,0.4
2013,,,ES48907,PT,ES48907,All,2.1
2022,,,ES48907,PT,ES48907,All,1.0
2021,,,ES48907,PT,ES48907,All,1.3
2023,,,ES48907,PT,ES48907,All,3.5
2011,,,ES48907,PT,ES48907,All,0.0
2012,,,ES48907,PT,ES48907,All,2.1
2016,,,ES48907,PT,ES48907,All,0.7
2014,,,ES48907,PT,ES48907,All,0.4
2020,,,ES48907,PT,ES48907,All,0.5
2017,,,ES48907,PT,ES48907,All,0.7
2010,,,ES01019,PT,ES01019,All,0.1
2021,,,ES01019,PT,ES01019,All,0.7
2015,,,ES01019,PT,ES01019,All,0.3
2023,,,ES01019,PT,ES01019,All,1.8
2022,,,ES01019,PT,ES01019,All,1.7
2017,,,ES01019,PT,ES01019,All,0.4
2011,,,ES01019,PT,ES01019,All,0.0
2012,,,ES01019,PT,ES01019,All,0.1
2014,,,ES01019,PT,ES01019,All,0.1
2016,,,ES01019,PT,ES01019,All,0.3
2018,,,ES01019,PT,ES01019,All,0.3
2019,,,ES01019,PT,ES01019,All,0.5
2020,,,ES01019,PT,ES01019,All,0.6
2013,,,ES01019,PT,ES01019,All,0.1
2018,,,ES01020,PT,ES01020,All,5.6
2023,,,ES01020,PT,ES01020,All,25.9
2022,,,ES01020,PT,ES01020,All,16.7
2021,,,ES01020,PT,ES01020,All,14.8
2016,,,ES01020,PT,ES01020,All,0.1
2011,,,ES01020,PT,ES01020,All,0.1
2013,,,ES01020,PT,ES01020,All,0.1
2017,,,ES01020,PT,ES01020,All,5.4
2015,,,ES01020,PT,ES01020,All,0.1
2010,,,ES01020,PT,ES01020,All,0.0
2020,,,ES01020,PT,ES01020,All,13.1
2012,,,ES01020,PT,ES01020,All,0.1
2014,,,ES01020,PT,ES01020,All,0.1
2019,,,ES01020,PT,ES01020,All,5.0
2019,,,ES01028,PT,ES01028,All,3.4
2013,,,ES01028,PT,ES01028,All,3.0
2010,,,ES01028,PT,ES01028,All,3.4
2022,,,ES01028,PT,ES01028,All,3.6
2016,,,ES01028,PT,ES01028,All,3.2
2018,,,ES01028,PT,ES01028,All,3.4
2021,,,ES01028,PT,ES01028,All,3.5
2011,,,ES01028,PT,ES01028,All,3.4
2014,,,ES01028,PT,ES01028,All,3.1
2015,,,ES01028,PT,ES01028,All,3.3
2020,,,ES01028,PT,ES01028,All,3.4
2023,,,ES01028,PT,ES01028,All,3.8
2017,,,ES01028,PT,ES01028,All,3.2
2012,,,ES01028,PT,ES01028,All,3.4
2018,,,ES01030,PT,ES01030,All,2.2
2013,,,ES01030,PT,ES01030,All,1.5
2012,,,ES01030,PT,ES01030,All,0.0
2020,,,ES01030,PT,ES01030,All,4.9
2022,,,ES01030,PT,ES01030,All,0.0
2015,,,ES01030,PT,ES01030,All,1.8
2010,,,ES01030,PT,ES01030,All,0.0
2023,,,ES01030,PT,ES01030,All,0.0
2011,,,ES01030,PT,ES01030,All,0.0
2014,,,ES01030,PT,ES01030,All,1.7
2016,,,ES01030,PT,ES01030,All,1.8
2021,,,ES01030,PT,ES01030,All,1.0
2019,,,ES01030,PT,ES01030,All,1.5
2017,,,ES01030,PT,ES01030,All,1.8
2023,,,ES01031,PT,ES01031,All,7.1
2020,,,ES01031,PT,ES01031,All,5.4
2013,,,ES01031,PT,ES01031,All,3.0
2012,,,ES01031,PT,ES01031,All,1.6
2011,,,ES01031,PT,ES01031,All,0.4
2019,,,ES01031,PT,ES01031,All,5.5
2015,,,ES01031,PT,ES01031,All,3.5
2010,,,ES01031,PT,ES01031,All,0.2
2014,,,ES01031,PT,ES01031,All,3.4
2017,,,ES01031,PT,ES01031,All,3.9
2022,,,ES01031,PT,ES01031,All,6.8
2021,,,ES01031,PT,ES01031,All,6.1
2016,,,ES01031,PT,ES01031,All,3.8
2018,,,ES01031,PT,ES01031,All,3.8
2013,,,ES01032,PT,ES01032,All,3.3
2012,,,ES01032,PT,ES01032,All,2.9
2014,,,ES01032,PT,ES01032,All,3.4
2023,,,ES01032,PT,ES01032,All,6.8
2016,,,ES01032,PT,ES01032,All,3.6
2010,,,ES01032,PT,ES01032,All,1.8
2022,,,ES01032,PT,ES01032,All,5.5
2021,,,ES01032,PT,ES01032,All,4.9
2017,,,ES01032,PT,ES01032,All,3.6
2011,,,ES01032,PT,ES01032,All,1.9
2015,,,ES01032,PT,ES01032,All,3.6
2020,,,ES01032,PT,ES01032,All,4.7
2019,,,ES01032,PT,ES01032,All,4.3
2018,,,ES01032,PT,ES01032,All,3.8
2014,,,ES48051,PT,ES48051,All,0.0
2021,,,ES48051,PT,ES48051,All,0.0
2013,,,ES48051,PT,ES48051,All,0.0
2023,,,ES48051,PT,ES48051,All,0.0
2015,,,ES48051,PT,ES48051,All,0.0
2019,,,ES48051,PT,ES48051,All,0.0
2011,,,ES48051,PT,ES48051,All,0.0
2017,,,ES48051,PT,ES48051,All,0.0
2010,,,ES48051,PT,ES48051,All,0.0
2012,,,ES48051,PT,ES48051,All,0.0
2016,,,ES48051,PT,ES48051,All,0.0
2018,,,ES48051,PT,ES48051,All,0.0
2020,,,ES48051,PT,ES48051,All,0.0
2022,,,ES48051,PT,ES48051,All,0.0
2012,,,ES01902,PT,ES01902,All,1.0
2020,,,ES01902,PT,ES01902,All,2.8
2019,,,ES01902,PT,ES01902,All,2.3
2011,,,ES01902,PT,ES01902,All,0.8
2016,,,ES01902,PT,ES01902,All,2.0
2022,,,ES01902,PT,ES01902,All,3.1
2010,,,ES01902,PT,ES01902,All,1.0
2014,,,ES01902,PT,ES01902,All,1.1
2017,,,ES01902,PT,ES01902,All,3.0
2018,,,ES01902,PT,ES01902,All,2.3
2013,,,ES01902,PT,ES01902,All,1.1
2021,,,ES01902,PT,ES01902,All,3.1
2015,,,ES01902,PT,ES01902,All,1.2
2023,,,ES01902,PT,ES01902,All,4.0
2015,,,ES01033,PT,ES01033,All,0.0
2021,,,ES01033,PT,ES01033,All,0.4
2023,,,ES01033,PT,ES01033,All,0.5
2020,,,ES01033,PT,ES01033,All,0.4
2014,,,ES01033,PT,ES01033,All,0.0
2016,,,ES01033,PT,ES01033,All,0.0
2019,,,ES01033,PT,ES01033,All,0.0
2022,,,ES01033,PT,ES01033,All,0.3
2011,,,ES01033,PT,ES01033,All,0.0
2010,,,ES01033,PT,ES01033,All,0.0
2012,,,ES01033,PT,ES01033,All,0.0
2013,,,ES01033,PT,ES01033,All,0.0
2018,,,ES01033,PT,ES01033,All,0.0
2017,,,ES01033,PT,ES01033,All,0.0
2017,,,ES48052,PT,ES48052,All,3.4
2023,,,ES48052,PT,ES48052,All,8.7
2018,,,ES48052,PT,ES48052,All,3.3
2010,,,ES48052,PT,ES48052,All,0.6
2015,,,ES48052,PT,ES48052,All,3.4
2013,,,ES48052,PT,ES48052,All,0.8
2011,,,ES48052,PT,ES48052,All,0.7
2021,,,ES48052,PT,ES48052,All,10.1
2019,,,ES48052,PT,ES48052,All,4.0
2012,,,ES48052,PT,ES48052,All,0.8
2014,,,ES48052,PT,ES48052,All,0.9
2016,,,ES48052,PT,ES48052,All,3.7
2020,,,ES48052,PT,ES48052,All,9.1
2022,,,ES48052,PT,ES48052,All,10.5
2014,,,ES20048,PT,ES20048,All,0.0
2012,,,ES20048,PT,ES20048,All,0.0
2013,,,ES20048,PT,ES20048,All,0.0
2015,,,ES20048,PT,ES20048,All,0.0
2010,,,ES20048,PT,ES20048,All,0.0
2011,,,ES20048,PT,ES20048,All,0.0
2020,,,ES20048,PT,ES20048,All,0.0
2017,,,ES20048,PT,ES20048,All,0.0
2021,,,ES20048,PT,ES20048,All,0.0
2023,,,ES20048,PT,ES20048,All,0.0
2022,,,ES20048,PT,ES20048,All,0.0
2019,,,ES20048,PT,ES20048,All,0.0
2016,,,ES20048,PT,ES20048,All,0.0
2018,,,ES20048,PT,ES20048,All,0.0
2020,,,ES20902,PT,ES20902,All,0.0
2012,,,ES20902,PT,ES20902,All,0.0
2010,,,ES20902,PT,ES20902,All,0.0
2014,,,ES20902,PT,ES20902,All,0.0
2016,,,ES20902,PT,ES20902,All,0.0
2018,,,ES20902,PT,ES20902,All,0.0
2022,,,ES20902,PT,ES20902,All,0.0
2013,,,ES20902,PT,ES20902,All,0.0
2019,,,ES20902,PT,ES20902,All,0.0
2021,,,ES20902,PT,ES20902,All,0.0
2011,,,ES20902,PT,ES20902,All,0.0
2017,,,ES20902,PT,ES20902,All,0.0
2015,,,ES20902,PT,ES20902,All,0.0
2023,,,ES20902,PT,ES20902,All,0.5
2016,,,ES01036,PT,ES01036,All,2.3
2022,,,ES01036,PT,ES01036,All,1.9
2021,,,ES01036,PT,ES01036,All,1.9
2019,,,ES01036,PT,ES01036,All,3.7
2012,,,ES01036,PT,ES01036,All,1.9
2020,,,ES01036,PT,ES01036,All,3.6
2011,,,ES01036,PT,ES01036,All,1.4
2010,,,ES01036,PT,ES01036,All,1.4
2015,,,ES01036,PT,ES01036,All,2.1
2014,,,ES01036,PT,ES01036,All,2.1
2013,,,ES01036,PT,ES01036,All,2.0
2018,,,ES01036,PT,ES01036,All,2.1
2017,,,ES01036,PT,ES01036,All,2.1
2023,,,ES01036,PT,ES01036,All,0.9
2018,,,ES48053,PT,ES48053,All,0.0
2017,,,ES48053,PT,ES48053,All,0.0
2011,,,ES48053,PT,ES48053,All,0.0
2019,,,ES48053,PT,ES48053,All,0.1
2015,,,ES48053,PT,ES48053,All,0.0
2013,,,ES48053,PT,ES48053,All,0.0
2021,,,ES48053,PT,ES48053,All,0.1
2010,,,ES48053,PT,ES48053,All,0.0
2012,,,ES48053,PT,ES48053,All,0.0
2016,,,ES48053,PT,ES48053,All,0.0
2020,,,ES48053,PT,ES48053,All,0.1
2022,,,ES48053,PT,ES48053,All,0.1
2014,,,ES48053,PT,ES48053,All,0.0
2023,,,ES48053,PT,ES48053,All,0.1
2015,,,ES20049,PT,ES20049,All,0.0
2010,,,ES20049,PT,ES20049,All,0.0
2012,,,ES20049,PT,ES20049,All,0.0
2013,,,ES20049,PT,ES20049,All,0.0
2021,,,ES20049,PT,ES20049,All,1.6
2018,,,ES20049,PT,ES20049,All,0.0
2017,,,ES20049,PT,ES20049,All,0.0
2014,,,ES20049,PT,ES20049,All,0.0
2020,,,ES20049,PT,ES20049,All,1.6
2016,,,ES20049,PT,ES20049,All,0.0
2011,,,ES20049,PT,ES20049,All,0.0
2022,,,ES20049,PT,ES20049,All,1.8
2023,,,ES20049,PT,ES20049,All,2.6
2019,,,ES20049,PT,ES20049,All,1.1
2013,,,ES20050,PT,ES20050,All,0.0
2020,,,ES20050,PT,ES20050,All,0.0
2018,,,ES20050,PT,ES20050,All,0.0
2016,,,ES20050,PT,ES20050,All,0.0
2014,,,ES20050,PT,ES20050,All,0.0
2012,,,ES20050,PT,ES20050,All,0.0
2017,,,ES20050,PT,ES20050,All,0.0
2019,,,ES20050,PT,ES20050,All,0.0
2010,,,ES20050,PT,ES20050,All,0.0
2015,,,ES20050,PT,ES20050,All,0.0
2023,,,ES20050,PT,ES20050,All,1.0
2011,,,ES20050,PT,ES20050,All,0.0
2022,,,ES20050,PT,ES20050,All,1.0
2021,,,ES20050,PT,ES20050,All,0.0
2023,,,ES20051,PT,ES20051,All,0.5
2013,,,ES20051,PT,ES20051,All,0.0
2017,,,ES20051,PT,ES20051,All,0.5
2021,,,ES20051,PT,ES20051,All,0.4
2010,,,ES20051,PT,ES20051,All,0.0
2011,,,ES20051,PT,ES20051,All,0.0
2012,,,ES20051,PT,ES20051,All,0.0
2014,,,ES20051,PT,ES20051,All,0.6
2015,,,ES20051,PT,ES20051,All,0.6
2016,,,ES20051,PT,ES20051,All,0.5
2018,,,ES20051,PT,ES20051,All,0.4
2019,,,ES20051,PT,ES20051,All,0.4
2020,,,ES20051,PT,ES20051,All,0.4
2022,,,ES20051,PT,ES20051,All,0.5
2015,,,ES20052,PT,ES20052,All,0.4
2011,,,ES20052,PT,ES20052,All,0.3
2019,,,ES20052,PT,ES20052,All,0.0
2010,,,ES20052,PT,ES20052,All,0.0
2012,,,ES20052,PT,ES20052,All,0.4
2013,,,ES20052,PT,ES20052,All,0.4
2014,,,ES20052,PT,ES20052,All,0.4
2023,,,ES20052,PT,ES20052,All,1.9
2016,,,ES20052,PT,ES20052,All,0.0
2017,,,ES20052,PT,ES20052,All,0.0
2018,,,ES20052,PT,ES20052,All,0.0
2020,,,ES20052,PT,ES20052,All,1.2
2021,,,ES20052,PT,ES20052,All,1.4
2022,,,ES20052,PT,ES20052,All,2.0
2013,,,ES01058,PT,ES01058,All,2.0
2017,,,ES01058,PT,ES01058,All,0.0
2022,,,ES01058,PT,ES01058,All,0.0
2018,,,ES01058,PT,ES01058,All,0.0
2023,,,ES01058,PT,ES01058,All,0.0
2014,,,ES01058,PT,ES01058,All,2.0
2011,,,ES01058,PT,ES01058,All,0.0
2010,,,ES01058,PT,ES01058,All,0.0
2012,,,ES01058,PT,ES01058,All,0.0
2020,,,ES01058,PT,ES01058,All,0.0
2021,,,ES01058,PT,ES01058,All,0.1
2019,,,ES01058,PT,ES01058,All,0.0
2015,,,ES01058,PT,ES01058,All,0.0
2016,,,ES01058,PT,ES01058,All,0.0
2011,,,ES20068,PT,ES20068,All,0.0
2019,,,ES20068,PT,ES20068,All,0.0
2015,,,ES20068,PT,ES20068,All,0.0
2023,,,ES20068,PT,ES20068,All,13.8
2013,,,ES20068,PT,ES20068,All,0.0
2017,,,ES20068,PT,ES20068,All,0.0
2010,,,ES20068,PT,ES20068,All,0.0
2012,,,ES20068,PT,ES20068,All,0.0
2014,,,ES20068,PT,ES20068,All,0.0
2016,,,ES20068,PT,ES20068,All,0.0
2018,,,ES20068,PT,ES20068,All,0.0
2021,,,ES20068,PT,ES20068,All,0.0
2020,,,ES20068,PT,ES20068,All,0.0
2022,,,ES20068,PT,ES20068,All,3.6
2014,,,ES48054,PT,ES48054,All,0.0
2018,,,ES48054,PT,ES48054,All,0.5
2019,,,ES48054,PT,ES48054,All,1.0
2011,,,ES48054,PT,ES48054,All,0.0
2010,,,ES48054,PT,ES48054,All,0.0
2013,,,ES48054,PT,ES48054,All,0.0
2021,,,ES48054,PT,ES48054,All,0.0
2017,,,ES48054,PT,ES48054,All,0.0
2015,,,ES48054,PT,ES48054,All,0.4
2023,,,ES48054,PT,ES48054,All,0.4
2012,,,ES48054,PT,ES48054,All,0.0
2016,,,ES48054,PT,ES48054,All,0.0
2020,,,ES48054,PT,ES48054,All,1.0
2022,,,ES48054,PT,ES48054,All,0.4
2015,,,ES48057,PT,ES48057,All,0.0
2022,,,ES48057,PT,ES48057,All,1.5
2014,,,ES48057,PT,ES48057,All,0.0
2011,,,ES48057,PT,ES48057,All,0.0
2019,,,ES48057,PT,ES48057,All,0.0
2017,,,ES48057,PT,ES48057,All,0.0
2013,,,ES48057,PT,ES48057,All,0.0
2021,,,ES48057,PT,ES48057,All,1.3
2010,,,ES48057,PT,ES48057,All,0.0
2012,,,ES48057,PT,ES48057,All,0.0
2016,,,ES48057,PT,ES48057,All,0.0
2018,,,ES48057,PT,ES48057,All,0.0
2020,,,ES48057,PT,ES48057,All,0.0
2023,,,ES48057,PT,ES48057,All,1.4
2014,,,ES48055,PT,ES48055,All,0.0
2023,,,ES48055,PT,ES48055,All,8.8
2015,,,ES48055,PT,ES48055,All,0.0
2021,,,ES48055,PT,ES48055,All,9.9
2013,,,ES48055,PT,ES48055,All,0.0
2011,,,ES48055,PT,ES48055,All,0.0
2017,,,ES48055,PT,ES48055,All,4.6
2012,,,ES48055,PT,ES48055,All,0.0
2016,,,ES48055,PT,ES48055,All,3.6
2018,,,ES48055,PT,ES48055,All,4.6
2020,,,ES48055,PT,ES48055,All,10.2
2022,,,ES48055,PT,ES48055,All,9.1
2010,,,ES48055,PT,ES48055,All,0.0
2019,,,ES48055,PT,ES48055,All,8.1
2013,,,ES48056,PT,ES48056,All,4.0
2010,,,ES48056,PT,ES48056,All,4.1
2018,,,ES48056,PT,ES48056,All,3.9
2023,,,ES48056,PT,ES48056,All,4.0
2017,,,ES48056,PT,ES48056,All,3.2
2015,,,ES48056,PT,ES48056,All,4.7
2011,,,ES48056,PT,ES48056,All,4.1
2021,,,ES48056,PT,ES48056,All,3.8
2019,,,ES48056,PT,ES48056,All,7.1
2012,,,ES48056,PT,ES48056,All,4.0
2014,,,ES48056,PT,ES48056,All,4.0
2016,,,ES48056,PT,ES48056,All,3.4
2020,,,ES48056,PT,ES48056,All,5.6
2022,,,ES48056,PT,ES48056,All,4.4
2017,,,ES01034,PT,ES01034,All,0.4
2015,,,ES01034,PT,ES01034,All,0.0
2022,,,ES01034,PT,ES01034,All,4.3
2019,,,ES01034,PT,ES01034,All,0.8
2013,,,ES01034,PT,ES01034,All,1.2
2018,,,ES01034,PT,ES01034,All,0.7
2014,,,ES01034,PT,ES01034,All,1.7
2011,,,ES01034,PT,ES01034,All,0.3
2010,,,ES01034,PT,ES01034,All,0.0
2012,,,ES01034,PT,ES01034,All,1.2
2016,,,ES01034,PT,ES01034,All,0.4
2021,,,ES01034,PT,ES01034,All,2.2
2020,,,ES01034,PT,ES01034,All,0.9
2023,,,ES01034,PT,ES01034,All,5.4
2023,,,ES48081,PT,ES48081,All,10.4
2015,,,ES48081,PT,ES48081,All,7.1
2013,,,ES48081,PT,ES48081,All,0.0
2011,,,ES48081,PT,ES48081,All,0.0
2021,,,ES48081,PT,ES48081,All,9.3
2017,,,ES48081,PT,ES48081,All,7.4
2010,,,ES48081,PT,ES48081,All,0.0
2012,,,ES48081,PT,ES48081,All,0.0
2016,,,ES48081,PT,ES48081,All,7.4
2018,,,ES48081,PT,ES48081,All,9.1
2020,,,ES48081,PT,ES48081,All,9.5
2014,,,ES48081,PT,ES48081,All,0.0
2022,,,ES48081,PT,ES48081,All,10.5
2019,,,ES48081,PT,ES48081,All,9.5
2011,,,ES20053,PT,ES20053,All,0.0
2010,,,ES20053,PT,ES20053,All,0.2
2012,,,ES20053,PT,ES20053,All,0.0
2014,,,ES20053,PT,ES20053,All,0.9
2015,,,ES20053,PT,ES20053,All,2.6
2016,,,ES20053,PT,ES20053,All,2.6
2018,,,ES20053,PT,ES20053,All,3.3
2019,,,ES20053,PT,ES20053,All,4.6
2020,,,ES20053,PT,ES20053,All,7.4
2022,,,ES20053,PT,ES20053,All,7.9
2023,,,ES20053,PT,ES20053,All,7.4
2017,,,ES20053,PT,ES20053,All,3.0
2013,,,ES20053,PT,ES20053,All,0.0
2021,,,ES20053,PT,ES20053,All,6.6
2013,,,ES20054,PT,ES20054,All,0.0
2021,,,ES20054,PT,ES20054,All,0.0
2023,,,ES20054,PT,ES20054,All,8.0
2020,,,ES20054,PT,ES20054,All,0.0
2022,,,ES20054,PT,ES20054,All,7.7
2010,,,ES20054,PT,ES20054,All,0.0
2017,,,ES20054,PT,ES20054,All,0.0
2011,,,ES20054,PT,ES20054,All,0.0
2014,,,ES20054,PT,ES20054,All,0.0
2019,,,ES20054,PT,ES20054,All,0.0
2016,,,ES20054,PT,ES20054,All,0.0
2015,,,ES20054,PT,ES20054,All,0.0
2012,,,ES20054,PT,ES20054,All,0.0
2018,,,ES20054,PT,ES20054,All,0.0
2015,,,ES48903,PT,ES48903,All,0.9
2022,,,ES48903,PT,ES48903,All,1.2
