Year,Edad,Nivel educativo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2013,10 años y más,Estudios medios superiores,,,Zalla,Porcentaje,Zalla,7.2
2016,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,5.9
2018,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,5.6
2010,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,6.7
2021,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,5.5
2014,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,8.1
2019,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,6.5
2015,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,6.5
2020,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,5.9
2013,10 años y más,Estudios medios superiores,,,Zambrana,Porcentaje,Zambrana,7.8
2010,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,7.6
2013,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,7.0
2016,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,6.4
2014,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,6.8
2018,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,6.0
2020,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,5.6
2015,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,6.4
2019,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,6.0
2021,10 años y más,Estudios medios superiores,,,Zamudio,Porcentaje,Zamudio,5.6
2019,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,6.6
2013,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,6.3
2020,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,5.9
2018,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,6.8
2015,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,6.3
2014,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,6.4
2016,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,6.3
2021,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,5.6
2010,10 años y más,Estudios medios superiores,,,Zaratamo,Porcentaje,Zaratamo,6.9
2013,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,8.4
2010,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,9.3
2015,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,8.2
2014,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,8.3
2021,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,7.3
2016,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,8.3
2019,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,7.8
2018,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,8.0
2020,10 años y más,Estudios medios superiores,,,Zarautz,Porcentaje,Zarautz,7.4
2014,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,9.9
2019,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,9.1
2018,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,9.9
2010,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,10.2
2015,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,10.3
2013,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,10.1
2021,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,8.9
2016,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,10.5
2020,10 años y más,Estudios medios superiores,,,Zeanuri,Porcentaje,Zeanuri,8.9
2018,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,7.3
2019,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,6.6
2016,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,7.2
2021,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,6.1
2014,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,7.3
2010,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,7.5
2020,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,6.4
2013,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,6.8
2015,10 años y más,Estudios medios superiores,,,Zeberio,Porcentaje,Zeberio,6.9
2013,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,5.9
2018,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,5.9
2015,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,6.3
2020,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,6.2
2021,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,5.4
2016,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,6.1
2010,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,6.5
2019,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,6.3
2014,10 años y más,Estudios medios superiores,,,Zegama,Porcentaje,Zegama,6.1
2016,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,6.2
2020,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,5.8
2013,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,7.5
2015,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,6.6
2019,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,6.0
2014,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,6.8
2010,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,7.6
2018,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,7.1
2021,10 años y más,Estudios medios superiores,,,Zerain,Porcentaje,Zerain,5.6
2010,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,7.9
2014,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,7.1
2019,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,7.0
2018,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,7.0
2013,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,7.3
2015,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,7.1
2020,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,6.6
2016,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,7.2
2021,10 años y más,Estudios medios superiores,,,Zestoa,Porcentaje,Zestoa,6.5
2010,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,8.1
2016,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,8.0
2014,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,8.1
2013,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,8.1
2020,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,6.7
2015,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,7.8
2021,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,6.5
2018,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,7.7
2019,10 años y más,Estudios medios superiores,,,Zierbena,Porcentaje,Zierbena,6.8
2019,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,9.3
2013,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,10.8
2016,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,10.2
2020,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,9.1
2010,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,11.4
2014,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,10.3
2015,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,10.3
2021,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,8.9
2018,10 años y más,Estudios medios superiores,,,Zigoitia,Porcentaje,Zigoitia,9.4
2015,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,6.8
2021,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,5.8
2014,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,6.7
2010,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,5.9
2020,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,5.3
2018,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,7.2
2013,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,8.1
2016,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,7.3
2019,10 años y más,Estudios medios superiores,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,6.5
2015,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,5.7
2020,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,4.8
2013,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,5.9
2010,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,6.0
2018,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,5.1
2021,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,4.9
2019,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,5.0
2016,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,5.4
2014,10 años y más,Estudios medios superiores,,,Zizurkil,Porcentaje,Zizurkil,5.5
2010,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,9.5
2014,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,9.4
2020,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,7.7
2021,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,7.7
2016,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,8.9
2015,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,8.9
2013,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,9.0
2019,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,8.0
2018,10 años y más,Estudios medios superiores,,,Zuia,Porcentaje,Zuia,8.4
2018,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,6.8
2010,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,7.8
2020,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,6.3
2021,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,6.2
2015,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,6.8
2013,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,7.0
2019,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,6.6
2014,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,6.8
2016,10 años y más,Estudios medios superiores,,,Zumaia,Porcentaje,Zumaia,7.0
2010,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,6.6
2016,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,6.1
2021,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,5.2
2019,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,5.6
2014,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,6.0
2013,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,6.2
2020,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,5.3
2018,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,5.9
2015,10 años y más,Estudios medios superiores,,,Zumarraga,Porcentaje,Zumarraga,6.1
2010,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),6.9
2021,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),5.8
2020,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),6.0
2018,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),6.6
2013,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),6.5
2019,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),6.1
2014,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),6.5
2016,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),6.5
2015,10 años y más,Estudios medios superiores,,Añana (comarca),,Porcentaje,Añana (comarca),6.3
2013,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,6.2
2016,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,6.1
2014,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,6.1
2021,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,5.7
2018,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,5.9
2010,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,6.6
2019,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,5.9
2015,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,5.9
2020,10 años y más,Estudios medios superiores,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,5.6
2018,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,6.4
2016,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,6.7
2021,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,5.9
2013,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,6.7
2020,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,5.9
2014,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,6.6
2015,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,6.5
2019,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,6.1
2010,10 años y más,Estudios medios superiores,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,7.5
2010,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,9.0
2020,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,7.1
2016,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,8.1
2014,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,8.1
2018,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,7.8
2021,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,7.0
2013,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,8.2
2019,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,7.5
2015,10 años y más,Estudios medios superiores,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,8.0
2018,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,6.4
2020,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,5.6
2013,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,5.5
2021,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,6.0
2014,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,5.5
2016,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,5.9
2015,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,5.7
2010,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,5.9
2019,10 años y más,Estudios medios superiores,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,5.9
2013,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,7.8
2021,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,6.7
2019,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,7.3
2010,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,8.5
2018,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,7.6
2015,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,7.7
2014,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,7.7
2020,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,6.9
2016,10 años y más,Estudios medios superiores,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,7.8
2019,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,6.9
2016,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,7.3
2018,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,7.0
2015,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,7.2
2021,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,6.4
2010,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,8.3
2014,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,7.4
2020,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,6.5
2013,10 años y más,Estudios medios superiores,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,7.6
2018,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,7.5
2014,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,7.7
2019,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,7.3
2020,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,7.0
2016,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,7.7
2015,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,7.6
2013,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,7.8
2021,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,6.9
2010,10 años y más,Estudios medios superiores,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,8.5
2016,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,6.8
2019,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,6.4
2020,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,6.1
2014,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,6.9
2021,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,6.0
2018,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,6.6
2015,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,6.8
2013,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,7.0
2010,10 años y más,Estudios medios superiores,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,7.8
2016,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,7.3
2020,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,6.5
2015,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,7.1
2013,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,7.4
2021,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,6.4
2014,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,7.3
2010,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,8.2
2018,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,7.1
2019,10 años y más,Estudios medios superiores,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,6.8
2010,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,8.9
2021,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,7.0
2014,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,8.0
2015,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,7.8
2020,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,7.0
2019,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,7.4
2016,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,7.9
2018,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,7.6
2013,10 años y más,Estudios medios superiores,,Donostialdea,,Porcentaje,Donostialdea,8.1
2016,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,7.0
2014,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,7.1
2021,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,6.1
2015,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,6.9
2010,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,8.0
2020,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,6.1
2018,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,6.8
2019,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,6.5
2013,10 años y más,Estudios medios superiores,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,7.2
2013,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,6.8
2014,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,6.7
2015,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,6.5
2018,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,6.4
