Year,Series,Tipo de valor,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zalla,Euro per cápita,Zalla,1608.4
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zalla,Euro per cápita,Zalla,1533.2
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zalla,Euro per cápita,Zalla,1644.1
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zalla,Euro per cápita,Zalla,1564.7
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zalla,Euro per cápita,Zalla,1139.5
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zalla,Porcentaje,Zalla,8.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zalla,Porcentaje,Zalla,10.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zalla,Porcentaje,Zalla,6.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zambrana,Porcentaje,Zambrana,0.0
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zambrana,Euro per cápita,Zambrana,106.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zambrana,Porcentaje,Zambrana,0.8
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zambrana,Euro per cápita,Zambrana,124.8
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zambrana,Euro per cápita,Zambrana,109.2
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zambrana,Euro per cápita,Zambrana,0.0
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zambrana,Euro per cápita,Zambrana,120.7
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zambrana,Euro per cápita,Zambrana,114.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zambrana,Porcentaje,Zambrana,1.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zambrana,Porcentaje,Zambrana,0.8
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zambrana,Porcentaje,Zambrana,0.8
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zambrana,Euro per cápita,Zambrana,120.2
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zambrana,Euro per cápita,Zambrana,110.7
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zambrana,Porcentaje,Zambrana,0.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zambrana,Porcentaje,Zambrana,0.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zambrana,Porcentaje,Zambrana,0.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zamudio,Porcentaje,Zamudio,40.4
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zamudio,Porcentaje,Zamudio,39.2
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zamudio,Euro per cápita,Zamudio,152743.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zamudio,Porcentaje,Zamudio,37.4
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zamudio,Porcentaje,Zamudio,38.4
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zamudio,Euro per cápita,Zamudio,198625.8
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zamudio,Euro per cápita,Zamudio,189340.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zamudio,Porcentaje,Zamudio,38.6
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zamudio,Euro per cápita,Zamudio,173484.3
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zamudio,Euro per cápita,Zamudio,158746.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zamudio,Porcentaje,Zamudio,36.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zamudio,Porcentaje,Zamudio,41.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zamudio,Porcentaje,Zamudio,40.9
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zamudio,Euro per cápita,Zamudio,176601.0
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zamudio,Euro per cápita,Zamudio,173814.8
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zamudio,Euro per cápita,Zamudio,158319.6
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zaratamo,Euro per cápita,Zaratamo,19822.5
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zaratamo,Euro per cápita,Zaratamo,20639.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zaratamo,Porcentaje,Zaratamo,40.6
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zaratamo,Euro per cápita,Zaratamo,23106.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zaratamo,Porcentaje,Zaratamo,33.0
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zaratamo,Euro per cápita,Zaratamo,18017.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zaratamo,Porcentaje,Zaratamo,40.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zaratamo,Porcentaje,Zaratamo,39.8
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zaratamo,Euro per cápita,Zaratamo,20771.7
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zaratamo,Euro per cápita,Zaratamo,19652.4
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zaratamo,Euro per cápita,Zaratamo,20772.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zaratamo,Porcentaje,Zaratamo,33.2
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zaratamo,Euro per cápita,Zaratamo,23599.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zaratamo,Porcentaje,Zaratamo,39.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zaratamo,Porcentaje,Zaratamo,40.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zaratamo,Porcentaje,Zaratamo,41.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zarautz,Porcentaje,Zarautz,10.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zarautz,Porcentaje,Zarautz,10.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zarautz,Porcentaje,Zarautz,10.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zarautz,Porcentaje,Zarautz,10.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zarautz,Porcentaje,Zarautz,10.4
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zarautz,Porcentaje,Zarautz,10.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zarautz,Porcentaje,Zarautz,10.2
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zarautz,Euro per cápita,Zarautz,2982.5
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zarautz,Euro per cápita,Zarautz,3058.0
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zarautz,Euro per cápita,Zarautz,2997.1
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zarautz,Euro per cápita,Zarautz,3072.0
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zarautz,Euro per cápita,Zarautz,2654.2
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zarautz,Euro per cápita,Zarautz,3016.1
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zarautz,Euro per cápita,Zarautz,3101.4
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zarautz,Euro per cápita,Zarautz,2711.5
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zarautz,Porcentaje,Zarautz,10.3
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeanuri,Porcentaje,Zeanuri,0.7
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeanuri,Porcentaje,Zeanuri,1.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeanuri,Porcentaje,Zeanuri,1.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeanuri,Porcentaje,Zeanuri,0.7
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeanuri,Porcentaje,Zeanuri,1.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeanuri,Porcentaje,Zeanuri,1.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeanuri,Porcentaje,Zeanuri,1.5
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeanuri,Porcentaje,Zeanuri,0.6
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeanuri,Euro per cápita,Zeanuri,228.1
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeanuri,Euro per cápita,Zeanuri,121.4
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeanuri,Euro per cápita,Zeanuri,226.6
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeanuri,Euro per cápita,Zeanuri,112.3
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeanuri,Euro per cápita,Zeanuri,140.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeanuri,Euro per cápita,Zeanuri,234.3
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeanuri,Euro per cápita,Zeanuri,299.4
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeanuri,Euro per cápita,Zeanuri,107.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeberio,Porcentaje,Zeberio,12.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeberio,Porcentaje,Zeberio,11.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeberio,Porcentaje,Zeberio,11.3
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeberio,Porcentaje,Zeberio,10.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeberio,Porcentaje,Zeberio,11.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeberio,Porcentaje,Zeberio,12.2
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeberio,Porcentaje,Zeberio,13.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zeberio,Porcentaje,Zeberio,11.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeberio,Euro per cápita,Zeberio,2216.2
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeberio,Euro per cápita,Zeberio,1649.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeberio,Euro per cápita,Zeberio,1921.0
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeberio,Euro per cápita,Zeberio,1667.9
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeberio,Euro per cápita,Zeberio,1817.8
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeberio,Euro per cápita,Zeberio,2158.3
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeberio,Euro per cápita,Zeberio,2364.8
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zeberio,Euro per cápita,Zeberio,1997.2
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zegama,Porcentaje,Zegama,38.2
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zegama,Euro per cápita,Zegama,6523.8
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zegama,Euro per cápita,Zegama,4835.2
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zegama,Porcentaje,Zegama,31.8
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zegama,Porcentaje,Zegama,30.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zegama,Porcentaje,Zegama,30.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zegama,Porcentaje,Zegama,33.6
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zegama,Porcentaje,Zegama,31.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zegama,Porcentaje,Zegama,39.2
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zegama,Euro per cápita,Zegama,5403.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zegama,Porcentaje,Zegama,39.1
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zegama,Euro per cápita,Zegama,4464.7
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zegama,Euro per cápita,Zegama,5532.3
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zegama,Euro per cápita,Zegama,6442.0
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zegama,Euro per cápita,Zegama,7152.3
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zegama,Euro per cápita,Zegama,6415.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zerain,Porcentaje,Zerain,46.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zerain,Euro per cápita,Zerain,11339.8
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zerain,Porcentaje,Zerain,33.5
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zerain,Euro per cápita,Zerain,6158.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zerain,Porcentaje,Zerain,29.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zerain,Porcentaje,Zerain,39.8
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zerain,Euro per cápita,Zerain,9782.5
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zerain,Euro per cápita,Zerain,12353.4
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zerain,Euro per cápita,Zerain,8659.3
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zerain,Euro per cápita,Zerain,8778.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zerain,Porcentaje,Zerain,40.6
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zerain,Euro per cápita,Zerain,8865.9
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zerain,Euro per cápita,Zerain,6528.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zerain,Porcentaje,Zerain,40.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zerain,Porcentaje,Zerain,27.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zerain,Porcentaje,Zerain,43.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zestoa,Porcentaje,Zestoa,43.9
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zestoa,Porcentaje,Zestoa,47.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zestoa,Porcentaje,Zestoa,55.4
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zestoa,Euro per cápita,Zestoa,16636.5
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zestoa,Euro per cápita,Zestoa,17329.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zestoa,Porcentaje,Zestoa,47.9
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zestoa,Euro per cápita,Zestoa,15506.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zestoa,Euro per cápita,Zestoa,20118.3
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zestoa,Euro per cápita,Zestoa,15601.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zestoa,Porcentaje,Zestoa,50.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zestoa,Porcentaje,Zestoa,43.6
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zestoa,Euro per cápita,Zestoa,15254.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zestoa,Porcentaje,Zestoa,46.0
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zestoa,Euro per cápita,Zestoa,22793.9
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zestoa,Euro per cápita,Zestoa,26095.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zestoa,Porcentaje,Zestoa,44.7
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zierbena,Porcentaje,Zierbena,16.8
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zierbena,Euro per cápita,Zierbena,21496.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zierbena,Euro per cápita,Zierbena,34607.0
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zierbena,Euro per cápita,Zierbena,18490.0
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zierbena,Porcentaje,Zierbena,23.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zierbena,Porcentaje,Zierbena,18.4
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zierbena,Euro per cápita,Zierbena,23806.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zierbena,Porcentaje,Zierbena,14.4
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zierbena,Porcentaje,Zierbena,9.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zierbena,Porcentaje,Zierbena,21.4
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zierbena,Euro per cápita,Zierbena,28644.3
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zierbena,Euro per cápita,Zierbena,43442.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zierbena,Porcentaje,Zierbena,15.4
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zierbena,Euro per cápita,Zierbena,23207.7
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zierbena,Porcentaje,Zierbena,10.3
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zierbena,Euro per cápita,Zierbena,29073.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zigoitia,Euro per cápita,Zigoitia,15710.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zigoitia,Euro per cápita,Zigoitia,16037.1
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zigoitia,Euro per cápita,Zigoitia,20232.6
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zigoitia,Euro per cápita,Zigoitia,15922.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zigoitia,Porcentaje,Zigoitia,38.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zigoitia,Porcentaje,Zigoitia,28.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zigoitia,Porcentaje,Zigoitia,39.3
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zigoitia,Euro per cápita,Zigoitia,27643.2
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zigoitia,Euro per cápita,Zigoitia,9419.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zigoitia,Porcentaje,Zigoitia,51.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zigoitia,Porcentaje,Zigoitia,39.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zigoitia,Porcentaje,Zigoitia,36.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zigoitia,Porcentaje,Zigoitia,42.5
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zigoitia,Porcentaje,Zigoitia,38.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zigoitia,Euro per cápita,Zigoitia,15688.8
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zigoitia,Euro per cápita,Zigoitia,11785.5
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Ziortza-Bolibar,Euro per cápita,Ziortza-Bolibar,263.2
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,3.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,2.4
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Ziortza-Bolibar,Euro per cápita,Ziortza-Bolibar,274.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Ziortza-Bolibar,Euro per cápita,Ziortza-Bolibar,187.6
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Ziortza-Bolibar,Euro per cápita,Ziortza-Bolibar,328.3
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Ziortza-Bolibar,Euro per cápita,Ziortza-Bolibar,228.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,2.3
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Ziortza-Bolibar,Euro per cápita,Ziortza-Bolibar,210.4
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Ziortza-Bolibar,Euro per cápita,Ziortza-Bolibar,467.4
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,2.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,1.8
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,3.2
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,2.5
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Ziortza-Bolibar,Euro per cápita,Ziortza-Bolibar,257.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,1.7
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zizurkil,Porcentaje,Zizurkil,46.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zizurkil,Euro per cápita,Zizurkil,12671.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zizurkil,Porcentaje,Zizurkil,44.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zizurkil,Porcentaje,Zizurkil,45.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zizurkil,Porcentaje,Zizurkil,43.1
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zizurkil,Euro per cápita,Zizurkil,12236.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zizurkil,Euro per cápita,Zizurkil,13369.6
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zizurkil,Euro per cápita,Zizurkil,14130.3
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zizurkil,Euro per cápita,Zizurkil,15481.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zizurkil,Porcentaje,Zizurkil,43.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zizurkil,Euro per cápita,Zizurkil,13107.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zizurkil,Porcentaje,Zizurkil,43.4
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zizurkil,Euro per cápita,Zizurkil,12138.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zizurkil,Euro per cápita,Zizurkil,12654.8
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zizurkil,Porcentaje,Zizurkil,43.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zizurkil,Porcentaje,Zizurkil,43.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zuia,Porcentaje,Zuia,11.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zuia,Porcentaje,Zuia,4.8
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zuia,Euro per cápita,Zuia,1364.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zuia,Euro per cápita,Zuia,957.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zuia,Euro per cápita,Zuia,1914.6
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zuia,Euro per cápita,Zuia,1121.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zuia,Euro per cápita,Zuia,1029.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zuia,Euro per cápita,Zuia,1080.9
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zuia,Euro per cápita,Zuia,2435.1
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zuia,Euro per cápita,Zuia,2378.8
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zuia,Porcentaje,Zuia,5.3
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zuia,Porcentaje,Zuia,5.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zuia,Porcentaje,Zuia,7.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zuia,Porcentaje,Zuia,11.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zuia,Porcentaje,Zuia,9.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zuia,Porcentaje,Zuia,5.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumaia,Porcentaje,Zumaia,43.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumaia,Porcentaje,Zumaia,36.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumaia,Porcentaje,Zumaia,37.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumaia,Porcentaje,Zumaia,43.1
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumaia,Porcentaje,Zumaia,41.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumaia,Porcentaje,Zumaia,38.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumaia,Porcentaje,Zumaia,32.6
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumaia,Euro per cápita,Zumaia,9947.9
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumaia,Euro per cápita,Zumaia,14849.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumaia,Euro per cápita,Zumaia,12920.1
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumaia,Euro per cápita,Zumaia,12681.3
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumaia,Euro per cápita,Zumaia,13687.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumaia,Euro per cápita,Zumaia,13934.2
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumaia,Euro per cápita,Zumaia,12928.9
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumaia,Euro per cápita,Zumaia,11299.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumaia,Porcentaje,Zumaia,46.3
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumarraga,Porcentaje,Zumarraga,12.9
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumarraga,Porcentaje,Zumarraga,12.5
