Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Desaggregation,Value
2012,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,All,0.8
2014,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,All,4.8
2016,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,All,3.3
2018,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,All,3.3
2020,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,All,11.7
2022,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,All,4.0
2015,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,All,4.8
2019,,,Urduliz,Porcentaje,Urduliz,All,0.0
2013,,,Urduliz,Porcentaje,Urduliz,All,0.4
2021,,,Urduliz,Porcentaje,Urduliz,All,0.0
2011,,,Urduliz,Porcentaje,Urduliz,All,0.4
2017,,,Urduliz,Porcentaje,Urduliz,All,0.0
2015,,,Urduliz,Porcentaje,Urduliz,All,0.3
2023,,,Urduliz,Porcentaje,Urduliz,All,0.0
2012,,,Urduliz,Porcentaje,Urduliz,All,0.4
2014,,,Urduliz,Porcentaje,Urduliz,All,0.3
2016,,,Urduliz,Porcentaje,Urduliz,All,0.0
2018,,,Urduliz,Porcentaje,Urduliz,All,0.0
2020,,,Urduliz,Porcentaje,Urduliz,All,0.0
2022,,,Urduliz,Porcentaje,Urduliz,All,0.0
2010,,,Urduliz,Porcentaje,Urduliz,All,0.3
2013,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,13.5
2017,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,14.1
2015,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,13.7
2011,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,13.2
2023,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,16.4
2021,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,16.3
2019,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,15.1
2010,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,12.0
2012,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,12.7
2014,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,13.7
2016,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,13.9
2018,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,14.1
2020,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,15.4
2022,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,All,16.3
2012,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,0.2
2023,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,12.6
2010,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,0.2
2018,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,3.8
2011,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,0.2
2022,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,11.0
2015,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,0.2
2021,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,12.4
2019,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,7.4
2020,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,9.1
2017,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,3.9
2016,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,0.2
2014,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,0.2
2013,,,Urkabustaiz,Porcentaje,Urkabustaiz,All,0.2
2023,,,Urnieta,Porcentaje,Urnieta,All,6.1
2017,,,Urnieta,Porcentaje,Urnieta,All,2.2
2013,,,Urnieta,Porcentaje,Urnieta,All,2.1
2021,,,Urnieta,Porcentaje,Urnieta,All,6.8
2016,,,Urnieta,Porcentaje,Urnieta,All,2.3
2018,,,Urnieta,Porcentaje,Urnieta,All,2.4
2014,,,Urnieta,Porcentaje,Urnieta,All,2.1
2015,,,Urnieta,Porcentaje,Urnieta,All,2.4
2011,,,Urnieta,Porcentaje,Urnieta,All,2.2
2019,,,Urnieta,Porcentaje,Urnieta,All,2.6
2010,,,Urnieta,Porcentaje,Urnieta,All,1.9
2022,,,Urnieta,Porcentaje,Urnieta,All,7.2
2012,,,Urnieta,Porcentaje,Urnieta,All,2.2
2020,,,Urnieta,Porcentaje,Urnieta,All,2.7
2017,,,Urretxu,Porcentaje,Urretxu,All,3.1
2012,,,Urretxu,Porcentaje,Urretxu,All,2.7
2021,,,Urretxu,Porcentaje,Urretxu,All,3.0
2020,,,Urretxu,Porcentaje,Urretxu,All,3.2
2013,,,Urretxu,Porcentaje,Urretxu,All,2.7
2016,,,Urretxu,Porcentaje,Urretxu,All,3.1
2011,,,Urretxu,Porcentaje,Urretxu,All,2.5
2010,,,Urretxu,Porcentaje,Urretxu,All,3.0
2015,,,Urretxu,Porcentaje,Urretxu,All,3.1
2014,,,Urretxu,Porcentaje,Urretxu,All,3.1
2018,,,Urretxu,Porcentaje,Urretxu,All,3.1
2019,,,Urretxu,Porcentaje,Urretxu,All,2.6
2023,,,Urretxu,Porcentaje,Urretxu,All,4.1
2022,,,Urretxu,Porcentaje,Urretxu,All,3.2
2017,,,Usurbil,Porcentaje,Usurbil,All,2.5
2013,,,Usurbil,Porcentaje,Usurbil,All,1.2
2021,,,Usurbil,Porcentaje,Usurbil,All,3.4
2011,,,Usurbil,Porcentaje,Usurbil,All,1.4
2020,,,Usurbil,Porcentaje,Usurbil,All,3.1
2012,,,Usurbil,Porcentaje,Usurbil,All,1.3
2016,,,Usurbil,Porcentaje,Usurbil,All,1.8
2010,,,Usurbil,Porcentaje,Usurbil,All,0.6
2014,,,Usurbil,Porcentaje,Usurbil,All,1.6
2015,,,Usurbil,Porcentaje,Usurbil,All,1.7
2018,,,Usurbil,Porcentaje,Usurbil,All,2.9
2019,,,Usurbil,Porcentaje,Usurbil,All,3.2
2023,,,Usurbil,Porcentaje,Usurbil,All,3.8
2022,,,Usurbil,Porcentaje,Usurbil,All,3.3
2022,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.3
2015,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.1
2014,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.1
2019,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.4
2017,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.7
2010,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.0
2023,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.4
2018,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.4
2011,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.0
2012,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.0
2016,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.4
2013,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.0
2021,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.3
2020,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,All,0.4
2021,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.0
2011,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.1
2013,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.2
2017,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.2
2015,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.2
2023,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.0
2010,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.1
2012,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.2
2014,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.2
2016,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.2
2018,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.1
2020,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.1
2022,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.0
2019,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,All,0.1
2021,,,Villabona,Porcentaje,Villabona,All,0.1
2013,,,Villabona,Porcentaje,Villabona,All,0.0
2016,,,Villabona,Porcentaje,Villabona,All,0.0
2017,,,Villabona,Porcentaje,Villabona,All,0.0
2012,,,Villabona,Porcentaje,Villabona,All,0.0
2020,,,Villabona,Porcentaje,Villabona,All,0.1
2011,,,Villabona,Porcentaje,Villabona,All,0.0
2010,,,Villabona,Porcentaje,Villabona,All,0.0
2014,,,Villabona,Porcentaje,Villabona,All,0.0
2015,,,Villabona,Porcentaje,Villabona,All,0.0
2019,,,Villabona,Porcentaje,Villabona,All,0.1
2018,,,Villabona,Porcentaje,Villabona,All,0.0
2023,,,Villabona,Porcentaje,Villabona,All,0.1
2022,,,Villabona,Porcentaje,Villabona,All,0.1
2010,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,0.3
2023,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,11.0
2018,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,3.6
2013,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,1.0
2014,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,2.6
2022,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,9.9
2012,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,0.7
2015,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,3.4
2011,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,0.4
2016,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,2.9
2020,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,7.2
2019,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,4.1
2017,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,2.9
2021,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,All,9.7
2011,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.3
2022,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,3.1
2013,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.5
2010,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.3
2018,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.9
2012,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.3
2019,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,1.2
2016,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.8
2015,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.8
2020,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.9
2017,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.8
2021,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,2.9
2023,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,3.0
2014,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,All,0.8
2018,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.7
2010,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.0
2021,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,1.0
2015,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.3
2020,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,1.0
2014,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.2
2022,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,1.2
2011,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.0
2012,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.0
2016,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.3
2023,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,1.2
2019,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,1.0
2013,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.2
2017,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,All,0.3
2013,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2017,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2023,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2015,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2011,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2021,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2019,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2010,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2012,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2022,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2018,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2016,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2014,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2020,,,Zaldibar,Porcentaje,Zaldibar,All,0.0
2019,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2023,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2014,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2011,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2022,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2015,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2010,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2018,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2013,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2012,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2017,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2016,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2021,,,Zaldibia,Porcentaje,Zaldibia,All,0.1
2020,,,Zaldibia,Porcentaje,Zaldibia,All,0.0
2021,,,Zalduondo,Porcentaje,Zalduondo,All,1.1
2020,,,Zalduondo,Porcentaje,Zalduondo,All,1.2
2022,,,Zalduondo,Porcentaje,Zalduondo,All,1.1
2012,,,Zalduondo,Porcentaje,Zalduondo,All,0.0
2017,,,Zalduondo,Porcentaje,Zalduondo,All,0.2
2016,,,Zalduondo,Porcentaje,Zalduondo,All,0.2
2019,,,Zalduondo,Porcentaje,Zalduondo,All,0.7
2010,,,Zalduondo,Porcentaje,Zalduondo,All,0.0
2014,,,Zalduondo,Porcentaje,Zalduondo,All,0.0
2013,,,Zalduondo,Porcentaje,Zalduondo,All,0.0
2018,,,Zalduondo,Porcentaje,Zalduondo,All,0.0
2011,,,Zalduondo,Porcentaje,Zalduondo,All,0.0
2015,,,Zalduondo,Porcentaje,Zalduondo,All,0.3
2023,,,Zalduondo,Porcentaje,Zalduondo,All,1.2
2011,,,Zalla,Porcentaje,Zalla,All,0.0
2012,,,Zalla,Porcentaje,Zalla,All,0.0
2017,,,Zalla,Porcentaje,Zalla,All,0.2
2015,,,Zalla,Porcentaje,Zalla,All,0.2
2023,,,Zalla,Porcentaje,Zalla,All,0.0
2010,,,Zalla,Porcentaje,Zalla,All,0.0
2021,,,Zalla,Porcentaje,Zalla,All,0.1
2022,,,Zalla,Porcentaje,Zalla,All,0.1
2018,,,Zalla,Porcentaje,Zalla,All,0.2
2014,,,Zalla,Porcentaje,Zalla,All,0.2
2020,,,Zalla,Porcentaje,Zalla,All,0.2
2016,,,Zalla,Porcentaje,Zalla,All,0.2
2019,,,Zalla,Porcentaje,Zalla,All,0.2
2013,,,Zalla,Porcentaje,Zalla,All,0.0
2019,,,Zambrana,Porcentaje,Zambrana,All,0.0
2017,,,Zambrana,Porcentaje,Zambrana,All,0.0
2022,,,Zambrana,Porcentaje,Zambrana,All,0.0
2014,,,Zambrana,Porcentaje,Zambrana,All,0.6
2010,,,Zambrana,Porcentaje,Zambrana,All,0.6
2018,,,Zambrana,Porcentaje,Zambrana,All,0.0
2011,,,Zambrana,Porcentaje,Zambrana,All,0.6
2012,,,Zambrana,Porcentaje,Zambrana,All,0.6
2023,,,Zambrana,Porcentaje,Zambrana,All,0.0
2016,,,Zambrana,Porcentaje,Zambrana,All,0.0
2020,,,Zambrana,Porcentaje,Zambrana,All,0.0
2015,,,Zambrana,Porcentaje,Zambrana,All,0.6
2013,,,Zambrana,Porcentaje,Zambrana,All,0.6
2021,,,Zambrana,Porcentaje,Zambrana,All,0.0
2014,,,Zamudio,Porcentaje,Zamudio,All,1.1
2020,,,Zamudio,Porcentaje,Zamudio,All,4.1
2022,,,Zamudio,Porcentaje,Zamudio,All,4.1
2018,,,Zamudio,Porcentaje,Zamudio,All,3.9
2011,,,Zamudio,Porcentaje,Zamudio,All,0.4
2010,,,Zamudio,Porcentaje,Zamudio,All,0.2
2012,,,Zamudio,Porcentaje,Zamudio,All,1.4
2019,,,Zamudio,Porcentaje,Zamudio,All,4.0
2023,,,Zamudio,Porcentaje,Zamudio,All,3.6
2021,,,Zamudio,Porcentaje,Zamudio,All,4.1
2013,,,Zamudio,Porcentaje,Zamudio,All,1.3
2017,,,Zamudio,Porcentaje,Zamudio,All,4.5
2015,,,Zamudio,Porcentaje,Zamudio,All,3.6
2016,,,Zamudio,Porcentaje,Zamudio,All,3.5
2012,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2011,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2014,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2022,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2018,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2016,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2013,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2019,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2015,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2020,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2023,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2010,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2017,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2021,,,Zaratamo,Porcentaje,Zaratamo,All,0.0
2021,,,Zarautz,Porcentaje,Zarautz,All,3.4
2016,,,Zarautz,Porcentaje,Zarautz,All,1.3
2013,,,Zarautz,Porcentaje,Zarautz,All,0.8
2017,,,Zarautz,Porcentaje,Zarautz,All,1.3
2012,,,Zarautz,Porcentaje,Zarautz,All,0.8
2020,,,Zarautz,Porcentaje,Zarautz,All,3.5
2011,,,Zarautz,Porcentaje,Zarautz,All,0.8
2010,,,Zarautz,Porcentaje,Zarautz,All,0.2
2015,,,Zarautz,Porcentaje,Zarautz,All,1.3
2014,,,Zarautz,Porcentaje,Zarautz,All,1.3
2019,,,Zarautz,Porcentaje,Zarautz,All,2.0
2018,,,Zarautz,Porcentaje,Zarautz,All,1.4
2022,,,Zarautz,Porcentaje,Zarautz,All,3.5
2023,,,Zarautz,Porcentaje,Zarautz,All,4.7
2011,,,Zeanuri,Porcentaje,Zeanuri,All,0.3
2019,,,Zeanuri,Porcentaje,Zeanuri,All,0.3
2017,,,Zeanuri,Porcentaje,Zeanuri,All,0.3
2015,,,Zeanuri,Porcentaje,Zeanuri,All,0.4
2013,,,Zeanuri,Porcentaje,Zeanuri,All,0.2
2023,,,Zeanuri,Porcentaje,Zeanuri,All,1.2
2021,,,Zeanuri,Porcentaje,Zeanuri,All,1.2
2010,,,Zeanuri,Porcentaje,Zeanuri,All,0.1
2012,,,Zeanuri,Porcentaje,Zeanuri,All,0.2
2014,,,Zeanuri,Porcentaje,Zeanuri,All,0.3
2016,,,Zeanuri,Porcentaje,Zeanuri,All,0.4
2018,,,Zeanuri,Porcentaje,Zeanuri,All,0.2
2020,,,Zeanuri,Porcentaje,Zeanuri,All,0.6
2022,,,Zeanuri,Porcentaje,Zeanuri,All,1.2
2013,,,Zeberio,Porcentaje,Zeberio,All,23.6
2019,,,Zeberio,Porcentaje,Zeberio,All,28.8
2021,,,Zeberio,Porcentaje,Zeberio,All,26.7
2011,,,Zeberio,Porcentaje,Zeberio,All,21.0
2017,,,Zeberio,Porcentaje,Zeberio,All,24.6
2015,,,Zeberio,Porcentaje,Zeberio,All,24.8
2023,,,Zeberio,Porcentaje,Zeberio,All,32.4
2010,,,Zeberio,Porcentaje,Zeberio,All,20.9
2012,,,Zeberio,Porcentaje,Zeberio,All,21.6
2014,,,Zeberio,Porcentaje,Zeberio,All,24.5
2016,,,Zeberio,Porcentaje,Zeberio,All,24.6
2018,,,Zeberio,Porcentaje,Zeberio,All,25.8
2020,,,Zeberio,Porcentaje,Zeberio,All,26.5
2022,,,Zeberio,Porcentaje,Zeberio,All,32.9
2015,,,Zegama,Porcentaje,Zegama,All,0.6
2019,,,Zegama,Porcentaje,Zegama,All,0.4
2011,,,Zegama,Porcentaje,Zegama,All,0.2
2023,,,Zegama,Porcentaje,Zegama,All,0.4
2010,,,Zegama,Porcentaje,Zegama,All,0.2
2012,,,Zegama,Porcentaje,Zegama,All,0.2
2013,,,Zegama,Porcentaje,Zegama,All,0.6
2014,,,Zegama,Porcentaje,Zegama,All,0.7
2016,,,Zegama,Porcentaje,Zegama,All,0.7
2017,,,Zegama,Porcentaje,Zegama,All,0.4
2018,,,Zegama,Porcentaje,Zegama,All,0.4
2020,,,Zegama,Porcentaje,Zegama,All,0.4
2021,,,Zegama,Porcentaje,Zegama,All,0.4
2022,,,Zegama,Porcentaje,Zegama,All,0.4
2021,,,Zerain,Porcentaje,Zerain,All,3.6
2013,,,Zerain,Porcentaje,Zerain,All,0.0
2010,,,Zerain,Porcentaje,Zerain,All,0.0
2011,,,Zerain,Porcentaje,Zerain,All,0.0
2012,,,Zerain,Porcentaje,Zerain,All,0.0
2014,,,Zerain,Porcentaje,Zerain,All,0.2
2015,,,Zerain,Porcentaje,Zerain,All,0.2
2016,,,Zerain,Porcentaje,Zerain,All,1.0
2018,,,Zerain,Porcentaje,Zerain,All,2.0
2019,,,Zerain,Porcentaje,Zerain,All,2.3
2020,,,Zerain,Porcentaje,Zerain,All,3.2
2022,,,Zerain,Porcentaje,Zerain,All,3.6
2023,,,Zerain,Porcentaje,Zerain,All,4.4
2017,,,Zerain,Porcentaje,Zerain,All,2.0
2023,,,Zestoa,Porcentaje,Zestoa,All,14.6
2019,,,Zestoa,Porcentaje,Zestoa,All,3.7
2011,,,Zestoa,Porcentaje,Zestoa,All,3.5
2015,,,Zestoa,Porcentaje,Zestoa,All,3.5
2010,,,Zestoa,Porcentaje,Zestoa,All,3.3
2012,,,Zestoa,Porcentaje,Zestoa,All,3.5
2013,,,Zestoa,Porcentaje,Zestoa,All,3.5
2014,,,Zestoa,Porcentaje,Zestoa,All,3.5
2016,,,Zestoa,Porcentaje,Zestoa,All,3.5
2017,,,Zestoa,Porcentaje,Zestoa,All,2.6
2018,,,Zestoa,Porcentaje,Zestoa,All,3.2
2020,,,Zestoa,Porcentaje,Zestoa,All,4.3
2021,,,Zestoa,Porcentaje,Zestoa,All,5.3
2022,,,Zestoa,Porcentaje,Zestoa,All,6.0
2013,,,Zierbena,Porcentaje,Zierbena,All,0.0
2017,,,Zierbena,Porcentaje,Zierbena,All,0.0
2014,,,Zierbena,Porcentaje,Zierbena,All,0.0
2016,,,Zierbena,Porcentaje,Zierbena,All,0.0
2018,,,Zierbena,Porcentaje,Zierbena,All,0.1
2020,,,Zierbena,Porcentaje,Zierbena,All,0.3
2012,,,Zierbena,Porcentaje,Zierbena,All,0.0
2015,,,Zierbena,Porcentaje,Zierbena,All,0.0
2022,,,Zierbena,Porcentaje,Zierbena,All,0.4
2021,,,Zierbena,Porcentaje,Zierbena,All,0.3
2011,,,Zierbena,Porcentaje,Zierbena,All,0.0
2019,,,Zierbena,Porcentaje,Zierbena,All,0.3
2023,,,Zierbena,Porcentaje,Zierbena,All,0.4
2010,,,Zierbena,Porcentaje,Zierbena,All,0.0
2020,,,Zigoitia,Porcentaje,Zigoitia,All,3.8
2023,,,Zigoitia,Porcentaje,Zigoitia,All,4.8
2021,,,Zigoitia,Porcentaje,Zigoitia,All,4.4
2014,,,Zigoitia,Porcentaje,Zigoitia,All,3.7
2012,,,Zigoitia,Porcentaje,Zigoitia,All,1.9
2010,,,Zigoitia,Porcentaje,Zigoitia,All,0.9
2015,,,Zigoitia,Porcentaje,Zigoitia,All,3.4
2016,,,Zigoitia,Porcentaje,Zigoitia,All,2.8
2011,,,Zigoitia,Porcentaje,Zigoitia,All,1.0
2017,,,Zigoitia,Porcentaje,Zigoitia,All,3.2
2018,,,Zigoitia,Porcentaje,Zigoitia,All,2.9
2019,,,Zigoitia,Porcentaje,Zigoitia,All,3.6
2022,,,Zigoitia,Porcentaje,Zigoitia,All,4.6
2013,,,Zigoitia,Porcentaje,Zigoitia,All,1.9
2023,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,24.9
2020,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,20.1
2010,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.0
2012,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.4
2014,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.3
2018,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.3
2016,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.3
2017,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.3
2013,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.3
2021,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,20.1
2019,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,20.1
2011,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.4
2022,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,20.1
2015,,,Ziortza-Bolibar,Porcentaje,Ziortza-Bolibar,All,0.3
2021,,,Zizurkil,Porcentaje,Zizurkil,All,1.5
2013,,,Zizurkil,Porcentaje,Zizurkil,All,0.0
2017,,,Zizurkil,Porcentaje,Zizurkil,All,0.1
2010,,,Zizurkil,Porcentaje,Zizurkil,All,0.0
2011,,,Zizurkil,Porcentaje,Zizurkil,All,0.0
2012,,,Zizurkil,Porcentaje,Zizurkil,All,0.0
2014,,,Zizurkil,Porcentaje,Zizurkil,All,0.0
2015,,,Zizurkil,Porcentaje,Zizurkil,All,0.0
2016,,,Zizurkil,Porcentaje,Zizurkil,All,0.1
2018,,,Zizurkil,Porcentaje,Zizurkil,All,0.1
2019,,,Zizurkil,Porcentaje,Zizurkil,All,0.2
