Year,Series,Actividad económica,Forma de medir el empleo,Sexo,Territorio histórico,Units,Value
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lantarón,Porcentaje,73.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mungia,Porcentaje,33.4
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lasarte-Oria,Porcentaje,22.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Errioxa / Rioja Alavesa,Porcentaje,41.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aretxabaleta,Porcentaje,50.5
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,46.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,63.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,27.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,62.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,66.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,43.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,61.4
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,46.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Baños de Ebro/Mañueta,Porcentaje,33.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,41.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Plentzia-Mungia,Porcentaje,21.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,26.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,4.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,44.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,47.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,43.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,25.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendaro,Porcentaje,43.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,24.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,26.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Abaltzisketa,Porcentaje,1.9
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Oñati,Porcentaje,55.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aulesti,Porcentaje,11.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,44.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Oñati,Porcentaje,59.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,38.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,41.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,43.5
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,60.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,40.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,27.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,43.4
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,44.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,42.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arama,Porcentaje,4.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumaia,Porcentaje,39.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,27.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,61.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Muskiz,Porcentaje,39.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,26.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,25.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,60.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,12.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Muskiz,Porcentaje,39.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,12.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,14.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,12.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,61.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,12.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,20.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,26.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,24.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,63.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,20.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosaldea,Porcentaje,34.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,25.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,65.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zumarraga,Porcentaje,13.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosaldea,Porcentaje,35.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Abaltzisketa,Porcentaje,2.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Otxandio,Porcentaje,40.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,17.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,16.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,16.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosaldea,Porcentaje,36.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ondarroa,Porcentaje,8.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,16.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,64.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,16.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,30.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,17.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Moreda de Álava/Moreda Araba,Porcentaje,30.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,63.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,17.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Barrundia,Porcentaje,7.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ondarroa,Porcentaje,9.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Antzuola,Porcentaje,64.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zarautz,Porcentaje,17.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Anoeta,Porcentaje,34.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,34.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,33.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,33.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,5.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,34.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Orexa,Porcentaje,19.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduña/Orduña,Porcentaje,11.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,34.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,4.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arraia-Maeztu,Porcentaje,13.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Anoeta,Porcentaje,34.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibia,Porcentaje,33.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,5.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,5.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,4.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arraia-Maeztu,Porcentaje,12.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,3.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ziortza-Bolibar,Porcentaje,4.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Anoeta,Porcentaje,34.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,28.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Anoeta,Porcentaje,37.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urretxu,Porcentaje,24.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Anoeta,Porcentaje,37.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urretxu,Porcentaje,21.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arratzu,Porcentaje,0.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urretxu,Porcentaje,26.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Anoeta,Porcentaje,35.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urretxu,Porcentaje,25.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,31.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,23.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urretxu,Porcentaje,22.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urretxu,Porcentaje,21.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,19.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,19.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,20.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,23.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,26.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,35.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zierbena,Porcentaje,34.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,25.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alonsotegi,Porcentaje,54.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alonsotegi,Porcentaje,53.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ordizia,Porcentaje,20.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alonsotegi,Porcentaje,47.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alonsotegi,Porcentaje,45.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ordizia,Porcentaje,18.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alonsotegi,Porcentaje,47.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ordizia,Porcentaje,20.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ordizia,Porcentaje,18.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ordizia,Porcentaje,19.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ordizia,Porcentaje,19.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ajangiz,Porcentaje,85.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ajangiz,Porcentaje,84.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ajangiz,Porcentaje,83.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ajangiz,Porcentaje,84.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ajangiz,Porcentaje,81.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arraia-Maeztu,Porcentaje,11.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ajangiz,Porcentaje,80.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bernedo,Porcentaje,28.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arraia-Maeztu,Porcentaje,14.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iurreta,Porcentaje,41.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iurreta,Porcentaje,42.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,17.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iurreta,Porcentaje,43.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iurreta,Porcentaje,38.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,14.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,17.7
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iurreta,Porcentaje,38.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,18.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,18.1
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,18.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artziniega,Porcentaje,29.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arraia-Maeztu,Porcentaje,13.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabona,Porcentaje,16.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,42.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,40.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Nabarniz,Porcentaje,5.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,33.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Andoain,Porcentaje,32.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Murueta,Porcentaje,39.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Murueta,Porcentaje,39.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Murueta,Porcentaje,37.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Murueta,Porcentaje,39.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Murueta,Porcentaje,39.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Andoain,Porcentaje,32.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,42.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Murueta,Porcentaje,37.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,40.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,42.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,41.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,79.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,33.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,0.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bergara,Porcentaje,40.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,0.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,3.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,31.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,0.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,34.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,0.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kortezubi,Porcentaje,0.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Andoain,Porcentaje,31.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Forua,Porcentaje,20.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Forua,Porcentaje,22.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Forua,Porcentaje,18.5
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Forua,Porcentaje,21.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Forua,Porcentaje,19.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Andoain,Porcentaje,31.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,31.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Forua,Porcentaje,19.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,31.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Andoain,Porcentaje,33.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,32.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,32.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,34.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Andoain,Porcentaje,32.9
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Usurbil,Porcentaje,33.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,40.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,41.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,42.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,40.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,40.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,40.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zamudio,Porcentaje,40.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amezketa,Porcentaje,53.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,34.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,33.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,24.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,33.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,32.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amezketa,Porcentaje,49.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,26.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sondika,Porcentaje,33.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,24.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,25.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aramaio,Porcentaje,22.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,23.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,34.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urnieta,Porcentaje,24.1
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,24.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,22.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,24.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,24.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,22.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amezketa,Porcentaje,48.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosa,Porcentaje,14.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Loiu,Porcentaje,24.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laudio/Llodio,Porcentaje,33.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amezketa,Porcentaje,54.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Erandio,Porcentaje,17.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Erandio,Porcentaje,13.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Erandio,Porcentaje,16.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Erandio,Porcentaje,17.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Erandio,Porcentaje,17.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amezketa,Porcentaje,49.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosa,Porcentaje,14.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Erandio,Porcentaje,16.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosa,Porcentaje,15.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amezketa,Porcentaje,50.4
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosa,Porcentaje,15.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosa,Porcentaje,16.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aramaio,Porcentaje,23.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,76.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amezketa,Porcentaje,49.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Tolosa,Porcentaje,16.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Derio,Porcentaje,13.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Derio,Porcentaje,14.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Derio,Porcentaje,12.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Derio,Porcentaje,14.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Derio,Porcentaje,14.4
