Year,Series,Province,County,Municipality,Units,GeoCode,Value
2020,Proportion of the farming area under organic farming,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.1
2022,Proportion of the farming area under organic farming,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.0
2019,Proportion of the farming area under organic farming,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.1
2021,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.1
2013,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2016,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2017,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2012,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2020,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.1
2011,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2010,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2014,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2015,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2019,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.1
2018,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.0
2023,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.1
2022,Proportion of the farming area under organic farming,,,Villabona,%,Villabona,0.1
2010,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,0.3
2023,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,11.0
2018,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,3.6
2013,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,1.0
2014,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,2.6
2022,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.9
2012,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,0.7
2015,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,3.4
2011,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,0.4
2016,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,2.9
2020,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,7.2
2019,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,4.1
2017,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,2.9
2021,Proportion of the farming area under organic farming,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.7
2011,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.3
2022,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,3.1
2013,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.5
2010,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.3
2018,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.9
2012,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.3
2019,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,1.2
2016,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.8
2015,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.8
2020,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.9
2017,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.8
2021,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,2.9
2023,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,3.0
2014,Proportion of the farming area under organic farming,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.8
2018,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.7
2010,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.0
2021,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,1.0
2015,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.3
2020,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,1.0
2014,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.2
2022,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,1.2
2011,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.0
2012,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.0
2016,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.3
2023,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,1.2
2019,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,1.0
2013,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.2
2017,Proportion of the farming area under organic farming,,,Yécora/Iekora,%,Yécora/Iekora,0.3
2013,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2017,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2023,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2015,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2011,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2021,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2019,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2010,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2012,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2022,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2018,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2016,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2014,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2020,Proportion of the farming area under organic farming,,,Zaldibar,%,Zaldibar,0.0
2019,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2023,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2014,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2011,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2022,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2015,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2010,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2018,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2013,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2012,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2017,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2016,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2021,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.1
2020,Proportion of the farming area under organic farming,,,Zaldibia,%,Zaldibia,0.0
2021,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,1.1
2020,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,1.2
2022,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,1.1
2012,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.0
2017,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.2
2016,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.2
2019,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.7
2010,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.0
2014,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.0
2013,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.0
2018,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.0
2011,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.0
2015,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,0.3
2023,Proportion of the farming area under organic farming,,,Zalduondo,%,Zalduondo,1.2
2011,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.0
2012,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.0
2017,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.2
2015,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.2
2023,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.0
2010,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.0
2021,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.1
2022,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.1
2018,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.2
2014,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.2
2020,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.2
2016,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.2
2019,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.2
2013,Proportion of the farming area under organic farming,,,Zalla,%,Zalla,0.0
2019,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.0
2017,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.0
2022,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.0
2014,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.6
2010,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.6
2018,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.0
2011,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.6
2012,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.6
2023,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.0
2016,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.0
2020,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.0
2015,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.6
2013,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.6
2021,Proportion of the farming area under organic farming,,,Zambrana,%,Zambrana,0.0
2014,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,1.1
2020,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,4.1
2022,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,4.1
2018,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,3.9
2011,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,0.4
2010,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,0.2
2012,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,1.4
2019,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,4.0
2023,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,3.6
2021,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,4.1
2013,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,1.3
2017,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,4.5
2015,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,3.6
2016,Proportion of the farming area under organic farming,,,Zamudio,%,Zamudio,3.5
2012,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2011,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2014,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2022,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2018,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2016,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2013,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2019,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2015,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2020,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2023,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2010,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2017,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2021,Proportion of the farming area under organic farming,,,Zaratamo,%,Zaratamo,0.0
2021,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,3.4
2016,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,1.3
2013,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,0.8
2017,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,1.3
2012,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,0.8
2020,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,3.5
2011,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,0.8
2010,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,0.2
2015,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,1.3
2014,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,1.3
2019,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,2.0
2018,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,1.4
2022,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,3.5
2023,Proportion of the farming area under organic farming,,,Zarautz,%,Zarautz,4.7
2011,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.3
2019,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.3
2017,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.3
2015,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.4
2013,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.2
2023,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,1.2
2021,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,1.2
2010,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.1
2012,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.2
2014,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.3
2016,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.4
2018,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.2
2020,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,0.6
2022,Proportion of the farming area under organic farming,,,Zeanuri,%,Zeanuri,1.2
2013,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,23.6
2019,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,28.8
2021,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,26.7
2011,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,21.0
2017,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,24.6
2015,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,24.8
2023,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,32.4
2010,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,20.9
2012,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,21.6
2014,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,24.5
2016,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,24.6
2018,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,25.8
2020,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,26.5
2022,Proportion of the farming area under organic farming,,,Zeberio,%,Zeberio,32.9
2015,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.6
2019,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.4
2011,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.2
2023,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.4
2010,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.2
2012,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.2
2013,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.6
2014,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.7
2016,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.7
2017,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.4
2018,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.4
2020,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.4
2021,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.4
2022,Proportion of the farming area under organic farming,,,Zegama,%,Zegama,0.4
2021,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,3.6
2013,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,0.0
2010,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,0.0
2011,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,0.0
2012,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,0.0
2014,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,0.2
2015,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,0.2
2016,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,1.0
2018,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,2.0
2019,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,2.3
2020,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,3.2
2022,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,3.6
2023,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,4.4
2017,Proportion of the farming area under organic farming,,,Zerain,%,Zerain,2.0
2023,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,14.6
2019,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.7
2011,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.5
2015,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.5
2010,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.3
2012,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.5
2013,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.5
2014,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.5
2016,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.5
2017,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,2.6
2018,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,3.2
2020,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,4.3
2021,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,5.3
2022,Proportion of the farming area under organic farming,,,Zestoa,%,Zestoa,6.0
2013,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.0
2017,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.0
2014,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.0
2016,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.0
2018,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.1
2020,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.3
2012,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.0
2015,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.0
2022,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.4
2021,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.3
2011,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.0
2019,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.3
2023,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.4
2010,Proportion of the farming area under organic farming,,,Zierbena,%,Zierbena,0.0
2020,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,3.8
2023,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,4.8
2021,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,4.4
2014,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,3.7
2012,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,1.9
2010,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,0.9
2015,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,3.4
2016,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,2.8
2011,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,1.0
2017,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,3.2
2018,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,2.9
2019,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,3.6
2022,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,4.6
2013,Proportion of the farming area under organic farming,,,Zigoitia,%,Zigoitia,1.9
2023,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,24.9
2020,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,20.1
2010,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.0
2012,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.4
2014,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.3
2018,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.3
2016,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.3
2017,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.3
2013,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.3
2021,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,20.1
2019,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,20.1
2011,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.4
2022,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,20.1
2015,Proportion of the farming area under organic farming,,,Ziortza-Bolibar,%,Ziortza-Bolibar,0.3
2021,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,1.5
2013,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.0
2017,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.1
2010,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.0
2011,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.0
2012,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.0
2014,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.0
2015,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.0
2016,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.1
2018,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.1
2019,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.2
2020,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.2
2022,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,1.5
2023,Proportion of the farming area under organic farming,,,Zizurkil,%,Zizurkil,0.8
2013,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,0.9
2014,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,0.7
2018,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,1.0
2023,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,1.2
2022,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,1.2
2017,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,1.0
2011,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,0.0
2015,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,0.7
2021,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,1.1
2019,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,1.0
2016,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,0.8
2012,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,0.9
2020,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,1.0
2010,Proportion of the farming area under organic farming,,,Zuia,%,Zuia,0.0
2015,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2017,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2021,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2013,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2023,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,1.3
2011,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.6
2019,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2010,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.6
2012,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2014,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2016,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2018,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,1.4
2020,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,0.7
2022,Proportion of the farming area under organic farming,,,Zumaia,%,Zumaia,1.1
2023,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,2.8
2018,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,2.3
2011,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.2
2010,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.2
2015,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.4
2019,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.3
2014,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.4
2022,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,2.9
2013,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.4
2012,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.4
2017,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.3
2016,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,7.6
2021,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,2.8
2020,Proportion of the farming area under organic farming,,,Zumarraga,%,Zumarraga,1.3
2010,Proportion of the farming area under organic farming,,Añana (county),,%,Añana (county),0.2
2015,Proportion of the farming area under organic farming,,Añana (county),,%,Añana (county),1.0
2020,Proportion of the farming area under organic farming,,Añana (county),,%,Añana (county),4.0
