Year,Tipo de violencia,Territorio,Units,Value
2020,Violencia sexual,Deba,Por 10.000,0.0
2018,Violencia sexual,Deba,Por 10.000,3.7
2019,Violencia sexual,Bilbo Handia / Gran Bilbao,Por 10.000,3.0
2018,Violencia sexual,Bilbo Handia / Gran Bilbao,Por 10.000,3.9
2018,Violencia sexual,Samaniego,Por 10.000,0.0
2021,Violencia sexual,Bilbo Handia / Gran Bilbao,Por 10.000,4.8
2019,Violencia sexual,Deba,Por 10.000,0.0
2019,Violencia sexual,Berriz,Por 10.000,0.0
2018,Violencia sexual,Berriz,Por 10.000,4.3
2018,Violencia sexual,Zizurkil,Por 10.000,0.0
2020,Violencia sexual,Elvillar/Bilar,Por 10.000,0.0
2019,Violencia sexual,Zizurkil,Por 10.000,13.5
2020,Violencia sexual,Berriz,Por 10.000,0.0
2020,Violencia sexual,Berriatua,Por 10.000,0.0
2019,Violencia sexual,Berriatua,Por 10.000,0.0
2019,Violencia sexual,Samaniego,Por 10.000,0.0
2019,Violencia sexual,Baños de Ebro/Mañueta,Por 10.000,0.0
2020,Violencia sexual,Zizurkil,Por 10.000,6.9
2018,Violencia sexual,Berriatua,Por 10.000,0.0
2018,Violencia sexual,Zestoa,Por 10.000,0.0
2020,Violencia sexual,Bermeo,Por 10.000,1.2
2019,Violencia sexual,Bermeo,Por 10.000,2.3
2019,Violencia sexual,Agurain/Salvatierra,Por 10.000,0.0
2020,Violencia sexual,Zestoa,Por 10.000,0.0
2018,Violencia sexual,Bermeo,Por 10.000,3.5
2019,Violencia sexual,Gizaburuaga,Por 10.000,0.0
2018,Violencia sexual,Elvillar/Bilar,Por 10.000,0.0
2019,Violencia sexual,Berango,Por 10.000,0.0
2020,Violencia sexual,Berango,Por 10.000,2.6
2018,Violencia sexual,Berango,Por 10.000,0.0
2019,Violencia sexual,Elvillar/Bilar,Por 10.000,0.0
2019,Violencia sexual,Basauri,Por 10.000,2.4
2020,Violencia sexual,Zerain,Por 10.000,0.0
2020,Violencia sexual,Basauri,Por 10.000,3.8
2018,Violencia sexual,Agurain/Salvatierra,Por 10.000,0.0
2020,Violencia sexual,Ibarrangelu,Por 10.000,0.0
2019,Violencia sexual,Barrika,Por 10.000,0.0
2018,Violencia sexual,Barrika,Por 10.000,0.0
2019,Violencia sexual,Zerain,Por 10.000,0.0
2018,Violencia sexual,Zerain,Por 10.000,0.0
2020,Violencia sexual,Barrika,Por 10.000,0.0
2020,Violencia sexual,Barakaldo,Por 10.000,5.9
2019,Violencia sexual,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,2.4
2018,Violencia sexual,Barakaldo,Por 10.000,4.1
2019,Violencia sexual,Barakaldo,Por 10.000,2.5
2020,Violencia sexual,Zegama,Por 10.000,0.0
2018,Violencia sexual,Zegama,Por 10.000,0.0
2019,Violencia sexual,Bakio,Por 10.000,0.0
2018,Violencia sexual,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,4.8
2018,Violencia sexual,Bakio,Por 10.000,0.0
2021,Violencia sexual,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,2.3
2020,Violencia sexual,Arrigorriaga,Por 10.000,4.9
2018,Violencia sexual,Arrigorriaga,Por 10.000,3.3
2019,Violencia sexual,Arrigorriaga,Por 10.000,3.2
2019,Violencia sexual,Bidania-Goiatz,Por 10.000,0.0
2020,Violencia sexual,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,0.0
2020,Violencia sexual,Bidania-Goiatz,Por 10.000,0.0
2018,Violencia sexual,Arrieta,Por 10.000,0.0
2019,Violencia sexual,Arrieta,Por 10.000,0.0
2018,Violencia sexual,Bidania-Goiatz,Por 10.000,0.0
2021,Violencia sexual,Arratia Nerbioi / Arratia-Nervión,Por 10.000,6.7
2018,Violencia sexual,Elciego,Por 10.000,0.0
2020,Violencia sexual,Arratia Nerbioi / Arratia-Nervión,Por 10.000,1.7
2019,Violencia sexual,Arratia Nerbioi / Arratia-Nervión,Por 10.000,2.5
2018,Violencia sexual,Arratia Nerbioi / Arratia-Nervión,Por 10.000,1.7
2019,Violencia sexual,Elciego,Por 10.000,0.0
2019,Violencia sexual,Berrobi,Por 10.000,0.0
2019,Violencia sexual,Arrankudiaga-Zollo,Por 10.000,0.0
2018,Violencia sexual,Berrobi,Por 10.000,0.0
2018,Violencia sexual,Arrankudiaga-Zollo,Por 10.000,19.6
2020,Violencia sexual,Berrobi,Por 10.000,0.0
2018,Violencia sexual,Berastegi,Por 10.000,0.0
2020,Violencia sexual,Berastegi,Por 10.000,0.0
2019,Violencia sexual,Artzentales,Por 10.000,0.0
2020,Violencia sexual,Elciego,Por 10.000,0.0
2020,Violencia sexual,Añana,Por 10.000,0.0
2020,Violencia sexual,Amezketa,Por 10.000,0.0
2019,Violencia sexual,Berastegi,Por 10.000,0.0
2018,Violencia sexual,Artzentales,Por 10.000,0.0
2020,Violencia sexual,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,0.0
2019,Violencia sexual,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,0.0
2018,Violencia sexual,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,0.0
2018,Violencia sexual,Añana,Por 10.000,0.0
2019,Violencia sexual,Arantzazu,Por 10.000,0.0
2018,Violencia sexual,Arantzazu,Por 10.000,0.0
2020,Violencia sexual,Arantzazu,Por 10.000,0.0
2020,Violencia sexual,Gernika-Lumo,Por 10.000,4.6
2020,Violencia sexual,Gernika-Bermeo,Por 10.000,2.6
2019,Violencia sexual,Artziniega,Por 10.000,0.0
2019,Violencia sexual,Añana,Por 10.000,0.0
2018,Violencia sexual,Elburgo/Burgelu,Por 10.000,0.0
2020,Violencia sexual,Belauntza,Por 10.000,0.0
2018,Violencia sexual,Belauntza,Por 10.000,0.0
2019,Violencia sexual,Arakaldo,Por 10.000,0.0
2018,Violencia sexual,Arakaldo,Por 10.000,0.0
2019,Violencia sexual,Elburgo/Burgelu,Por 10.000,0.0
2018,Violencia sexual,Beizama,Por 10.000,0.0
2019,Violencia sexual,Amoroto,Por 10.000,0.0
2018,Violencia sexual,Ribera Baja/Erriberabeitia,Por 10.000,0.0
2018,Violencia sexual,Amoroto,Por 10.000,0.0
2020,Violencia sexual,Amoroto,Por 10.000,0.0
2019,Violencia sexual,Beizama,Por 10.000,0.0
2020,Violencia sexual,Ribera Baja/Erriberabeitia,Por 10.000,0.0
2019,Violencia sexual,Amorebieta-Etxano,Por 10.000,0.0
2018,Violencia sexual,Leintz-Gatzaga,Por 10.000,0.0
2020,Violencia sexual,Amorebieta-Etxano,Por 10.000,1.0
2020,Violencia sexual,Beizama,Por 10.000,0.0
2019,Violencia sexual,Ribera Baja/Erriberabeitia,Por 10.000,0.0
2018,Violencia sexual,Amorebieta-Etxano,Por 10.000,3.1
2020,Violencia sexual,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,0.0
2021,Violencia sexual,Debabarrena / Bajo Deba,Por 10.000,3.2
2019,Violencia sexual,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,0.0
2020,Violencia sexual,Debabarrena / Bajo Deba,Por 10.000,3.0
2019,Violencia sexual,Debabarrena / Bajo Deba,Por 10.000,2.3
2020,Violencia sexual,Abadiño,Por 10.000,5.2
2018,Violencia sexual,Abadiño,Por 10.000,5.2
2018,Violencia sexual,Ayala/Aiara,Por 10.000,6.9
2019,Violencia sexual,Erriberagoitia/Ribera Alta,Por 10.000,0.0
2019,Violencia sexual,Abadiño,Por 10.000,0.0
2019,Violencia sexual,Erandio,Por 10.000,6.4
2018,Violencia sexual,Erriberagoitia/Ribera Alta,Por 10.000,0.0
2018,Violencia sexual,Debabarrena / Bajo Deba,Por 10.000,1.8
2019,Violencia sexual,Ziortza-Bolibar,Por 10.000,0.0
2019,Violencia sexual,Kripan,Por 10.000,0.0
2018,Violencia sexual,Amurrio,Por 10.000,0.0
2019,Violencia sexual,Beasain,Por 10.000,2.9
2020,Violencia sexual,Erriberagoitia/Ribera Alta,Por 10.000,0.0
2018,Violencia sexual,Beasain,Por 10.000,7.3
2020,Violencia sexual,Urnieta,Por 10.000,0.0
2020,Violencia sexual,Amurrio,Por 10.000,3.8
2020,Violencia sexual,,Por 10.000,4.0
2020,Violencia sexual,Beasain,Por 10.000,1.5
2018,Violencia sexual,Aramaio,Por 10.000,13.9
2020,Violencia sexual,Azpeitia,Por 10.000,0.0
2019,Violencia sexual,Ayala/Aiara,Por 10.000,6.9
2018,Violencia sexual,Azpeitia,Por 10.000,8.0
2020,Violencia sexual,Ayala/Aiara,Por 10.000,0.0
2019,Violencia sexual,Peñacerrada-Urizaharra,Por 10.000,0.0
2019,Violencia sexual,Azpeitia,Por 10.000,0.0
2020,Violencia sexual,Gaztelu,Por 10.000,0.0
2019,Violencia sexual,Gaztelu,Por 10.000,0.0
2018,Violencia sexual,Gaztelu,Por 10.000,0.0
2018,Violencia sexual,Altzaga,Por 10.000,0.0
2018,Violencia sexual,Kuartango,Por 10.000,0.0
2020,Violencia sexual,Altzaga,Por 10.000,0.0
2019,Violencia sexual,Azkoitia,Por 10.000,0.0
2019,Violencia sexual,Altzaga,Por 10.000,0.0
2020,Violencia sexual,Azkoitia,Por 10.000,1.7
2020,Violencia sexual,Zaratamo,Por 10.000,0.0
2018,Violencia sexual,Zambrana,Por 10.000,0.0
2018,Violencia sexual,Peñacerrada-Urizaharra,Por 10.000,0.0
2020,Violencia sexual,Orendain,Por 10.000,0.0
2018,Violencia sexual,Orendain,Por 10.000,0.0
2020,Violencia sexual,Peñacerrada-Urizaharra,Por 10.000,0.0
2018,Violencia sexual,Aia,Por 10.000,0.0
2019,Violencia sexual,Kuartango,Por 10.000,0.0
2019,Violencia sexual,Baliarrain,Por 10.000,0.0
2019,Violencia sexual,Oyón-Oion,Por 10.000,0.0
2018,Violencia sexual,Baliarrain,Por 10.000,0.0
2018,Violencia sexual,Laguardia,Por 10.000,0.0
2021,Violencia sexual,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,7.6
2020,Violencia sexual,Baliarrain,Por 10.000,0.0
2019,Violencia sexual,Mañaria,Por 10.000,0.0
2019,Violencia sexual,Arratzu,Por 10.000,0.0
2018,Violencia sexual,Oyón-Oion,Por 10.000,5.8
2019,Violencia sexual,Aia,Por 10.000,10.5
2020,Violencia sexual,Astigarraga,Por 10.000,0.0
2020,Violencia sexual,Aia,Por 10.000,0.0
2019,Violencia sexual,Astigarraga,Por 10.000,0.0
2020,Violencia sexual,Markina-Ondarroa,Por 10.000,3.1
2018,Violencia sexual,Astigarraga,Por 10.000,3.1
2020,Violencia sexual,Kuartango,Por 10.000,0.0
2020,Violencia sexual,Lasarte-Oria,Por 10.000,2.0
2019,Violencia sexual,Lasarte-Oria,Por 10.000,6.1
2018,Violencia sexual,Lasarte-Oria,Por 10.000,2.1
2018,Violencia sexual,Ataun,Por 10.000,0.0
2018,Violencia sexual,Lazkao,Por 10.000,3.6
2019,Violencia sexual,Mendaro,Por 10.000,0.0
2020,Violencia sexual,Asteasu,Por 10.000,0.0
2020,Violencia sexual,Mendaro,Por 10.000,0.0
2018,Violencia sexual,Añana (comarca),Por 10.000,0.0
2020,Violencia sexual,Oyón-Oion,Por 10.000,0.0
2020,Violencia sexual,Zumaia,Por 10.000,9.9
2019,Violencia sexual,Zumaia,Por 10.000,2.0
2018,Violencia sexual,Zumaia,Por 10.000,0.0
2019,Violencia sexual,Asteasu,Por 10.000,0.0
2018,Violencia sexual,Zaldibar,Por 10.000,0.0
2018,Violencia sexual,Asteasu,Por 10.000,0.0
2021,Violencia sexual,Arabako Lautada / Llanada Alavesa,Por 10.000,4.8
2019,Violencia sexual,Zumarraga,Por 10.000,0.0
2018,Violencia sexual,Zumarraga,Por 10.000,2.2
2018,Violencia sexual,Aretxabaleta,Por 10.000,0.0
2018,Violencia sexual,Okondo,Por 10.000,0.0
2020,Violencia sexual,Zumarraga,Por 10.000,2.3
2018,Violencia sexual,Zarautz,Por 10.000,4.2
2019,Violencia sexual,Aretxabaleta,Por 10.000,2.8
2019,Violencia sexual,Zarautz,Por 10.000,2.5
2020,Violencia sexual,Zarautz,Por 10.000,5.0
2019,Violencia sexual,Okondo,Por 10.000,0.0
2020,Violencia sexual,Zaldibia,Por 10.000,0.0
2020,Violencia sexual,Aretxabaleta,Por 10.000,0.0
2018,Violencia sexual,Zaldibia,Por 10.000,0.0
2018,Violencia sexual,Arama,Por 10.000,0.0
2020,Violencia sexual,Arama,Por 10.000,0.0
2020,Violencia sexual,Urretxu,Por 10.000,3.0
2019,Violencia sexual,Urretxu,Por 10.000,0.0
2019,Violencia sexual,Arama,Por 10.000,0.0
2018,Violencia sexual,Urretxu,Por 10.000,0.0
2018,Violencia sexual,Arabako Lautada / Llanada Alavesa,Por 10.000,3.1
2020,Violencia sexual,Navaridas,Por 10.000,0.0
2020,Violencia sexual,Ordizia,Por 10.000,11.8
2019,Violencia sexual,Navaridas,Por 10.000,0.0
2020,Violencia sexual,Antzuola,Por 10.000,0.0
2019,Violencia sexual,Ordizia,Por 10.000,2.0
2019,Violencia sexual,Zaldibia,Por 10.000,0.0
2018,Violencia sexual,Ordizia,Por 10.000,2.0
2018,Violencia sexual,Igorre,Por 10.000,0.0
2019,Violencia sexual,Arabako Lautada / Llanada Alavesa,Por 10.000,3.8
2019,Violencia sexual,Villabona,Por 10.000,0.0
2018,Violencia sexual,Villabona,Por 10.000,0.0
2020,Violencia sexual,Villabona,Por 10.000,3.4
2018,Violencia sexual,Antzuola,Por 10.000,0.0
2018,Violencia sexual,Navaridas,Por 10.000,0.0
2019,Violencia sexual,Antzuola,Por 10.000,0.0
2019,Violencia sexual,Areatza,Por 10.000,0.0
2020,Violencia sexual,Okondo,Por 10.000,0.0
2020,Violencia sexual,Bergara,Por 10.000,4.1
2019,Violencia sexual,Bergara,Por 10.000,5.4
2020,Violencia sexual,Anoeta,Por 10.000,0.0
2018,Violencia sexual,Bergara,Por 10.000,5.3
2019,Violencia sexual,Anoeta,Por 10.000,0.0
2018,Violencia sexual,Arabako Errioxa / Rioja Alavesa,Por 10.000,3.6
2020,Violencia sexual,Usurbil,Por 10.000,0.0
2019,Violencia sexual,Usurbil,Por 10.000,3.2
2018,Violencia sexual,Anoeta,Por 10.000,0.0
2018,Violencia sexual,Usurbil,Por 10.000,3.2
2020,Violencia sexual,Arabako Lautada / Llanada Alavesa,Por 10.000,3.4
2018,Violencia sexual,,Por 10.000,3.8
2018,Violencia sexual,Alegría-Dulantzi,Por 10.000,0.0
2020,Violencia sexual,Artziniega,Por 10.000,0.0
2020,Violencia sexual,Mendata,Por 10.000,0.0
2020,Violencia sexual,Ziortza-Bolibar,Por 10.000,0.0
2019,Violencia sexual,Urnieta,Por 10.000,0.0
2018,Violencia sexual,Ziortza-Bolibar,Por 10.000,0.0
2021,Violencia sexual,Añana (comarca),Por 10.000,0.0
2021,Violencia sexual,Arabako Errioxa / Rioja Alavesa,Por 10.000,1.8
2018,Violencia sexual,Urnieta,Por 10.000,6.4
2020,Violencia sexual,Morga,Por 10.000,0.0
2020,Violencia sexual,Arabako Errioxa / Rioja Alavesa,Por 10.000,1.8
2018,Violencia sexual,Arratzu,Por 10.000,0.0
2020,Violencia sexual,Arratzu,Por 10.000,0.0
2020,Violencia sexual,Zierbena,Por 10.000,0.0
2018,Violencia sexual,Zierbena,Por 10.000,0.0
2019,Violencia sexual,Ataun,Por 10.000,0.0
2018,Violencia sexual,Mendaro,Por 10.000,0.0
2019,Violencia sexual,Zierbena,Por 10.000,0.0
2020,Violencia sexual,Alonsotegi,Por 10.000,0.0
2018,Violencia sexual,Muxika,Por 10.000,0.0
2020,Violencia sexual,Legorreta,Por 10.000,0.0
2018,Violencia sexual,Segura,Por 10.000,0.0
2020,Violencia sexual,Ajangiz,Por 10.000,0.0
2019,Violencia sexual,Segura,Por 10.000,0.0
2018,Violencia sexual,Ajangiz,Por 10.000,0.0
2020,Violencia sexual,Iurreta,Por 10.000,5.3
2019,Violencia sexual,Iurreta,Por 10.000,0.0
2018,Violencia sexual,Iurreta,Por 10.000,5.3
2020,Violencia sexual,Ataun,Por 10.000,0.0
2020,Violencia sexual,Nabarniz,Por 10.000,0.0
2019,Violencia sexual,Urola Kosta,Por 10.000,1.8
2018,Violencia sexual,Nabarniz,Por 10.000,0.0
2018,Violencia sexual,Urola Kosta,Por 10.000,3.4
2018,Violencia sexual,Andoain,Por 10.000,0.0
2019,Violencia sexual,Nabarniz,Por 10.000,0.0
2019,Violencia sexual,Andoain,Por 10.000,0.0
2020,Violencia sexual,Murueta,Por 10.000,0.0
2018,Violencia sexual,Murueta,Por 10.000,0.0
2020,Violencia sexual,Kortezubi,Por 10.000,0.0
2018,Violencia sexual,Kortezubi,Por 10.000,0.0
2020,Violencia sexual,Donostia / San Sebastián,Por 10.000,5.7
2019,Violencia sexual,Forua,Por 10.000,0.0
2018,Violencia sexual,Donostia / San Sebastián,Por 10.000,4.9
2018,Violencia sexual,Forua,Por 10.000,0.0
2020,Violencia sexual,Forua,Por 10.000,0.0
2021,Violencia sexual,Plentzia-Mungia,Por 10.000,5.9
2020,Violencia sexual,Zamudio,Por 10.000,18.6
2019,Violencia sexual,Zamudio,Por 10.000,18.3
2018,Violencia sexual,Zamudio,Por 10.000,18.1
2019,Violencia sexual,Leintz-Gatzaga,Por 10.000,0.0
2018,Violencia sexual,Lizartza,Por 10.000,0.0
2020,Violencia sexual,Sondika,Por 10.000,4.3
2019,Violencia sexual,Sondika,Por 10.000,12.7
2018,Violencia sexual,Sondika,Por 10.000,0.0
2019,Violencia sexual,Orendain,Por 10.000,0.0
2020,Violencia sexual,Loiu,Por 10.000,0.0
2019,Violencia sexual,Loiu,Por 10.000,9.0
2018,Violencia sexual,Errenteria,Por 10.000,1.9
2018,Violencia sexual,Loiu,Por 10.000,0.0
2020,Violencia sexual,Añana (comarca),Por 10.000,0.0
2018,Violencia sexual,Larraul,Por 10.000,0.0
2020,Violencia sexual,Erandio,Por 10.000,4.8
2020,Violencia sexual,Errenteria,Por 10.000,4.4
2019,Violencia sexual,Errenteria,Por 10.000,2.4
2020,Violencia sexual,Derio,Por 10.000,2.8
2018,Violencia sexual,Derio,Por 10.000,5.9
2018,Violencia sexual,Azkoitia,Por 10.000,1.7
2019,Violencia sexual,Derio,Por 10.000,2.9
2018,Violencia sexual,Altzo,Por 10.000,0.0
2019,Violencia sexual,Errezil,Por 10.000,0.0
2019,Violencia sexual,Zaratamo,Por 10.000,0.0
2018,Violencia sexual,Zaratamo,Por 10.000,0.0
2020,Violencia sexual,Zalla,Por 10.000,4.7
2018,Violencia sexual,Zalla,Por 10.000,9.3
2020,Violencia sexual,Soraluze-Placencia de las Armas,Por 10.000,5.3
2019,Violencia sexual,Asparrena,Por 10.000,24.6
2018,Violencia sexual,Soraluze-Placencia de las Armas,Por 10.000,0.0
2020,Violencia sexual,Urduña/Orduña,Por 10.000,0.0
2020,Violencia sexual,Zaldibar,Por 10.000,0.0
2018,Violencia sexual,Alkiza,Por 10.000,0.0
2020,Violencia sexual,Igorre,Por 10.000,4.7
2020,Violencia sexual,Pasaia,Por 10.000,1.2
2019,Violencia sexual,Pasaia,Por 10.000,0.0
2020,Violencia sexual,Areatza,Por 10.000,0.0
2018,Violencia sexual,Areatza,Por 10.000,0.0
2018,Violencia sexual,Arraia-Maeztu,Por 10.000,0.0
2020,Violencia sexual,Bedia,Por 10.000,0.0
2019,Violencia sexual,Bedia,Por 10.000,0.0
2020,Violencia sexual,Oiartzun,Por 10.000,7.6
2019,Violencia sexual,Oiartzun,Por 10.000,3.8
2018,Violencia sexual,Zigoitia,Por 10.000,12.7
2018,Violencia sexual,Oiartzun,Por 10.000,3.8
2019,Violencia sexual,Atxondo,Por 10.000,0.0
2018,Violencia sexual,Atxondo,Por 10.000,0.0
2020,Violencia sexual,Balmaseda,Por 10.000,7.5
2019,Violencia sexual,Balmaseda,Por 10.000,5.0
2019,Violencia sexual,Alegia,Por 10.000,0.0
2020,Violencia sexual,Ormaiztegi,Por 10.000,15.9
2020,Violencia sexual,Zigoitia,Por 10.000,0.0
2018,Violencia sexual,Alegia,Por 10.000,0.0
2020,Violencia sexual,Urduliz,Por 10.000,0.0
2019,Violencia sexual,Mutiloa,Por 10.000,0.0
2020,Violencia sexual,Ubide,Por 10.000,0.0
2018,Violencia sexual,Ubide,Por 10.000,0.0
2020,Violencia sexual,Laudio/Llodio,Por 10.000,2.2
2019,Violencia sexual,Orio,Por 10.000,3.3
2018,Violencia sexual,Orio,Por 10.000,3.3
2020,Violencia sexual,Orio,Por 10.000,0.0
2019,Violencia sexual,Trucios-Turtzioz,Por 10.000,0.0
2020,Violencia sexual,Alkiza,Por 10.000,0.0
2020,Violencia sexual,Asparrena,Por 10.000,0.0
2020,Violencia sexual,Trucios-Turtzioz,Por 10.000,0.0
2020,Violencia sexual,Sopuerta,Por 10.000,0.0
2021,Violencia sexual,,Por 10.000,4.6
2019,Violencia sexual,Sopuerta,Por 10.000,0.0
2018,Violencia sexual,Sopuerta,Por 10.000,0.0
2018,Violencia sexual,Artziniega,Por 10.000,10.4
2019,Violencia sexual,Laudio/Llodio,Por 10.000,4.3
2019,Violencia sexual,Leza,Por 10.000,90.1
2020,Violencia sexual,Orexa,Por 10.000,0.0
2018,Violencia sexual,Orexa,Por 10.000,0.0
2020,Violencia sexual,Sopela,Por 10.000,4.4
2020,Violencia sexual,Elburgo/Burgelu,Por 10.000,0.0
2020,Violencia sexual,Sestao,Por 10.000,9.3
2019,Violencia sexual,Sestao,Por 10.000,0.7
2018,Violencia sexual,Sestao,Por 10.000,2.8
2018,Violencia sexual,Campezo/Kanpezu,Por 10.000,0.0
2019,Violencia sexual,Ortuella,Por 10.000,0.0
2019,Violencia sexual,Tolosaldea,Por 10.000,5.6
2018,Violencia sexual,Tolosaldea,Por 10.000,1.6
2018,Violencia sexual,Aizarnazabal,Por 10.000,0.0
2019,Violencia sexual,Lezama,Por 10.000,8.1
2018,Violencia sexual,Santurtzi,Por 10.000,2.5
2018,Violencia sexual,Abanto y Ciérvana-Abanto Zierbena,Por 10.000,2.1
2019,Violencia sexual,Santurtzi,Por 10.000,3.8
2019,Violencia sexual,Zigoitia,Por 10.000,12.3
2019,Violencia sexual,Aizarnazabal,Por 10.000,0.0
2018,Violencia sexual,Oñati,Por 10.000,0.0
2020,Violencia sexual,Lezama,Por 10.000,0.0
2020,Violencia sexual,Oñati,Por 10.000,5.2
2018,Violencia sexual,Lezama,Por 10.000,8.1
2019,Violencia sexual,Oñati,Por 10.000,1.7
2020,Violencia sexual,Aizarnazabal,Por 10.000,0.0
2018,Violencia sexual,Ortuella,Por 10.000,0.0
2020,Violencia sexual,Valle de Trápaga-Trapagaran,Por 10.000,4.9
2019,Violencia sexual,Valle de Trápaga-Trapagaran,Por 10.000,6.5
2018,Violencia sexual,Valle de Trápaga-Trapagaran,Por 10.000,3.2
2020,Violencia sexual,Santurtzi,Por 10.000,4.2
2019,Violencia sexual,Aramaio,Por 10.000,0.0
2020,Violencia sexual,Ortuella,Por 10.000,4.6
2020,Violencia sexual,Olaberria,Por 10.000,0.0
2018,Violencia sexual,Laudio/Llodio,Por 10.000,3.2
2019,Violencia sexual,Errigoiti,Por 10.000,0.0
2018,Violencia sexual,Errigoiti,Por 10.000,0.0
2019,Violencia sexual,Aduna,Por 10.000,0.0
2018,Violencia sexual,Olaberria,Por 10.000,0.0
2020,Violencia sexual,Errigoiti,Por 10.000,0.0
2019,Violencia sexual,Olaberria,Por 10.000,0.0
2018,Violencia sexual,Asparrena,Por 10.000,0.0
2018,Violencia sexual,Aduna,Por 10.000,0.0
2020,Violencia sexual,Portugalete,Por 10.000,3.0
2018,Violencia sexual,Portugalete,Por 10.000,0.0
2019,Violencia sexual,Portugalete,Por 10.000,2.9
2020,Violencia sexual,Tolosaldea,Por 10.000,2.4
2020,Violencia sexual,Mutiloa,Por 10.000,0.0
2020,Violencia sexual,Arakaldo,Por 10.000,0.0
2020,Violencia sexual,Plentzia,Por 10.000,4.3
2020,Violencia sexual,Albiztur,Por 10.000,0.0
2019,Violencia sexual,Plentzia,Por 10.000,0.0
2021,Violencia sexual,Tolosaldea,Por 10.000,4.4
2018,Violencia sexual,Mutiloa,Por 10.000,0.0
2018,Violencia sexual,Plentzia,Por 10.000,0.0
2018,Violencia sexual,Sopela,Por 10.000,6.1
2020,Violencia sexual,Sukarrieta,Por 10.000,0.0
2019,Violencia sexual,Belauntza,Por 10.000,0.0
2019,Violencia sexual,Albiztur,Por 10.000,0.0
2019,Violencia sexual,Sukarrieta,Por 10.000,0.0
2018,Violencia sexual,Sukarrieta,Por 10.000,0.0
2020,Violencia sexual,Aduna,Por 10.000,0.0
2020,Violencia sexual,Orozko,Por 10.000,0.0
2020,Violencia sexual,Leza,Por 10.000,0.0
2018,Violencia sexual,Mutriku,Por 10.000,0.0
2019,Violencia sexual,Orozko,Por 10.000,0.0
2018,Violencia sexual,Orozko,Por 10.000,0.0
2019,Violencia sexual,Mutriku,Por 10.000,0.0
2018,Violencia sexual,Albiztur,Por 10.000,0.0
2018,Violencia sexual,Abaltzisketa,Por 10.000,0.0
2018,Violencia sexual,Urduña/Orduña,Por 10.000,0.0
2019,Violencia sexual,Campezo/Kanpezu,Por 10.000,0.0
2020,Violencia sexual,Abaltzisketa,Por 10.000,0.0
2019,Violencia sexual,Urduña/Orduña,Por 10.000,5.0
2019,Violencia sexual,Abaltzisketa,Por 10.000,0.0
2020,Violencia sexual,Mutriku,Por 10.000,0.0
2019,Violencia sexual,Sopela,Por 10.000,4.5
2019,Violencia sexual,Alegría-Dulantzi,Por 10.000,0.0
2018,Violencia sexual,Leza,Por 10.000,0.0
2020,Violencia sexual,Ondarroa,Por 10.000,0.0
2020,Violencia sexual,Ikaztegieta,Por 10.000,0.0
2020,Violencia sexual,Artzentales,Por 10.000,0.0
2019,Violencia sexual,Ondarroa,Por 10.000,2.4
2018,Violencia sexual,Ondarroa,Por 10.000,2.4
2020,Violencia sexual,Arrasate/Mondragón,Por 10.000,11.8
2018,Violencia sexual,Arrasate/Mondragón,Por 10.000,2.7
2020,Violencia sexual,Otxandio,Por 10.000,0.0
2019,Violencia sexual,Otxandio,Por 10.000,0.0
2018,Violencia sexual,Trucios-Turtzioz,Por 10.000,0.0
2018,Violencia sexual,Otxandio,Por 10.000,0.0
2020,Violencia sexual,Arrankudiaga-Zollo,Por 10.000,0.0
2019,Violencia sexual,Arrasate/Mondragón,Por 10.000,0.9
2019,Violencia sexual,Muskiz,Por 10.000,5.3
2018,Violencia sexual,Lapuebla de Labarca,Por 10.000,0.0
2018,Violencia sexual,Muskiz,Por 10.000,0.0
2020,Violencia sexual,Lizartza,Por 10.000,0.0
2018,Violencia sexual,Lantarón,Por 10.000,0.0
2020,Violencia sexual,Muskiz,Por 10.000,5.4
2020,Violencia sexual,Aulesti,Por 10.000,0.0
2020,Violencia sexual,Alegia,Por 10.000,0.0
2019,Violencia sexual,Aulesti,Por 10.000,0.0
2019,Violencia sexual,Lizartza,Por 10.000,0.0
2018,Violencia sexual,Aulesti,Por 10.000,0.0
2018,Violencia sexual,Ormaiztegi,Por 10.000,0.0
2019,Violencia sexual,Ubide,Por 10.000,0.0
2018,Violencia sexual,Lezo,Por 10.000,0.0
2020,Violencia sexual,Plentzia-Mungia,Por 10.000,2.3
2018,Violencia sexual,Plentzia-Mungia,Por 10.000,3.4
2018,Violencia sexual,Urduliz,Por 10.000,0.0
2020,Violencia sexual,Campezo/Kanpezu,Por 10.000,0.0
2020,Violencia sexual,Arrieta,Por 10.000,0.0
2019,Violencia sexual,Plentzia-Mungia,Por 10.000,2.0
2019,Violencia sexual,Lantarón,Por 10.000,0.0
2020,Violencia sexual,Lezo,Por 10.000,13.1
