Year,ServEsencial,Administracion,Province,County,Municipality,Unidad,GeoCode,Value
2020,HLTH,ADM_MUN,,,Ibarrangelu,Percentage,Ibarrangelu,3.5
2021,HLTH,ADM_MUN,,,Ibarrangelu,Percentage,Ibarrangelu,0.0
2017,PROT,ADM_MUN,,,Ibarrangelu,Percentage,Ibarrangelu,12.3
2018,PROT,ADM_MUN,,,Ibarrangelu,Percentage,Ibarrangelu,10.7
2019,PROT,ADM_MUN,,,Ibarrangelu,Percentage,Ibarrangelu,12.9
2020,PROT,ADM_MUN,,,Ibarrangelu,Percentage,Ibarrangelu,15.0
2021,PROT,ADM_MUN,,,Ibarrangelu,Percentage,Ibarrangelu,15.3
2017,ESED,ADM_MUN,,,Ispaster,Percentage,Ispaster,1.0
2018,ESED,ADM_MUN,,,Ispaster,Percentage,Ispaster,3.3
2019,ESED,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.5
2020,ESED,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.9
2021,ESED,ADM_MUN,,,Ispaster,Percentage,Ispaster,5.5
2017,ESSRV,ADM_MUN,,,Ispaster,Percentage,Ispaster,1.4
2018,ESSRV,ADM_MUN,,,Ispaster,Percentage,Ispaster,3.7
2019,ESSRV,ADM_MUN,,,Ispaster,Percentage,Ispaster,1.0
2020,ESSRV,ADM_MUN,,,Ispaster,Percentage,Ispaster,2.6
2021,ESSRV,ADM_MUN,,,Ispaster,Percentage,Ispaster,6.0
2017,HLTH,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.1
2018,HLTH,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.1
2019,HLTH,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.1
2020,HLTH,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.1
2021,HLTH,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.2
2017,PROT,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.3
2018,PROT,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.3
2019,PROT,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.4
2020,PROT,ADM_MUN,,,Ispaster,Percentage,Ispaster,1.6
2021,PROT,ADM_MUN,,,Ispaster,Percentage,Ispaster,0.4
2017,ESED,ADM_MUN,,ES4805,,Percentage,ES4805,3.8
2018,ESED,ADM_MUN,,ES4805,,Percentage,ES4805,3.6
2019,ESED,ADM_MUN,,ES4805,,Percentage,ES4805,3.2
2020,ESED,ADM_MUN,,ES4805,,Percentage,ES4805,4.8
2021,ESED,ADM_MUN,,ES4805,,Percentage,ES4805,4.7
2017,ESSRV,ADM_MUN,,ES4805,,Percentage,ES4805,15.4
2018,ESSRV,ADM_MUN,,ES4805,,Percentage,ES4805,13.7
2019,ESSRV,ADM_MUN,,ES4805,,Percentage,ES4805,13.0
2020,ESSRV,ADM_MUN,,ES4805,,Percentage,ES4805,14.6
2021,ESSRV,ADM_MUN,,ES4805,,Percentage,ES4805,13.1
2017,HLTH,ADM_MUN,,ES4805,,Percentage,ES4805,1.4
2018,HLTH,ADM_MUN,,ES4805,,Percentage,ES4805,0.8
2019,HLTH,ADM_MUN,,ES4805,,Percentage,ES4805,1.2
2020,HLTH,ADM_MUN,,ES4805,,Percentage,ES4805,0.9
2021,HLTH,ADM_MUN,,ES4805,,Percentage,ES4805,0.8
2017,PROT,ADM_MUN,,ES4805,,Percentage,ES4805,10.2
2018,PROT,ADM_MUN,,ES4805,,Percentage,ES4805,9.4
2019,PROT,ADM_MUN,,ES4805,,Percentage,ES4805,8.6
2020,PROT,ADM_MUN,,ES4805,,Percentage,ES4805,9.0
2021,PROT,ADM_MUN,,ES4805,,Percentage,ES4805,7.6
2017,ESED,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2018,ESED,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2019,ESED,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2020,ESED,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2021,ESED,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2017,ESSRV,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2018,ESSRV,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2019,ESSRV,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2020,ESSRV,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2021,ESSRV,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.3
2017,HLTH,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2018,HLTH,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2019,HLTH,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2020,HLTH,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2021,HLTH,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.3
2017,PROT,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2018,PROT,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2019,PROT,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2020,PROT,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2021,PROT,ADM_MUN,,,Izurtza,Percentage,Izurtza,0.0
2017,ESED,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2018,ESED,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2019,ESED,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2020,ESED,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2021,ESED,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2017,ESSRV,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,6.6
2018,ESSRV,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.6
2019,ESSRV,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,1.1
2020,ESSRV,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,4.4
2021,ESSRV,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,1.7
2017,HLTH,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2018,HLTH,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2019,HLTH,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2020,HLTH,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2021,HLTH,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.0
2017,PROT,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,6.6
2018,PROT,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,0.6
2019,PROT,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,1.1
2020,PROT,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,4.4
2021,PROT,ADM_MUN,,,Lanestosa,Percentage,Lanestosa,1.7
2017,ESED,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,13.2
2018,ESED,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,5.4
2019,ESED,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,16.1
2020,ESED,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,5.8
2021,ESED,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,6.7
2017,ESSRV,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,15.4
2018,ESSRV,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,7.5
2019,ESSRV,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,18.0
2020,ESSRV,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,7.6
2021,ESSRV,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,9.0
2017,HLTH,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,0.8
2018,HLTH,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,0.9
2019,HLTH,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,0.2
2020,HLTH,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,0.4
2021,HLTH,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,0.7
2017,PROT,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,1.4
2018,PROT,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,1.3
2019,PROT,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,1.7
2020,PROT,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,1.4
2021,PROT,ADM_MUN,,,Larrabetzu,Percentage,Larrabetzu,1.6
2017,ESED,ADM_MUN,,,Laukiz,Percentage,Laukiz,1.0
2018,ESED,ADM_MUN,,,Laukiz,Percentage,Laukiz,1.2
2019,ESED,ADM_MUN,,,Laukiz,Percentage,Laukiz,4.1
2020,ESED,ADM_MUN,,,Laukiz,Percentage,Laukiz,2.8
2021,ESED,ADM_MUN,,,Laukiz,Percentage,Laukiz,1.9
2017,ESSRV,ADM_MUN,,,Laukiz,Percentage,Laukiz,5.4
2018,ESSRV,ADM_MUN,,,Laukiz,Percentage,Laukiz,4.7
2019,ESSRV,ADM_MUN,,,Laukiz,Percentage,Laukiz,8.6
2020,ESSRV,ADM_MUN,,,Laukiz,Percentage,Laukiz,7.8
2021,ESSRV,ADM_MUN,,,Laukiz,Percentage,Laukiz,10.4
2017,HLTH,ADM_MUN,,,Laukiz,Percentage,Laukiz,0.6
2018,HLTH,ADM_MUN,,,Laukiz,Percentage,Laukiz,0.8
2019,HLTH,ADM_MUN,,,Laukiz,Percentage,Laukiz,0.2
2020,HLTH,ADM_MUN,,,Laukiz,Percentage,Laukiz,1.1
2021,HLTH,ADM_MUN,,,Laukiz,Percentage,Laukiz,1.5
2017,PROT,ADM_MUN,,,Laukiz,Percentage,Laukiz,3.7
2018,PROT,ADM_MUN,,,Laukiz,Percentage,Laukiz,2.7
2019,PROT,ADM_MUN,,,Laukiz,Percentage,Laukiz,4.2
2020,PROT,ADM_MUN,,,Laukiz,Percentage,Laukiz,3.9
2021,PROT,ADM_MUN,,,Laukiz,Percentage,Laukiz,6.9
2017,ESED,ADM_MUN,,,Leioa,Percentage,Leioa,9.5
2018,ESED,ADM_MUN,,,Leioa,Percentage,Leioa,8.6
2019,ESED,ADM_MUN,,,Leioa,Percentage,Leioa,8.0
2020,ESED,ADM_MUN,,,Leioa,Percentage,Leioa,7.9
2021,ESED,ADM_MUN,,,Leioa,Percentage,Leioa,8.1
2017,ESSRV,ADM_MUN,,,Leioa,Percentage,Leioa,23.0
2018,ESSRV,ADM_MUN,,,Leioa,Percentage,Leioa,21.7
2019,ESSRV,ADM_MUN,,,Leioa,Percentage,Leioa,19.9
2020,ESSRV,ADM_MUN,,,Leioa,Percentage,Leioa,24.3
2021,ESSRV,ADM_MUN,,,Leioa,Percentage,Leioa,22.8
2017,HLTH,ADM_MUN,,,Leioa,Percentage,Leioa,0.0
2018,HLTH,ADM_MUN,,,Leioa,Percentage,Leioa,0.0
2019,HLTH,ADM_MUN,,,Leioa,Percentage,Leioa,0.0
2020,HLTH,ADM_MUN,,,Leioa,Percentage,Leioa,1.2
2021,HLTH,ADM_MUN,,,Leioa,Percentage,Leioa,0.0
2017,PROT,ADM_MUN,,,Leioa,Percentage,Leioa,13.5
2018,PROT,ADM_MUN,,,Leioa,Percentage,Leioa,13.0
2019,PROT,ADM_MUN,,,Leioa,Percentage,Leioa,11.9
2020,PROT,ADM_MUN,,,Leioa,Percentage,Leioa,15.2
2021,PROT,ADM_MUN,,,Leioa,Percentage,Leioa,14.6
2017,ESED,ADM_MUN,,,Lemoa,Percentage,Lemoa,3.2
2018,ESED,ADM_MUN,,,Lemoa,Percentage,Lemoa,3.1
2019,ESED,ADM_MUN,,,Lemoa,Percentage,Lemoa,1.6
2020,ESED,ADM_MUN,,,Lemoa,Percentage,Lemoa,1.7
2021,ESED,ADM_MUN,,,Lemoa,Percentage,Lemoa,1.6
2017,ESSRV,ADM_MUN,,,Lemoa,Percentage,Lemoa,6.2
2018,ESSRV,ADM_MUN,,,Lemoa,Percentage,Lemoa,5.1
2019,ESSRV,ADM_MUN,,,Lemoa,Percentage,Lemoa,3.6
2020,ESSRV,ADM_MUN,,,Lemoa,Percentage,Lemoa,2.7
2021,ESSRV,ADM_MUN,,,Lemoa,Percentage,Lemoa,2.5
2017,HLTH,ADM_MUN,,,Lemoa,Percentage,Lemoa,0.1
2018,HLTH,ADM_MUN,,,Lemoa,Percentage,Lemoa,0.4
2019,HLTH,ADM_MUN,,,Lemoa,Percentage,Lemoa,0.4
2020,HLTH,ADM_MUN,,,Lemoa,Percentage,Lemoa,0.5
2021,HLTH,ADM_MUN,,,Lemoa,Percentage,Lemoa,0.4
2017,PROT,ADM_MUN,,,Lemoa,Percentage,Lemoa,2.9
2018,PROT,ADM_MUN,,,Lemoa,Percentage,Lemoa,1.5
2019,PROT,ADM_MUN,,,Lemoa,Percentage,Lemoa,1.5
2020,PROT,ADM_MUN,,,Lemoa,Percentage,Lemoa,0.4
2021,PROT,ADM_MUN,,,Lemoa,Percentage,Lemoa,0.5
2017,ESED,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.4
2018,ESED,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.7
2019,ESED,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.8
2020,ESED,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.7
2021,ESED,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,1.6
2017,ESSRV,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,2.0
2018,ESSRV,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,2.0
2019,ESSRV,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,2.5
2020,ESSRV,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,2.7
2021,ESSRV,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,3.5
2017,HLTH,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.6
2018,HLTH,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.3
2019,HLTH,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.5
2020,HLTH,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,1.3
2021,HLTH,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,1.3
2017,PROT,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.9
2018,PROT,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.9
2019,PROT,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,1.2
2020,PROT,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.7
2021,PROT,ADM_MUN,,,Lemoiz,Percentage,Lemoiz,0.6
2017,ESED,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,4.3
2018,ESED,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,3.8
2019,ESED,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,3.2
2020,ESED,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,4.9
2021,ESED,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,5.2
2017,ESSRV,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,9.9
2018,ESSRV,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,9.0
2019,ESSRV,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,8.0
2020,ESSRV,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,13.5
2021,ESSRV,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,12.3
2017,HLTH,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,0.2
2018,HLTH,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,0.2
2019,HLTH,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,0.1
2020,HLTH,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,0.2
2021,HLTH,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,0.2
2017,PROT,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,5.4
2018,PROT,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,5.0
2019,PROT,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,4.7
2020,PROT,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,8.3
2021,PROT,ADM_MUN,,,Lekeitio,Percentage,Lekeitio,6.9
2017,ESED,ADM_MUN,,,Mallabia,Percentage,Mallabia,5.1
2018,ESED,ADM_MUN,,,Mallabia,Percentage,Mallabia,13.6
2019,ESED,ADM_MUN,,,Mallabia,Percentage,Mallabia,5.1
2020,ESED,ADM_MUN,,,Mallabia,Percentage,Mallabia,10.9
2021,ESED,ADM_MUN,,,Mallabia,Percentage,Mallabia,4.9
2017,ESSRV,ADM_MUN,,,Mallabia,Percentage,Mallabia,9.4
2018,ESSRV,ADM_MUN,,,Mallabia,Percentage,Mallabia,19.9
2019,ESSRV,ADM_MUN,,,Mallabia,Percentage,Mallabia,10.1
2020,ESSRV,ADM_MUN,,,Mallabia,Percentage,Mallabia,14.9
2021,ESSRV,ADM_MUN,,,Mallabia,Percentage,Mallabia,11.1
2017,HLTH,ADM_MUN,,,Mallabia,Percentage,Mallabia,0.4
2018,HLTH,ADM_MUN,,,Mallabia,Percentage,Mallabia,2.4
2019,HLTH,ADM_MUN,,,Mallabia,Percentage,Mallabia,0.4
2020,HLTH,ADM_MUN,,,Mallabia,Percentage,Mallabia,0.4
2021,HLTH,ADM_MUN,,,Mallabia,Percentage,Mallabia,0.5
2017,PROT,ADM_MUN,,,Mallabia,Percentage,Mallabia,3.9
2018,PROT,ADM_MUN,,,Mallabia,Percentage,Mallabia,3.9
2019,PROT,ADM_MUN,,,Mallabia,Percentage,Mallabia,4.7
2020,PROT,ADM_MUN,,,Mallabia,Percentage,Mallabia,3.6
2021,PROT,ADM_MUN,,,Mallabia,Percentage,Mallabia,5.8
2017,ESED,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.0
2018,ESED,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.0
2019,ESED,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.0
2020,ESED,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.0
2021,ESED,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.0
2017,ESSRV,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.4
2018,ESSRV,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.4
2019,ESSRV,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.4
2020,ESSRV,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.4
2021,ESSRV,ADM_MUN,,,Mañaria,Percentage,Mañaria,1.3
2017,HLTH,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.0
2018,HLTH,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.1
2019,HLTH,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.1
2020,HLTH,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.0
2021,HLTH,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.5
2017,PROT,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.4
2018,PROT,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.4
2019,PROT,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.3
2020,PROT,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.4
2021,PROT,ADM_MUN,,,Mañaria,Percentage,Mañaria,0.8
2017,ESED,ADM_MUN,,ES4806,,Percentage,ES4806,4.2
2018,ESED,ADM_MUN,,ES4806,,Percentage,ES4806,4.5
2019,ESED,ADM_MUN,,ES4806,,Percentage,ES4806,4.0
2020,ESED,ADM_MUN,,ES4806,,Percentage,ES4806,4.6
2021,ESED,ADM_MUN,,ES4806,,Percentage,ES4806,5.1
2017,ESSRV,ADM_MUN,,ES4806,,Percentage,ES4806,14.2
2018,ESSRV,ADM_MUN,,ES4806,,Percentage,ES4806,14.1
2019,ESSRV,ADM_MUN,,ES4806,,Percentage,ES4806,12.6
2020,ESSRV,ADM_MUN,,ES4806,,Percentage,ES4806,16.4
2021,ESSRV,ADM_MUN,,ES4806,,Percentage,ES4806,16.1
2017,HLTH,ADM_MUN,,ES4806,,Percentage,ES4806,0.2
2018,HLTH,ADM_MUN,,ES4806,,Percentage,ES4806,0.2
2019,HLTH,ADM_MUN,,ES4806,,Percentage,ES4806,0.2
2020,HLTH,ADM_MUN,,ES4806,,Percentage,ES4806,0.3
2021,HLTH,ADM_MUN,,ES4806,,Percentage,ES4806,0.3
2017,PROT,ADM_MUN,,ES4806,,Percentage,ES4806,9.7
2018,PROT,ADM_MUN,,ES4806,,Percentage,ES4806,9.4
2019,PROT,ADM_MUN,,ES4806,,Percentage,ES4806,8.5
2020,PROT,ADM_MUN,,ES4806,,Percentage,ES4806,11.6
2021,PROT,ADM_MUN,,ES4806,,Percentage,ES4806,10.8
2017,ESED,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,6.3
2018,ESED,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,6.0
2019,ESED,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,5.0
2020,ESED,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,6.0
2021,ESED,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,5.6
2017,ESSRV,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,14.6
2018,ESSRV,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,11.3
2019,ESSRV,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,11.8
2020,ESSRV,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,12.8
2021,ESSRV,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,11.9
2017,HLTH,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,0.0
2018,HLTH,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,0.0
2019,HLTH,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,0.0
2020,HLTH,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,0.2
2021,HLTH,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,0.4
2017,PROT,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,8.3
2018,PROT,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,5.3
2019,PROT,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,6.7
2020,PROT,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,6.6
2021,PROT,ADM_MUN,,,Markina-Xemein,Percentage,Markina-Xemein,5.9
2017,ESED,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.0
2018,ESED,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.0
2019,ESED,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.0
2020,ESED,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.0
2021,ESED,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.0
2017,ESSRV,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,5.3
2018,ESSRV,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,7.5
2019,ESSRV,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,5.7
2020,ESSRV,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,7.0
2021,ESSRV,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,5.9
2017,HLTH,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.9
2018,HLTH,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.9
2019,HLTH,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.3
2020,HLTH,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.5
2021,HLTH,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,0.2
2017,PROT,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,4.5
2018,PROT,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,6.6
2019,PROT,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,5.4
2020,PROT,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,6.5
2021,PROT,ADM_MUN,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,5.7
2017,ESED,ADM_MUN,,,Mendata,Percentage,Mendata,0.3
2018,ESED,ADM_MUN,,,Mendata,Percentage,Mendata,0.0
2019,ESED,ADM_MUN,,,Mendata,Percentage,Mendata,0.0
2020,ESED,ADM_MUN,,,Mendata,Percentage,Mendata,0.5
2021,ESED,ADM_MUN,,,Mendata,Percentage,Mendata,0.0
2017,ESSRV,ADM_MUN,,,Mendata,Percentage,Mendata,3.8
2018,ESSRV,ADM_MUN,,,Mendata,Percentage,Mendata,4.1
2019,ESSRV,ADM_MUN,,,Mendata,Percentage,Mendata,4.2
2020,ESSRV,ADM_MUN,,,Mendata,Percentage,Mendata,4.7
2021,ESSRV,ADM_MUN,,,Mendata,Percentage,Mendata,4.9
2017,HLTH,ADM_MUN,,,Mendata,Percentage,Mendata,0.0
2018,HLTH,ADM_MUN,,,Mendata,Percentage,Mendata,0.0
2019,HLTH,ADM_MUN,,,Mendata,Percentage,Mendata,0.0
2020,HLTH,ADM_MUN,,,Mendata,Percentage,Mendata,0.0
2021,HLTH,ADM_MUN,,,Mendata,Percentage,Mendata,0.0
2017,PROT,ADM_MUN,,,Mendata,Percentage,Mendata,3.5
2018,PROT,ADM_MUN,,,Mendata,Percentage,Mendata,4.1
2019,PROT,ADM_MUN,,,Mendata,Percentage,Mendata,4.2
2020,PROT,ADM_MUN,,,Mendata,Percentage,Mendata,4.2
2021,PROT,ADM_MUN,,,Mendata,Percentage,Mendata,4.9
2017,ESED,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.0
2018,ESED,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.0
2019,ESED,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.0
2020,ESED,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.0
2021,ESED,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.0
2017,ESSRV,ADM_MUN,,,Mendexa,Percentage,Mendexa,5.3
2018,ESSRV,ADM_MUN,,,Mendexa,Percentage,Mendexa,4.3
2019,ESSRV,ADM_MUN,,,Mendexa,Percentage,Mendexa,7.0
2020,ESSRV,ADM_MUN,,,Mendexa,Percentage,Mendexa,8.9
2021,ESSRV,ADM_MUN,,,Mendexa,Percentage,Mendexa,8.7
2017,HLTH,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.1
2018,HLTH,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.2
2019,HLTH,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.1
2020,HLTH,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.1
2021,HLTH,ADM_MUN,,,Mendexa,Percentage,Mendexa,0.1
2017,PROT,ADM_MUN,,,Mendexa,Percentage,Mendexa,5.1
2018,PROT,ADM_MUN,,,Mendexa,Percentage,Mendexa,4.2
2019,PROT,ADM_MUN,,,Mendexa,Percentage,Mendexa,6.9
2020,PROT,ADM_MUN,,,Mendexa,Percentage,Mendexa,8.8
2021,PROT,ADM_MUN,,,Mendexa,Percentage,Mendexa,8.6
2017,ESED,ADM_MUN,,,Meñaka,Percentage,Meñaka,1.6
2018,ESED,ADM_MUN,,,Meñaka,Percentage,Meñaka,1.5
2019,ESED,ADM_MUN,,,Meñaka,Percentage,Meñaka,2.0
