Year,Province,County,Municipality,Unidad,GeoCode,Value
2011,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2012,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2013,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2014,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2015,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2016,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2017,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2018,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2019,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2020,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2021,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2022,,,Güeñes,"Per 1,000 people",Güeñes,0.0
2010,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,7.3
2011,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,7.2
2012,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,10.4
2013,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,5.0
2014,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,3.2
2015,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,3.2
2016,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,3.1
2017,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,0.0
2018,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,0.0
2019,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,0.0
2020,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,0.0
2021,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,0.0
2022,,,Gernika-Lumo,"Per 1,000 people",Gernika-Lumo,0.0
2010,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2011,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2012,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2013,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2014,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2015,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2016,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2017,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2018,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2019,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2020,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2021,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2022,,,Gizaburuaga,"Per 1,000 people",Gizaburuaga,0.0
2010,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2011,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2012,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2013,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2014,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2015,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2016,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2017,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2018,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2019,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2020,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2021,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2022,,,Ibarrangelu,"Per 1,000 people",Ibarrangelu,0.0
2010,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2011,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2012,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2013,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2014,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2015,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2016,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2017,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2018,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2019,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2020,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2021,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2022,,,Ispaster,"Per 1,000 people",Ispaster,0.0
2010,,ES4805,,"Per 1,000 people",ES4805,2.6
2011,,ES4805,,"Per 1,000 people",ES4805,2.5
2012,,ES4805,,"Per 1,000 people",ES4805,3.7
2013,,ES4805,,"Per 1,000 people",ES4805,1.8
2014,,ES4805,,"Per 1,000 people",ES4805,1.1
2015,,ES4805,,"Per 1,000 people",ES4805,1.1
2016,,ES4805,,"Per 1,000 people",ES4805,1.1
2017,,ES4805,,"Per 1,000 people",ES4805,0.0
2018,,ES4805,,"Per 1,000 people",ES4805,0.0
2019,,ES4805,,"Per 1,000 people",ES4805,0.0
2020,,ES4805,,"Per 1,000 people",ES4805,0.0
2021,,ES4805,,"Per 1,000 people",ES4805,0.0
2022,,ES4805,,"Per 1,000 people",ES4805,0.0
2010,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2011,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2012,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2013,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2014,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2015,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2016,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2017,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2018,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2019,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2020,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2021,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2022,,,Izurtza,"Per 1,000 people",Izurtza,0.0
2010,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2011,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2012,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2013,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2014,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2015,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2016,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2017,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2018,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2019,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2020,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2021,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2022,,,Lanestosa,"Per 1,000 people",Lanestosa,0.0
2010,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2011,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2012,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2013,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2014,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2015,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2016,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2017,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2018,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2019,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2020,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2021,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2022,,,Larrabetzu,"Per 1,000 people",Larrabetzu,0.0
2010,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2011,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2012,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2013,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2014,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2015,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2016,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2017,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2018,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2019,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2020,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2021,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2022,,,Laukiz,"Per 1,000 people",Laukiz,0.0
2010,,,Leioa,"Per 1,000 people",Leioa,5.2
2011,,,Leioa,"Per 1,000 people",Leioa,1.9
2012,,,Leioa,"Per 1,000 people",Leioa,4.9
2013,,,Leioa,"Per 1,000 people",Leioa,9.3
2014,,,Leioa,"Per 1,000 people",Leioa,9.3
2015,,,Leioa,"Per 1,000 people",Leioa,9.3
2016,,,Leioa,"Per 1,000 people",Leioa,9.2
2017,,,Leioa,"Per 1,000 people",Leioa,6.3
2018,,,Leioa,"Per 1,000 people",Leioa,3.3
2019,,,Leioa,"Per 1,000 people",Leioa,3.3
2020,,,Leioa,"Per 1,000 people",Leioa,3.3
2021,,,Leioa,"Per 1,000 people",Leioa,3.2
2022,,,Leioa,"Per 1,000 people",Leioa,3.2
2010,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2011,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2012,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2013,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2014,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2015,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2016,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2017,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2018,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2019,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2020,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2021,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2022,,,Lemoa,"Per 1,000 people",Lemoa,0.0
2010,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2011,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2012,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2013,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2014,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2015,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2016,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2017,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2018,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2019,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2020,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2021,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2022,,,Lemoiz,"Per 1,000 people",Lemoiz,0.0
2010,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2011,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2012,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2013,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2014,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2015,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2016,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2017,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2018,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2019,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2020,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2021,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2022,,,Lekeitio,"Per 1,000 people",Lekeitio,0.0
2010,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2011,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2012,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2013,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2014,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2015,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2016,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2017,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2018,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2019,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2020,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2021,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2022,,,Mallabia,"Per 1,000 people",Mallabia,0.0
2010,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2011,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2012,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2013,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2014,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2015,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2016,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2017,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2018,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2019,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2020,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2021,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2022,,,Mañaria,"Per 1,000 people",Mañaria,0.0
2010,,ES4806,,"Per 1,000 people",ES4806,0.0
2011,,ES4806,,"Per 1,000 people",ES4806,0.0
2012,,ES4806,,"Per 1,000 people",ES4806,0.0
2013,,ES4806,,"Per 1,000 people",ES4806,0.0
2014,,ES4806,,"Per 1,000 people",ES4806,0.0
2015,,ES4806,,"Per 1,000 people",ES4806,0.0
2016,,ES4806,,"Per 1,000 people",ES4806,0.0
2017,,ES4806,,"Per 1,000 people",ES4806,0.0
2018,,ES4806,,"Per 1,000 people",ES4806,0.0
2019,,ES4806,,"Per 1,000 people",ES4806,0.0
2020,,ES4806,,"Per 1,000 people",ES4806,0.0
2021,,ES4806,,"Per 1,000 people",ES4806,0.0
2022,,ES4806,,"Per 1,000 people",ES4806,0.0
2010,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2011,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2012,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2013,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2014,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2015,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2016,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2017,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2018,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2019,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2020,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2021,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2022,,,Markina-Xemein,"Per 1,000 people",Markina-Xemein,0.0
2010,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2011,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2012,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2013,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2014,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2015,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2016,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2017,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2018,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2019,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2020,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2021,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2022,,,Maruri-Jatabe,"Per 1,000 people",Maruri-Jatabe,0.0
2010,,,Mendata,"Per 1,000 people",Mendata,0.0
2011,,,Mendata,"Per 1,000 people",Mendata,0.0
2012,,,Mendata,"Per 1,000 people",Mendata,0.0
2013,,,Mendata,"Per 1,000 people",Mendata,0.0
2014,,,Mendata,"Per 1,000 people",Mendata,0.0
2015,,,Mendata,"Per 1,000 people",Mendata,0.0
2016,,,Mendata,"Per 1,000 people",Mendata,0.0
2017,,,Mendata,"Per 1,000 people",Mendata,0.0
2018,,,Mendata,"Per 1,000 people",Mendata,0.0
2019,,,Mendata,"Per 1,000 people",Mendata,0.0
2020,,,Mendata,"Per 1,000 people",Mendata,0.0
2021,,,Mendata,"Per 1,000 people",Mendata,0.0
2022,,,Mendata,"Per 1,000 people",Mendata,0.0
2010,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2011,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2012,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2013,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2014,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2015,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2016,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2017,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2018,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2019,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2020,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2021,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2022,,,Mendexa,"Per 1,000 people",Mendexa,0.0
2010,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2011,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2012,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2013,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2014,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2015,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2016,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2017,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2018,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2019,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2020,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2021,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2022,,,Meñaka,"Per 1,000 people",Meñaka,0.0
2010,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,28.5
2011,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,13.5
2012,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2013,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2014,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2015,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2016,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2017,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2018,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2019,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2020,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2021,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2022,,,Ugao-Miraballes,"Per 1,000 people",Ugao-Miraballes,0.0
2010,,,Morga,"Per 1,000 people",Morga,0.0
2011,,,Morga,"Per 1,000 people",Morga,0.0
2012,,,Morga,"Per 1,000 people",Morga,0.0
2013,,,Morga,"Per 1,000 people",Morga,0.0
2014,,,Morga,"Per 1,000 people",Morga,0.0
2015,,,Morga,"Per 1,000 people",Morga,0.0
2016,,,Morga,"Per 1,000 people",Morga,0.0
2017,,,Morga,"Per 1,000 people",Morga,0.0
2018,,,Morga,"Per 1,000 people",Morga,0.0
2019,,,Morga,"Per 1,000 people",Morga,0.0
2020,,,Morga,"Per 1,000 people",Morga,0.0
2021,,,Morga,"Per 1,000 people",Morga,0.0
2022,,,Morga,"Per 1,000 people",Morga,0.0
2010,,,Muxika,"Per 1,000 people",Muxika,0.0
2011,,,Muxika,"Per 1,000 people",Muxika,0.0
2012,,,Muxika,"Per 1,000 people",Muxika,0.0
2013,,,Muxika,"Per 1,000 people",Muxika,0.0
2014,,,Muxika,"Per 1,000 people",Muxika,0.0
2015,,,Muxika,"Per 1,000 people",Muxika,0.0
2016,,,Muxika,"Per 1,000 people",Muxika,0.0
2017,,,Muxika,"Per 1,000 people",Muxika,0.0
2018,,,Muxika,"Per 1,000 people",Muxika,0.0
2019,,,Muxika,"Per 1,000 people",Muxika,0.0
2020,,,Muxika,"Per 1,000 people",Muxika,0.0
2021,,,Muxika,"Per 1,000 people",Muxika,0.0
2022,,,Muxika,"Per 1,000 people",Muxika,0.0
2010,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2011,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2012,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2013,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2014,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2015,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2016,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2017,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2018,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2019,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2020,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2021,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2022,,,Mundaka,"Per 1,000 people",Mundaka,0.0
2010,,,Mungia,"Per 1,000 people",Mungia,0.0
2011,,,Mungia,"Per 1,000 people",Mungia,0.0
2012,,,Mungia,"Per 1,000 people",Mungia,0.0
2013,,,Mungia,"Per 1,000 people",Mungia,0.0
2014,,,Mungia,"Per 1,000 people",Mungia,0.0
2015,,,Mungia,"Per 1,000 people",Mungia,0.0
2016,,,Mungia,"Per 1,000 people",Mungia,0.0
2017,,,Mungia,"Per 1,000 people",Mungia,0.0
2018,,,Mungia,"Per 1,000 people",Mungia,0.0
2019,,,Mungia,"Per 1,000 people",Mungia,0.0
2020,,,Mungia,"Per 1,000 people",Mungia,0.0
2021,,,Mungia,"Per 1,000 people",Mungia,0.0
2022,,,Mungia,"Per 1,000 people",Mungia,0.0
2010,,ES4807,,"Per 1,000 people",ES4807,0.0
2011,,ES4807,,"Per 1,000 people",ES4807,0.0
2012,,ES4807,,"Per 1,000 people",ES4807,0.0
2013,,ES4807,,"Per 1,000 people",ES4807,0.0
2014,,ES4807,,"Per 1,000 people",ES4807,0.0
2015,,ES4807,,"Per 1,000 people",ES4807,0.0
2016,,ES4807,,"Per 1,000 people",ES4807,0.0
2017,,ES4807,,"Per 1,000 people",ES4807,0.0
2018,,ES4807,,"Per 1,000 people",ES4807,0.0
2019,,ES4807,,"Per 1,000 people",ES4807,0.0
2020,,ES4807,,"Per 1,000 people",ES4807,0.0
2021,,ES4807,,"Per 1,000 people",ES4807,0.0
2022,,ES4807,,"Per 1,000 people",ES4807,0.0
2010,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2011,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2012,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2013,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2014,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2015,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2016,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2017,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2018,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2019,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2020,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2021,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2022,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2010,,,Muskiz,"Per 1,000 people",Muskiz,16.8
2011,,,Muskiz,"Per 1,000 people",Muskiz,11.2
2012,,,Muskiz,"Per 1,000 people",Muskiz,11.0
2013,,,Muskiz,"Per 1,000 people",Muskiz,5.4
2014,,,Muskiz,"Per 1,000 people",Muskiz,5.4
2015,,,Muskiz,"Per 1,000 people",Muskiz,0.0
2016,,,Muskiz,"Per 1,000 people",Muskiz,0.0
2017,,,Muskiz,"Per 1,000 people",Muskiz,0.0
2018,,,Muskiz,"Per 1,000 people",Muskiz,0.0
2019,,,Muskiz,"Per 1,000 people",Muskiz,0.0
2020,,,Muskiz,"Per 1,000 people",Muskiz,0.0
2021,,,Muskiz,"Per 1,000 people",Muskiz,0.0
2022,,,Muskiz,"Per 1,000 people",Muskiz,0.0
2010,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2011,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2012,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2013,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2014,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2015,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2016,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2017,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2018,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2019,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2020,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2021,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2022,,,Otxandio,"Per 1,000 people",Otxandio,0.0
2010,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2011,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2012,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2013,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2014,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2015,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2016,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2017,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2018,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2019,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2020,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2021,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2022,,,Ondarroa,"Per 1,000 people",Ondarroa,0.0
2010,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2011,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2012,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2013,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2014,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2015,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2016,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2017,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2018,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2019,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2020,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2021,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2022,,,Urduña/Orduña,"Per 1,000 people",Urduña/Orduña,0.0
2010,,,Orozko,"Per 1,000 people",Orozko,0.0
2011,,,Orozko,"Per 1,000 people",Orozko,0.0
