Year,ServBasico,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2018,BSRVH2O,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2019,BSRVH2O,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2020,BSRVH2O,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2021,BSRVH2O,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2022,BSRVH2O,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2010,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,99.9
2011,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,99.8
2013,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,99.9
2014,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,99.9
2015,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,99.9
2016,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,99.9
2017,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2018,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2019,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2020,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2021,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2022,BSRVSAN,,,Lekeitio,Ehunekoa,Lekeitio,100.0
2010,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2011,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2013,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2014,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2015,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2016,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2017,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2018,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2019,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2020,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2021,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2022,BSRVH2O,,,Mallabia,Ehunekoa,Mallabia,100.0
2010,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2011,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2013,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2014,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2015,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2016,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2017,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2018,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2019,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2020,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2021,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2022,BSRVSAN,,,Mallabia,Ehunekoa,Mallabia,100.0
2010,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,99.4
2011,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.9
2013,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.9
2014,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.9
2015,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.4
2016,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.4
2017,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.4
2018,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,97.9
2019,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.5
2020,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.0
2021,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,98.0
2022,BSRVH2O,,,Mañaria,Ehunekoa,Mañaria,97.6
2010,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,99.4
2011,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,100.0
2013,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,99.5
2014,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,99.4
2015,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,99.5
2016,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,99.5
2017,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,99.5
2018,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,99.5
2019,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,99.5
2020,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,100.0
2021,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,100.0
2022,BSRVSAN,,,Mañaria,Ehunekoa,Mañaria,100.0
2010,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2011,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2013,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2014,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2015,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2016,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2017,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2018,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2019,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2020,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2021,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2022,BSRVH2O,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.7
2010,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.5
2011,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.4
2013,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.5
2014,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.4
2015,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.4
2016,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.4
2017,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.5
2018,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.5
2019,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,99.5
2020,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,100.0
2021,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,100.0
2022,BSRVSAN,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,100.0
2010,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.7
2011,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.7
2013,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.7
2014,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.7
2015,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.7
2016,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.7
2017,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.7
2018,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.7
2019,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.8
2020,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.8
2021,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.8
2022,BSRVH2O,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.8
2010,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.5
2011,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.5
2013,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.4
2014,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.4
2015,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.5
2016,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.5
2017,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.5
2018,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.5
2019,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,99.5
2020,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,100.0
2021,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,100.0
2022,BSRVSAN,,,Markina-Xemein,Ehunekoa,Markina-Xemein,100.0
2010,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2011,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2013,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2014,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2015,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2016,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2017,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2018,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2019,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2020,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2021,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2022,BSRVH2O,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2010,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,96.9
2011,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,96.8
2013,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,96.2
2014,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,96.7
2015,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,96.8
2016,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,96.8
2017,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,97.1
2018,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,97.2
2019,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,97.2
2020,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2021,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2022,BSRVSAN,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,100.0
2010,BSRVH2O,,,Mendata,Ehunekoa,Mendata,99.3
2011,BSRVH2O,,,Mendata,Ehunekoa,Mendata,99.3
2013,BSRVH2O,,,Mendata,Ehunekoa,Mendata,99.3
2014,BSRVH2O,,,Mendata,Ehunekoa,Mendata,99.3
2015,BSRVH2O,,,Mendata,Ehunekoa,Mendata,99.3
2016,BSRVH2O,,,Mendata,Ehunekoa,Mendata,99.3
2017,BSRVH2O,,,Mendata,Ehunekoa,Mendata,100.0
2018,BSRVH2O,,,Mendata,Ehunekoa,Mendata,100.0
2019,BSRVH2O,,,Mendata,Ehunekoa,Mendata,100.0
2020,BSRVH2O,,,Mendata,Ehunekoa,Mendata,100.0
2021,BSRVH2O,,,Mendata,Ehunekoa,Mendata,100.0
2022,BSRVH2O,,,Mendata,Ehunekoa,Mendata,100.0
2010,BSRVSAN,,,Mendata,Ehunekoa,Mendata,97.0
2011,BSRVSAN,,,Mendata,Ehunekoa,Mendata,97.0
2013,BSRVSAN,,,Mendata,Ehunekoa,Mendata,97.0
2014,BSRVSAN,,,Mendata,Ehunekoa,Mendata,97.1
2015,BSRVSAN,,,Mendata,Ehunekoa,Mendata,97.8
2016,BSRVSAN,,,Mendata,Ehunekoa,Mendata,97.9
2017,BSRVSAN,,,Mendata,Ehunekoa,Mendata,98.6
2018,BSRVSAN,,,Mendata,Ehunekoa,Mendata,98.5
2019,BSRVSAN,,,Mendata,Ehunekoa,Mendata,98.6
2020,BSRVSAN,,,Mendata,Ehunekoa,Mendata,100.0
2021,BSRVSAN,,,Mendata,Ehunekoa,Mendata,100.0
2022,BSRVSAN,,,Mendata,Ehunekoa,Mendata,100.0
2010,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2011,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2013,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2014,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2015,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2016,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2017,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2018,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2019,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2020,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2021,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2022,BSRVH2O,,,Mendexa,Ehunekoa,Mendexa,99.4
2010,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,98.7
2011,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2013,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2014,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2015,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2016,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2017,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2018,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2019,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2020,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2021,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2022,BSRVSAN,,,Mendexa,Ehunekoa,Mendexa,100.0
2010,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2011,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2013,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2014,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2015,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2016,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2017,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2018,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2019,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2020,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2021,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2022,BSRVH2O,,,Meñaka,Ehunekoa,Meñaka,100.0
2010,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.2
2011,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.4
2013,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.4
2014,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.8
2015,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.4
2016,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.4
2017,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.8
2018,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.4
2019,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,98.0
2020,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,100.0
2021,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,100.0
2022,BSRVSAN,,,Meñaka,Ehunekoa,Meñaka,100.0
2010,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2011,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2013,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2014,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2015,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2016,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2017,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2018,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2019,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2020,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2021,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2022,BSRVH2O,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2010,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,99.9
2011,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,99.9
2013,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,99.9
2014,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,99.9
2015,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,99.9
2016,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2017,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,99.9
2018,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,99.9
2019,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,99.9
2020,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2021,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2022,BSRVSAN,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,100.0
2010,BSRVH2O,,,Morga,Ehunekoa,Morga,99.3
2011,BSRVH2O,,,Morga,Ehunekoa,Morga,98.7
2013,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2014,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2015,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2016,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2017,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2018,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2019,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2020,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2021,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2022,BSRVH2O,,,Morga,Ehunekoa,Morga,98.8
2010,BSRVSAN,,,Morga,Ehunekoa,Morga,99.3
2011,BSRVSAN,,,Morga,Ehunekoa,Morga,100.0
2013,BSRVSAN,,,Morga,Ehunekoa,Morga,100.0
2014,BSRVSAN,,,Morga,Ehunekoa,Morga,100.0
2015,BSRVSAN,,,Morga,Ehunekoa,Morga,99.4
2016,BSRVSAN,,,Morga,Ehunekoa,Morga,99.4
2017,BSRVSAN,,,Morga,Ehunekoa,Morga,99.4
2018,BSRVSAN,,,Morga,Ehunekoa,Morga,99.4
2019,BSRVSAN,,,Morga,Ehunekoa,Morga,99.4
2020,BSRVSAN,,,Morga,Ehunekoa,Morga,100.0
2021,BSRVSAN,,,Morga,Ehunekoa,Morga,100.0
2022,BSRVSAN,,,Morga,Ehunekoa,Morga,100.0
2010,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2011,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2013,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2014,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2015,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2016,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2017,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2018,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2019,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2020,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2021,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2022,BSRVH2O,,,Muxika,Ehunekoa,Muxika,100.0
2010,BSRVSAN,,,Muxika,Ehunekoa,Muxika,91.5
2011,BSRVSAN,,,Muxika,Ehunekoa,Muxika,96.9
2013,BSRVSAN,,,Muxika,Ehunekoa,Muxika,96.8
2014,BSRVSAN,,,Muxika,Ehunekoa,Muxika,96.6
2015,BSRVSAN,,,Muxika,Ehunekoa,Muxika,96.6
2016,BSRVSAN,,,Muxika,Ehunekoa,Muxika,96.5
2017,BSRVSAN,,,Muxika,Ehunekoa,Muxika,96.9
2018,BSRVSAN,,,Muxika,Ehunekoa,Muxika,96.3
2019,BSRVSAN,,,Muxika,Ehunekoa,Muxika,96.2
2020,BSRVSAN,,,Muxika,Ehunekoa,Muxika,99.2
2021,BSRVSAN,,,Muxika,Ehunekoa,Muxika,99.3
2022,BSRVSAN,,,Muxika,Ehunekoa,Muxika,99.3
2010,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.6
2011,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.7
2013,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.7
2014,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.6
2015,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.7
2016,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.6
2017,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.7
2018,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.8
2019,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.6
2020,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.5
2021,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.7
2022,BSRVH2O,,,Mundaka,Ehunekoa,Mundaka,99.8
2010,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,98.9
2011,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,99.1
2013,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,99.0
2014,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,99.2
2015,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,99.1
2016,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,99.2
2017,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,99.4
2018,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,99.3
2019,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,99.4
2020,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,100.0
2021,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,100.0
2022,BSRVSAN,,,Mundaka,Ehunekoa,Mundaka,100.0
2010,BSRVH2O,,,Mungia,Ehunekoa,Mungia,99.9
2011,BSRVH2O,,,Mungia,Ehunekoa,Mungia,100.0
2013,BSRVH2O,,,Mungia,Ehunekoa,Mungia,100.0
2014,BSRVH2O,,,Mungia,Ehunekoa,Mungia,100.0
2015,BSRVH2O,,,Mungia,Ehunekoa,Mungia,100.0
2016,BSRVH2O,,,Mungia,Ehunekoa,Mungia,100.0
2017,BSRVH2O,,,Mungia,Ehunekoa,Mungia,100.0
2018,BSRVH2O,,,Mungia,Ehunekoa,Mungia,99.9
2019,BSRVH2O,,,Mungia,Ehunekoa,Mungia,99.9
2020,BSRVH2O,,,Mungia,Ehunekoa,Mungia,99.9
2021,BSRVH2O,,,Mungia,Ehunekoa,Mungia,99.9
2022,BSRVH2O,,,Mungia,Ehunekoa,Mungia,99.9
2010,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.4
2011,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.5
2013,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.5
2014,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.5
2015,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.5
2016,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.5
2017,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.5
2018,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.5
2019,BSRVSAN,,,Mungia,Ehunekoa,Mungia,99.5
2020,BSRVSAN,,,Mungia,Ehunekoa,Mungia,100.0
2021,BSRVSAN,,,Mungia,Ehunekoa,Mungia,100.0
2022,BSRVSAN,,,Mungia,Ehunekoa,Mungia,100.0
2010,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2011,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2013,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2014,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2015,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2016,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2017,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2018,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2019,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2020,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2021,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2022,BSRVH2O,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.9
2010,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.4
2011,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.5
2013,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.5
2014,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.5
2015,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.5
2016,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.5
2017,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.5
2018,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.5
2019,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,99.5
2020,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,100.0
2021,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,100.0
