Year,Series,Adina,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oñati,Porcentaje,Oñati,55.0
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oñati,Porcentaje,Oñati,56.2
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oñati,Porcentaje,Oñati,58.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oñati,Porcentaje,Oñati,56.2
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oñati,Porcentaje,Oñati,56.7
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oñati,Porcentaje,Oñati,57.7
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oñati,Porcentaje,Oñati,57.4
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,57.0
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,58.3
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,59.2
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,59.6
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,53.7
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,60.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,55.1
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,58.5
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ordizia,Porcentaje,Ordizia,58.9
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,69.5
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,74.2
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,70.1
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,73.6
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,59.5
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,66.7
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,65.0
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,66.7
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orendain,Porcentaje,Orendain,71.9
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,63.0
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,66.7
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,61.2
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,56.9
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,57.1
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,66.7
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,67.4
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,56.8
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orexa,Porcentaje,Orexa,63.0
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,59.0
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,61.5
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,57.8
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,57.4
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,61.7
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,59.7
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,59.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,56.0
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orio,Porcentaje,Orio,59.8
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,55.8
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,60.7
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,56.0
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,58.1
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,54.7
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,57.2
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,62.5
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,57.1
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ormaiztegi,Porcentaje,Ormaiztegi,58.2
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,54.6
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,56.2
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,57.0
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,58.2
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,55.5
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,60.5
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,57.4
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,56.4
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Orozko,Porcentaje,Orozko,56.2
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,52.6
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,53.7
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,54.9
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,57.4
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,55.4
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,50.8
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,52.4
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,51.5
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ortuella,Porcentaje,Ortuella,53.4
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,56.9
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,57.3
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,58.5
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,59.1
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,57.3
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,59.2
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,59.2
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,59.0
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Otxandio,Porcentaje,Otxandio,59.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,51.0
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,52.9
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,54.0
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,57.5
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,57.1
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,50.2
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,52.9
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,55.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Oyón-Oion,Porcentaje,Oyón-Oion,50.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,51.3
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,54.4
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,56.6
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,54.7
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,57.6
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,54.9
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,55.7
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,51.6
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Pasaia,Porcentaje,Pasaia,55.5
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,55.6
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,61.0
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,60.1
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,60.0
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,62.1
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,60.0
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,55.9
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,58.9
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,59.4
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,56.0
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,54.9
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,57.4
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,55.1
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,54.4
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,55.3
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,55.2
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,55.4
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Plentzia,Porcentaje,Plentzia,59.0
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,51.7
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,50.8
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,50.2
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,50.2
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,49.3
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,48.4
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,48.7
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,50.6
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Portugalete,Porcentaje,Portugalete,52.9
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,56.3
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,58.5
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,56.9
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,55.0
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,59.3
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,55.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,59.0
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,60.2
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Ribera Baja / Erriberabeitia,Porcentaje,Ribera Baja / Erriberabeitia,58.5
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,58.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,59.4
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,54.5
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,53.9
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,56.6
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,54.2
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,56.8
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,53.1
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Samaniego,Porcentaje,Samaniego,60.9
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,59.9
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,57.9
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,59.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,57.3
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,58.2
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,60.3
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,61.7
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,60.3
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,San Millán / Donemiliaga,Porcentaje,San Millán / Donemiliaga,59.9
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,53.0
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,51.7
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,49.2
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,52.4
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,51.2
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,48.9
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,54.1
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,51.1
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Santurtzi,Porcentaje,Santurtzi,54.3
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,57.6
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,59.3
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,58.8
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,58.4
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,59.2
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,60.2
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,57.4
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,57.9
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Segura,Porcentaje,Segura,59.4
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,49.1
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,51.0
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,51.1
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,47.7
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,45.1
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,52.5
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,48.2
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,45.5
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sestao,Porcentaje,Sestao,49.3
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,56.4
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,58.7
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,58.6
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,56.6
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,57.1
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,56.4
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,56.6
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,56.9
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sondika,Porcentaje,Sondika,56.0
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,61.4
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,61.4
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,60.9
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,61.9
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,58.3
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,60.0
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,63.1
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,61.6
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopela,Porcentaje,Sopela,60.0
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,54.0
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,54.6
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,55.9
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,51.1
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,51.7
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,55.3
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,54.4
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,54.6
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sopuerta,Porcentaje,Sopuerta,58.1
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,53.3
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,54.8
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,54.4
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,55.0
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,54.7
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,54.5
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,52.1
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,51.8
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,52.3
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,40.6
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,45.5
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,47.5
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,45.7
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,46.4
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,43.5
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,43.1
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,40.1
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Sukarrieta,Porcentaje,Sukarrieta,42.4
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,54.4
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,57.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,55.2
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,55.7
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,56.8
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,57.2
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,57.3
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,56.0
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Tolosa,Porcentaje,Tolosa,56.9
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,50.4
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,52.2
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,46.0
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,52.2
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,50.6
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,47.8
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,50.2
