Year,Sex,Habilidad_IT,Edad,Province,Units,Value
2023,,ICTCPT,Y25T74,Gipuzkoa,Percentage,52.75
2023,,ICTPST,Y25T74,Gipuzkoa,Percentage,36.94
2023,,ICTSSHT,Y25T74,Gipuzkoa,Percentage,40.84
2023,,ICTPRGM,Y25T74,Gipuzkoa,Percentage,5.23
2023,,ICTTRFF,Y25T74,Gipuzkoa,Percentage,47.25
2023,,ICTSFWR,Y25T74,Gipuzkoa,Percentage,46.67
2023,,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,30.5
2023,,,Y25T74,Gipuzkoa,Percentage,68.42
2023,,ICTCPT,Y25T74,Bizkaia,Percentage,52.12
2023,,ICTPST,Y25T74,Bizkaia,Percentage,35.46
2023,,ICTSSHT,Y25T74,Bizkaia,Percentage,39.1
2023,,ICTPRGM,Y25T74,Bizkaia,Percentage,5.19
2023,,ICTTRFF,Y25T74,Bizkaia,Percentage,47.3
2023,,ICTSFWR,Y25T74,Bizkaia,Percentage,48.86
2023,,ICTPRVCY,Y25T74,Bizkaia,Percentage,33.0
2023,,,Y25T74,Bizkaia,Percentage,68.42
2023,1.0,ICTCPT,Y16T74,,Percentage,56.67
2023,1.0,ICTPST,Y16T74,,Percentage,40.29
2023,1.0,ICTSSHT,Y16T74,,Percentage,42.84
2023,1.0,ICTPRGM,Y16T74,,Percentage,8.1
2023,1.0,ICTTRFF,Y16T74,,Percentage,51.9
2023,1.0,ICTSFWR,Y16T74,,Percentage,54.26
2023,1.0,ICTPRVCY,Y16T74,,Percentage,37.7
2023,1.0,,Y16T74,,Percentage,72.52
2023,1.0,ICTCPT,Y16T74,Araba/Álava,Percentage,54.1
2023,1.0,ICTPST,Y16T74,Araba/Álava,Percentage,37.2
2023,1.0,ICTSSHT,Y16T74,Araba/Álava,Percentage,35.4
2023,1.0,ICTPRGM,Y16T74,Araba/Álava,Percentage,4.98
2023,1.0,ICTTRFF,Y16T74,Araba/Álava,Percentage,46.11
2023,1.0,ICTSFWR,Y16T74,Araba/Álava,Percentage,52.49
2023,1.0,ICTPRVCY,Y16T74,Araba/Álava,Percentage,37.29
2023,1.0,,Y16T74,Araba/Álava,Percentage,69.77
2023,1.0,ICTCPT,Y16T74,Gipuzkoa,Percentage,57.43
2023,1.0,ICTPST,Y16T74,Gipuzkoa,Percentage,43.52
2023,1.0,ICTSSHT,Y16T74,Gipuzkoa,Percentage,45.65
2023,1.0,ICTPRGM,Y16T74,Gipuzkoa,Percentage,8.95
2023,1.0,ICTTRFF,Y16T74,Gipuzkoa,Percentage,52.26
2023,1.0,ICTSFWR,Y16T74,Gipuzkoa,Percentage,54.55
2023,1.0,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,36.17
2023,1.0,,Y16T74,Gipuzkoa,Percentage,73.03
2023,1.0,ICTCPT,Y16T74,Bizkaia,Percentage,56.95
2023,1.0,ICTPST,Y16T74,Bizkaia,Percentage,39.15
2023,1.0,ICTSSHT,Y16T74,Bizkaia,Percentage,43.27
2023,1.0,ICTPRGM,Y16T74,Bizkaia,Percentage,8.48
2023,1.0,ICTTRFF,Y16T74,Bizkaia,Percentage,53.39
2023,1.0,ICTSFWR,Y16T74,Bizkaia,Percentage,54.6
2023,1.0,ICTPRVCY,Y16T74,Bizkaia,Percentage,38.78
2023,1.0,,Y16T74,Bizkaia,Percentage,73.02
2023,1.0,ICTCPT,Y16T24,,Percentage,85.58
2023,1.0,ICTPST,Y16T24,,Percentage,77.2
2023,1.0,ICTSSHT,Y16T24,,Percentage,62.72
2023,1.0,ICTPRGM,Y16T24,,Percentage,20.82
2023,1.0,ICTTRFF,Y16T24,,Percentage,71.32
2023,1.0,ICTSFWR,Y16T24,,Percentage,73.67
2023,1.0,ICTPRVCY,Y16T24,,Percentage,47.3
2023,1.0,,Y16T24,,Percentage,93.15
2023,1.0,ICTCPT,Y16T24,Araba/Álava,Percentage,93.34
2023,1.0,ICTPST,Y16T24,Araba/Álava,Percentage,76.92
2023,1.0,ICTSSHT,Y16T24,Araba/Álava,Percentage,54.19
2023,1.0,ICTPRGM,Y16T24,Araba/Álava,Percentage,18.62
2023,1.0,ICTTRFF,Y16T24,Araba/Álava,Percentage,79.3
2023,1.0,ICTSFWR,Y16T24,Araba/Álava,Percentage,67.59
2023,1.0,ICTPRVCY,Y16T24,Araba/Álava,Percentage,38.16
2023,1.0,,Y16T24,Araba/Álava,Percentage,100.0
2023,1.0,ICTCPT,Y16T24,Gipuzkoa,Percentage,84.13
2023,1.0,ICTPST,Y16T24,Gipuzkoa,Percentage,79.85
2023,1.0,ICTSSHT,Y16T24,Gipuzkoa,Percentage,66.82
2023,1.0,ICTPRGM,Y16T24,Gipuzkoa,Percentage,16.54
2023,1.0,ICTTRFF,Y16T24,Gipuzkoa,Percentage,70.81
2023,1.0,ICTSFWR,Y16T24,Gipuzkoa,Percentage,78.58
2023,1.0,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,46.3
2023,1.0,,Y16T24,Gipuzkoa,Percentage,94.65
2023,1.0,ICTCPT,Y16T24,Bizkaia,Percentage,83.88
2023,1.0,ICTPST,Y16T24,Bizkaia,Percentage,75.48
2023,1.0,ICTSSHT,Y16T24,Bizkaia,Percentage,62.89
2023,1.0,ICTPRGM,Y16T24,Bizkaia,Percentage,24.51
2023,1.0,ICTTRFF,Y16T24,Bizkaia,Percentage,68.91
2023,1.0,ICTSFWR,Y16T24,Bizkaia,Percentage,72.42
2023,1.0,ICTPRVCY,Y16T24,Bizkaia,Percentage,51.15
2023,1.0,,Y16T24,Bizkaia,Percentage,89.75
2023,1.0,ICTCPT,Y25T74,,Percentage,52.63
2023,1.0,ICTPST,Y25T74,,Percentage,35.13
2023,1.0,ICTSSHT,Y25T74,,Percentage,40.06
2023,1.0,ICTPRGM,Y25T74,,Percentage,6.32
2023,1.0,ICTTRFF,Y25T74,,Percentage,49.19
2023,1.0,ICTSFWR,Y25T74,,Percentage,51.54
2023,1.0,ICTPRVCY,Y25T74,,Percentage,36.35
2023,1.0,,Y25T74,,Percentage,69.64
2023,1.0,ICTCPT,Y25T74,Araba/Álava,Percentage,47.9
2023,1.0,ICTPST,Y25T74,Araba/Álava,Percentage,30.92
2023,1.0,ICTSSHT,Y25T74,Araba/Álava,Percentage,32.43
2023,1.0,ICTPRGM,Y25T74,Araba/Álava,Percentage,2.83
2023,1.0,ICTTRFF,Y25T74,Araba/Álava,Percentage,40.86
2023,1.0,ICTSFWR,Y25T74,Araba/Álava,Percentage,50.1
2023,1.0,ICTPRVCY,Y25T74,Araba/Álava,Percentage,37.15
2023,1.0,,Y25T74,Araba/Álava,Percentage,64.99
2023,1.0,ICTCPT,Y25T74,Gipuzkoa,Percentage,53.59
2023,1.0,ICTPST,Y25T74,Gipuzkoa,Percentage,38.29
2023,1.0,ICTSSHT,Y25T74,Gipuzkoa,Percentage,42.6
2023,1.0,ICTPRGM,Y25T74,Gipuzkoa,Percentage,7.85
2023,1.0,ICTTRFF,Y25T74,Gipuzkoa,Percentage,49.59
2023,1.0,ICTSFWR,Y25T74,Gipuzkoa,Percentage,51.09
2023,1.0,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,34.72
2023,1.0,,Y25T74,Gipuzkoa,Percentage,69.92
2023,1.0,ICTCPT,Y25T74,Bizkaia,Percentage,53.4
2023,1.0,ICTPST,Y25T74,Bizkaia,Percentage,34.36
2023,1.0,ICTSSHT,Y25T74,Bizkaia,Percentage,40.68
2023,1.0,ICTPRGM,Y25T74,Bizkaia,Percentage,6.37
2023,1.0,ICTTRFF,Y25T74,Bizkaia,Percentage,51.34
2023,1.0,ICTSFWR,Y25T74,Bizkaia,Percentage,52.24
2023,1.0,ICTPRVCY,Y25T74,Bizkaia,Percentage,37.15
2023,1.0,,Y25T74,Bizkaia,Percentage,70.81
2023,2.0,ICTCPT,Y16T74,,Percentage,55.85
2023,2.0,ICTPST,Y16T74,,Percentage,41.81
2023,2.0,ICTSSHT,Y16T74,,Percentage,40.89
2023,2.0,ICTPRGM,Y16T74,,Percentage,4.42
2023,2.0,ICTTRFF,Y16T74,,Percentage,48.1
2023,2.0,ICTSFWR,Y16T74,,Percentage,49.01
2023,2.0,ICTPRVCY,Y16T74,,Percentage,29.31
2023,2.0,,Y16T74,,Percentage,70.5
2023,2.0,ICTCPT,Y16T74,Araba/Álava,Percentage,55.54
2023,2.0,ICTPST,Y16T74,Araba/Álava,Percentage,39.57
2023,2.0,ICTSSHT,Y16T74,Araba/Álava,Percentage,39.31
2023,2.0,ICTPRGM,Y16T74,Araba/Álava,Percentage,3.54
2023,2.0,ICTTRFF,Y16T74,Araba/Álava,Percentage,45.98
2023,2.0,ICTSFWR,Y16T74,Araba/Álava,Percentage,52.49
2023,2.0,ICTPRVCY,Y16T74,Araba/Álava,Percentage,26.0
2023,2.0,,Y16T74,Araba/Álava,Percentage,72.84
2023,2.0,ICTCPT,Y16T74,Gipuzkoa,Percentage,57.09
2023,2.0,ICTPST,Y16T74,Gipuzkoa,Percentage,42.33
2023,2.0,ICTSSHT,Y16T74,Gipuzkoa,Percentage,43.22
2023,2.0,ICTPRGM,Y16T74,Gipuzkoa,Percentage,3.36
2023,2.0,ICTTRFF,Y16T74,Gipuzkoa,Percentage,49.41
2023,2.0,ICTSFWR,Y16T74,Gipuzkoa,Percentage,46.88
2023,2.0,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,29.29
2023,2.0,,Y16T74,Gipuzkoa,Percentage,70.91
2023,2.0,ICTCPT,Y16T74,Bizkaia,Percentage,55.17
2023,2.0,ICTPST,Y16T74,Bizkaia,Percentage,42.12
2023,2.0,ICTSSHT,Y16T74,Bizkaia,Percentage,39.9
2023,2.0,ICTPRGM,Y16T74,Bizkaia,Percentage,5.32
2023,2.0,ICTTRFF,Y16T74,Bizkaia,Percentage,47.89
2023,2.0,ICTSFWR,Y16T74,Bizkaia,Percentage,49.35
2023,2.0,ICTPRVCY,Y16T74,Bizkaia,Percentage,30.26
2023,2.0,,Y16T74,Bizkaia,Percentage,69.6
2023,2.0,ICTCPT,Y16T24,,Percentage,92.94
2023,2.0,ICTPST,Y16T24,,Percentage,90.28
2023,2.0,ICTSSHT,Y16T24,,Percentage,64.48
2023,2.0,ICTPRGM,Y16T24,,Percentage,12.07
2023,2.0,ICTTRFF,Y16T24,,Percentage,84.28
2023,2.0,ICTSFWR,Y16T24,,Percentage,79.65
2023,2.0,ICTPRVCY,Y16T24,,Percentage,43.67
2023,2.0,,Y16T24,,Percentage,98.77
2023,2.0,ICTCPT,Y16T24,Araba/Álava,Percentage,96.79
2023,2.0,ICTPST,Y16T24,Araba/Álava,Percentage,92.24
2023,2.0,ICTSSHT,Y16T24,Araba/Álava,Percentage,62.43
2023,2.0,ICTPRGM,Y16T24,Araba/Álava,Percentage,8.98
2023,2.0,ICTTRFF,Y16T24,Araba/Álava,Percentage,89.88
2023,2.0,ICTSFWR,Y16T24,Araba/Álava,Percentage,78.39
2023,2.0,ICTPRVCY,Y16T24,Araba/Álava,Percentage,40.89
2023,2.0,,Y16T24,Araba/Álava,Percentage,98.8
2023,2.0,ICTCPT,Y16T24,Gipuzkoa,Percentage,95.08
2023,2.0,ICTPST,Y16T24,Gipuzkoa,Percentage,91.74
2023,2.0,ICTSSHT,Y16T24,Gipuzkoa,Percentage,73.46
2023,2.0,ICTPRGM,Y16T24,Gipuzkoa,Percentage,8.28
2023,2.0,ICTTRFF,Y16T24,Gipuzkoa,Percentage,82.15
2023,2.0,ICTSFWR,Y16T24,Gipuzkoa,Percentage,80.06
2023,2.0,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,50.47
2023,2.0,,Y16T24,Gipuzkoa,Percentage,100.0
2023,2.0,ICTCPT,Y16T24,Bizkaia,Percentage,90.41
2023,2.0,ICTPST,Y16T24,Bizkaia,Percentage,88.74
2023,2.0,ICTSSHT,Y16T24,Bizkaia,Percentage,58.92
2023,2.0,ICTPRGM,Y16T24,Bizkaia,Percentage,15.5
2023,2.0,ICTTRFF,Y16T24,Bizkaia,Percentage,84.18
2023,2.0,ICTSFWR,Y16T24,Bizkaia,Percentage,79.72
2023,2.0,ICTPRVCY,Y16T24,Bizkaia,Percentage,39.79
2023,2.0,,Y16T24,Bizkaia,Percentage,97.92
2023,2.0,ICTCPT,Y25T74,,Percentage,51.2
2023,2.0,ICTPST,Y25T74,,Percentage,35.74
2023,2.0,ICTSSHT,Y25T74,,Percentage,37.94
2023,2.0,ICTPRGM,Y25T74,,Percentage,3.46
2023,2.0,ICTTRFF,Y25T74,,Percentage,43.57
2023,2.0,ICTSFWR,Y25T74,,Percentage,45.18
2023,2.0,ICTPRVCY,Y25T74,,Percentage,27.52
2023,2.0,,Y25T74,,Percentage,66.96
2023,2.0,ICTCPT,Y25T74,Araba/Álava,Percentage,50.64
2023,2.0,ICTPST,Y25T74,Araba/Álava,Percentage,33.32
2023,2.0,ICTSSHT,Y25T74,Araba/Álava,Percentage,36.57
2023,2.0,ICTPRGM,Y25T74,Araba/Álava,Percentage,2.9
2023,2.0,ICTTRFF,Y25T74,Araba/Álava,Percentage,40.77
2023,2.0,ICTSFWR,Y25T74,Araba/Álava,Percentage,49.41
2023,2.0,ICTPRVCY,Y25T74,Araba/Álava,Percentage,24.23
2023,2.0,,Y25T74,Araba/Álava,Percentage,69.76
2023,2.0,ICTCPT,Y25T74,Gipuzkoa,Percentage,51.94
2023,2.0,ICTPST,Y25T74,Gipuzkoa,Percentage,35.63
2023,2.0,ICTSSHT,Y25T74,Gipuzkoa,Percentage,39.13
2023,2.0,ICTPRGM,Y25T74,Gipuzkoa,Percentage,2.69
2023,2.0,ICTTRFF,Y25T74,Gipuzkoa,Percentage,44.98
2023,2.0,ICTSFWR,Y25T74,Gipuzkoa,Percentage,42.39
2023,2.0,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,26.42
2023,2.0,,Y25T74,Gipuzkoa,Percentage,66.96
2023,2.0,ICTCPT,Y25T74,Bizkaia,Percentage,50.91
2023,2.0,ICTPST,Y25T74,Bizkaia,Percentage,36.49
2023,2.0,ICTSSHT,Y25T74,Bizkaia,Percentage,37.61
2023,2.0,ICTPRGM,Y25T74,Bizkaia,Percentage,4.09
2023,2.0,ICTTRFF,Y25T74,Bizkaia,Percentage,43.5
2023,2.0,ICTSFWR,Y25T74,Bizkaia,Percentage,45.68
2023,2.0,ICTPRVCY,Y25T74,Bizkaia,Percentage,29.11
2023,2.0,,Y25T74,Bizkaia,Percentage,66.18
