Year,Sex,Province,County,Municipality,Units,GeoCode,Value
2015,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2016,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2021,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2020,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2018,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2013,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2012,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2011,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2010,M,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2020,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2014,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2019,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2018,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2022,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2021,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2016,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2012,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2015,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2017,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2011,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2010,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2013,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2023,M,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2022,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2013,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2020,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2011,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2015,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2019,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2023,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2017,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2021,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2014,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2018,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2012,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2016,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2010,M,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2019,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2015,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2021,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2023,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2018,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2014,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2013,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2011,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2016,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2017,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2022,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2020,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2010,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2012,M,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2018,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2014,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2022,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2017,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2020,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2013,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2012,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2019,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2015,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2021,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2016,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2010,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2011,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2023,M,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2019,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2023,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2010,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2014,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2015,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2021,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2018,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2020,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2012,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2022,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2016,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2017,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2011,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2013,M,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2017,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2013,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2021,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2023,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2020,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2018,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2016,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2015,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2012,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2011,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2010,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2014,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2019,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2022,M,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2020,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2022,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2014,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2021,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2023,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2019,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2017,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2011,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2010,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2012,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2015,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2013,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2018,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2016,M,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2016,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2014,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2023,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2017,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2019,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2015,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2020,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2022,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2011,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2013,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2021,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2012,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2010,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2018,M,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2023,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2020,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2010,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2018,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2021,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2013,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2015,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2022,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2019,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2016,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2017,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2014,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2012,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2011,M,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2019,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2018,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2020,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2015,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2017,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2016,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2013,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2010,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2023,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2014,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2011,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2022,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2021,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2012,M,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2010,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2015,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2019,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2011,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2023,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2021,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2017,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2018,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2022,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2016,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2013,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2020,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2014,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2012,M,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2021,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2022,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2016,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2015,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2013,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2010,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2014,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2012,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2020,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2023,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2019,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2018,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2017,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2011,M,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2022,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2015,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2021,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2017,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2023,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2018,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2013,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2020,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2014,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2019,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2016,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2012,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2010,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2011,M,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2022,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2014,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2016,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2018,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2010,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2023,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2021,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2020,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2019,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2013,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2017,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2015,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2012,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2011,M,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2016,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2010,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2012,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2011,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2013,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2022,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2021,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2019,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2018,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2023,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2020,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2015,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2014,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2017,M,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2010,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2014,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2011,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2017,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2015,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2023,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2021,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2019,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2013,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2012,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2016,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2022,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2018,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2020,M,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2010,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2012,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2011,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2016,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2023,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2020,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2015,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2014,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2013,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2019,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2022,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2018,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2021,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2017,M,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2013,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2019,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2023,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2021,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2011,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2010,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2015,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2022,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2017,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2020,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2014,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2018,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2012,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2016,M,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2021,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2019,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2023,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2022,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2013,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2011,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2020,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2018,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2015,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2017,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2010,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2014,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2012,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2016,M,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2020,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2012,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2023,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2018,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2022,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2011,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2010,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2013,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2017,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2021,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2015,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2019,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2016,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2014,M,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2011,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2022,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2023,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2010,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2020,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2019,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2021,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2018,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2017,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2016,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2014,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2013,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2015,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2012,M,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2022,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2023,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2011,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2021,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2020,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2019,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2018,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2017,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2016,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2012,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2014,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2015,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2010,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2013,M,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2014,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2017,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2010,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2018,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2021,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2015,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2019,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2022,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2020,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2023,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2016,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2011,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2013,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2012,M,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2023,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2014,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2010,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2015,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2019,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2013,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2021,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2017,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2018,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2022,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,46.36
2016,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2012,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2020,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2011,M,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2014,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2019,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2018,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2023,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2021,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2016,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2020,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2022,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2013,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2017,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2011,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2015,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2012,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2010,M,,,Portugalete,"Per 100,000 inhabitants",Portugalete,0.0
2019,M,,,Ribera Baja/Erriberabeitia,"Per 100,000 inhabitants",Ribera Baja/Erriberabeitia,0.0
2022,M,,,Ribera Baja/Erriberabeitia,"Per 100,000 inhabitants",Ribera Baja/Erriberabeitia,0.0
