Year,Empleo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,WME_POSITION,,,ES48027,PT,ES48027,2.0
2020,WME_POSITION,,,ES48027,PT,ES48027,-6.1
2018,WME_POSITION,,,ES48027,PT,ES48027,0.7
2016,WME_POSITION,,,ES48027,PT,ES48027,-1.0
2021,WME_POSITION,,,ES48028,PT,ES48028,0.5
2018,WME_POSITION,,,ES48028,PT,ES48028,3.5
2020,WME_POSITION,,,ES48028,PT,ES48028,5.5
2016,WME_POSITION,,,ES48028,PT,ES48028,-11.6
2015,WME_POSITION,,,ES48028,PT,ES48028,6.5
2019,WME_POSITION,,,ES48028,PT,ES48028,-2.9
2017,WME_POSITION,,,ES48028,PT,ES48028,1.1
2016,WME_POSITION,,,ES20030,PT,ES20030,5.5
2018,WME_POSITION,,,ES20030,PT,ES20030,-2.0
2020,WME_POSITION,,,ES20030,PT,ES20030,-32.0
2017,WME_POSITION,,,ES20030,PT,ES20030,24.0
2019,WME_POSITION,,,ES20030,PT,ES20030,-14.9
2015,WME_POSITION,,,ES20030,PT,ES20030,3.5
2021,WME_POSITION,,,ES20030,PT,ES20030,31.7
2018,WME_POSITION,,,ES48031,PT,ES48031,-0.7
2016,WME_POSITION,,,ES48031,PT,ES48031,0.3
2020,WME_POSITION,,,ES48031,PT,ES48031,-10.6
2017,WME_POSITION,,,ES48031,PT,ES48031,3.5
2019,WME_POSITION,,,ES48031,PT,ES48031,4.9
2015,WME_POSITION,,,ES48031,PT,ES48031,-3.3
2021,WME_POSITION,,,ES48031,PT,ES48031,10.7
2020,WME_POSITION,,,ES01021,PT,ES01021,-12.5
2021,WME_POSITION,,,ES01021,PT,ES01021,20.0
2018,WME_POSITION,,,ES01021,PT,ES01021,-12.2
2016,WME_POSITION,,,ES01021,PT,ES01021,8.0
2015,WME_POSITION,,,ES01021,PT,ES01021,15.8
2017,WME_POSITION,,,ES01021,PT,ES01021,-6.4
2019,WME_POSITION,,,ES01021,PT,ES01021,-8.1
2019,WME_POSITION,,,ES01022,PT,ES01022,-3.1
2017,WME_POSITION,,,ES01022,PT,ES01022,6.1
2015,WME_POSITION,,,ES01022,PT,ES01022,1.2
2021,WME_POSITION,,,ES01022,PT,ES01022,5.4
2018,WME_POSITION,,,ES01022,PT,ES01022,1.5
2020,WME_POSITION,,,ES01022,PT,ES01022,-9.6
2016,WME_POSITION,,,ES01022,PT,ES01022,4.2
2015,WME_POSITION,,,ES20031,PT,ES20031,-2.4
2019,WME_POSITION,,,ES20031,PT,ES20031,2.8
2017,WME_POSITION,,,ES20031,PT,ES20031,-0.7
2021,WME_POSITION,,,ES20031,PT,ES20031,5.9
2020,WME_POSITION,,,ES20031,PT,ES20031,-11.3
2018,WME_POSITION,,,ES20031,PT,ES20031,5.9
2016,WME_POSITION,,,ES20031,PT,ES20031,5.2
2020,WME_POSITION,,,ES20033,PT,ES20033,5.3
2021,WME_POSITION,,,ES20033,PT,ES20033,17.0
2019,WME_POSITION,,,ES20033,PT,ES20033,9.8
2015,WME_POSITION,,,ES20033,PT,ES20033,2.4
2017,WME_POSITION,,,ES20033,PT,ES20033,0.1
2018,WME_POSITION,,,ES20033,PT,ES20033,9.6
2016,WME_POSITION,,,ES20033,PT,ES20033,5.8
2016,WME_POSITION,,,ES20032,PT,ES20032,-12.2
2018,WME_POSITION,,,ES20032,PT,ES20032,0.1
2020,WME_POSITION,,,ES20032,PT,ES20032,-14.5
2017,WME_POSITION,,,ES20032,PT,ES20032,-9.4
2019,WME_POSITION,,,ES20032,PT,ES20032,-3.3
2015,WME_POSITION,,,ES20032,PT,ES20032,22.6
2021,WME_POSITION,,,ES20032,PT,ES20032,11.1
2019,WME_POSITION,,,ES48032,PT,ES48032,1.2
2021,WME_POSITION,,,ES48032,PT,ES48032,1.9
2015,WME_POSITION,,,ES48032,PT,ES48032,8.4
2017,WME_POSITION,,,ES48032,PT,ES48032,-3.0
2018,WME_POSITION,,,ES48032,PT,ES48032,11.3
2020,WME_POSITION,,,ES48032,PT,ES48032,-3.4
2016,WME_POSITION,,,ES48032,PT,ES48032,2.0
2016,WME_POSITION,,,ES01023,PT,ES01023,2.5
2020,WME_POSITION,,,ES01023,PT,ES01023,-9.9
2017,WME_POSITION,,,ES01023,PT,ES01023,5.4
2018,WME_POSITION,,,ES01023,PT,ES01023,-20.3
2021,WME_POSITION,,,ES01023,PT,ES01023,9.2
2019,WME_POSITION,,,ES01023,PT,ES01023,18.4
2015,WME_POSITION,,,ES01023,PT,ES01023,4.6
2016,WME_POSITION,,,ES48902,PT,ES48902,1.6
2020,WME_POSITION,,,ES48902,PT,ES48902,-12.6
2019,WME_POSITION,,,ES48902,PT,ES48902,-2.2
2015,WME_POSITION,,,ES48902,PT,ES48902,7.3
2021,WME_POSITION,,,ES48902,PT,ES48902,16.5
2018,WME_POSITION,,,ES48902,PT,ES48902,0.8
2017,WME_POSITION,,,ES48902,PT,ES48902,6.0
2020,WME_POSITION,,,ES48033,PT,ES48033,-2.8
2018,WME_POSITION,,,ES48033,PT,ES48033,-8.3
2016,WME_POSITION,,,ES48033,PT,ES48033,2.1
2019,WME_POSITION,,,ES48033,PT,ES48033,3.1
2021,WME_POSITION,,,ES48033,PT,ES48033,1.1
2017,WME_POSITION,,,ES48033,PT,ES48033,-3.8
2015,WME_POSITION,,,ES48033,PT,ES48033,5.2
2017,WME_POSITION,,,ES48034,PT,ES48034,-3.8
2019,WME_POSITION,,,ES48034,PT,ES48034,4.7
2015,WME_POSITION,,,ES48034,PT,ES48034,6.3
2020,WME_POSITION,,,ES48034,PT,ES48034,-9.8
2018,WME_POSITION,,,ES48034,PT,ES48034,10.4
2016,WME_POSITION,,,ES48034,PT,ES48034,-3.1
2021,WME_POSITION,,,ES48034,PT,ES48034,21.3
2019,WME_POSITION,,,ES20067,PT,ES20067,10.8
2021,WME_POSITION,,,ES20067,PT,ES20067,8.6
2016,WME_POSITION,,,ES20067,PT,ES20067,-7.1
2015,WME_POSITION,,,ES20067,PT,ES20067,2.4
2020,WME_POSITION,,,ES20067,PT,ES20067,-15.6
2017,WME_POSITION,,,ES20067,PT,ES20067,11.7
2018,WME_POSITION,,,ES20067,PT,ES20067,-5.9
2015,WME_POSITION,,,ES20066,PT,ES20066,-8.6
2018,WME_POSITION,,,ES20066,PT,ES20066,2.2
2020,WME_POSITION,,,ES20066,PT,ES20066,-2.2
2019,WME_POSITION,,,ES20066,PT,ES20066,6.9
2017,WME_POSITION,,,ES20066,PT,ES20066,-4.1
2016,WME_POSITION,,,ES20066,PT,ES20066,-11.2
2021,WME_POSITION,,,ES20066,PT,ES20066,-8.8
2018,WME_POSITION,,,ES01046,PT,ES01046,2.8
2015,WME_POSITION,,,ES01046,PT,ES01046,9.7
2016,WME_POSITION,,,ES01046,PT,ES01046,-7.9
2017,WME_POSITION,,,ES01046,PT,ES01046,7.4
2021,WME_POSITION,,,ES01046,PT,ES01046,-3.0
2020,WME_POSITION,,,ES01046,PT,ES01046,-20.6
2019,WME_POSITION,,,ES01046,PT,ES01046,2.4
2018,WME_POSITION,,,ES48079,PT,ES48079,-4.3
2016,WME_POSITION,,,ES48079,PT,ES48079,-3.6
2017,WME_POSITION,,,ES48079,PT,ES48079,0.7
2019,WME_POSITION,,,ES48079,PT,ES48079,7.4
2015,WME_POSITION,,,ES48079,PT,ES48079,7.5
2021,WME_POSITION,,,ES48079,PT,ES48079,6.4
2020,WME_POSITION,,,ES48079,PT,ES48079,-4.8
2018,WME_POSITION,,,ES20034,PT,ES20034,4.0
2016,WME_POSITION,,,ES20034,PT,ES20034,2.7
2020,WME_POSITION,,,ES20034,PT,ES20034,-6.8
2019,WME_POSITION,,,ES20034,PT,ES20034,3.4
2021,WME_POSITION,,,ES20034,PT,ES20034,5.0
2015,WME_POSITION,,,ES20034,PT,ES20034,-1.4
2017,WME_POSITION,,,ES20034,PT,ES20034,-1.3
2015,WME_POSITION,,,ES48029,PT,ES48029,-7.7
2017,WME_POSITION,,,ES48029,PT,ES48029,2.5
2019,WME_POSITION,,,ES48029,PT,ES48029,5.9
2021,WME_POSITION,,,ES48029,PT,ES48029,15.1
2016,WME_POSITION,,,ES48029,PT,ES48029,-16.0
2020,WME_POSITION,,,ES48029,PT,ES48029,-4.3
2018,WME_POSITION,,,ES48029,PT,ES48029,3.6
2015,WME_POSITION,,,ES48030,PT,ES48030,0.3
2019,WME_POSITION,,,ES48030,PT,ES48030,-3.8
2021,WME_POSITION,,,ES48030,PT,ES48030,2.9
2016,WME_POSITION,,,ES48030,PT,ES48030,-4.3
2017,WME_POSITION,,,ES48030,PT,ES48030,10.1
2018,WME_POSITION,,,ES48030,PT,ES48030,3.5
2020,WME_POSITION,,,ES48030,PT,ES48030,-5.3
2020,WME_POSITION,,,ES20035,PT,ES20035,-27.6
2015,WME_POSITION,,,ES20035,PT,ES20035,4.8
2019,WME_POSITION,,,ES20035,PT,ES20035,1.1
2017,WME_POSITION,,,ES20035,PT,ES20035,5.4
2021,WME_POSITION,,,ES20035,PT,ES20035,11.9
2018,WME_POSITION,,,ES20035,PT,ES20035,16.7
2016,WME_POSITION,,,ES20035,PT,ES20035,3.8
2020,WME_POSITION,,,ES48906,PT,ES48906,-14.6
2018,WME_POSITION,,,ES48906,PT,ES48906,4.2
2016,WME_POSITION,,,ES48906,PT,ES48906,-1.4
2015,WME_POSITION,,,ES48906,PT,ES48906,-2.2
2017,WME_POSITION,,,ES48906,PT,ES48906,3.1
2019,WME_POSITION,,,ES48906,PT,ES48906,0.3
2021,WME_POSITION,,,ES48906,PT,ES48906,21.4
2020,WME_POSITION,,,ES48035,PT,ES48035,-14.1
2018,WME_POSITION,,,ES48035,PT,ES48035,-1.5
2016,WME_POSITION,,,ES48035,PT,ES48035,2.5
2019,WME_POSITION,,,ES48035,PT,ES48035,-12.6
2017,WME_POSITION,,,ES48035,PT,ES48035,0.6
2015,WME_POSITION,,,ES48035,PT,ES48035,2.7
2021,WME_POSITION,,,ES48035,PT,ES48035,6.0
2018,WME_POSITION,,,ES20038,PT,ES20038,-7.8
2020,WME_POSITION,,,ES20038,PT,ES20038,-10.3
2015,WME_POSITION,,,ES20038,PT,ES20038,-0.1
2021,WME_POSITION,,,ES20038,PT,ES20038,20.0
2019,WME_POSITION,,,ES20038,PT,ES20038,6.0
2016,WME_POSITION,,,ES20038,PT,ES20038,4.8
2017,WME_POSITION,,,ES20038,PT,ES20038,1.7
2021,WME_POSITION,,,ES20037,PT,ES20037,4.9
2015,WME_POSITION,,,ES20037,PT,ES20037,-1.7
2017,WME_POSITION,,,ES20037,PT,ES20037,3.7
2019,WME_POSITION,,,ES20037,PT,ES20037,0.1
2020,WME_POSITION,,,ES20037,PT,ES20037,-8.9
2018,WME_POSITION,,,ES20037,PT,ES20037,3.9
2016,WME_POSITION,,,ES20037,PT,ES20037,1.1
2015,WME_POSITION,,,ES48036,PT,ES48036,-2.3
2019,WME_POSITION,,,ES48036,PT,ES48036,12.0
2017,WME_POSITION,,,ES48036,PT,ES48036,9.0
2021,WME_POSITION,,,ES48036,PT,ES48036,7.2
2020,WME_POSITION,,,ES48036,PT,ES48036,-14.2
2016,WME_POSITION,,,ES48036,PT,ES48036,0.4
2018,WME_POSITION,,,ES48036,PT,ES48036,1.8
2020,WME_POSITION,,,ES48037,PT,ES48037,-7.3
2018,WME_POSITION,,,ES48037,PT,ES48037,8.8
2017,WME_POSITION,,,ES48037,PT,ES48037,0.3
2021,WME_POSITION,,,ES48037,PT,ES48037,7.2
2019,WME_POSITION,,,ES48037,PT,ES48037,-1.4
2015,WME_POSITION,,,ES48037,PT,ES48037,-1.0
2016,WME_POSITION,,,ES48037,PT,ES48037,-1.0
2017,WME_POSITION,,,ES48038,PT,ES48038,9.7
2021,WME_POSITION,,,ES48038,PT,ES48038,6.1
2019,WME_POSITION,,,ES48038,PT,ES48038,-2.8
2015,WME_POSITION,,,ES48038,PT,ES48038,6.4
2018,WME_POSITION,,,ES48038,PT,ES48038,2.6
2020,WME_POSITION,,,ES48038,PT,ES48038,-10.5
2016,WME_POSITION,,,ES48038,PT,ES48038,-5.3
2016,WME_POSITION,,,ES48039,PT,ES48039,-1.5
2020,WME_POSITION,,,ES48039,PT,ES48039,-5.7
2018,WME_POSITION,,,ES48039,PT,ES48039,3.9
2019,WME_POSITION,,,ES48039,PT,ES48039,7.8
2015,WME_POSITION,,,ES48039,PT,ES48039,-0.2
2021,WME_POSITION,,,ES48039,PT,ES48039,4.6
2017,WME_POSITION,,,ES48039,PT,ES48039,-2.8
2020,WME_POSITION,,,ES48040,PT,ES48040,-4.3
2016,WME_POSITION,,,ES48040,PT,ES48040,-5.9
2018,WME_POSITION,,,ES48040,PT,ES48040,-2.3
2021,WME_POSITION,,,ES48040,PT,ES48040,-0.7
2017,WME_POSITION,,,ES48040,PT,ES48040,2.4
2015,WME_POSITION,,,ES48040,PT,ES48040,-2.7
2019,WME_POSITION,,,ES48040,PT,ES48040,-6.5
2021,WME_POSITION,,,ES48041,PT,ES48041,-0.2
2019,WME_POSITION,,,ES48041,PT,ES48041,22.6
2017,WME_POSITION,,,ES48041,PT,ES48041,2.4
2015,WME_POSITION,,,ES48041,PT,ES48041,-0.7
2018,WME_POSITION,,,ES48041,PT,ES48041,-2.1
2016,WME_POSITION,,,ES48041,PT,ES48041,-2.4
2020,WME_POSITION,,,ES48041,PT,ES48041,-26.4
2016,WME_POSITION,,,ES20907,PT,ES20907,-0.4
2018,WME_POSITION,,,ES20907,PT,ES20907,11.6
2015,WME_POSITION,,,ES20907,PT,ES20907,14.4
2019,WME_POSITION,,,ES20907,PT,ES20907,23.6
2017,WME_POSITION,,,ES20907,PT,ES20907,-3.9
2021,WME_POSITION,,,ES20907,PT,ES20907,-16.1
2020,WME_POSITION,,,ES20907,PT,ES20907,-16.3
2016,WME_POSITION,,,ES48046,PT,ES48046,2.9
2018,WME_POSITION,,,ES48046,PT,ES48046,-0.1
2020,WME_POSITION,,,ES48046,PT,ES48046,-11.3
2019,WME_POSITION,,,ES48046,PT,ES48046,0.2
2015,WME_POSITION,,,ES48046,PT,ES48046,6.2
2021,WME_POSITION,,,ES48046,PT,ES48046,3.7
2017,WME_POSITION,,,ES48046,PT,ES48046,4.7
2019,WME_POSITION,,,ES20039,PT,ES20039,10.1
2015,WME_POSITION,,,ES20039,PT,ES20039,-13.8
2017,WME_POSITION,,,ES20039,PT,ES20039,5.3
2021,WME_POSITION,,,ES20039,PT,ES20039,5.5
2018,WME_POSITION,,,ES20039,PT,ES20039,4.9
2020,WME_POSITION,,,ES20039,PT,ES20039,-0.6
2016,WME_POSITION,,,ES20039,PT,ES20039,5.0
2016,WME_POSITION,,,ES48044,PT,ES48044,-0.6
2018,WME_POSITION,,,ES48044,PT,ES48044,7.2
2020,WME_POSITION,,,ES48044,PT,ES48044,-15.2
2017,WME_POSITION,,,ES48044,PT,ES48044,7.9
2021,WME_POSITION,,,ES48044,PT,ES48044,-5.1
2019,WME_POSITION,,,ES48044,PT,ES48044,3.6
2015,WME_POSITION,,,ES48044,PT,ES48044,-1.1
2019,WME_POSITION,,,ES48047,PT,ES48047,8.8
2021,WME_POSITION,,,ES48047,PT,ES48047,9.0
2015,WME_POSITION,,,ES48047,PT,ES48047,-2.4
2017,WME_POSITION,,,ES48047,PT,ES48047,-3.8
2020,WME_POSITION,,,ES48047,PT,ES48047,-10.0
2016,WME_POSITION,,,ES48047,PT,ES48047,3.3
2018,WME_POSITION,,,ES48047,PT,ES48047,0.3
2015,WME_POSITION,,,ES48042,PT,ES48042,2.2
2020,WME_POSITION,,,ES48042,PT,ES48042,-21.5
2018,WME_POSITION,,,ES48042,PT,ES48042,7.8
2016,WME_POSITION,,,ES48042,PT,ES48042,1.9
2019,WME_POSITION,,,ES48042,PT,ES48042,0.5
2017,WME_POSITION,,,ES48042,PT,ES48042,-0.4
2021,WME_POSITION,,,ES48042,PT,ES48042,21.8
2017,WME_POSITION,,,ES48043,PT,ES48043,-14.2
2016,WME_POSITION,,,ES48043,PT,ES48043,6.5
2019,WME_POSITION,,,ES48043,PT,ES48043,7.0
2021,WME_POSITION,,,ES48043,PT,ES48043,4.3
2020,WME_POSITION,,,ES48043,PT,ES48043,-8.7
2018,WME_POSITION,,,ES48043,PT,ES48043,4.9
2015,WME_POSITION,,,ES48043,PT,ES48043,-12.2
2017,WME_POSITION,,,ES48045,PT,ES48045,3.7
2019,WME_POSITION,,,ES48045,PT,ES48045,1.8
2021,WME_POSITION,,,ES48045,PT,ES48045,6.1
2018,WME_POSITION,,,ES48045,PT,ES48045,-5.4
2016,WME_POSITION,,,ES48045,PT,ES48045,4.7
2020,WME_POSITION,,,ES48045,PT,ES48045,-3.2
2015,WME_POSITION,,,ES48045,PT,ES48045,-9.8
2020,WME_POSITION,,,ES01056,PT,ES01056,1.1
2016,WME_POSITION,,,ES01056,PT,ES01056,12.7
2015,WME_POSITION,,,ES01056,PT,ES01056,1.3
2021,WME_POSITION,,,ES01056,PT,ES01056,21.8
2017,WME_POSITION,,,ES01056,PT,ES01056,7.9
2018,WME_POSITION,,,ES01056,PT,ES01056,6.2
2019,WME_POSITION,,,ES01056,PT,ES01056,-1.0
2018,WME_POSITION,,,ES20040,PT,ES20040,4.1
2016,WME_POSITION,,,ES20040,PT,ES20040,4.6
2015,WME_POSITION,,,ES20040,PT,ES20040,-2.8
2017,WME_POSITION,,,ES20040,PT,ES20040,1.5
2019,WME_POSITION,,,ES20040,PT,ES20040,0.5
2021,WME_POSITION,,,ES20040,PT,ES20040,13.6
2020,WME_POSITION,,,ES20040,PT,ES20040,-8.8
2017,WME_POSITION,,,ES20041,PT,ES20041,-4.4
2021,WME_POSITION,,,ES20041,PT,ES20041,11.9
2019,WME_POSITION,,,ES20041,PT,ES20041,-0.5
2020,WME_POSITION,,,ES20041,PT,ES20041,-2.6
2016,WME_POSITION,,,ES20041,PT,ES20041,2.3
2018,WME_POSITION,,,ES20041,PT,ES20041,2.6
2015,WME_POSITION,,,ES20041,PT,ES20041,-2.7
2020,WME_POSITION,,,ES20036,PT,ES20036,-3.8
2015,WME_POSITION,,,ES20036,PT,ES20036,4.1
2016,WME_POSITION,,,ES20036,PT,ES20036,-4.4
2018,WME_POSITION,,,ES20036,PT,ES20036,-8.7
2019,WME_POSITION,,,ES20036,PT,ES20036,2.8
2017,WME_POSITION,,,ES20036,PT,ES20036,1.2
2021,WME_POSITION,,,ES20036,PT,ES20036,3.3
2019,WME_POSITION,,,ES20042,PT,ES20042,-9.1
2016,WME_POSITION,,,ES20042,PT,ES20042,18.5
2015,WME_POSITION,,,ES20042,PT,ES20042,-11.3
2021,WME_POSITION,,,ES20042,PT,ES20042,15.3
2017,WME_POSITION,,,ES20042,PT,ES20042,7.1
2018,WME_POSITION,,,ES20042,PT,ES20042,-8.0
2020,WME_POSITION,,,ES20042,PT,ES20042,-17.9
2018,WME_POSITION,,,ES48048,PT,ES48048,-2.4
2020,WME_POSITION,,,ES48048,PT,ES48048,-5.6
2016,WME_POSITION,,,ES48048,PT,ES48048,-4.1
2019,WME_POSITION,,,ES48048,PT,ES48048,2.5
2021,WME_POSITION,,,ES48048,PT,ES48048,11.2
2017,WME_POSITION,,,ES48048,PT,ES48048,-9.0
2015,WME_POSITION,,,ES48048,PT,ES48048,-2.1
2021,WME_POSITION,,,ES20043,PT,ES20043,-7.7
2016,WME_POSITION,,,ES20043,PT,ES20043,-1.1
2018,WME_POSITION,,,ES20043,PT,ES20043,-8.5
2020,WME_POSITION,,,ES20043,PT,ES20043,13.5
2017,WME_POSITION,,,ES20043,PT,ES20043,1.4
2015,WME_POSITION,,,ES20043,PT,ES20043,20.2
2019,WME_POSITION,,,ES20043,PT,ES20043,10.1
2021,WME_POSITION,,,ES48094,PT,ES48094,13.0
2019,WME_POSITION,,,ES48094,PT,ES48094,-5.1
2015,WME_POSITION,,,ES48094,PT,ES48094,-4.7
2017,WME_POSITION,,,ES48094,PT,ES48094,3.5
2018,WME_POSITION,,,ES48094,PT,ES48094,9.8
2016,WME_POSITION,,,ES48094,PT,ES48094,-0.3
2020,WME_POSITION,,,ES48094,PT,ES48094,-7.1
2018,WME_POSITION,,,ES20044,PT,ES20044,4.1
2015,WME_POSITION,,,ES20044,PT,ES20044,-6.9
2017,WME_POSITION,,,ES20044,PT,ES20044,3.4
2019,WME_POSITION,,,ES20044,PT,ES20044,-6.6
2021,WME_POSITION,,,ES20044,PT,ES20044,18.2
2020,WME_POSITION,,,ES20044,PT,ES20044,-4.8
2016,WME_POSITION,,,ES20044,PT,ES20044,-5.8
2019,WME_POSITION,,,ES20045,PT,ES20045,-0.9
2016,WME_POSITION,,,ES20045,PT,ES20045,11.0
2018,WME_POSITION,,,ES20045,PT,ES20045,10.8
2020,WME_POSITION,,,ES20045,PT,ES20045,-10.5
2017,WME_POSITION,,,ES20045,PT,ES20045,-3.1
2021,WME_POSITION,,,ES20045,PT,ES20045,-13.4
2015,WME_POSITION,,,ES20045,PT,ES20045,-0.3
2019,WME_POSITION,,,ES01901,PT,ES01901,-1.4
2018,WME_POSITION,,,ES01901,PT,ES01901,8.2
2016,WME_POSITION,,,ES01901,PT,ES01901,2.0
2020,WME_POSITION,,,ES01901,PT,ES01901,-16.3
2015,WME_POSITION,,,ES01901,PT,ES01901,-17.6
2021,WME_POSITION,,,ES01901,PT,ES01901,12.8
2017,WME_POSITION,,,ES01901,PT,ES01901,2.2
2015,WME_POSITION,,,ES20046,PT,ES20046,3.5
2017,WME_POSITION,,,ES20046,PT,ES20046,10.7
2019,WME_POSITION,,,ES20046,PT,ES20046,-13.5
2021,WME_POSITION,,,ES20046,PT,ES20046,28.6
2016,WME_POSITION,,,ES20046,PT,ES20046,17.5
2018,WME_POSITION,,,ES20046,PT,ES20046,3.7
2020,WME_POSITION,,,ES20046,PT,ES20046,-19.9
2015,WME_POSITION,,,ES01027,PT,ES01027,28.3
2017,WME_POSITION,,,ES01027,PT,ES01027,-20.1
2021,WME_POSITION,,,ES01027,PT,ES01027,7.1
2020,WME_POSITION,,,ES01027,PT,ES01027,-2.4
2018,WME_POSITION,,,ES01027,PT,ES01027,-3.4
2016,WME_POSITION,,,ES01027,PT,ES01027,-7.1
2019,WME_POSITION,,,ES01027,PT,ES01027,-6.0
2021,WME_POSITION,,,ES48049,PT,ES48049,-13.1
2019,WME_POSITION,,,ES48049,PT,ES48049,-5.8
2017,WME_POSITION,,,ES48049,PT,ES48049,3.6
2015,WME_POSITION,,,ES48049,PT,ES48049,-21.0
2016,WME_POSITION,,,ES48049,PT,ES48049,13.9
2020,WME_POSITION,,,ES48049,PT,ES48049,-9.7
2018,WME_POSITION,,,ES48049,PT,ES48049,2.6
2016,WME_POSITION,,,ES20047,PT,ES20047,2.4
2018,WME_POSITION,,,ES20047,PT,ES20047,-1.0
2020,WME_POSITION,,,ES20047,PT,ES20047,-20.8
2015,WME_POSITION,,,ES20047,PT,ES20047,43.2
2019,WME_POSITION,,,ES20047,PT,ES20047,-10.5
2021,WME_POSITION,,,ES20047,PT,ES20047,33.9
2017,WME_POSITION,,,ES20047,PT,ES20047,6.8
2017,WME_POSITION,,,ES48910,PT,ES48910,4.3
2016,WME_POSITION,,,ES48910,PT,ES48910,-0.9
2018,WME_POSITION,,,ES48910,PT,ES48910,5.0
2020,WME_POSITION,,,ES48910,PT,ES48910,-18.4
2015,WME_POSITION,,,ES48910,PT,ES48910,-1.1
2019,WME_POSITION,,,ES48910,PT,ES48910,-1.6
2021,WME_POSITION,,,ES48910,PT,ES48910,11.2
2015,WME_POSITION,,,ES48050,PT,ES48050,1.4
2021,WME_POSITION,,,ES48050,PT,ES48050,9.1
2019,WME_POSITION,,,ES48050,PT,ES48050,-10.1
2017,WME_POSITION,,,ES48050,PT,ES48050,4.6
2016,WME_POSITION,,,ES48050,PT,ES48050,10.0
2020,WME_POSITION,,,ES48050,PT,ES48050,-8.5
2018,WME_POSITION,,,ES48050,PT,ES48050,2.3
2020,WME_POSITION,,,ES48022,PT,ES48022,-5.3
2018,WME_POSITION,,,ES48022,PT,ES48022,0.6
2017,WME_POSITION,,,ES48022,PT,ES48022,0.2
2015,WME_POSITION,,,ES48022,PT,ES48022,17.1
2021,WME_POSITION,,,ES48022,PT,ES48022,0.7
2016,WME_POSITION,,,ES48022,PT,ES48022,2.8
2019,WME_POSITION,,,ES48022,PT,ES48022,7.3
2017,WME_POSITION,,,ES48907,PT,ES48907,-4.8
2021,WME_POSITION,,,ES48907,PT,ES48907,16.5
2019,WME_POSITION,,,ES48907,PT,ES48907,4.1
2016,WME_POSITION,,,ES48907,PT,ES48907,-2.0
2020,WME_POSITION,,,ES48907,PT,ES48907,-7.2
2015,WME_POSITION,,,ES48907,PT,ES48907,16.4
2018,WME_POSITION,,,ES48907,PT,ES48907,-0.8
2017,WME_POSITION,,,ES01019,PT,ES01019,-1.7
2020,WME_POSITION,,,ES01019,PT,ES01019,-3.8
2015,WME_POSITION,,,ES01019,PT,ES01019,-4.1
2016,WME_POSITION,,,ES01019,PT,ES01019,8.7
2019,WME_POSITION,,,ES01019,PT,ES01019,-1.8
2021,WME_POSITION,,,ES01019,PT,ES01019,11.3
2018,WME_POSITION,,,ES01019,PT,ES01019,-7.1
2016,WME_POSITION,,,ES01020,PT,ES01020,0.6
2021,WME_POSITION,,,ES01020,PT,ES01020,45.2
2015,WME_POSITION,,,ES01020,PT,ES01020,3.5
2017,WME_POSITION,,,ES01020,PT,ES01020,8.3
2020,WME_POSITION,,,ES01020,PT,ES01020,-22.3
2019,WME_POSITION,,,ES01020,PT,ES01020,-0.1
2018,WME_POSITION,,,ES01020,PT,ES01020,0.1
2015,WME_POSITION,,,ES01028,PT,ES01028,-2.1
2017,WME_POSITION,,,ES01028,PT,ES01028,0.5
2016,WME_POSITION,,,ES01028,PT,ES01028,12.0
2021,WME_POSITION,,,ES01028,PT,ES01028,11.8
2020,WME_POSITION,,,ES01028,PT,ES01028,-10.4
2019,WME_POSITION,,,ES01028,PT,ES01028,-0.1
2018,WME_POSITION,,,ES01028,PT,ES01028,-8.0
2015,WME_POSITION,,,ES01030,PT,ES01030,15.2
2019,WME_POSITION,,,ES01030,PT,ES01030,3.0
2016,WME_POSITION,,,ES01030,PT,ES01030,-8.8
2021,WME_POSITION,,,ES01030,PT,ES01030,7.1
2017,WME_POSITION,,,ES01030,PT,ES01030,-1.4
2018,WME_POSITION,,,ES01030,PT,ES01030,-5.3
2020,WME_POSITION,,,ES01030,PT,ES01030,-12.1
2020,WME_POSITION,,,ES01031,PT,ES01031,-9.3
2018,WME_POSITION,,,ES01031,PT,ES01031,7.8
2016,WME_POSITION,,,ES01031,PT,ES01031,-4.6
2015,WME_POSITION,,,ES01031,PT,ES01031,6.3
2017,WME_POSITION,,,ES01031,PT,ES01031,-0.7
2019,WME_POSITION,,,ES01031,PT,ES01031,0.5
2021,WME_POSITION,,,ES01031,PT,ES01031,2.4
2020,WME_POSITION,,,ES01032,PT,ES01032,-9.3
2015,WME_POSITION,,,ES01032,PT,ES01032,-3.6
2021,WME_POSITION,,,ES01032,PT,ES01032,-7.3
2019,WME_POSITION,,,ES01032,PT,ES01032,20.1
2017,WME_POSITION,,,ES01032,PT,ES01032,7.1
2016,WME_POSITION,,,ES01032,PT,ES01032,0.8
2018,WME_POSITION,,,ES01032,PT,ES01032,-3.9
2020,WME_POSITION,,,ES48051,PT,ES48051,-5.0
2018,WME_POSITION,,,ES48051,PT,ES48051,14.6
2016,WME_POSITION,,,ES48051,PT,ES48051,1.0
2015,WME_POSITION,,,ES48051,PT,ES48051,6.3
2021,WME_POSITION,,,ES48051,PT,ES48051,3.5
2019,WME_POSITION,,,ES48051,PT,ES48051,-9.0
