Year,Serie,Sexua,Cobertura,Residencia,Discapacidad,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2010,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,32.0
2011,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,24.2
2012,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,14.6
2013,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,33.3
2014,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,30.7
2015,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,12.1
2016,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,18.4
2017,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,18.3
2018,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,24.0
2019,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,23.5
2020,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,23.5
2021,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,17.6
2022,RGI,,TIT,,,,,Arakaldo,1.000 biztanle bakoitzeko,Arakaldo,11.2
2014,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,15.5
2015,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,10.6
2016,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,10.4
2017,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,15.8
2018,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,10.4
2019,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,14.9
2020,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,18.7
2021,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,14.0
2022,RGI,Gizona,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,9.2
2014,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,21.1
2015,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,15.9
2016,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,22.1
2017,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,16.9
2018,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,16.3
2019,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,10.7
2020,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,9.9
2021,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,4.9
2022,RGI,Emakumea,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,10.3
2014,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,153.8
2015,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,100.0
2016,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,52.6
2017,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,76.9
2018,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,66.7
2019,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,34.5
2020,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,28.6
2021,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,27.0
2022,RGI,,TIT,MIGRANT,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,26.3
2010,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,22.8
2011,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,13.8
2012,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,16.1
2013,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,13.0
2014,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,18.2
2015,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,13.2
2016,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,16.0
2017,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,16.3
2018,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,13.3
2019,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,12.9
2020,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,14.4
2021,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,9.6
2022,RGI,,TIT,,,,,Arantzazu,1.000 biztanle bakoitzeko,Arantzazu,9.7
2014,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,28.0
2015,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,27.8
2016,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,40.2
2017,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,24.3
2018,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,31.1
2019,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,11.6
2020,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,15.4
2021,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,19.2
2022,RGI,Gizona,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,24.0
2014,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,14.2
2015,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,19.0
2016,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,10.0
2017,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,19.9
2018,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,10.0
2019,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,5.0
2020,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,8.8
2021,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,8.8
2022,RGI,Emakumea,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,18.6
2014,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,111.1
2015,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,76.9
2016,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,66.7
2017,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,58.8
2018,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,41.7
2019,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,41.7
2020,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,35.7
2021,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,43.5
2022,RGI,,TIT,MIGRANT,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,76.9
2010,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,18.7
2011,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,18.1
2012,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,8.7
2013,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,19.3
2014,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,21.7
2015,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,23.8
2016,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,26.7
2017,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,22.3
2018,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,21.9
2019,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,8.7
2020,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,12.3
2021,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,14.4
2022,RGI,,TIT,,,,,Munitibar-Arbatzegi Gerrikaitz,1.000 biztanle bakoitzeko,Munitibar-Arbatzegi Gerrikaitz,21.5
2014,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,47.4
2015,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,51.2
2016,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,50.4
2017,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,48.1
2018,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,44.1
2019,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,34.8
2020,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,32.2
2021,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,18.8
2022,RGI,Gizona,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,29.6
2014,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,67.8
2015,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,58.7
2016,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,47.3
2017,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,41.9
2018,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,39.5
2019,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,42.9
2020,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,53.1
2021,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,41.3
2022,RGI,Emakumea,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,49.9
2014,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,0.0
2015,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,0.0
2016,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,0.0
2017,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,52.6
2018,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,66.7
2019,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,0.0
2020,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,45.5
2021,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,111.1
2022,RGI,,TIT,MIGRANT,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,166.7
2010,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,35.8
2011,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,35.9
2012,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,44.4
2013,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,47.7
2014,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,57.0
2015,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,54.6
2016,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,49.0
2017,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,45.2
2018,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,41.9
2019,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,38.7
2020,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,42.1
2021,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,29.5
2022,RGI,,TIT,,,,,Artzentales,1.000 biztanle bakoitzeko,Artzentales,39.3
2014,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,2.0
2015,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,8.0
2016,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,9.8
2017,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,5.9
2018,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,7.8
2019,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,9.9
2020,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,10.1
2021,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,10.1
2022,RGI,Gizona,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,7.9
2014,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,12.0
2015,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,15.8
2016,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,17.8
2017,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,15.7
2018,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,11.8
2019,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,17.5
2020,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,11.6
2021,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,5.8
2022,RGI,Emakumea,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,11.9
2014,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,0.0
2015,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,181.8
2016,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,117.6
2017,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,87.0
2018,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,57.1
2019,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,57.1
2020,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,0.0
2021,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,33.3
2022,RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,0.0
2010,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,6.3
2011,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,8.2
2012,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,12.3
2013,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,12.1
2014,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,7.0
2015,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,11.9
2016,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,13.8
2017,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,10.8
2018,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,9.8
2019,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,13.8
2020,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,10.9
2021,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,7.9
2022,RGI,,TIT,,,,,Arrankudiaga-Zollo,1.000 biztanle bakoitzeko,Arrankudiaga-Zollo,9.9
2014,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,21.3
2015,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,22.6
2016,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,20.7
2017,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,19.6
2018,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,16.4
2019,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,16.2
2020,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,18.2
2021,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,18.3
2022,RGI,Gizona,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,17.5
2014,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,27.8
2015,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,28.4
2016,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,28.6
2017,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,28.1
2018,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,26.6
2019,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,23.7
2020,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,24.9
2021,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,22.9
2022,RGI,Emakumea,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,21.8
2014,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,120.5
2015,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,112.1
2016,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,91.0
2017,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,96.4
2018,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,80.0
2019,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,76.7
2020,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,81.3
2021,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,88.4
2022,RGI,,TIT,MIGRANT,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,83.7
2010,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,21.4
2011,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,21.6
2012,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,24.8
2013,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,25.0
2014,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,24.5
2015,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,25.5
2016,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,24.6
2017,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,23.8
2018,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,21.4
2019,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,19.9
