Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2016,,,Kripan,Porcentaje,Kripan,60.7
2017,,,Kripan,Porcentaje,Kripan,59.9
2012,,,Kripan,Porcentaje,Kripan,38.4
2015,,,Kripan,Porcentaje,Kripan,59.0
2019,,,Kripan,Porcentaje,Kripan,60.2
2021,,,Kripan,Porcentaje,Kripan,62.7
2019,,,Kuartango,Porcentaje,Kuartango,35.4
2012,,,Kuartango,Porcentaje,Kuartango,31.5
2015,,,Kuartango,Porcentaje,Kuartango,29.5
2021,,,Kuartango,Porcentaje,Kuartango,30.4
2014,,,Kuartango,Porcentaje,Kuartango,41.3
2016,,,Kuartango,Porcentaje,Kuartango,32.8
2018,,,Kuartango,Porcentaje,Kuartango,37.3
2017,,,Kuartango,Porcentaje,Kuartango,33.0
2020,,,Kuartango,Porcentaje,Kuartango,33.3
2010,,,Kuartango,Porcentaje,Kuartango,31.2
2017,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,8.6
2015,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,10.8
2016,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,8.9
2020,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,6.8
2021,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,8.9
2012,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,5.1
2010,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,5.1
2014,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,8.2
2018,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,9.8
2019,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,8.2
2020,,,Lagrán,Porcentaje,Lagrán,22.1
2014,,,Lagrán,Porcentaje,Lagrán,18.9
2012,,,Lagrán,Porcentaje,Lagrán,19.5
2010,,,Lagrán,Porcentaje,Lagrán,16.7
2018,,,Lagrán,Porcentaje,Lagrán,22.0
2019,,,Lagrán,Porcentaje,Lagrán,18.9
2021,,,Lagrán,Porcentaje,Lagrán,22.4
2017,,,Lagrán,Porcentaje,Lagrán,17.9
2015,,,Lagrán,Porcentaje,Lagrán,24.0
2016,,,Lagrán,Porcentaje,Lagrán,21.5
2020,,,Laguardia,Porcentaje,Laguardia,8.6
2021,,,Laguardia,Porcentaje,Laguardia,8.7
2012,,,Laguardia,Porcentaje,Laguardia,5.3
2018,,,Laguardia,Porcentaje,Laguardia,11.2
2015,,,Laguardia,Porcentaje,Laguardia,9.3
2019,,,Laguardia,Porcentaje,Laguardia,9.0
2010,,,Laguardia,Porcentaje,Laguardia,5.6
2017,,,Laguardia,Porcentaje,Laguardia,9.8
2014,,,Laguardia,Porcentaje,Laguardia,8.3
2016,,,Laguardia,Porcentaje,Laguardia,10.4
2016,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,17.3
2017,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,17.4
2020,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,12.9
2014,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,13.0
2015,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,17.7
2021,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,12.9
2019,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,16.3
2018,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,18.9
2012,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,8.6
2010,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,8.8
2016,,,Lanestosa,Porcentaje,Lanestosa,5.1
2012,,,Lanestosa,Porcentaje,Lanestosa,4.1
2015,,,Lanestosa,Porcentaje,Lanestosa,4.5
2021,,,Lanestosa,Porcentaje,Lanestosa,7.3
2010,,,Lanestosa,Porcentaje,Lanestosa,2.0
2014,,,Lanestosa,Porcentaje,Lanestosa,5.4
2018,,,Lanestosa,Porcentaje,Lanestosa,5.7
2020,,,Lanestosa,Porcentaje,Lanestosa,6.3
2017,,,Lanestosa,Porcentaje,Lanestosa,5.5
2019,,,Lanestosa,Porcentaje,Lanestosa,5.6
2010,,,Lantarón,Porcentaje,Lantarón,4.5
2021,,,Lantarón,Porcentaje,Lantarón,3.1
2020,,,Lantarón,Porcentaje,Lantarón,2.8
2014,,,Lantarón,Porcentaje,Lantarón,5.7
2018,,,Lantarón,Porcentaje,Lantarón,3.0
2017,,,Lantarón,Porcentaje,Lantarón,3.4
2015,,,Lantarón,Porcentaje,Lantarón,4.5
2019,,,Lantarón,Porcentaje,Lantarón,3.1
2016,,,Lantarón,Porcentaje,Lantarón,3.8
2012,,,Lantarón,Porcentaje,Lantarón,4.6
2018,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,4.8
2020,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,5.8
2012,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,1.2
2017,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,3.7
2015,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,2.5
2016,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,3.0
2010,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,1.2
2021,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,7.0
2014,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,1.8
2019,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,5.6
2015,,,Larrabetzu,Porcentaje,Larrabetzu,2.6
2012,,,Larrabetzu,Porcentaje,Larrabetzu,2.5
2019,,,Larrabetzu,Porcentaje,Larrabetzu,1.2
2018,,,Larrabetzu,Porcentaje,Larrabetzu,1.1
2021,,,Larrabetzu,Porcentaje,Larrabetzu,1.0
2010,,,Larrabetzu,Porcentaje,Larrabetzu,3.4
2014,,,Larrabetzu,Porcentaje,Larrabetzu,2.9
2016,,,Larrabetzu,Porcentaje,Larrabetzu,2.0
2020,,,Larrabetzu,Porcentaje,Larrabetzu,1.3
2017,,,Larrabetzu,Porcentaje,Larrabetzu,1.4
2021,,,Larraul,Porcentaje,Larraul,5.6
2014,,,Larraul,Porcentaje,Larraul,6.8
2016,,,Larraul,Porcentaje,Larraul,4.8
2020,,,Larraul,Porcentaje,Larraul,5.1
2010,,,Larraul,Porcentaje,Larraul,17.2
2017,,,Larraul,Porcentaje,Larraul,4.5
2018,,,Larraul,Porcentaje,Larraul,4.3
2019,,,Larraul,Porcentaje,Larraul,4.3
2015,,,Larraul,Porcentaje,Larraul,7.5
2012,,,Larraul,Porcentaje,Larraul,13.5
2015,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2019,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2018,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2012,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2017,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2016,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2021,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2020,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2014,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2010,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.1
2014,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.3
2010,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.4
2020,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.2
2018,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.3
2017,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.3
2015,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.3
2019,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.2
2012,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.3
2016,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.3
2021,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.4
2017,,,Laukiz,Porcentaje,Laukiz,4.0
2014,,,Laukiz,Porcentaje,Laukiz,4.3
2021,,,Laukiz,Porcentaje,Laukiz,4.6
2015,,,Laukiz,Porcentaje,Laukiz,4.3
2019,,,Laukiz,Porcentaje,Laukiz,3.2
2010,,,Laukiz,Porcentaje,Laukiz,2.5
2016,,,Laukiz,Porcentaje,Laukiz,4.2
2018,,,Laukiz,Porcentaje,Laukiz,3.8
2020,,,Laukiz,Porcentaje,Laukiz,3.5
2012,,,Laukiz,Porcentaje,Laukiz,3.0
2017,,,Lazkao,Porcentaje,Lazkao,0.9
2021,,,Lazkao,Porcentaje,Lazkao,0.8
2010,,,Lazkao,Porcentaje,Lazkao,0.9
2014,,,Lazkao,Porcentaje,Lazkao,0.8
2016,,,Lazkao,Porcentaje,Lazkao,0.8
2018,,,Lazkao,Porcentaje,Lazkao,0.6
2019,,,Lazkao,Porcentaje,Lazkao,0.7
2015,,,Lazkao,Porcentaje,Lazkao,0.8
2020,,,Lazkao,Porcentaje,Lazkao,0.7
2012,,,Lazkao,Porcentaje,Lazkao,0.8
2010,,,Leaburu,Porcentaje,Leaburu,2.7
2017,,,Leaburu,Porcentaje,Leaburu,2.1
2020,,,Leaburu,Porcentaje,Leaburu,2.0
2019,,,Leaburu,Porcentaje,Leaburu,2.1
2021,,,Leaburu,Porcentaje,Leaburu,2.0
2014,,,Leaburu,Porcentaje,Leaburu,2.0
2015,,,Leaburu,Porcentaje,Leaburu,1.9
2016,,,Leaburu,Porcentaje,Leaburu,1.8
2012,,,Leaburu,Porcentaje,Leaburu,2.3
2018,,,Leaburu,Porcentaje,Leaburu,1.7
2015,,,Legazpi,Porcentaje,Legazpi,0.3
2019,,,Legazpi,Porcentaje,Legazpi,0.5
2010,,,Legazpi,Porcentaje,Legazpi,0.3
2012,,,Legazpi,Porcentaje,Legazpi,0.3
2014,,,Legazpi,Porcentaje,Legazpi,0.4
2016,,,Legazpi,Porcentaje,Legazpi,0.4
2017,,,Legazpi,Porcentaje,Legazpi,0.5
2018,,,Legazpi,Porcentaje,Legazpi,0.3
2020,,,Legazpi,Porcentaje,Legazpi,0.4
2021,,,Legazpi,Porcentaje,Legazpi,0.5
2021,,,Legorreta,Porcentaje,Legorreta,1.0
2012,,,Legorreta,Porcentaje,Legorreta,2.0
2017,,,Legorreta,Porcentaje,Legorreta,1.5
2010,,,Legorreta,Porcentaje,Legorreta,1.4
2014,,,Legorreta,Porcentaje,Legorreta,2.1
2015,,,Legorreta,Porcentaje,Legorreta,2.3
2016,,,Legorreta,Porcentaje,Legorreta,1.6
2018,,,Legorreta,Porcentaje,Legorreta,1.2
2019,,,Legorreta,Porcentaje,Legorreta,1.2
2020,,,Legorreta,Porcentaje,Legorreta,1.0
2014,,,Legutio,Porcentaje,Legutio,1.6
2019,,,Legutio,Porcentaje,Legutio,0.4
2010,,,Legutio,Porcentaje,Legutio,0.9
2012,,,Legutio,Porcentaje,Legutio,1.0
2018,,,Legutio,Porcentaje,Legutio,0.6
2021,,,Legutio,Porcentaje,Legutio,0.4
2015,,,Legutio,Porcentaje,Legutio,1.2
2017,,,Legutio,Porcentaje,Legutio,0.6
2016,,,Legutio,Porcentaje,Legutio,0.9
2020,,,Legutio,Porcentaje,Legutio,0.5
2015,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,5.8
2010,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,4.3
2014,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,4.5
2016,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,6.3
2018,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,5.0
2020,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,8.3
2019,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,6.7
2017,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,7.2
2012,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,4.7
2021,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,8.1
2017,,,Leioa,Porcentaje,Leioa,0.0
2010,,,Leioa,Porcentaje,Leioa,0.0
2020,,,Leioa,Porcentaje,Leioa,0.0
2019,,,Leioa,Porcentaje,Leioa,0.0
2015,,,Leioa,Porcentaje,Leioa,0.0
2014,,,Leioa,Porcentaje,Leioa,0.0
2016,,,Leioa,Porcentaje,Leioa,0.0
2018,,,Leioa,Porcentaje,Leioa,0.0
2012,,,Leioa,Porcentaje,Leioa,0.0
2021,,,Leioa,Porcentaje,Leioa,0.0
2014,,,Lekeitio,Porcentaje,Lekeitio,1.8
2012,,,Lekeitio,Porcentaje,Lekeitio,2.0
2015,,,Lekeitio,Porcentaje,Lekeitio,2.0
2021,,,Lekeitio,Porcentaje,Lekeitio,1.8
2019,,,Lekeitio,Porcentaje,Lekeitio,3.1
2017,,,Lekeitio,Porcentaje,Lekeitio,3.5
2010,,,Lekeitio,Porcentaje,Lekeitio,1.5
2016,,,Lekeitio,Porcentaje,Lekeitio,2.8
2018,,,Lekeitio,Porcentaje,Lekeitio,3.5
2020,,,Lekeitio,Porcentaje,Lekeitio,2.5
2015,,,Lemoa,Porcentaje,Lemoa,0.5
2014,,,Lemoa,Porcentaje,Lemoa,0.5
2017,,,Lemoa,Porcentaje,Lemoa,0.5
2012,,,Lemoa,Porcentaje,Lemoa,0.4
2021,,,Lemoa,Porcentaje,Lemoa,0.7
2010,,,Lemoa,Porcentaje,Lemoa,0.3
2016,,,Lemoa,Porcentaje,Lemoa,0.6
2018,,,Lemoa,Porcentaje,Lemoa,0.5
2020,,,Lemoa,Porcentaje,Lemoa,0.6
2019,,,Lemoa,Porcentaje,Lemoa,0.6
2019,,,Lemoiz,Porcentaje,Lemoiz,9.9
2012,,,Lemoiz,Porcentaje,Lemoiz,6.8
2017,,,Lemoiz,Porcentaje,Lemoiz,7.8
2021,,,Lemoiz,Porcentaje,Lemoiz,11.6
2010,,,Lemoiz,Porcentaje,Lemoiz,3.6
2014,,,Lemoiz,Porcentaje,Lemoiz,7.7
2016,,,Lemoiz,Porcentaje,Lemoiz,6.2
2020,,,Lemoiz,Porcentaje,Lemoiz,12.2
2015,,,Lemoiz,Porcentaje,Lemoiz,5.9
2018,,,Lemoiz,Porcentaje,Lemoiz,6.4
2019,,,Leza,Porcentaje,Leza,44.3
2018,,,Leza,Porcentaje,Leza,48.6
2021,,,Leza,Porcentaje,Leza,35.7
2014,,,Leza,Porcentaje,Leza,23.4
2010,,,Leza,Porcentaje,Leza,14.3
2012,,,Leza,Porcentaje,Leza,15.3
2015,,,Leza,Porcentaje,Leza,29.8
2017,,,Leza,Porcentaje,Leza,29.1
2020,,,Leza,Porcentaje,Leza,37.5
2016,,,Leza,Porcentaje,Leza,32.1
2019,,,Lezama,Porcentaje,Lezama,1.1
2015,,,Lezama,Porcentaje,Lezama,1.1
2012,,,Lezama,Porcentaje,Lezama,1.0
2021,,,Lezama,Porcentaje,Lezama,1.1
2014,,,Lezama,Porcentaje,Lezama,1.0
2016,,,Lezama,Porcentaje,Lezama,1.1
2018,,,Lezama,Porcentaje,Lezama,1.2
2020,,,Lezama,Porcentaje,Lezama,1.0
2017,,,Lezama,Porcentaje,Lezama,1.2
2010,,,Lezama,Porcentaje,Lezama,1.1
2010,,,Lezo,Porcentaje,Lezo,0.2
2014,,,Lezo,Porcentaje,Lezo,0.1
2016,,,Lezo,Porcentaje,Lezo,0.1
2017,,,Lezo,Porcentaje,Lezo,0.2
2018,,,Lezo,Porcentaje,Lezo,0.1
2020,,,Lezo,Porcentaje,Lezo,0.1
2021,,,Lezo,Porcentaje,Lezo,0.1
2015,,,Lezo,Porcentaje,Lezo,0.2
2019,,,Lezo,Porcentaje,Lezo,0.1
2012,,,Lezo,Porcentaje,Lezo,0.1
2021,,,Lizartza,Porcentaje,Lizartza,1.6
2012,,,Lizartza,Porcentaje,Lizartza,1.5
2010,,,Lizartza,Porcentaje,Lizartza,1.2
2019,,,Lizartza,Porcentaje,Lizartza,1.6
2017,,,Lizartza,Porcentaje,Lizartza,1.8
2016,,,Lizartza,Porcentaje,Lizartza,1.6
2015,,,Lizartza,Porcentaje,Lizartza,1.7
2018,,,Lizartza,Porcentaje,Lizartza,1.3
2014,,,Lizartza,Porcentaje,Lizartza,1.6
2020,,,Lizartza,Porcentaje,Lizartza,1.4
2010,,,Loiu,Porcentaje,Loiu,0.2
2014,,,Loiu,Porcentaje,Loiu,0.2
2020,,,Loiu,Porcentaje,Loiu,0.2
2017,,,Loiu,Porcentaje,Loiu,0.2
2021,,,Loiu,Porcentaje,Loiu,0.2
2012,,,Loiu,Porcentaje,Loiu,0.2
2019,,,Loiu,Porcentaje,Loiu,0.2
2016,,,Loiu,Porcentaje,Loiu,0.2
2015,,,Loiu,Porcentaje,Loiu,0.2
2018,,,Loiu,Porcentaje,Loiu,0.1
2018,,,Mallabia,Porcentaje,Mallabia,0.8
2015,,,Mallabia,Porcentaje,Mallabia,1.0
2014,,,Mallabia,Porcentaje,Mallabia,1.0
2019,,,Mallabia,Porcentaje,Mallabia,0.8
2021,,,Mallabia,Porcentaje,Mallabia,0.7
2017,,,Mallabia,Porcentaje,Mallabia,0.9
2010,,,Mallabia,Porcentaje,Mallabia,0.8
2016,,,Mallabia,Porcentaje,Mallabia,1.1
2020,,,Mallabia,Porcentaje,Mallabia,0.8
2012,,,Mallabia,Porcentaje,Mallabia,0.9
2014,,,Mañaria,Porcentaje,Mañaria,1.8
2015,,,Mañaria,Porcentaje,Mañaria,1.8
2019,,,Mañaria,Porcentaje,Mañaria,2.6
2012,,,Mañaria,Porcentaje,Mañaria,1.4
2021,,,Mañaria,Porcentaje,Mañaria,3.8
2010,,,Mañaria,Porcentaje,Mañaria,0.7
2016,,,Mañaria,Porcentaje,Mañaria,2.7
2018,,,Mañaria,Porcentaje,Mañaria,2.4
2020,,,Mañaria,Porcentaje,Mañaria,2.8
2017,,,Mañaria,Porcentaje,Mañaria,2.9
2015,,,Markina-Xemein,Porcentaje,Markina-Xemein,2.2
2016,,,Markina-Xemein,Porcentaje,Markina-Xemein,2.5
2012,,,Markina-Xemein,Porcentaje,Markina-Xemein,1.7
2021,,,Markina-Xemein,Porcentaje,Markina-Xemein,3.8
2019,,,Markina-Xemein,Porcentaje,Markina-Xemein,2.7
2017,,,Markina-Xemein,Porcentaje,Markina-Xemein,2.4
2010,,,Markina-Xemein,Porcentaje,Markina-Xemein,1.3
2014,,,Markina-Xemein,Porcentaje,Markina-Xemein,1.9
2018,,,Markina-Xemein,Porcentaje,Markina-Xemein,2.3
2020,,,Markina-Xemein,Porcentaje,Markina-Xemein,3.0
2019,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,6.7
2017,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,6.3
2010,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,7.8
2012,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,8.1
2021,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,8.0
2015,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,5.3
2014,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,6.9
2016,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,7.4
2018,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,5.7
2020,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,8.0
2021,,,Mendaro,Porcentaje,Mendaro,0.8
2016,,,Mendaro,Porcentaje,Mendaro,0.7
2012,,,Mendaro,Porcentaje,Mendaro,0.4
2017,,,Mendaro,Porcentaje,Mendaro,0.8
2010,,,Mendaro,Porcentaje,Mendaro,0.4
2020,,,Mendaro,Porcentaje,Mendaro,0.6
2015,,,Mendaro,Porcentaje,Mendaro,0.6
2014,,,Mendaro,Porcentaje,Mendaro,0.5
2019,,,Mendaro,Porcentaje,Mendaro,0.7
2018,,,Mendaro,Porcentaje,Mendaro,0.5
2018,,,Mendata,Porcentaje,Mendata,28.6
2014,,,Mendata,Porcentaje,Mendata,22.4
2021,,,Mendata,Porcentaje,Mendata,33.8
2017,,,Mendata,Porcentaje,Mendata,32.0
2015,,,Mendata,Porcentaje,Mendata,25.0
2012,,,Mendata,Porcentaje,Mendata,19.1
2010,,,Mendata,Porcentaje,Mendata,15.7
2016,,,Mendata,Porcentaje,Mendata,29.4
2020,,,Mendata,Porcentaje,Mendata,27.4
2019,,,Mendata,Porcentaje,Mendata,31.1
2010,,,Mendexa,Porcentaje,Mendexa,9.2
2015,,,Mendexa,Porcentaje,Mendexa,9.4
2017,,,Mendexa,Porcentaje,Mendexa,7.8
2012,,,Mendexa,Porcentaje,Mendexa,10.7
2021,,,Mendexa,Porcentaje,Mendexa,10.7
2019,,,Mendexa,Porcentaje,Mendexa,8.7
2014,,,Mendexa,Porcentaje,Mendexa,9.4
2016,,,Mendexa,Porcentaje,Mendexa,7.8
2018,,,Mendexa,Porcentaje,Mendexa,6.6
2020,,,Mendexa,Porcentaje,Mendexa,10.6
2018,,,Meñaka,Porcentaje,Meñaka,6.9
2012,,,Meñaka,Porcentaje,Meñaka,5.6
2017,,,Meñaka,Porcentaje,Meñaka,7.2
2015,,,Meñaka,Porcentaje,Meñaka,5.4
2019,,,Meñaka,Porcentaje,Meñaka,6.7
2010,,,Meñaka,Porcentaje,Meñaka,5.2
2014,,,Meñaka,Porcentaje,Meñaka,5.6
2016,,,Meñaka,Porcentaje,Meñaka,7.2
2020,,,Meñaka,Porcentaje,Meñaka,7.2
2021,,,Meñaka,Porcentaje,Meñaka,8.9
2010,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,23.3
2015,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,31.2
2014,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,34.0
2016,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,38.6
2019,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,34.7
2018,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,39.4
2012,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,21.6
2017,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,36.7
2021,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,25.3
2020,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,26.0
2010,,,Morga,Porcentaje,Morga,14.4
2012,,,Morga,Porcentaje,Morga,13.6
2017,,,Morga,Porcentaje,Morga,18.8
2016,,,Morga,Porcentaje,Morga,19.7
2019,,,Morga,Porcentaje,Morga,13.5
2015,,,Morga,Porcentaje,Morga,17.5
2021,,,Morga,Porcentaje,Morga,21.9
2014,,,Morga,Porcentaje,Morga,15.8
2018,,,Morga,Porcentaje,Morga,15.1
2020,,,Morga,Porcentaje,Morga,20.1
2015,,,Mundaka,Porcentaje,Mundaka,1.2
2019,,,Mundaka,Porcentaje,Mundaka,0.5
2016,,,Mundaka,Porcentaje,Mundaka,1.3
2012,,,Mundaka,Porcentaje,Mundaka,1.9
2021,,,Mundaka,Porcentaje,Mundaka,0.6
2017,,,Mundaka,Porcentaje,Mundaka,0.6
2010,,,Mundaka,Porcentaje,Mundaka,1.2
2014,,,Mundaka,Porcentaje,Mundaka,1.3
2018,,,Mundaka,Porcentaje,Mundaka,0.7
2020,,,Mundaka,Porcentaje,Mundaka,0.6
2014,,,Mungia,Porcentaje,Mungia,0.6
2015,,,Mungia,Porcentaje,Mungia,0.7
2021,,,Mungia,Porcentaje,Mungia,0.5
2019,,,Mungia,Porcentaje,Mungia,0.4
2017,,,Mungia,Porcentaje,Mungia,0.5
2010,,,Mungia,Porcentaje,Mungia,0.6
2016,,,Mungia,Porcentaje,Mungia,0.6
2012,,,Mungia,Porcentaje,Mungia,0.6
2018,,,Mungia,Porcentaje,Mungia,0.4
2020,,,Mungia,Porcentaje,Mungia,0.5
2021,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,19.7
2016,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,12.2
2012,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,9.6
2017,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,11.4
2010,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,10.3
2020,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,12.3
2015,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,10.5
2014,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,10.1
2019,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,13.6
2018,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,11.1
2020,,,Murueta,Porcentaje,Murueta,10.2
2017,,,Murueta,Porcentaje,Murueta,5.7
2015,,,Murueta,Porcentaje,Murueta,4.3
2016,,,Murueta,Porcentaje,Murueta,5.3
2019,,,Murueta,Porcentaje,Murueta,4.4
2012,,,Murueta,Porcentaje,Murueta,3.4
2018,,,Murueta,Porcentaje,Murueta,4.6
2010,,,Murueta,Porcentaje,Murueta,2.4
2014,,,Murueta,Porcentaje,Murueta,4.0
2021,,,Murueta,Porcentaje,Murueta,4.5
2010,,,Muskiz,Porcentaje,Muskiz,0.3
2021,,,Muskiz,Porcentaje,Muskiz,0.2
2015,,,Muskiz,Porcentaje,Muskiz,0.2
2012,,,Muskiz,Porcentaje,Muskiz,0.6
2019,,,Muskiz,Porcentaje,Muskiz,0.2
2017,,,Muskiz,Porcentaje,Muskiz,0.2
2014,,,Muskiz,Porcentaje,Muskiz,0.7
2016,,,Muskiz,Porcentaje,Muskiz,0.2
2018,,,Muskiz,Porcentaje,Muskiz,0.2
2020,,,Muskiz,Porcentaje,Muskiz,0.4
2020,,,Mutiloa,Porcentaje,Mutiloa,8.0
2017,,,Mutiloa,Porcentaje,Mutiloa,14.0
2012,,,Mutiloa,Porcentaje,Mutiloa,8.9
2019,,,Mutiloa,Porcentaje,Mutiloa,7.7
2015,,,Mutiloa,Porcentaje,Mutiloa,10.2
2010,,,Mutiloa,Porcentaje,Mutiloa,5.5
2018,,,Mutiloa,Porcentaje,Mutiloa,7.0
2014,,,Mutiloa,Porcentaje,Mutiloa,10.1
2016,,,Mutiloa,Porcentaje,Mutiloa,11.8
2021,,,Mutiloa,Porcentaje,Mutiloa,11.7
2021,,,Mutriku,Porcentaje,Mutriku,2.7
2012,,,Mutriku,Porcentaje,Mutriku,2.6
2010,,,Mutriku,Porcentaje,Mutriku,2.8
2014,,,Mutriku,Porcentaje,Mutriku,2.1
2015,,,Mutriku,Porcentaje,Mutriku,2.1
2016,,,Mutriku,Porcentaje,Mutriku,2.3
2018,,,Mutriku,Porcentaje,Mutriku,2.4
2019,,,Mutriku,Porcentaje,Mutriku,2.5
2020,,,Mutriku,Porcentaje,Mutriku,2.6
2017,,,Mutriku,Porcentaje,Mutriku,2.5
2012,,,Muxika,Porcentaje,Muxika,6.6
