Year,Actividad económica,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2021,Ganadería,,,Orexa,Porcentaje,Orexa,0.0
2019,Ganadería,,,Orexa,Porcentaje,Orexa,0.0
2016,Ganadería,,,Orexa,Porcentaje,Orexa,0.0
2015,Ganadería,,,Orexa,Porcentaje,Orexa,0.0
2012,Ganadería,,,Orexa,Porcentaje,Orexa,0.0
2014,Ganadería,,,Orexa,Porcentaje,Orexa,0.0
2011,Ganadería,,,Orexa,Porcentaje,Orexa,0.0
2021,Ganadería,,,Orio,Porcentaje,Orio,0.0
2010,Ganadería,,,Orio,Porcentaje,Orio,0.0
2020,Ganadería,,,Orio,Porcentaje,Orio,0.0
2014,Ganadería,,,Orio,Porcentaje,Orio,0.0
2017,Ganadería,,,Orio,Porcentaje,Orio,0.0
2013,Ganadería,,,Orio,Porcentaje,Orio,0.0
2022,Ganadería,,,Orio,Porcentaje,Orio,0.0
2019,Ganadería,,,Orio,Porcentaje,Orio,0.0
2016,Ganadería,,,Orio,Porcentaje,Orio,0.0
2015,Ganadería,,,Orio,Porcentaje,Orio,0.0
2012,Ganadería,,,Orio,Porcentaje,Orio,0.0
2011,Ganadería,,,Orio,Porcentaje,Orio,0.0
2018,Ganadería,,,Orio,Porcentaje,Orio,0.0
2019,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2017,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2020,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2014,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2013,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2010,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2022,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2021,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2018,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2016,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2015,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2012,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2011,Ganadería,,,Ormaiztegi,Porcentaje,Ormaiztegi,0.0
2012,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2018,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2022,Ganadería,,,Orozko,Porcentaje,Orozko,1.7
2020,Ganadería,,,Orozko,Porcentaje,Orozko,0.9
2019,Ganadería,,,Orozko,Porcentaje,Orozko,0.8
2015,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2014,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2010,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2017,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2013,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2021,Ganadería,,,Orozko,Porcentaje,Orozko,0.9
2016,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2011,Ganadería,,,Orozko,Porcentaje,Orozko,0.0
2016,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2017,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2011,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2020,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2012,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2022,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2019,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2018,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2015,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2014,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2010,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2013,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2021,Ganadería,,,Ortuella,Porcentaje,Ortuella,0.0
2017,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2014,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2022,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2021,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2013,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2020,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2019,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2016,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2015,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2011,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2010,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2012,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2018,Ganadería,,,Otxandio,Porcentaje,Otxandio,0.0
2021,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2012,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2014,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2011,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2013,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2016,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2022,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2019,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2017,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2015,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2010,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2018,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2020,Ganadería,,,Oyón-Oion,Porcentaje,Oyón-Oion,0.0
2010,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2021,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2014,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2017,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2018,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2020,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2013,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2011,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2022,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2019,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2016,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2015,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2012,Ganadería,,,Pasaia,Porcentaje,Pasaia,0.0
2019,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2010,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2013,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2015,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2016,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2022,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2012,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2020,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2021,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2017,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2014,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2018,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2011,Ganadería,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,0.0
2010,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2020,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2016,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2012,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2021,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2015,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2022,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2018,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2017,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2014,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2013,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2019,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2011,Ganadería,,,Plentzia,Porcentaje,Plentzia,0.0
2017,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2018,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2021,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2012,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2020,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2019,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2016,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2015,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2011,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2022,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2014,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2010,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2013,Ganadería,,,Portugalete,Porcentaje,Portugalete,0.0
2011,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2012,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2017,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2022,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2016,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2019,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2020,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,100.0
2018,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2015,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2010,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2013,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2021,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2014,Ganadería,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,0.0
2021,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2020,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2013,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2014,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2011,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2019,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2022,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2018,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2015,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2012,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2010,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2017,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2016,Ganadería,,,Samaniego,Porcentaje,Samaniego,0.0
2013,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2017,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2018,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2016,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2020,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2021,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2015,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,2.9
2010,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2022,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,7.7
2019,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2014,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,2.9
2011,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2012,Ganadería,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,0.0
2014,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2011,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2015,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2019,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2021,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2017,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2016,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2013,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2012,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2010,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2018,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2022,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2020,Ganadería,,,Santurtzi,Porcentaje,Santurtzi,0.0
2010,Ganadería,,,Segura,Porcentaje,Segura,0.0
2014,Ganadería,,,Segura,Porcentaje,Segura,2.6
2017,Ganadería,,,Segura,Porcentaje,Segura,2.6
2011,Ganadería,,,Segura,Porcentaje,Segura,2.6
2018,Ganadería,,,Segura,Porcentaje,Segura,2.6
2020,Ganadería,,,Segura,Porcentaje,Segura,3.6
2013,Ganadería,,,Segura,Porcentaje,Segura,2.6
2016,Ganadería,,,Segura,Porcentaje,Segura,2.6
2022,Ganadería,,,Segura,Porcentaje,Segura,7.1
2021,Ganadería,,,Segura,Porcentaje,Segura,3.6
2019,Ganadería,,,Segura,Porcentaje,Segura,2.6
2015,Ganadería,,,Segura,Porcentaje,Segura,2.6
2012,Ganadería,,,Segura,Porcentaje,Segura,2.6
2018,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2015,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2017,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2020,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2010,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2019,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2014,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2013,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2021,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2016,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2012,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2011,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2022,Ganadería,,,Sondika,Porcentaje,Sondika,0.0
2018,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2014,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2022,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2021,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2020,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2017,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2015,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2011,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2010,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2012,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2016,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2019,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2013,Ganadería,,,Sopela,Porcentaje,Sopela,0.0
2021,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2014,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2016,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2020,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2018,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2017,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2013,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2012,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2015,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2011,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2019,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2010,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2022,Ganadería,,,Sopuerta,Porcentaje,Sopuerta,0.0
2021,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,3.7
2010,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2014,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2017,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2013,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2018,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2020,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,3.7
2022,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,3.7
2019,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2016,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2015,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2012,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2011,Ganadería,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,0.0
2013,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2010,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2018,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2014,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2022,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2021,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2017,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2015,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2012,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2011,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2020,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2019,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2016,Ganadería,,,Sukarrieta,Porcentaje,Sukarrieta,0.0
2014,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2016,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2020,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.3
2013,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2022,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.3
2019,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2018,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2015,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2012,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2017,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2011,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2010,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.1
2021,Ganadería,,,Tolosa,Porcentaje,Tolosa,1.3
2017,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2011,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2021,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2012,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2016,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2020,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2015,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2013,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2010,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2022,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2018,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2014,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2019,Ganadería,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,0.0
2020,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2014,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2019,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2010,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2013,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2022,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2016,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2015,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2012,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2011,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2021,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2018,Ganadería,,,Ubide,Porcentaje,Ubide,0.0
2017,Ganadería,,,Ubide,Porcentaje,Ubide,9.1
2013,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2014,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2018,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2022,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2021,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2017,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2015,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2011,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2010,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2012,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2019,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2016,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2020,Ganadería,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,0.0
2015,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2011,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2016,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2010,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2022,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2018,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2017,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2014,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2013,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2021,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2020,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2012,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2019,Ganadería,,,Urduliz,Porcentaje,Urduliz,0.0
2020,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,8.2
2016,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,11.8
2011,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,10.3
2021,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,11.0
2015,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,7.4
2022,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,15.1
2019,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,13.2
2017,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,13.2
2013,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,13.2
2012,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,10.3
2010,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,8.8
2014,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,8.8
2018,Ganadería,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,13.2
2022,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,8.3
2010,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2020,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,6.3
2014,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2012,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2013,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2017,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2021,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,6.3
2018,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2016,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2011,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2019,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,4.1
2015,Ganadería,,,Urkabustaiz,Porcentaje,Urkabustaiz,0.0
2015,Ganadería,,,Urnieta,Porcentaje,Urnieta,0.0
2010,Ganadería,,,Urnieta,Porcentaje,Urnieta,0.0
2018,Ganadería,,,Urnieta,Porcentaje,Urnieta,0.0
2011,Ganadería,,,Urnieta,Porcentaje,Urnieta,1.4
2021,Ganadería,,,Urnieta,Porcentaje,Urnieta,1.8
2014,Ganadería,,,Urnieta,Porcentaje,Urnieta,0.0
2020,Ganadería,,,Urnieta,Porcentaje,Urnieta,0.0
2019,Ganadería,,,Urnieta,Porcentaje,Urnieta,0.0
2017,Ganadería,,,Urnieta,Porcentaje,Urnieta,0.0
