Year,Serie,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Unidad,GeoCode,Value
2017,RGI,Male,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2018,RGI,Male,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2019,RGI,Male,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,3.4
2020,RGI,Male,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,3.3
2021,RGI,Male,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2022,RGI,Male,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,3.3
2014,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,4.5
2015,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,4.5
2016,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2017,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2018,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,4.6
2019,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,9.1
2020,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,13.3
2021,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,4.4
2022,RGI,Female,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2014,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2015,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2016,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2017,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2018,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2019,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,40.0
2020,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,34.5
2021,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,33.3
2022,RGI,,TIT,MIGRANT,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2010,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,5.9
2011,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,9.9
2012,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,3.9
2013,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,3.9
2014,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,2.0
2015,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,2.0
2016,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2017,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,0.0
2018,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,2.0
2019,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,5.8
2020,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,7.6
2021,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,1.9
2022,RGI,,TIT,,,,,Gabiria,"Per 1,000 people",Gabiria,1.9
2014,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,15.8
2015,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,10.7
2016,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,14.3
2017,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,16.9
2018,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,13.3
2019,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,9.9
2020,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,12.6
2021,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,8.4
2022,RGI,Male,TIT,,,,,Getaria,"Per 1,000 people",Getaria,7.6
2014,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,16.8
2015,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,16.6
2016,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,11.4
2017,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,9.9
2018,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,15.5
2019,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,13.4
2020,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,14.2
2021,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,11.3
2022,RGI,Female,TIT,,,,,Getaria,"Per 1,000 people",Getaria,7.7
2014,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,56.0
2015,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,53.5
2016,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,80.0
2017,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,90.2
2018,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,76.6
2019,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,66.2
2020,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,67.4
2021,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,38.7
2022,RGI,,TIT,MIGRANT,,,,Getaria,"Per 1,000 people",Getaria,34.8
2010,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,9.8
2011,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,12.1
2012,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,10.9
2013,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,13.7
2014,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,16.3
2015,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,13.6
2016,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,12.9
2017,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,13.4
2018,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,14.4
2019,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,11.7
2020,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,13.4
2021,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,9.9
2022,RGI,,TIT,,,,,Getaria,"Per 1,000 people",Getaria,7.6
2014,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,19.3
2015,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,19.1
2016,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,19.5
2017,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,18.4
2018,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,16.2
2019,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,15.1
2020,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,16.2
2021,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,16.0
2022,RGI,Male,TIT,,,,ES2004,,"Per 1,000 people",ES2004,15.2
2014,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,27.1
2015,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,26.0
2016,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,26.0
2017,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,24.3
2018,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,22.3
2019,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,21.4
2020,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,22.8
2021,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,20.8
2022,RGI,Female,TIT,,,,ES2004,,"Per 1,000 people",ES2004,19.4
2014,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,74.1
2015,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,70.0
2016,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,71.4
2017,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,70.6
2018,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,59.3
2019,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,52.0
2020,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,60.4
2021,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,60.9
2022,RGI,,TIT,MIGRANT,,,ES2004,,"Per 1,000 people",ES2004,51.3
2010,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,16.6
2011,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,18.4
2012,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,18.9
2013,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,21.7
2014,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,23.3
2015,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,22.7
2016,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,22.9
2017,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,21.5
2018,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,19.4
2019,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,18.4
2020,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,19.6
2021,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,18.5
2022,RGI,,TIT,,,,ES2004,,"Per 1,000 people",ES2004,17.4
2014,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,21.6
2015,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,22.3
2016,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,21.1
2017,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,20.9
2018,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,17.4
2019,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,16.4
2020,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,16.3
2021,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,16.4
2022,RGI,Male,TIT,,,,,Hernani,"Per 1,000 people",Hernani,16.9
2014,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,24.4
2015,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,24.1
2016,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,24.4
2017,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,22.5
2018,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,21.7
2019,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,20.6
2020,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,24.2
2021,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,23.3
2022,RGI,Female,TIT,,,,,Hernani,"Per 1,000 people",Hernani,21.6
2014,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,92.1
2015,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,90.3
2016,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,78.4
2017,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,79.3
2018,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,64.8
2019,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,64.7
2020,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,77.3
2021,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,84.2
2022,RGI,,TIT,MIGRANT,,,,Hernani,"Per 1,000 people",Hernani,64.3
2010,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,14.9
2011,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,17.5
2012,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,17.8
2013,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,21.2
2014,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,23.0
2015,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,23.2
2016,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,22.8
2017,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,21.7
2018,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,19.6
2019,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,18.5
2020,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,20.4
2021,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,19.9
2022,RGI,,TIT,,,,,Hernani,"Per 1,000 people",Hernani,19.3
2014,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,18.1
2015,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,6.2
2016,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,6.4
2017,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,6.3
2018,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2019,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2020,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2021,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2022,RGI,Male,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2014,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,6.3
2015,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2016,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2017,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2018,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2019,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2020,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2021,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2022,RGI,Female,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,13.3
2014,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2015,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2016,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2017,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2018,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2019,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2020,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2021,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2022,RGI,,TIT,MIGRANT,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2010,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,11.5
2011,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,11.4
2012,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,11.7
2013,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,11.7
2014,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,12.3
2015,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,3.2
2016,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,3.2
2017,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,3.2
2018,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2019,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2020,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2021,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,0.0
2022,RGI,,TIT,,,,,Hernialde,"Per 1,000 people",Hernialde,6.4
2014,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,18.3
2015,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,19.2
2016,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,16.8
2017,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,15.7
2018,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,11.4
2019,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,12.3
2020,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,13.5
2021,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,13.0
2022,RGI,Male,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,10.5
2014,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,29.2
2015,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,27.7
2016,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,22.5
2017,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,22.9
2018,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,20.9
2019,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,22.4
2020,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,21.4
2021,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,14.3
2022,RGI,Female,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,10.1
2014,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,123.8
2015,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,123.8
2016,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,104.0
2017,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,106.5
2018,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,79.3
2019,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,77.9
2020,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,84.7
2021,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,60.9
2022,RGI,,TIT,MIGRANT,,,,Ibarra,"Per 1,000 people",Ibarra,46.4
2010,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,15.3
2011,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,17.3
2012,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,17.8
2013,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,17.9
2014,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,23.7
2015,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,23.5
2016,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,19.6
2017,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,19.4
2018,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,16.2
2019,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,17.4
2020,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,17.5
2021,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,13.6
2022,RGI,,TIT,,,,,Ibarra,"Per 1,000 people",Ibarra,10.3
2014,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,8.4
2015,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,7.6
2016,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.9
2017,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,4.2
2018,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,4.1
2019,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.8
2020,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,9.2
2021,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,6.7
2022,RGI,Male,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,6.0
2014,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,12.2
2015,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,10.4
2016,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,11.0
2017,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,6.8
2018,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.1
2019,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.1
2020,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.2
2021,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,2.6
2022,RGI,Female,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.2
2014,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,69.8
2015,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,67.2
2016,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,61.1
2017,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,22.7
2018,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,22.7
2019,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,38.5
2020,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,51.6
2021,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,43.8
2022,RGI,,TIT,MIGRANT,,,,Idiazabal,"Per 1,000 people",Idiazabal,22.9
2010,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,3.9
2011,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.6
2012,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,7.3
2013,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,9.8
2014,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,10.3
2015,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,9.0
2016,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,8.4
2017,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.5
2018,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,4.6
2019,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.5
2020,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,7.3
2021,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,4.7
2022,RGI,,TIT,,,,,Idiazabal,"Per 1,000 people",Idiazabal,5.6
2014,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,23.8
2015,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,20.1
2016,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,19.8
2017,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,19.7
2018,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,27.1
2019,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,27.7
2020,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,16.2
2021,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,24.3
2022,RGI,Male,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,24.8
2014,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,25.9
2015,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,21.3
2016,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,21.0
2017,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,24.9
2018,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,24.2
2019,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,30.0
2020,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,30.6
2021,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,30.6
2022,RGI,Female,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,25.6
2014,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,93.8
2015,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,97.6
2016,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,88.2
2017,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,42.6
2018,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,92.6
2019,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,125.0
2020,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,109.1
2021,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,127.0
2022,RGI,,TIT,MIGRANT,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,127.0
2010,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,13.0
2011,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,12.9
2012,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,17.4
2013,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,21.7
2014,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,24.8
2015,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,20.7
2016,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,20.4
2017,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,22.2
2018,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,25.7
