Year,Series,Tipo de valor,Territorio,Units,Value
2019,Valor añadido del sector manufacturo,Nominal,Elburgo/Burgelu,Euro per cápita,422.5
2020,Valor añadido del sector manufacturo,Nominal,Añana,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Arantzazu,Euro per cápita,3483.2
2021,Valor añadido del sector manufacturo,Nominal,Zalduondo,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Larraul,Euro per cápita,818.5
2015,Valor añadido del sector manufacturo,Nominal,Leioa,Euro per cápita,4278.2
2018,Valor añadido del sector manufacturo,Nominal,Arantzazu,Euro per cápita,4005.4
2019,Valor añadido del sector manufacturo,Nominal,Arantzazu,Euro per cápita,3903.3
2019,Valor añadido del sector manufacturo,Nominal,Añana,Euro per cápita,0.0
2016,Valor añadido del sector manufacturo,Nominal,Arantzazu,Euro per cápita,4327.1
2014,Valor añadido del sector manufacturo,Nominal,Arantzazu,Euro per cápita,2746.4
2016,Valor añadido del sector manufacturo,Nominal,Zalduondo,Euro per cápita,0.0
2014,Valor añadido del sector manufacturo,Nominal,Bidania-Goiatz,Euro per cápita,4695.4
2020,Valor añadido del sector manufacturo,Nominal,Elburgo/Burgelu,Euro per cápita,325.3
2018,Valor añadido del sector manufacturo,Nominal,Añana,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Berrobi,Euro per cápita,2839.3
2020,Valor añadido del sector manufacturo,Nominal,Berrobi,Euro per cápita,3422.7
2017,Valor añadido del sector manufacturo,Nominal,Berrobi,Euro per cápita,3054.3
2017,Valor añadido del sector manufacturo,Nominal,Arantzazu,Euro per cápita,3660.4
2021,Valor añadido del sector manufacturo,Nominal,Berrobi,Euro per cápita,2594.5
2021,Valor añadido del sector manufacturo,Nominal,Arantzazu,Euro per cápita,3756.3
2015,Valor añadido del sector manufacturo,Nominal,Lemoa,Euro per cápita,8912.0
2014,Valor añadido del sector manufacturo,Nominal,Aramaio,Euro per cápita,3679.1
2018,Valor añadido del sector manufacturo,Nominal,Añana (comarca),Euro per cápita,26414.0
2016,Valor añadido del sector manufacturo,Nominal,Kuartango,Euro per cápita,793.9
2015,Valor añadido del sector manufacturo,Nominal,Arantzazu,Euro per cápita,3464.6
2019,Valor añadido del sector manufacturo,Nominal,Berrobi,Euro per cápita,3869.5
2014,Valor añadido del sector manufacturo,Nominal,Arakaldo,Euro per cápita,11047.9
2017,Valor añadido del sector manufacturo,Nominal,Barrundia,Euro per cápita,903.8
2021,Valor añadido del sector manufacturo,Nominal,Arakaldo,Euro per cápita,684.4
2016,Valor añadido del sector manufacturo,Nominal,Berrobi,Euro per cápita,2765.4
2019,Valor añadido del sector manufacturo,Nominal,Arakaldo,Euro per cápita,1097.9
2016,Valor añadido del sector manufacturo,Nominal,Arakaldo,Euro per cápita,1622.0
2020,Valor añadido del sector manufacturo,Nominal,Arakaldo,Euro per cápita,664.7
2018,Valor añadido del sector manufacturo,Nominal,Arakaldo,Euro per cápita,1571.0
2015,Valor añadido del sector manufacturo,Nominal,Añana,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Arakaldo,Euro per cápita,1378.0
2016,Valor añadido del sector manufacturo,Nominal,Añana,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Lazkao,Euro per cápita,6608.6
2015,Valor añadido del sector manufacturo,Nominal,Lemoiz,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Kuartango,Euro per cápita,754.6
2016,Valor añadido del sector manufacturo,Nominal,Ribera Baja/Erriberabeitia,Euro per cápita,33051.0
2017,Valor añadido del sector manufacturo,Nominal,Arakaldo,Euro per cápita,1657.5
2014,Valor añadido del sector manufacturo,Nominal,Artziniega,Euro per cápita,6388.5
2016,Valor añadido del sector manufacturo,Nominal,Lekeitio,Euro per cápita,327.3
2014,Valor añadido del sector manufacturo,Nominal,Lekeitio,Euro per cápita,289.0
2016,Valor añadido del sector manufacturo,Nominal,Amoroto,Euro per cápita,22622.6
2019,Valor añadido del sector manufacturo,Nominal,Amoroto,Euro per cápita,37827.7
2014,Valor añadido del sector manufacturo,Nominal,Amoroto,Euro per cápita,25122.4
2014,Valor añadido del sector manufacturo,Nominal,Berrobi,Euro per cápita,2830.4
2020,Valor añadido del sector manufacturo,Nominal,Amoroto,Euro per cápita,33320.3
2018,Valor añadido del sector manufacturo,Nominal,Amoroto,Euro per cápita,29458.9
2015,Valor añadido del sector manufacturo,Nominal,Ribera Baja/Erriberabeitia,Euro per cápita,30992.0
2018,Valor añadido del sector manufacturo,Nominal,Berrobi,Euro per cápita,4434.1
2015,Valor añadido del sector manufacturo,Nominal,Amoroto,Euro per cápita,21422.6
2016,Valor añadido del sector manufacturo,Nominal,Berastegi,Euro per cápita,17566.5
2018,Valor añadido del sector manufacturo,Nominal,Ribera Baja/Erriberabeitia,Euro per cápita,23838.5
2015,Valor añadido del sector manufacturo,Nominal,Berastegi,Euro per cápita,16774.0
2020,Valor añadido del sector manufacturo,Nominal,Mallabia,Euro per cápita,96368.8
2018,Valor añadido del sector manufacturo,Nominal,,Euro per cápita,6595.3
2020,Valor añadido del sector manufacturo,Nominal,Berastegi,Euro per cápita,13806.1
2021,Valor añadido del sector manufacturo,Nominal,Amoroto,Euro per cápita,34175.9
2021,Valor añadido del sector manufacturo,Nominal,Amurrio,Euro per cápita,11452.3
2017,Valor añadido del sector manufacturo,Nominal,Amoroto,Euro per cápita,25312.6
2014,Valor añadido del sector manufacturo,Nominal,Ribera Baja/Erriberabeitia,Euro per cápita,24768.9
2017,Valor añadido del sector manufacturo,Nominal,Berastegi,Euro per cápita,15084.4
2015,Valor añadido del sector manufacturo,Nominal,Amorebieta-Etxano,Euro per cápita,9598.5
2018,Valor añadido del sector manufacturo,Nominal,Amorebieta-Etxano,Euro per cápita,12120.4
2021,Valor añadido del sector manufacturo,Nominal,Amorebieta-Etxano,Euro per cápita,13376.8
2017,Valor añadido del sector manufacturo,Nominal,Goierri,Euro per cápita,15781.7
2021,Valor añadido del sector manufacturo,Nominal,Ribera Baja/Erriberabeitia,Euro per cápita,30843.0
2019,Valor añadido del sector manufacturo,Nominal,Amorebieta-Etxano,Euro per cápita,12684.5
2016,Valor añadido del sector manufacturo,Nominal,Amorebieta-Etxano,Euro per cápita,10673.8
2017,Valor añadido del sector manufacturo,Nominal,Kuartango,Euro per cápita,664.8
2014,Valor añadido del sector manufacturo,Nominal,Amorebieta-Etxano,Euro per cápita,9677.1
2021,Valor añadido del sector manufacturo,Nominal,Goierri,Euro per cápita,17426.5
2016,Valor añadido del sector manufacturo,Nominal,Mañaria,Euro per cápita,9794.2
2017,Valor añadido del sector manufacturo,Nominal,Zambrana,Euro per cápita,110.7
2014,Valor añadido del sector manufacturo,Nominal,Mañaria,Euro per cápita,9338.6
2020,Valor añadido del sector manufacturo,Nominal,Goierri,Euro per cápita,15513.9
2017,Valor añadido del sector manufacturo,Nominal,Ribera Baja/Erriberabeitia,Euro per cápita,25083.3
2017,Valor añadido del sector manufacturo,Nominal,Amorebieta-Etxano,Euro per cápita,12550.1
2020,Valor añadido del sector manufacturo,Nominal,Amorebieta-Etxano,Euro per cápita,10954.2
2014,Valor añadido del sector manufacturo,Nominal,Berastegi,Euro per cápita,17017.7
2021,Valor añadido del sector manufacturo,Nominal,Abanto y Ciérvana-Abanto Zierbena,Euro per cápita,12209.5
2015,Valor añadido del sector manufacturo,Nominal,Zambrana,Euro per cápita,124.8
2018,Valor añadido del sector manufacturo,Nominal,Berastegi,Euro per cápita,16151.6
2014,Valor añadido del sector manufacturo,Nominal,Abanto y Ciérvana-Abanto Zierbena,Euro per cápita,8977.2
2020,Valor añadido del sector manufacturo,Nominal,Abanto y Ciérvana-Abanto Zierbena,Euro per cápita,11358.5
2019,Valor añadido del sector manufacturo,Nominal,Berastegi,Euro per cápita,14604.3
2016,Valor añadido del sector manufacturo,Nominal,Abanto y Ciérvana-Abanto Zierbena,Euro per cápita,10150.5
2019,Valor añadido del sector manufacturo,Nominal,Abanto y Ciérvana-Abanto Zierbena,Euro per cápita,11978.9
2021,Valor añadido del sector manufacturo,Nominal,Berastegi,Euro per cápita,17789.7
2017,Valor añadido del sector manufacturo,Nominal,Abanto y Ciérvana-Abanto Zierbena,Euro per cápita,11529.4
2014,Valor añadido del sector manufacturo,Nominal,Markina-Ondarroa,Euro per cápita,7476.7
2019,Valor añadido del sector manufacturo,Nominal,Kuartango,Euro per cápita,530.8
2019,Valor añadido del sector manufacturo,Nominal,Ribera Baja/Erriberabeitia,Euro per cápita,24690.9
2021,Valor añadido del sector manufacturo,Nominal,Belauntza,Euro per cápita,59275.0
2015,Valor añadido del sector manufacturo,Nominal,Abanto y Ciérvana-Abanto Zierbena,Euro per cápita,9814.7
2016,Valor añadido del sector manufacturo,Nominal,Belauntza,Euro per cápita,48627.5
2019,Valor añadido del sector manufacturo,Nominal,Belauntza,Euro per cápita,58042.4
2020,Valor añadido del sector manufacturo,Nominal,Belauntza,Euro per cápita,58893.1
2020,Valor añadido del sector manufacturo,Nominal,Kuartango,Euro per cápita,-10.4
2018,Valor añadido del sector manufacturo,Nominal,Abanto y Ciérvana-Abanto Zierbena,Euro per cápita,11104.3
2017,Valor añadido del sector manufacturo,Nominal,Belauntza,Euro per cápita,54978.6
2018,Valor añadido del sector manufacturo,Nominal,Abadiño,Euro per cápita,37497.8
2020,Valor añadido del sector manufacturo,Nominal,Artziniega,Euro per cápita,5096.2
2020,Valor añadido del sector manufacturo,Nominal,Markina-Xemein,Euro per cápita,3833.0
2017,Valor añadido del sector manufacturo,Nominal,Zuia,Euro per cápita,2435.1
2014,Valor añadido del sector manufacturo,Nominal,Markina-Xemein,Euro per cápita,3707.0
2015,Valor añadido del sector manufacturo,Nominal,Belauntza,Euro per cápita,51288.2
2020,Valor añadido del sector manufacturo,Nominal,Abadiño,Euro per cápita,29952.5
2015,Valor añadido del sector manufacturo,Nominal,Abadiño,Euro per cápita,31306.4
2021,Valor añadido del sector manufacturo,Nominal,Abadiño,Euro per cápita,29705.7
2019,Valor añadido del sector manufacturo,Nominal,Abadiño,Euro per cápita,38760.4
2016,Valor añadido del sector manufacturo,Nominal,Abadiño,Euro per cápita,35772.2
2020,Valor añadido del sector manufacturo,Nominal,Ribera Baja/Erriberabeitia,Euro per cápita,28341.0
2014,Valor añadido del sector manufacturo,Nominal,Abadiño,Euro per cápita,31641.9
2017,Valor añadido del sector manufacturo,Nominal,Añana (comarca),Euro per cápita,26180.2
2021,Valor añadido del sector manufacturo,Nominal,Kuartango,Euro per cápita,1006.3
2017,Valor añadido del sector manufacturo,Nominal,Abadiño,Euro per cápita,35385.7
2014,Valor añadido del sector manufacturo,Nominal,Belauntza,Euro per cápita,34470.1
2018,Valor añadido del sector manufacturo,Nominal,Ziortza-Bolibar,Euro per cápita,187.6
2018,Valor añadido del sector manufacturo,Nominal,Belauntza,Euro per cápita,64197.7
2014,Valor añadido del sector manufacturo,Nominal,Kuartango,Euro per cápita,0.0
2017,Valor añadido del sector manufacturo,Nominal,Erriberagoitia/Ribera Alta,Euro per cápita,991.5
2018,Valor añadido del sector manufacturo,Nominal,Zuia,Euro per cápita,1080.9
2018,Valor añadido del sector manufacturo,Nominal,Maruri-Jatabe,Euro per cápita,274.3
2015,Valor añadido del sector manufacturo,Nominal,Beizama,Euro per cápita,1298.8
2018,Valor añadido del sector manufacturo,Nominal,Erriberagoitia/Ribera Alta,Euro per cápita,941.7
2019,Valor añadido del sector manufacturo,Nominal,Beizama,Euro per cápita,2491.8
2020,Valor añadido del sector manufacturo,Nominal,Beizama,Euro per cápita,4380.2
2016,Valor añadido del sector manufacturo,Nominal,Erriberagoitia/Ribera Alta,Euro per cápita,975.7
2018,Valor añadido del sector manufacturo,Nominal,Beizama,Euro per cápita,2177.4
2021,Valor añadido del sector manufacturo,Nominal,Erriberagoitia/Ribera Alta,Euro per cápita,1390.6
2021,Valor añadido del sector manufacturo,Nominal,Beizama,Euro per cápita,3834.8
2020,Valor añadido del sector manufacturo,Nominal,Erriberagoitia/Ribera Alta,Euro per cápita,1114.8
2014,Valor añadido del sector manufacturo,Nominal,Beizama,Euro per cápita,1349.0
2020,Valor añadido del sector manufacturo,Nominal,Legazpi,Euro per cápita,11579.8
2016,Valor añadido del sector manufacturo,Nominal,Mendata,Euro per cápita,0.0
2014,Valor añadido del sector manufacturo,Nominal,Erriberagoitia/Ribera Alta,Euro per cápita,841.4
2018,Valor añadido del sector manufacturo,Nominal,Kuartango,Euro per cápita,422.1
2015,Valor añadido del sector manufacturo,Nominal,Erriberagoitia/Ribera Alta,Euro per cápita,672.6
2014,Valor añadido del sector manufacturo,Nominal,Mendata,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Legazpi,Euro per cápita,13591.5
2016,Valor añadido del sector manufacturo,Nominal,Beizama,Euro per cápita,1928.3
2017,Valor añadido del sector manufacturo,Nominal,Beizama,Euro per cápita,2133.9
2017,Valor añadido del sector manufacturo,Nominal,Debabarrena / Bajo Deba,Euro per cápita,10507.9
2021,Valor añadido del sector manufacturo,Nominal,Asparrena,Euro per cápita,35634.8
2018,Valor añadido del sector manufacturo,Nominal,Debabarrena / Bajo Deba,Euro per cápita,10744.4
2016,Valor añadido del sector manufacturo,Nominal,Villabona,Euro per cápita,3759.0
2017,Valor añadido del sector manufacturo,Nominal,Ziortza-Bolibar,Euro per cápita,328.3
2015,Valor añadido del sector manufacturo,Nominal,Arabako Lautada / Llanada Alavesa,Euro per cápita,7225.4
2021,Valor añadido del sector manufacturo,Nominal,Debabarrena / Bajo Deba,Euro per cápita,10323.4
2016,Valor añadido del sector manufacturo,Nominal,Debabarrena / Bajo Deba,Euro per cápita,10405.9
2020,Valor añadido del sector manufacturo,Nominal,Debabarrena / Bajo Deba,Euro per cápita,9275.0
2019,Valor añadido del sector manufacturo,Nominal,Erriberagoitia/Ribera Alta,Euro per cápita,1160.9
2015,Valor añadido del sector manufacturo,Nominal,Debabarrena / Bajo Deba,Euro per cápita,9983.3
2014,Valor añadido del sector manufacturo,Nominal,Debabarrena / Bajo Deba,Euro per cápita,9574.7
2019,Valor añadido del sector manufacturo,Nominal,Debabarrena / Bajo Deba,Euro per cápita,10641.2
2018,Valor añadido del sector manufacturo,Nominal,Peñacerrada-Urizaharra,Euro per cápita,467.5
2020,Valor añadido del sector manufacturo,Nominal,Peñacerrada-Urizaharra,Euro per cápita,407.2
2020,Valor añadido del sector manufacturo,Nominal,Beasain,Euro per cápita,33875.5
2017,Valor añadido del sector manufacturo,Nominal,Beasain,Euro per cápita,29404.1
2021,Valor añadido del sector manufacturo,Nominal,Ziortza-Bolibar,Euro per cápita,210.4
2019,Valor añadido del sector manufacturo,Nominal,Asparrena,Euro per cápita,53229.8
2017,Valor añadido del sector manufacturo,Nominal,Amurrio,Euro per cápita,19559.0
2014,Valor añadido del sector manufacturo,Nominal,Beasain,Euro per cápita,22879.9
2020,Valor añadido del sector manufacturo,Nominal,Arabako Lautada / Llanada Alavesa,Euro per cápita,6631.8
2015,Valor añadido del sector manufacturo,Nominal,Iruña Oka/Iruña de Oca,Euro per cápita,11410.9
2019,Valor añadido del sector manufacturo,Nominal,Mendexa,Euro per cápita,1834.9
2018,Valor añadido del sector manufacturo,Nominal,Legorreta,Euro per cápita,16124.4
2019,Valor añadido del sector manufacturo,Nominal,Beasain,Euro per cápita,37125.6
2016,Valor añadido del sector manufacturo,Nominal,Peñacerrada-Urizaharra,Euro per cápita,572.5
2015,Valor añadido del sector manufacturo,Nominal,Beasain,Euro per cápita,24038.4
2021,Valor añadido del sector manufacturo,Nominal,Beasain,Euro per cápita,35957.3
2021,Valor añadido del sector manufacturo,Nominal,Arabako Lautada / Llanada Alavesa,Euro per cápita,7574.6
2017,Valor añadido del sector manufacturo,Nominal,Peñacerrada-Urizaharra,Euro per cápita,570.4
2018,Valor añadido del sector manufacturo,Nominal,Beasain,Euro per cápita,36131.1
2016,Valor añadido del sector manufacturo,Nominal,Beasain,Euro per cápita,24080.6
2021,Valor añadido del sector manufacturo,Nominal,Lanciego/Lantziego,Euro per cápita,30720.9
2014,Valor añadido del sector manufacturo,Nominal,Iruña Oka/Iruña de Oca,Euro per cápita,10645.7
2018,Valor añadido del sector manufacturo,Nominal,Azpeitia,Euro per cápita,10129.7
2015,Valor añadido del sector manufacturo,Nominal,Azpeitia,Euro per cápita,8395.7
2015,Valor añadido del sector manufacturo,Nominal,Amurrio,Euro per cápita,17210.8
2015,Valor añadido del sector manufacturo,Nominal,Asparrena,Euro per cápita,47687.0
2016,Valor añadido del sector manufacturo,Nominal,Arabako Lautada / Llanada Alavesa,Euro per cápita,7372.2
2019,Valor añadido del sector manufacturo,Nominal,Peñacerrada-Urizaharra,Euro per cápita,466.1
2020,Valor añadido del sector manufacturo,Nominal,Azpeitia,Euro per cápita,8654.4
2014,Valor añadido del sector manufacturo,Nominal,Ugao-Miraballes,Euro per cápita,3534.5
2017,Valor añadido del sector manufacturo,Nominal,Azpeitia,Euro per cápita,9128.9
2015,Valor añadido del sector manufacturo,Nominal,Peñacerrada-Urizaharra,Euro per cápita,544.5
2016,Valor añadido del sector manufacturo,Nominal,Azpeitia,Euro per cápita,9077.5
2014,Valor añadido del sector manufacturo,Nominal,Arabako Lautada / Llanada Alavesa,Euro per cápita,6651.8
2014,Valor añadido del sector manufacturo,Nominal,Peñacerrada-Urizaharra,Euro per cápita,568.9
2021,Valor añadido del sector manufacturo,Nominal,Azpeitia,Euro per cápita,10124.7
2017,Valor añadido del sector manufacturo,Nominal,Iruña Oka/Iruña de Oca,Euro per cápita,10996.3
2017,Valor añadido del sector manufacturo,Nominal,Ugao-Miraballes,Euro per cápita,4815.8
2015,Valor añadido del sector manufacturo,Nominal,Lezo,Euro per cápita,13545.9
2021,Valor añadido del sector manufacturo,Nominal,Ugao-Miraballes,Euro per cápita,5968.5
2021,Valor añadido del sector manufacturo,Nominal,Peñacerrada-Urizaharra,Euro per cápita,432.5
2018,Valor añadido del sector manufacturo,Nominal,Asparrena,Euro per cápita,44717.4
2018,Valor añadido del sector manufacturo,Nominal,Arabako Lautada / Llanada Alavesa,Euro per cápita,7648.9
2014,Valor añadido del sector manufacturo,Nominal,Oyón-Oion,Euro per cápita,31721.0
2019,Valor añadido del sector manufacturo,Nominal,Lezo,Euro per cápita,13638.8
2020,Valor añadido del sector manufacturo,Nominal,Oyón-Oion,Euro per cápita,34080.7
2014,Valor añadido del sector manufacturo,Nominal,Azpeitia,Euro per cápita,8261.8
2011,Valor añadido del sector manufacturo,Nominal,,Euro per cápita,6045.7
2019,Valor añadido del sector manufacturo,Nominal,Azpeitia,Euro per cápita,9803.0
2017,Valor añadido del sector manufacturo,Nominal,Arratzu,Euro per cápita,0.0
2017,Valor añadido del sector manufacturo,Nominal,Oyón-Oion,Euro per cápita,34629.7
2019,Valor añadido del sector manufacturo,Nominal,Azkoitia,Euro per cápita,14041.0
2019,Valor añadido del sector manufacturo,Nominal,Amurrio,Euro per cápita,17781.4
2017,Valor añadido del sector manufacturo,Nominal,Azkoitia,Euro per cápita,12401.4
2017,Valor añadido del sector manufacturo,Nominal,Asparrena,Euro per cápita,47144.3
2018,Valor añadido del sector manufacturo,Nominal,Azkoitia,Euro per cápita,16685.1
2021,Valor añadido del sector manufacturo,Nominal,Azkoitia,Euro per cápita,16402.2
2019,Valor añadido del sector manufacturo,Nominal,Arabako Lautada / Llanada Alavesa,Euro per cápita,7679.3
2015,Valor añadido del sector manufacturo,Nominal,Azkoitia,Euro per cápita,12330.1
2021,Valor añadido del sector manufacturo,Nominal,Morga,Euro per cápita,1004.7
2014,Valor añadido del sector manufacturo,Nominal,Muxika,Euro per cápita,9049.6
2020,Valor añadido del sector manufacturo,Nominal,Azkoitia,Euro per cápita,12771.4
2016,Valor añadido del sector manufacturo,Nominal,Azkoitia,Euro per cápita,12823.2
2019,Valor añadido del sector manufacturo,Nominal,Oyón-Oion,Euro per cápita,36031.9
2014,Valor añadido del sector manufacturo,Nominal,Azkoitia,Euro per cápita,12621.2
2018,Valor añadido del sector manufacturo,Nominal,Gaztelu,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Gaztelu,Euro per cápita,0.0
2021,Valor añadido del sector manufacturo,Nominal,Gaztelu,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Lantarón,Euro per cápita,58814.9
2016,Valor añadido del sector manufacturo,Nominal,Lizartza,Euro per cápita,16103.2
2017,Valor añadido del sector manufacturo,Nominal,Muxika,Euro per cápita,11886.8
2020,Valor añadido del sector manufacturo,Nominal,Asparrena,Euro per cápita,26821.3
2017,Valor añadido del sector manufacturo,Nominal,Arabako Lautada / Llanada Alavesa,Euro per cápita,7623.7
2016,Valor añadido del sector manufacturo,Nominal,Gaztelu,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Gaztelu,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Armiñón,Euro per cápita,39574.0
2020,Valor añadido del sector manufacturo,Nominal,Mundaka,Euro per cápita,2879.9
2017,Valor añadido del sector manufacturo,Nominal,Gaztelu,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Gaztelu,Euro per cápita,0.0
2016,Valor añadido del sector manufacturo,Nominal,Oyón-Oion,Euro per cápita,32171.6
2021,Valor añadido del sector manufacturo,Nominal,Aia,Euro per cápita,16288.4
2015,Valor añadido del sector manufacturo,Nominal,Aia,Euro per cápita,11624.8
2014,Valor añadido del sector manufacturo,Nominal,Gaztelu,Euro per cápita,0.0
2014,Valor añadido del sector manufacturo,Nominal,Lantarón,Euro per cápita,46822.8
2021,Valor añadido del sector manufacturo,Nominal,Oyón-Oion,Euro per cápita,33869.9
2017,Valor añadido del sector manufacturo,Nominal,Aia,Euro per cápita,13330.5
2021,Valor añadido del sector manufacturo,Nominal,Altzaga,Euro per cápita,29.3
2017,Valor añadido del sector manufacturo,Nominal,Mundaka,Euro per cápita,2766.0
2019,Valor añadido del sector manufacturo,Nominal,Altzaga,Euro per cápita,301.9
2019,Valor añadido del sector manufacturo,Nominal,Aia,Euro per cápita,14641.7
2015,Valor añadido del sector manufacturo,Nominal,Altzaga,Euro per cápita,302.0
2016,Valor añadido del sector manufacturo,Nominal,Kripan,Euro per cápita,1919.6
2020,Valor añadido del sector manufacturo,Nominal,Altzaga,Euro per cápita,39.7
2014,Valor añadido del sector manufacturo,Nominal,Aia,Euro per cápita,11722.4
2018,Valor añadido del sector manufacturo,Nominal,Altzaga,Euro per cápita,268.8
2018,Valor añadido del sector manufacturo,Nominal,Aia,Euro per cápita,15913.9
2016,Valor añadido del sector manufacturo,Nominal,Altzaga,Euro per cápita,302.5
2014,Valor añadido del sector manufacturo,Nominal,Kripan,Euro per cápita,1940.5
2018,Valor añadido del sector manufacturo,Nominal,Oyón-Oion,Euro per cápita,32841.7
2016,Valor añadido del sector manufacturo,Nominal,Aia,Euro per cápita,12816.9
2015,Valor añadido del sector manufacturo,Nominal,Lantarón,Euro per cápita,59009.8
2019,Valor añadido del sector manufacturo,Nominal,Arrasate/Mondragón,Euro per cápita,11044.0
2017,Valor añadido del sector manufacturo,Nominal,Mungia,Euro per cápita,12528.4
2014,Valor añadido del sector manufacturo,Nominal,Altzaga,Euro per cápita,290.7
2015,Valor añadido del sector manufacturo,Nominal,Oyón-Oion,Euro per cápita,32052.3
2017,Valor añadido del sector manufacturo,Nominal,Altzaga,Euro per cápita,184.8
2020,Valor añadido del sector manufacturo,Nominal,Orendain,Euro per cápita,844.0
2017,Valor añadido del sector manufacturo,Nominal,Orendain,Euro per cápita,1792.9
2021,Valor añadido del sector manufacturo,Nominal,Orendain,Euro per cápita,886.5
2017,Valor añadido del sector manufacturo,Nominal,Kripan,Euro per cápita,2300.3
2019,Valor añadido del sector manufacturo,Nominal,Orendain,Euro per cápita,2891.0
2016,Valor añadido del sector manufacturo,Nominal,Orendain,Euro per cápita,1389.7
2017,Valor añadido del sector manufacturo,Nominal,Arrasate/Mondragón,Euro per cápita,10797.0
2015,Valor añadido del sector manufacturo,Nominal,Okondo,Euro per cápita,8205.9
2020,Valor añadido del sector manufacturo,Nominal,Aia,Euro per cápita,14666.5
2016,Valor añadido del sector manufacturo,Nominal,Okondo,Euro per cápita,6818.8
2018,Valor añadido del sector manufacturo,Nominal,Ataun,Euro per cápita,1359.3
2017,Valor añadido del sector manufacturo,Nominal,Plentzia-Mungia,Euro per cápita,5059.0
2014,Valor añadido del sector manufacturo,Nominal,Orendain,Euro per cápita,1102.4
2016,Valor añadido del sector manufacturo,Nominal,Ataun,Euro per cápita,1131.1
2018,Valor añadido del sector manufacturo,Nominal,Orendain,Euro per cápita,2212.9
2020,Valor añadido del sector manufacturo,Nominal,Okondo,Euro per cápita,8226.4
2021,Valor añadido del sector manufacturo,Nominal,Ataun,Euro per cápita,1106.7
2015,Valor añadido del sector manufacturo,Nominal,Orendain,Euro per cápita,2549.2
2018,Valor añadido del sector manufacturo,Nominal,Baliarrain,Euro per cápita,378.7
2016,Valor añadido del sector manufacturo,Nominal,Amurrio,Euro per cápita,18294.9
2017,Valor añadido del sector manufacturo,Nominal,Ataun,Euro per cápita,1058.9
2020,Valor añadido del sector manufacturo,Nominal,Baliarrain,Euro per cápita,0.0
2016,Valor añadido del sector manufacturo,Nominal,Baliarrain,Euro per cápita,410.8
2014,Valor añadido del sector manufacturo,Nominal,Ataun,Euro per cápita,806.6
2021,Valor añadido del sector manufacturo,Nominal,Baliarrain,Euro per cápita,0.0
2018,Valor añadido del sector manufacturo,Nominal,Mutriku,Euro per cápita,3277.7
2017,Valor añadido del sector manufacturo,Nominal,Abaltzisketa,Euro per cápita,107.3
2017,Valor añadido del sector manufacturo,Nominal,Mutriku,Euro per cápita,2866.9
2017,Valor añadido del sector manufacturo,Nominal,Aulesti,Euro per cápita,2015.0
2019,Valor añadido del sector manufacturo,Nominal,Baliarrain,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Mutriku,Euro per cápita,3108.6
2015,Valor añadido del sector manufacturo,Nominal,Ataun,Euro per cápita,907.4
2017,Valor añadido del sector manufacturo,Nominal,Baliarrain,Euro per cápita,390.7
2015,Valor añadido del sector manufacturo,Nominal,Kripan,Euro per cápita,1902.4
2019,Valor añadido del sector manufacturo,Nominal,Ataun,Euro per cápita,1235.4
2015,Valor añadido del sector manufacturo,Nominal,Baliarrain,Euro per cápita,389.1
2018,Valor añadido del sector manufacturo,Nominal,Okondo,Euro per cápita,7903.6
2014,Valor añadido del sector manufacturo,Nominal,Baliarrain,Euro per cápita,0.0
2021,Valor añadido del sector manufacturo,Nominal,Astigarraga,Euro per cápita,7329.9
2016,Valor añadido del sector manufacturo,Nominal,Astigarraga,Euro per cápita,8761.6
2019,Valor añadido del sector manufacturo,Nominal,Astigarraga,Euro per cápita,8120.7
2020,Valor añadido del sector manufacturo,Nominal,Astigarraga,Euro per cápita,7340.3
2017,Valor añadido del sector manufacturo,Nominal,Astigarraga,Euro per cápita,7939.4
2014,Valor añadido del sector manufacturo,Nominal,Okondo,Euro per cápita,7711.2
2015,Valor añadido del sector manufacturo,Nominal,Astigarraga,Euro per cápita,9362.7
2017,Valor añadido del sector manufacturo,Nominal,Muskiz,Euro per cápita,54512.8
2016,Valor añadido del sector manufacturo,Nominal,Berantevilla,Euro per cápita,97015.7
2014,Valor añadido del sector manufacturo,Nominal,Mutiloa,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Ataun,Euro per cápita,661.8
2019,Valor añadido del sector manufacturo,Nominal,Kripan,Euro per cápita,1913.0
2019,Valor añadido del sector manufacturo,Nominal,Okondo,Euro per cápita,8530.4
