Year,Province,County,Municipality,Units,GeoCode,Value
2017,,,Ibarrangelu,Percentage,Ibarrangelu,4.3
2018,,,Ibarrangelu,Percentage,Ibarrangelu,3.5
2019,,,Ibarrangelu,Percentage,Ibarrangelu,3.9
2020,,,Ibarrangelu,Percentage,Ibarrangelu,4.3
2014,,,Ispaster,Percentage,Ispaster,7.6
2015,,,Ispaster,Percentage,Ispaster,8.7
2016,,,Ispaster,Percentage,Ispaster,9.4
2017,,,Ispaster,Percentage,Ispaster,8.8
2018,,,Ispaster,Percentage,Ispaster,11.5
2019,,,Ispaster,Percentage,Ispaster,12.6
2020,,,Ispaster,Percentage,Ispaster,12.2
2014,,EU4805,,Percentage,EU4805,7.8
2015,,EU4805,,Percentage,EU4805,6.5
2016,,EU4805,,Percentage,EU4805,6.9
2017,,EU4805,,Percentage,EU4805,14.9
2018,,EU4805,,Percentage,EU4805,13.2
2019,,EU4805,,Percentage,EU4805,14.1
2020,,EU4805,,Percentage,EU4805,12.7
2014,,,Izurtza,Percentage,Izurtza,0.4
2015,,,Izurtza,Percentage,Izurtza,0.4
2016,,,Izurtza,Percentage,Izurtza,0.6
2017,,,Izurtza,Percentage,Izurtza,0.6
2018,,,Izurtza,Percentage,Izurtza,0.6
2019,,,Izurtza,Percentage,Izurtza,0.8
2020,,,Izurtza,Percentage,Izurtza,0.9
2014,,,Lanestosa,Percentage,Lanestosa,5.4
2015,,,Lanestosa,Percentage,Lanestosa,4.5
2016,,,Lanestosa,Percentage,Lanestosa,5.1
2017,,,Lanestosa,Percentage,Lanestosa,5.5
2018,,,Lanestosa,Percentage,Lanestosa,5.7
2019,,,Lanestosa,Percentage,Lanestosa,5.6
2020,,,Lanestosa,Percentage,Lanestosa,6.3
2014,,,Larrabetzu,Percentage,Larrabetzu,2.9
2015,,,Larrabetzu,Percentage,Larrabetzu,2.6
2016,,,Larrabetzu,Percentage,Larrabetzu,2.0
2017,,,Larrabetzu,Percentage,Larrabetzu,1.4
2018,,,Larrabetzu,Percentage,Larrabetzu,1.1
2019,,,Larrabetzu,Percentage,Larrabetzu,1.2
2020,,,Larrabetzu,Percentage,Larrabetzu,1.3
2014,,,Laukiz,Percentage,Laukiz,4.3
2015,,,Laukiz,Percentage,Laukiz,4.3
2016,,,Laukiz,Percentage,Laukiz,4.2
2017,,,Laukiz,Percentage,Laukiz,4.0
2018,,,Laukiz,Percentage,Laukiz,3.8
2019,,,Laukiz,Percentage,Laukiz,3.2
2020,,,Laukiz,Percentage,Laukiz,3.5
2014,,,Leioa,Percentage,Leioa,0.0
2015,,,Leioa,Percentage,Leioa,0.0
2016,,,Leioa,Percentage,Leioa,0.0
2017,,,Leioa,Percentage,Leioa,0.0
2018,,,Leioa,Percentage,Leioa,0.0
2019,,,Leioa,Percentage,Leioa,0.0
2020,,,Leioa,Percentage,Leioa,0.0
2014,,,Lemoa,Percentage,Lemoa,0.5
2015,,,Lemoa,Percentage,Lemoa,0.5
2016,,,Lemoa,Percentage,Lemoa,0.6
2017,,,Lemoa,Percentage,Lemoa,0.5
2018,,,Lemoa,Percentage,Lemoa,0.5
2019,,,Lemoa,Percentage,Lemoa,0.6
2020,,,Lemoa,Percentage,Lemoa,0.6
2014,,,Lemoiz,Percentage,Lemoiz,7.7
2015,,,Lemoiz,Percentage,Lemoiz,5.9
2016,,,Lemoiz,Percentage,Lemoiz,6.2
2017,,,Lemoiz,Percentage,Lemoiz,7.8
2018,,,Lemoiz,Percentage,Lemoiz,6.4
2019,,,Lemoiz,Percentage,Lemoiz,9.9
2020,,,Lemoiz,Percentage,Lemoiz,12.2
2014,,,Lekeitio,Percentage,Lekeitio,1.8
2015,,,Lekeitio,Percentage,Lekeitio,2.0
2016,,,Lekeitio,Percentage,Lekeitio,2.8
2017,,,Lekeitio,Percentage,Lekeitio,3.5
2018,,,Lekeitio,Percentage,Lekeitio,3.5
2019,,,Lekeitio,Percentage,Lekeitio,3.1
2020,,,Lekeitio,Percentage,Lekeitio,2.5
2014,,,Mallabia,Percentage,Mallabia,1.0
2015,,,Mallabia,Percentage,Mallabia,1.0
2016,,,Mallabia,Percentage,Mallabia,1.1
2017,,,Mallabia,Percentage,Mallabia,0.9
2018,,,Mallabia,Percentage,Mallabia,0.8
2019,,,Mallabia,Percentage,Mallabia,0.8
2020,,,Mallabia,Percentage,Mallabia,0.8
2014,,,Mañaria,Percentage,Mañaria,1.8
2015,,,Mañaria,Percentage,Mañaria,1.8
2016,,,Mañaria,Percentage,Mañaria,2.7
2017,,,Mañaria,Percentage,Mañaria,2.9
2018,,,Mañaria,Percentage,Mañaria,2.4
2019,,,Mañaria,Percentage,Mañaria,2.6
2020,,,Mañaria,Percentage,Mañaria,2.8
2014,,EU4806,,Percentage,EU4806,5.6
2015,,EU4806,,Percentage,EU4806,6.3
2016,,EU4806,,Percentage,EU4806,6.7
2017,,EU4806,,Percentage,EU4806,6.4
2018,,EU4806,,Percentage,EU4806,5.8
2019,,EU4806,,Percentage,EU4806,6.7
2020,,EU4806,,Percentage,EU4806,5.4
2014,,,Markina-Xemein,Percentage,Markina-Xemein,1.9
2015,,,Markina-Xemein,Percentage,Markina-Xemein,2.2
2016,,,Markina-Xemein,Percentage,Markina-Xemein,2.5
2017,,,Markina-Xemein,Percentage,Markina-Xemein,2.4
2018,,,Markina-Xemein,Percentage,Markina-Xemein,2.3
2019,,,Markina-Xemein,Percentage,Markina-Xemein,2.7
2020,,,Markina-Xemein,Percentage,Markina-Xemein,3.0
2014,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,6.9
2015,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,5.3
2016,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,7.4
2017,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,6.3
2018,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,5.7
2019,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,6.7
2020,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,8.0
2014,,,Mendata,Percentage,Mendata,22.4
2015,,,Mendata,Percentage,Mendata,25.0
2016,,,Mendata,Percentage,Mendata,29.4
2017,,,Mendata,Percentage,Mendata,32.0
2018,,,Mendata,Percentage,Mendata,28.6
2019,,,Mendata,Percentage,Mendata,31.1
2020,,,Mendata,Percentage,Mendata,27.4
2014,,,Mendexa,Percentage,Mendexa,9.4
2015,,,Mendexa,Percentage,Mendexa,9.4
2016,,,Mendexa,Percentage,Mendexa,7.8
2017,,,Mendexa,Percentage,Mendexa,7.8
2018,,,Mendexa,Percentage,Mendexa,6.6
2019,,,Mendexa,Percentage,Mendexa,8.7
2020,,,Mendexa,Percentage,Mendexa,10.6
2014,,,Meñaka,Percentage,Meñaka,5.6
2015,,,Meñaka,Percentage,Meñaka,5.4
2016,,,Meñaka,Percentage,Meñaka,7.2
2017,,,Meñaka,Percentage,Meñaka,7.2
2018,,,Meñaka,Percentage,Meñaka,6.9
2019,,,Meñaka,Percentage,Meñaka,6.7
2020,,,Meñaka,Percentage,Meñaka,7.2
2014,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,0.3
2015,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,0.3
2016,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,0.3
2017,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,0.3
2018,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,0.3
2019,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,0.3
2020,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,0.3
2014,,,Morga,Percentage,Morga,15.8
2015,,,Morga,Percentage,Morga,17.5
2016,,,Morga,Percentage,Morga,19.7
2017,,,Morga,Percentage,Morga,18.8
2018,,,Morga,Percentage,Morga,15.1
2019,,,Morga,Percentage,Morga,13.5
2020,,,Morga,Percentage,Morga,20.1
2014,,,Muxika,Percentage,Muxika,7.1
2015,,,Muxika,Percentage,Muxika,8.1
2016,,,Muxika,Percentage,Muxika,8.4
2017,,,Muxika,Percentage,Muxika,8.1
2018,,,Muxika,Percentage,Muxika,7.4
2019,,,Muxika,Percentage,Muxika,8.7
2020,,,Muxika,Percentage,Muxika,8.5
2014,,,Mundaka,Percentage,Mundaka,1.3
2015,,,Mundaka,Percentage,Mundaka,1.2
2016,,,Mundaka,Percentage,Mundaka,1.3
2017,,,Mundaka,Percentage,Mundaka,0.6
2018,,,Mundaka,Percentage,Mundaka,0.7
2019,,,Mundaka,Percentage,Mundaka,0.5
2020,,,Mundaka,Percentage,Mundaka,0.6
2014,,,Mungia,Percentage,Mungia,0.6
2015,,,Mungia,Percentage,Mungia,0.7
2016,,,Mungia,Percentage,Mungia,0.6
2017,,,Mungia,Percentage,Mungia,0.5
2018,,,Mungia,Percentage,Mungia,0.4
2019,,,Mungia,Percentage,Mungia,0.4
2020,,,Mungia,Percentage,Mungia,0.5
2014,,EU4807,,Percentage,EU4807,1.6
2015,,EU4807,,Percentage,EU4807,1.7
2016,,EU4807,,Percentage,EU4807,1.4
2017,,EU4807,,Percentage,EU4807,1.3
2018,,EU4807,,Percentage,EU4807,1.1
2019,,EU4807,,Percentage,EU4807,1.1
2020,,EU4807,,Percentage,EU4807,1.2
2014,,,Aulesti,Percentage,Aulesti,5.9
2015,,,Aulesti,Percentage,Aulesti,6.2
2016,,,Aulesti,Percentage,Aulesti,8.3
2017,,,Aulesti,Percentage,Aulesti,8.2
2018,,,Aulesti,Percentage,Aulesti,7.9
2019,,,Aulesti,Percentage,Aulesti,8.8
2020,,,Aulesti,Percentage,Aulesti,7.1
2014,,,Muskiz,Percentage,Muskiz,0.7
2015,,,Muskiz,Percentage,Muskiz,0.2
2016,,,Muskiz,Percentage,Muskiz,0.2
2017,,,Muskiz,Percentage,Muskiz,0.2
2018,,,Muskiz,Percentage,Muskiz,0.2
2019,,,Muskiz,Percentage,Muskiz,0.2
2020,,,Muskiz,Percentage,Muskiz,0.4
2014,,,Otxandio,Percentage,Otxandio,1.0
2015,,,Otxandio,Percentage,Otxandio,1.0
2016,,,Otxandio,Percentage,Otxandio,0.9
2017,,,Otxandio,Percentage,Otxandio,0.8
2018,,,Otxandio,Percentage,Otxandio,0.7
2019,,,Otxandio,Percentage,Otxandio,0.7
2020,,,Otxandio,Percentage,Otxandio,0.9
2014,,,Ondarroa,Percentage,Ondarroa,13.7
2015,,,Ondarroa,Percentage,Ondarroa,17.5
2016,,,Ondarroa,Percentage,Ondarroa,17.7
2017,,,Ondarroa,Percentage,Ondarroa,17.2
2018,,,Ondarroa,Percentage,Ondarroa,14.8
2019,,,Ondarroa,Percentage,Ondarroa,17.1
2020,,,Ondarroa,Percentage,Ondarroa,12.4
2014,,,Urduña/Orduña,Percentage,Urduña/Orduña,4.0
2015,,,Urduña/Orduña,Percentage,Urduña/Orduña,3.5
2016,,,Urduña/Orduña,Percentage,Urduña/Orduña,3.8
2017,,,Urduña/Orduña,Percentage,Urduña/Orduña,4.3
2018,,,Urduña/Orduña,Percentage,Urduña/Orduña,3.9
2019,,,Urduña/Orduña,Percentage,Urduña/Orduña,4.4
2020,,,Urduña/Orduña,Percentage,Urduña/Orduña,5.0
2014,,,Orozko,Percentage,Orozko,2.5
2015,,,Orozko,Percentage,Orozko,2.6
2016,,,Orozko,Percentage,Orozko,2.5
2017,,,Orozko,Percentage,Orozko,2.2
2018,,,Orozko,Percentage,Orozko,1.6
2019,,,Orozko,Percentage,Orozko,1.8
2020,,,Orozko,Percentage,Orozko,2.3
2014,,,Sukarrieta,Percentage,Sukarrieta,0.5
2015,,,Sukarrieta,Percentage,Sukarrieta,0.4
2016,,,Sukarrieta,Percentage,Sukarrieta,0.6
2017,,,Sukarrieta,Percentage,Sukarrieta,1.0
2018,,,Sukarrieta,Percentage,Sukarrieta,0.9
2019,,,Sukarrieta,Percentage,Sukarrieta,1.1
2020,,,Sukarrieta,Percentage,Sukarrieta,1.1
2014,,,Plentzia,Percentage,Plentzia,2.5
2015,,,Plentzia,Percentage,Plentzia,2.6
2016,,,Plentzia,Percentage,Plentzia,2.1
2017,,,Plentzia,Percentage,Plentzia,1.4
2018,,,Plentzia,Percentage,Plentzia,1.4
2019,,,Plentzia,Percentage,Plentzia,1.3
2020,,,Plentzia,Percentage,Plentzia,1.6
2014,,,Portugalete,Percentage,Portugalete,0.0
2015,,,Portugalete,Percentage,Portugalete,0.0
2016,,,Portugalete,Percentage,Portugalete,0.0
2017,,,Portugalete,Percentage,Portugalete,0.0
2018,,,Portugalete,Percentage,Portugalete,0.0
2019,,,Portugalete,Percentage,Portugalete,0.0
2020,,,Portugalete,Percentage,Portugalete,0.0
2014,,,Errigoiti,Percentage,Errigoiti,14.9
2015,,,Errigoiti,Percentage,Errigoiti,12.7
2016,,,Errigoiti,Percentage,Errigoiti,14.3
2017,,,Errigoiti,Percentage,Errigoiti,15.5
2018,,,Errigoiti,Percentage,Errigoiti,13.4
2019,,,Errigoiti,Percentage,Errigoiti,14.7
2020,,,Errigoiti,Percentage,Errigoiti,15.8
2014,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,0.1
2015,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,0.0
2016,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,0.1
2017,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,0.1
2018,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,0.1
2019,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,0.0
2020,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,0.1
2014,,,Lezama,Percentage,Lezama,1.0
2015,,,Lezama,Percentage,Lezama,1.1
2016,,,Lezama,Percentage,Lezama,1.1
2017,,,Lezama,Percentage,Lezama,1.2
2018,,,Lezama,Percentage,Lezama,1.2
2019,,,Lezama,Percentage,Lezama,1.1
2020,,,Lezama,Percentage,Lezama,1.0
2014,,,Santurtzi,Percentage,Santurtzi,0.2
2015,,,Santurtzi,Percentage,Santurtzi,0.2
2016,,,Santurtzi,Percentage,Santurtzi,0.2
2017,,,Santurtzi,Percentage,Santurtzi,0.2
2018,,,Santurtzi,Percentage,Santurtzi,0.2
2019,,,Santurtzi,Percentage,Santurtzi,0.3
2020,,,Santurtzi,Percentage,Santurtzi,0.3
2014,,,Ortuella,Percentage,Ortuella,0.1
2015,,,Ortuella,Percentage,Ortuella,0.1
2016,,,Ortuella,Percentage,Ortuella,0.1
2017,,,Ortuella,Percentage,Ortuella,0.1
2018,,,Ortuella,Percentage,Ortuella,0.1
2019,,,Ortuella,Percentage,Ortuella,0.1
2020,,,Ortuella,Percentage,Ortuella,0.1
2014,,,Sestao,Percentage,Sestao,0.0
2015,,,Sestao,Percentage,Sestao,0.0
2016,,,Sestao,Percentage,Sestao,0.0
2017,,,Sestao,Percentage,Sestao,0.0
2018,,,Sestao,Percentage,Sestao,0.0
2019,,,Sestao,Percentage,Sestao,0.0
2020,,,Sestao,Percentage,Sestao,0.0
2014,,,Sopela,Percentage,Sopela,0.8
2015,,,Sopela,Percentage,Sopela,0.8
2016,,,Sopela,Percentage,Sopela,0.5
2017,,,Sopela,Percentage,Sopela,0.5
2018,,,Sopela,Percentage,Sopela,0.3
2019,,,Sopela,Percentage,Sopela,0.3
2020,,,Sopela,Percentage,Sopela,0.2
2014,,,Sopuerta,Percentage,Sopuerta,4.8
2015,,,Sopuerta,Percentage,Sopuerta,3.5
2016,,,Sopuerta,Percentage,Sopuerta,3.8
2017,,,Sopuerta,Percentage,Sopuerta,4.1
2018,,,Sopuerta,Percentage,Sopuerta,4.0
2019,,,Sopuerta,Percentage,Sopuerta,4.3
2020,,,Sopuerta,Percentage,Sopuerta,4.0
2014,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,10.3
2015,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,8.6
2016,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,10.2
2017,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,11.3
2018,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,12.1
2019,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,13.6
2020,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,13.7
2014,,,Ubide,Percentage,Ubide,3.9
2015,,,Ubide,Percentage,Ubide,3.3
2016,,,Ubide,Percentage,Ubide,3.8
2017,,,Ubide,Percentage,Ubide,3.6
2018,,,Ubide,Percentage,Ubide,3.6
2019,,,Ubide,Percentage,Ubide,4.3
2020,,,Ubide,Percentage,Ubide,4.7
2014,,,Urduliz,Percentage,Urduliz,0.4
2015,,,Urduliz,Percentage,Urduliz,0.4
2016,,,Urduliz,Percentage,Urduliz,0.5
2017,,,Urduliz,Percentage,Urduliz,0.4
2018,,,Urduliz,Percentage,Urduliz,0.2
2019,,,Urduliz,Percentage,Urduliz,0.2
2020,,,Urduliz,Percentage,Urduliz,0.2
2014,,,Balmaseda,Percentage,Balmaseda,0.7
2015,,,Balmaseda,Percentage,Balmaseda,0.7
2016,,,Balmaseda,Percentage,Balmaseda,0.9
2017,,,Balmaseda,Percentage,Balmaseda,0.9
2018,,,Balmaseda,Percentage,Balmaseda,0.9
2019,,,Balmaseda,Percentage,Balmaseda,0.9
2020,,,Balmaseda,Percentage,Balmaseda,1.0
2014,,,Atxondo,Percentage,Atxondo,0.7
2015,,,Atxondo,Percentage,Atxondo,0.7
2016,,,Atxondo,Percentage,Atxondo,0.9
2017,,,Atxondo,Percentage,Atxondo,0.9
2018,,,Atxondo,Percentage,Atxondo,1.0
2019,,,Atxondo,Percentage,Atxondo,1.1
2020,,,Atxondo,Percentage,Atxondo,1.0
2014,,,Bedia,Percentage,Bedia,2.2
2015,,,Bedia,Percentage,Bedia,2.1
2016,,,Bedia,Percentage,Bedia,2.3
2017,,,Bedia,Percentage,Bedia,2.5
2018,,,Bedia,Percentage,Bedia,2.5
2019,,,Bedia,Percentage,Bedia,2.6
2020,,,Bedia,Percentage,Bedia,3.0
2014,,,Areatza,Percentage,Areatza,1.9
2015,,,Areatza,Percentage,Areatza,1.9
2016,,,Areatza,Percentage,Areatza,2.5
2017,,,Areatza,Percentage,Areatza,2.3
2018,,,Areatza,Percentage,Areatza,2.2
2019,,,Areatza,Percentage,Areatza,2.4
2020,,,Areatza,Percentage,Areatza,3.0
2014,,,Igorre,Percentage,Igorre,0.4
2015,,,Igorre,Percentage,Igorre,0.4
2016,,,Igorre,Percentage,Igorre,0.5
2017,,,Igorre,Percentage,Igorre,0.5
2018,,,Igorre,Percentage,Igorre,0.5
2019,,,Igorre,Percentage,Igorre,0.6
2020,,,Igorre,Percentage,Igorre,0.6
2014,,,Zaldibar,Percentage,Zaldibar,0.5
2015,,,Zaldibar,Percentage,Zaldibar,0.5
2016,,,Zaldibar,Percentage,Zaldibar,0.5
2017,,,Zaldibar,Percentage,Zaldibar,0.4
2018,,,Zaldibar,Percentage,Zaldibar,0.4
2019,,,Zaldibar,Percentage,Zaldibar,0.5
2020,,,Zaldibar,Percentage,Zaldibar,0.5
2014,,,Zalla,Percentage,Zalla,1.1
2015,,,Zalla,Percentage,Zalla,1.3
2016,,,Zalla,Percentage,Zalla,1.2
2017,,,Zalla,Percentage,Zalla,1.1
2018,,,Zalla,Percentage,Zalla,1.0
2019,,,Zalla,Percentage,Zalla,1.0
2020,,,Zalla,Percentage,Zalla,1.0
2014,,,Zaratamo,Percentage,Zaratamo,1.3
2015,,,Zaratamo,Percentage,Zaratamo,1.2
2016,,,Zaratamo,Percentage,Zaratamo,1.4
2017,,,Zaratamo,Percentage,Zaratamo,1.4
2018,,,Zaratamo,Percentage,Zaratamo,1.1
2019,,,Zaratamo,Percentage,Zaratamo,1.2
2020,,,Zaratamo,Percentage,Zaratamo,1.3
2014,,,Derio,Percentage,Derio,0.2
2015,,,Derio,Percentage,Derio,0.2
2016,,,Derio,Percentage,Derio,0.2
2017,,,Derio,Percentage,Derio,0.2
2018,,,Derio,Percentage,Derio,0.2
2019,,,Derio,Percentage,Derio,0.2
2020,,,Derio,Percentage,Derio,0.1
2014,,,Erandio,Percentage,Erandio,0.2
2015,,,Erandio,Percentage,Erandio,0.1
2016,,,Erandio,Percentage,Erandio,0.1
2017,,,Erandio,Percentage,Erandio,0.1
2018,,,Erandio,Percentage,Erandio,0.1
2019,,,Erandio,Percentage,Erandio,0.1
2020,,,Erandio,Percentage,Erandio,0.1
2014,,,Loiu,Percentage,Loiu,0.2
2015,,,Loiu,Percentage,Loiu,0.2
2016,,,Loiu,Percentage,Loiu,0.2
2017,,,Loiu,Percentage,Loiu,0.2
2018,,,Loiu,Percentage,Loiu,0.1
2019,,,Loiu,Percentage,Loiu,0.2
2020,,,Loiu,Percentage,Loiu,0.2
2014,,,Sondika,Percentage,Sondika,0.1
2015,,,Sondika,Percentage,Sondika,0.1
2016,,,Sondika,Percentage,Sondika,0.1
2017,,,Sondika,Percentage,Sondika,0.1
2018,,,Sondika,Percentage,Sondika,0.1
2019,,,Sondika,Percentage,Sondika,0.1
2020,,,Sondika,Percentage,Sondika,0.1
2014,,,Zamudio,Percentage,Zamudio,0.1
2015,,,Zamudio,Percentage,Zamudio,0.1
2016,,,Zamudio,Percentage,Zamudio,0.1
2017,,,Zamudio,Percentage,Zamudio,0.1
2018,,,Zamudio,Percentage,Zamudio,0.1
2019,,,Zamudio,Percentage,Zamudio,0.1
2020,,,Zamudio,Percentage,Zamudio,0.1
2014,,,Forua,Percentage,Forua,5.1
2015,,,Forua,Percentage,Forua,5.2
2016,,,Forua,Percentage,Forua,5.2
2017,,,Forua,Percentage,Forua,4.9
2018,,,Forua,Percentage,Forua,4.5
2019,,,Forua,Percentage,Forua,4.9
2020,,,Forua,Percentage,Forua,6.0
2014,,,Kortezubi,Percentage,Kortezubi,24.4
2015,,,Kortezubi,Percentage,Kortezubi,29.7
2016,,,Kortezubi,Percentage,Kortezubi,23.3
2017,,,Kortezubi,Percentage,Kortezubi,21.2
2018,,,Kortezubi,Percentage,Kortezubi,17.5
2019,,,Kortezubi,Percentage,Kortezubi,19.1
2020,,,Kortezubi,Percentage,Kortezubi,21.8
2014,,,Murueta,Percentage,Murueta,4.0
2015,,,Murueta,Percentage,Murueta,4.3
2016,,,Murueta,Percentage,Murueta,5.3
2017,,,Murueta,Percentage,Murueta,5.7
2018,,,Murueta,Percentage,Murueta,4.6
2019,,,Murueta,Percentage,Murueta,4.4
2020,,,Murueta,Percentage,Murueta,10.2
2014,,,Nabarniz,Percentage,Nabarniz,10.8
2015,,,Nabarniz,Percentage,Nabarniz,11.8
2016,,,Nabarniz,Percentage,Nabarniz,13.3
2017,,,Nabarniz,Percentage,Nabarniz,12.9
2018,,,Nabarniz,Percentage,Nabarniz,12.5
2019,,,Nabarniz,Percentage,Nabarniz,13.7
2020,,,Nabarniz,Percentage,Nabarniz,14.4
2014,,,Iurreta,Percentage,Iurreta,0.2
2015,,,Iurreta,Percentage,Iurreta,0.2
2016,,,Iurreta,Percentage,Iurreta,0.2
2017,,,Iurreta,Percentage,Iurreta,0.2
2018,,,Iurreta,Percentage,Iurreta,0.2
2019,,,Iurreta,Percentage,Iurreta,0.2
2020,,,Iurreta,Percentage,Iurreta,0.2
2014,,,Ajangiz,Percentage,Ajangiz,0.8
2015,,,Ajangiz,Percentage,Ajangiz,0.9
2016,,,Ajangiz,Percentage,Ajangiz,1.0
2017,,,Ajangiz,Percentage,Ajangiz,0.9
2018,,,Ajangiz,Percentage,Ajangiz,0.8
2019,,,Ajangiz,Percentage,Ajangiz,0.9
2020,,,Ajangiz,Percentage,Ajangiz,1.0
2014,,,Alonsotegi,Percentage,Alonsotegi,0.7
2015,,,Alonsotegi,Percentage,Alonsotegi,0.6
2016,,,Alonsotegi,Percentage,Alonsotegi,0.8
2017,,,Alonsotegi,Percentage,Alonsotegi,0.8
2018,,,Alonsotegi,Percentage,Alonsotegi,0.7
2019,,,Alonsotegi,Percentage,Alonsotegi,0.7
2020,,,Alonsotegi,Percentage,Alonsotegi,0.7
2014,,,Zierbena,Percentage,Zierbena,0.6
2015,,,Zierbena,Percentage,Zierbena,0.6
2016,,,Zierbena,Percentage,Zierbena,0.7
2017,,,Zierbena,Percentage,Zierbena,0.6
2018,,,Zierbena,Percentage,Zierbena,0.4
2019,,,Zierbena,Percentage,Zierbena,0.9
2020,,,Zierbena,Percentage,Zierbena,0.8
2014,,,Arratzu,Percentage,Arratzu,11.3
2015,,,Arratzu,Percentage,Arratzu,13.4
2016,,,Arratzu,Percentage,Arratzu,13.1
2017,,,Arratzu,Percentage,Arratzu,12.8
2018,,,Arratzu,Percentage,Arratzu,11.3
2019,,,Arratzu,Percentage,Arratzu,12.9
2020,,,Arratzu,Percentage,Arratzu,11.8
2014,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,7.3
2015,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,7.0
2016,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,7.2
2017,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,7.8
2018,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,7.9
2019,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,9.2
2020,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,11.4
2010,,,,Percentage,,0.6
2011,,,,Percentage,,0.7
2012,,,,Percentage,,0.8
2013,,,,Percentage,,0.8
2014,,,,Percentage,,0.7
2015,,,,Percentage,,0.7
2016,,,,Percentage,,0.7
2017,,,,Percentage,,0.9
2018,,,,Percentage,,0.8
2019,,,,Percentage,,0.8
2020,,,,Percentage,,0.7
2021,,,,Percentage,,0.8
2022,,,,Percentage,,0.9
