Year,Violencia,Territorio,Units,Value
2018,INTRAV,ES48080,PER_10000,9.7
2018,INTRAV,ES20003,PER_10000,0
2018,INTRAV,ES20058,PER_10000,0
2020,INTRAV,ES20058,PER_10000,22.1
2020,INTRAV,ES48079,PER_10000,0
2019,INTRAV,ES48079,PER_10000,0
2019,INTRAV,ES20058,PER_10000,0
2018,INTRAV,ES48079,PER_10000,0
2019,INTRAV,ES48078,PER_10000,11.3
2018,INTRAV,ES48078,PER_10000,7.5
2018,INTRAV,ES01034,PER_10000,0
2020,INTRAV,ES20002,PER_10000,0
2020,INTRAV,ES48078,PER_10000,8.4
2020,INTRAV,ES48084,PER_10000,10.7
2018,INTRAV,ES20057,PER_10000,0
2020,INTRAV,ES48077,PER_10000,0
2018,INTRAV,ES01009,PER_10000,0
2020,INTRAV,ES01017,PER_10000,19.2
2018,INTRAV,ES48077,PER_10000,17.8
2019,INTRAV,ES48077,PER_10000,4.4
2020,INTRAV,ES20057,PER_10000,0
2019,INTRAV,ES20002,PER_10000,0
2019,INTRAV,ES20057,PER_10000,0
2020,INTRAV,ES48076,PER_10000,0
2019,INTRAV,ES48076,PER_10000,0
2018,INTRAV,ES48076,PER_10000,59.9
2018,INTRAV,ES20002,PER_10000,0
2020,INTRAV,ES48075,PER_10000,0
2018,INTRAV,ES20001,PER_10000,0
2019,INTRAV,ES48075,PER_10000,29.5
2018,INTRAV,ES48075,PER_10000,22.6
2020,INTRAV,ES20056,PER_10000,7.6
2019,INTRAV,ES20056,PER_10000,26.5
2018,INTRAV,ES20056,PER_10000,15.2
2019,INTRAV,ES48074,PER_10000,5
2018,INTRAV,ES48074,PER_10000,5
2020,INTRAV,ES48074,PER_10000,0
2020,INTRAV,ES48086,PER_10000,0
2020,INTRAV,ES48073,PER_10000,7.2
2018,INTRAV,ES48073,PER_10000,11.8
2020,INTRAV,ES01034,PER_10000,0
2018,INTRAV,ES20055,PER_10000,7.1
2019,INTRAV,ES48073,PER_10000,16.5
2020,INTRAV,ES20001,PER_10000,0
2020,INTRAV,ES20055,PER_10000,16.3
2020,INTRAV,ES01033,PER_10000,0
2019,INTRAV,ES20055,PER_10000,9.9
2020,INTRAV,ES48072,PER_10000,15.3
2019,INTRAV,ES48072,PER_10000,0
2018,INTRAV,ES48072,PER_10000,0
2019,INTRAV,ES20001,PER_10000,0
2020,INTRAV,ES48071,PER_10000,18.8
2019,INTRAV,ES48071,PER_10000,31.7
2018,INTRAV,ES48071,PER_10000,7.9
2020,INTRAV,ES20054,PER_10000,0
2019,INTRAV,ES20054,PER_10000,0
2020,INTRAV,ES48070,PER_10000,0
2019,INTRAV,ES01037,PER_10000,0
2019,INTRAV,ES48070,PER_10000,0
2020,INTRAV,ES01902,PER_10000,23.8
2018,INTRAV,ES20054,PER_10000,0
2018,INTRAV,ES48070,PER_10000,0
2020,INTRAV,ES48089,PER_10000,7.9
2021,INTRAV,ES4807,PER_10000,10.2
2019,INTRAV,ES4807,PER_10000,8.1
2020,INTRAV,ES20053,PER_10000,9.8
2018,INTRAV,ES4807,PER_10000,8.3
2020,INTRAV,ES4807,PER_10000,8.3
2019,INTRAV,ES20053,PER_10000,13.1
2019,INTRAV,ES01902,PER_10000,24
2018,INTRAV,ES20053,PER_10000,0
2020,INTRAV,ES48069,PER_10000,10.1
2018,INTRAV,ES48069,PER_10000,2.2
2020,INTRAV,ES01003,PER_10000,14
2020,INTRAV,ES01009,PER_10000,24.1
2018,INTRAV,ES01017,PER_10000,40.2
2019,INTRAV,ES01033,PER_10000,0
2018,INTRAV,ES01902,PER_10000,24.2
2019,INTRAV,ES48069,PER_10000,7.9
2020,INTRAV,ES20063,PER_10000,13.3
2019,INTRAV,ES48091,PER_10000,0
2020,INTRAV,ES48068,PER_10000,20.5
2020,INTRAV,ES20052,PER_10000,13.8
2019,INTRAV,ES48068,PER_10000,0
2018,INTRAV,ES20052,PER_10000,0
2018,INTRAV,ES48068,PER_10000,0
2019,INTRAV,ES20052,PER_10000,0
2020,INTRAV,ES48067,PER_10000,0
2018,INTRAV,ES01033,PER_10000,0
2018,INTRAV,ES01901,PER_10000,5.8
2019,INTRAV,ES48067,PER_10000,28.2
2018,INTRAV,ES48067,PER_10000,0
2020,INTRAV,ES01901,PER_10000,29.6
2020,INTRAV,ES48066,PER_10000,0
2019,INTRAV,ES48066,PER_10000,0
2019,INTRAV,ES01008,PER_10000,0
2019,INTRAV,ES20051,PER_10000,12
2018,INTRAV,ES48066,PER_10000,0
2020,INTRAV,ES20051,PER_10000,2.4
2018,INTRAV,ES20051,PER_10000,7.2
2020,INTRAV,ES48065,PER_10000,4.9
2018,INTRAV,ES20006,PER_10000,0
2018,INTRAV,ES48065,PER_10000,0
2019,INTRAV,ES01901,PER_10000,41.1
2019,INTRAV,ES48065,PER_10000,29.6
2019,INTRAV,ES01032,PER_10000,0
2019,INTRAV,ES20050,PER_10000,0
2020,INTRAV,ES20050,PER_10000,0
2020,INTRAV,ES48064,PER_10000,0
2018,INTRAV,ES01016,PER_10000,0
2018,INTRAV,ES20050,PER_10000,57.5
2019,INTRAV,ES48064,PER_10000,0
2018,INTRAV,ES48064,PER_10000,0
2021,INTRAV,,PER_10000,9.9
2019,INTRAV,ES01063,PER_10000,0
2020,INTRAV,ES48063,PER_10000,0
2019,INTRAV,ES48063,PER_10000,0
2018,INTRAV,ES48063,PER_10000,0
2019,INTRAV,ES01016,PER_10000,0
2019,INTRAV,ES48062,PER_10000,0
2018,INTRAV,ES48062,PER_10000,0
2019,INTRAV,ES01018,PER_10000,0
2020,INTRAV,ES48095,PER_10000,6.6
2020,INTRAV,ES48062,PER_10000,0
2021,INTRAV,ES2005,PER_10000,8.3
2020,INTRAV,ES2005,PER_10000,6.2
2018,INTRAV,ES2005,PER_10000,7.3
2020,INTRAV,ES48061,PER_10000,0
2020,INTRAV,ES01063,PER_10000,8.9
2019,INTRAV,ES2005,PER_10000,9.4
2019,INTRAV,ES48061,PER_10000,0
2020,INTRAV,ES01016,PER_10000,0
2018,INTRAV,ES01063,PER_10000,0
2018,INTRAV,ES48061,PER_10000,0
2020,INTRAV,ES48060,PER_10000,4.1
2019,INTRAV,ES48060,PER_10000,8.1
2020,INTRAV,ES01032,PER_10000,0
2018,INTRAV,ES48060,PER_10000,4.1
2020,INTRAV,ES20049,PER_10000,0
2020,INTRAV,ES01039,PER_10000,0
2019,INTRAV,ES20049,PER_10000,10.5
2018,INTRAV,ES20049,PER_10000,3.6
2018,INTRAV,ES01008,PER_10000,0
2021,INTRAV,ES4806,PER_10000,15.7
2018,INTRAV,ES01032,PER_10000,29.2
2020,INTRAV,ES4806,PER_10000,7.8
2019,INTRAV,ES4806,PER_10000,11.6
2020,INTRAV,ES01062,PER_10000,0
2018,INTRAV,ES4806,PER_10000,7
2019,INTRAV,ES01062,PER_10000,0
2019,INTRAV,ES20048,PER_10000,0
2019,INTRAV,ES48901,PER_10000,31.4
2020,INTRAV,ES20048,PER_10000,0
2020,INTRAV,ES48059,PER_10000,0
2018,INTRAV,ES20048,PER_10000,0
2019,INTRAV,ES48059,PER_10000,0
2020,INTRAV,ES01031,PER_10000,0
2018,INTRAV,ES48059,PER_10000,0
2020,INTRAV,ES48058,PER_10000,0
2019,INTRAV,ES48058,PER_10000,0
2018,INTRAV,ES01062,PER_10000,0
2018,INTRAV,ES48058,PER_10000,0
2018,INTRAV,ES01003,PER_10000,0
2019,INTRAV,ES01061,PER_10000,0
2020,INTRAV,ES48057,PER_10000,8.2
2019,INTRAV,ES48057,PER_10000,10.9
2018,INTRAV,ES48057,PER_10000,2.7
2020,INTRAV,ES48903,PER_10000,0
2019,INTRAV,ES20047,PER_10000,0
2020,INTRAV,ES20047,PER_10000,0
2018,INTRAV,ES01031,PER_10000,0
2018,INTRAV,ES20047,PER_10000,0
2020,INTRAV,ES48056,PER_10000,0
2019,INTRAV,ES48056,PER_10000,0
2018,INTRAV,ES48056,PER_10000,17.3
2020,INTRAV,ES01061,PER_10000,101
2020,INTRAV,ES48055,PER_10000,17
2019,INTRAV,ES48055,PER_10000,11.2
2018,INTRAV,ES48055,PER_10000,11.1
2018,INTRAV,ES20046,PER_10000,0
2020,INTRAV,ES20046,PER_10000,0
2019,INTRAV,ES20046,PER_10000,0
2019,INTRAV,ES48054,PER_10000,6.1
2018,INTRAV,ES48054,PER_10000,9.9
2018,INTRAV,ES01061,PER_10000,0
2020,INTRAV,ES48054,PER_10000,14.6
2020,INTRAV,ES01060,PER_10000,0
2020,INTRAV,ES20045,PER_10000,10.7
2020,INTRAV,ES48053,PER_10000,0
2019,INTRAV,ES20045,PER_10000,13.6
2018,INTRAV,ES48053,PER_10000,16.3
2018,INTRAV,ES20045,PER_10000,13
2019,INTRAV,ES48053,PER_10000,15.6
2019,INTRAV,ES01031,PER_10000,0
2020,INTRAV,ES48052,PER_10000,0
2019,INTRAV,ES48052,PER_10000,0
2018,INTRAV,ES48052,PER_10000,9.4
2019,INTRAV,ES01060,PER_10000,0
2020,INTRAV,ES48051,PER_10000,75.8
2020,INTRAV,ES48906,PER_10000,0
2019,INTRAV,ES48051,PER_10000,0
2018,INTRAV,ES48051,PER_10000,0
2019,INTRAV,ES01003,PER_10000,13.9
2020,INTRAV,ES20044,PER_10000,0
2018,INTRAV,ES01030,PER_10000,0
2018,INTRAV,ES01060,PER_10000,0
2019,INTRAV,ES20044,PER_10000,0
2018,INTRAV,ES20044,PER_10000,0
2019,INTRAV,ES48050,PER_10000,0
2018,INTRAV,ES48050,PER_10000,0
2020,INTRAV,ES48050,PER_10000,0
2021,INTRAV,ES4805,PER_10000,11.5
2019,INTRAV,ES4805,PER_10000,11.5
2020,INTRAV,ES20043,PER_10000,0
2018,INTRAV,ES4805,PER_10000,7.3
2019,INTRAV,ES20043,PER_10000,25.8
2021,INTRAV,ES0106,PER_10000,9.1
2020,INTRAV,ES4805,PER_10000,9.4
2018,INTRAV,ES20043,PER_10000,8.5
2019,INTRAV,ES2007,PER_10000,4.9
2020,INTRAV,ES48908,PER_10000,0
2020,INTRAV,ES01008,PER_10000,0
2020,INTRAV,ES48049,PER_10000,0
2018,INTRAV,ES48049,PER_10000,0
2018,INTRAV,ES0106,PER_10000,10.2
2019,INTRAV,ES48049,PER_10000,0
2020,INTRAV,ES20042,PER_10000,4.8
2020,INTRAV,ES48048,PER_10000,0
2020,INTRAV,ES0106,PER_10000,16.6
2019,INTRAV,ES20042,PER_10000,0
2019,INTRAV,ES48048,PER_10000,62.9
2018,INTRAV,ES20042,PER_10000,0
2018,INTRAV,ES48048,PER_10000,0
2020,INTRAV,ES01030,PER_10000,0
2019,INTRAV,ES0106,PER_10000,14.2
2020,INTRAV,ES48047,PER_10000,0
2019,INTRAV,ES48047,PER_10000,0
2018,INTRAV,ES48047,PER_10000,0
2019,INTRAV,ES01030,PER_10000,0
2019,INTRAV,ES48046,PER_10000,11.4
2018,INTRAV,ES01002,PER_10000,11.4
2018,INTRAV,ES01014,PER_10000,0
2019,INTRAV,ES20041,PER_10000,0
2018,INTRAV,ES48046,PER_10000,5.7
2018,INTRAV,ES20041,PER_10000,0
2020,INTRAV,ES48046,PER_10000,8
2019,INTRAV,ES20070,PER_10000,26.7
2019,INTRAV,ES48911,PER_10000,0
2020,INTRAV,ES48045,PER_10000,0
2019,INTRAV,ES01059,PER_10000,8
2020,INTRAV,ES20041,PER_10000,0
2018,INTRAV,ES48045,PER_10000,8.9
2019,INTRAV,ES20040,PER_10000,5.8
2018,INTRAV,ES20040,PER_10000,10.7
2019,INTRAV,ES48045,PER_10000,5.9
2018,INTRAV,ES0103,PER_10000,30.1
2020,INTRAV,ES48044,PER_10000,9.1
2019,INTRAV,ES48044,PER_10000,7.3
2018,INTRAV,ES48044,PER_10000,9.2
2020,INTRAV,ES20040,PER_10000,20
2020,INTRAV,ES48043,PER_10000,6.5
2021,INTRAV,ES0103,PER_10000,0
2019,INTRAV,ES48043,PER_10000,3.3
2018,INTRAV,ES48043,PER_10000,9.9
2020,INTRAV,ES01059,PER_10000,9.2
2018,INTRAV,ES01059,PER_10000,9.4
2020,INTRAV,ES48042,PER_10000,36.5
2019,INTRAV,ES48042,PER_10000,0
2018,INTRAV,ES48042,PER_10000,0
2020,INTRAV,ES2004,PER_10000,11.3
2021,INTRAV,ES2004,PER_10000,11.6
2019,INTRAV,ES2004,PER_10000,8.1
2018,INTRAV,ES2004,PER_10000,8.9
2020,INTRAV,ES48041,PER_10000,0
2019,INTRAV,ES01058,PER_10000,0
2018,INTRAV,ES48041,PER_10000,0
2019,INTRAV,ES48041,PER_10000,0
2020,INTRAV,ES48040,PER_10000,0
2019,INTRAV,ES0103,PER_10000,14.6
2018,INTRAV,ES01058,PER_10000,11.6
2019,INTRAV,ES48040,PER_10000,0
2020,INTRAV,ES48914,PER_10000,45.5
2018,INTRAV,ES48040,PER_10000,12.1
2020,INTRAV,ES20039,PER_10000,0
2020,INTRAV,,PER_10000,9.8
2019,INTRAV,,PER_10000,9.9
2019,INTRAV,ES20039,PER_10000,7.1
2021,INTRAV,ES4804,PER_10000,12.3
2020,INTRAV,ES4804,PER_10000,9.2
2019,INTRAV,ES01014,PER_10000,0
2020,INTRAV,ES0103,PER_10000,7
2020,INTRAV,ES01058,PER_10000,21.1
2018,INTRAV,ES20039,PER_10000,0
2019,INTRAV,ES4804,PER_10000,11.7
2021,INTRAV,ES211,PER_10000,9.6
2020,INTRAV,ES211,PER_10000,10.2
2019,INTRAV,ES211,PER_10000,8.8
2018,INTRAV,ES211,PER_10000,9.9
2021,INTRAV,ES213,PER_10000,9.6
2020,INTRAV,ES213,PER_10000,9.6
2019,INTRAV,ES213,PER_10000,11
2018,INTRAV,ES213,PER_10000,8.8
2020,INTRAV,ES212,PER_10000,9.9
2018,INTRAV,ES212,PER_10000,8.7
2019,INTRAV,ES212,PER_10000,8.5
2021,INTRAV,ES212,PER_10000,10.5
