Year,Series,Gaixotasun ez-kutsakorra,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,19.7
2022,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,64.4
2011,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,15.7
2015,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,20.1
2018,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,221.5
2014,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,10.1
2017,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,332.9
2023,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,217.2
2021,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,23.4
2013,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,197.2
2021,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,610.6
2013,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,22.7
2010,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,208.2
2010,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,22.7
2017,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,13.8
2017,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,213.4
2010,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,589.2
2011,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,626.0
2012,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,595.7
2019,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,623.6
2012,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,19.4
2021,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,234.1
2022,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,21.5
2014,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,555.5
2012,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,303.2
2010,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,288.3
2011,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,342.1
2015,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,215.5
2022,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,280.3
2020,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,67.2
2019,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,315.2
2016,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,222.8
2016,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,15.7
2015,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,307.9
2018,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,75.9
2012,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,186.7
2011,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,72.7
2016,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,274.0
2015,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,377.0
2014,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,80.8
2015,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,21.7
2023,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,17.6
2013,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,725.7
2011,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,277.8
2010,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,282.5
2022,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,361.8
2023,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,347.0
2019,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,374.8
2014,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,380.3
2017,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,369.6
2010,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,371.3
2012,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,272.5
2021,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,18.2
2022,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,71.0
2018,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,368.8
2013,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,257.5
2021,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,359.0
2018,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,97.9
2012,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,86.7
2016,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,378.1
2015,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,96.3
2010,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,78.0
2020,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,63.3
2011,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,364.9
2013,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,15.9
2011,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,82.4
2020,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,711.4
2023,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,70.8
2021,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,69.7
2019,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,87.8
2012,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,757.3
2019,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,757.1
2015,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,780.4
2011,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,747.2
2016,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,762.8
2017,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,759.5
2017,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,16.8
2020,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,364.7
2010,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,750.8
2023,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,695.5
2013,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,371.4
2016,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,91.3
2014,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,738.0
2020,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,259.9
2019,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,274.1
2018,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,282.4
2021,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,708.7
2017,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,276.1
2022,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,19.5
2012,Heriotza-tasa,Minbizia,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,378.8
2020,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,23.6
2018,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,18.0
2023,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,260.1
2015,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,285.4
2012,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,19.2
2013,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,80.9
2014,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,258.1
2021,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,261.8
2016,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,19.3
2017,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,97.0
2011,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,22.0
2014,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,18.9
2022,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,716.3
2018,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,767.2
2022,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,264.0
2010,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,19.0
2019,Heriotza-tasa,Diabetesa,Gizona,Bizkaia,,,PER_100000_POP,Bizkaia,20.5
2023,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,61.9
2012,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,73.0
2020,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,59.4
2013,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,72.3
2017,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,247.2
2020,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,651.5
2016,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,670.5
2017,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,685.7
2017,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,84.9
2011,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,335.3
2021,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,672.4
2012,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,675.4
2022,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,675.0
2013,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,667.2
2014,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,231.4
2014,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,672.6
2017,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,337.0
2016,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,249.1
2015,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,668.6
2016,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,79.3
2023,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,691.4
2015,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,85.4
2011,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,666.9
2019,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,643.3
2011,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,72.1
2022,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,24.5
2013,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,326.7
2020,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,21.6
2021,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,17.4
2012,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,340.9
2021,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,317.7
2018,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,691.1
2013,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,245.4
2013,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,22.8
2010,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,666.4
2019,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,79.1
2010,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,72.6
2020,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,333.5
2015,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,229.2
2018,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,22.0
2021,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,271.2
2016,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,19.0
2014,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,19.0
2012,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,18.8
2012,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,242.7
2010,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,247.5
2011,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,17.1
2019,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,17.6
2023,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,23.6
2017,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,16.6
2022,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,254.1
2011,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,242.4
2015,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,17.8
2022,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,333.9
2018,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,346.0
2014,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,343.9
2018,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,242.8
2010,Heriotza-tasa,Diabetesa,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,23.2
2023,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,254.9
2020,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,236.9
2010,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,323.0
2023,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,350.9
2018,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,80.4
2019,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,238.3
2015,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,336.2
2016,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,323.2
2019,Heriotza-tasa,Minbizia,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,308.3
2014,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,78.3
2021,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,66.2
2022,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,62.5
