Year,Province,County,Municipality,Units,GeoCode,Value
2010,,,Lazkao,Percentage,Lazkao,0.0
2011,,,Lazkao,Percentage,Lazkao,0.0
2012,,,Lazkao,Percentage,Lazkao,0.0
2013,,,Lazkao,Percentage,Lazkao,0.0
2014,,,Lazkao,Percentage,Lazkao,0.0
2015,,,Lazkao,Percentage,Lazkao,0.0
2016,,,Lazkao,Percentage,Lazkao,0.0
2017,,,Lazkao,Percentage,Lazkao,0.0
2018,,,Lazkao,Percentage,Lazkao,0.0
2019,,,Lazkao,Percentage,Lazkao,0.89
2020,,,Lazkao,Percentage,Lazkao,1.33
2021,,,Lazkao,Percentage,Lazkao,1.33
2010,,Goierri,,Percentage,Goierri,0.33
2011,,Goierri,,Percentage,Goierri,0.41
2012,,Goierri,,Percentage,Goierri,0.55
2013,,Goierri,,Percentage,Goierri,0.57
2014,,Goierri,,Percentage,Goierri,0.77
2015,,Goierri,,Percentage,Goierri,0.8
2016,,Goierri,,Percentage,Goierri,0.95
2017,,Goierri,,Percentage,Goierri,0.91
2018,,Goierri,,Percentage,Goierri,0.96
2019,,Goierri,,Percentage,Goierri,1.39
2020,,Goierri,,Percentage,Goierri,1.57
2021,,Goierri,,Percentage,Goierri,1.61
2010,,,Leaburu,Percentage,Leaburu,0.0
2011,,,Leaburu,Percentage,Leaburu,0.0
2012,,,Leaburu,Percentage,Leaburu,0.0
2013,,,Leaburu,Percentage,Leaburu,0.0
2014,,,Leaburu,Percentage,Leaburu,0.0
2015,,,Leaburu,Percentage,Leaburu,0.0
2016,,,Leaburu,Percentage,Leaburu,0.0
2017,,,Leaburu,Percentage,Leaburu,0.0
2018,,,Leaburu,Percentage,Leaburu,0.0
2019,,,Leaburu,Percentage,Leaburu,0.0
2020,,,Leaburu,Percentage,Leaburu,0.0
2021,,,Leaburu,Percentage,Leaburu,0.0
2010,,,Legazpi,Percentage,Legazpi,0.0
2011,,,Legazpi,Percentage,Legazpi,0.0
2012,,,Legazpi,Percentage,Legazpi,0.0
2013,,,Legazpi,Percentage,Legazpi,0.0
2014,,,Legazpi,Percentage,Legazpi,0.45
2015,,,Legazpi,Percentage,Legazpi,0.45
2016,,,Legazpi,Percentage,Legazpi,0.43
2017,,,Legazpi,Percentage,Legazpi,0.42
2018,,,Legazpi,Percentage,Legazpi,0.33
2019,,,Legazpi,Percentage,Legazpi,0.33
2020,,,Legazpi,Percentage,Legazpi,0.35
2021,,,Legazpi,Percentage,Legazpi,0.35
2010,,,Legorreta,Percentage,Legorreta,0.0
2011,,,Legorreta,Percentage,Legorreta,0.2
2012,,,Legorreta,Percentage,Legorreta,0.21
2013,,,Legorreta,Percentage,Legorreta,0.21
2014,,,Legorreta,Percentage,Legorreta,0.21
2015,,,Legorreta,Percentage,Legorreta,0.21
2016,,,Legorreta,Percentage,Legorreta,0.0
2017,,,Legorreta,Percentage,Legorreta,0.0
2018,,,Legorreta,Percentage,Legorreta,0.0
2019,,,Legorreta,Percentage,Legorreta,0.0
2020,,,Legorreta,Percentage,Legorreta,0.69
2021,,,Legorreta,Percentage,Legorreta,0.8
2010,,,Lezo,Percentage,Lezo,0.12
2011,,,Lezo,Percentage,Lezo,0.0
2012,,,Lezo,Percentage,Lezo,0.0
2013,,,Lezo,Percentage,Lezo,0.0
2014,,,Lezo,Percentage,Lezo,0.49
2015,,,Lezo,Percentage,Lezo,1.41
2016,,,Lezo,Percentage,Lezo,1.44
2017,,,Lezo,Percentage,Lezo,1.64
2018,,,Lezo,Percentage,Lezo,1.82
2019,,,Lezo,Percentage,Lezo,2.54
2020,,,Lezo,Percentage,Lezo,4.06
2021,,,Lezo,Percentage,Lezo,3.6
2010,,,Lizartza,Percentage,Lizartza,0.0
2011,,,Lizartza,Percentage,Lizartza,0.0
2012,,,Lizartza,Percentage,Lizartza,0.0
2013,,,Lizartza,Percentage,Lizartza,0.0
2014,,,Lizartza,Percentage,Lizartza,0.0
2015,,,Lizartza,Percentage,Lizartza,0.0
2016,,,Lizartza,Percentage,Lizartza,0.0
2017,,,Lizartza,Percentage,Lizartza,0.0
2018,,,Lizartza,Percentage,Lizartza,0.0
2019,,,Lizartza,Percentage,Lizartza,0.0
2020,,,Lizartza,Percentage,Lizartza,0.0
2021,,,Lizartza,Percentage,Lizartza,0.0
2010,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.65
2011,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.57
2012,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.57
2013,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.71
2014,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.79
2015,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.79
2016,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.87
2017,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.74
2018,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.75
2019,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.94
2020,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,1.12
2021,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,1.48
2010,,,Mutriku,Percentage,Mutriku,0.56
2011,,,Mutriku,Percentage,Mutriku,0.56
2012,,,Mutriku,Percentage,Mutriku,0.56
2013,,,Mutriku,Percentage,Mutriku,0.56
2014,,,Mutriku,Percentage,Mutriku,0.08
2015,,,Mutriku,Percentage,Mutriku,0.08
2016,,,Mutriku,Percentage,Mutriku,0.08
2017,,,Mutriku,Percentage,Mutriku,0.08
2018,,,Mutriku,Percentage,Mutriku,0.08
2019,,,Mutriku,Percentage,Mutriku,0.15
2020,,,Mutriku,Percentage,Mutriku,0.12
2021,,,Mutriku,Percentage,Mutriku,0.07
2010,,,Mutiloa,Percentage,Mutiloa,0.0
2011,,,Mutiloa,Percentage,Mutiloa,0.0
2012,,,Mutiloa,Percentage,Mutiloa,0.0
2013,,,Mutiloa,Percentage,Mutiloa,0.0
2014,,,Mutiloa,Percentage,Mutiloa,0.63
2015,,,Mutiloa,Percentage,Mutiloa,0.0
2016,,,Mutiloa,Percentage,Mutiloa,0.36
2017,,,Mutiloa,Percentage,Mutiloa,2.98
2018,,,Mutiloa,Percentage,Mutiloa,4.8
2019,,,Mutiloa,Percentage,Mutiloa,5.06
2020,,,Mutiloa,Percentage,Mutiloa,4.03
2021,,,Mutiloa,Percentage,Mutiloa,3.97
2010,,,Olaberria,Percentage,Olaberria,3.43
2011,,,Olaberria,Percentage,Olaberria,4.02
2012,,,Olaberria,Percentage,Olaberria,4.68
2013,,,Olaberria,Percentage,Olaberria,4.72
2014,,,Olaberria,Percentage,Olaberria,4.65
2015,,,Olaberria,Percentage,Olaberria,4.76
2016,,,Olaberria,Percentage,Olaberria,4.22
2017,,,Olaberria,Percentage,Olaberria,4.44
2018,,,Olaberria,Percentage,Olaberria,4.44
2019,,,Olaberria,Percentage,Olaberria,4.85
2020,,,Olaberria,Percentage,Olaberria,5.01
2021,,,Olaberria,Percentage,Olaberria,5.23
2010,,,Oñati,Percentage,Oñati,0.0
2011,,,Oñati,Percentage,Oñati,0.02
2012,,,Oñati,Percentage,Oñati,0.02
2013,,,Oñati,Percentage,Oñati,0.07
2014,,,Oñati,Percentage,Oñati,0.09
2015,,,Oñati,Percentage,Oñati,0.1
2016,,,Oñati,Percentage,Oñati,0.11
2017,,,Oñati,Percentage,Oñati,0.12
2018,,,Oñati,Percentage,Oñati,0.32
2019,,,Oñati,Percentage,Oñati,0.78
2020,,,Oñati,Percentage,Oñati,0.79
2021,,,Oñati,Percentage,Oñati,0.65
2010,,Tolosaldea,,Percentage,Tolosaldea,0.6
2011,,Tolosaldea,,Percentage,Tolosaldea,0.64
2012,,Tolosaldea,,Percentage,Tolosaldea,0.66
2013,,Tolosaldea,,Percentage,Tolosaldea,0.68
2014,,Tolosaldea,,Percentage,Tolosaldea,0.68
2015,,Tolosaldea,,Percentage,Tolosaldea,0.59
2016,,Tolosaldea,,Percentage,Tolosaldea,0.63
2017,,Tolosaldea,,Percentage,Tolosaldea,0.78
2018,,Tolosaldea,,Percentage,Tolosaldea,0.87
2019,,Tolosaldea,,Percentage,Tolosaldea,1.37
2020,,Tolosaldea,,Percentage,Tolosaldea,1.71
2021,,Tolosaldea,,Percentage,Tolosaldea,1.95
2010,,,Orexa,Percentage,Orexa,0.0
2011,,,Orexa,Percentage,Orexa,0.0
2012,,,Orexa,Percentage,Orexa,0.0
2013,,,Orexa,Percentage,Orexa,0.0
2014,,,Orexa,Percentage,Orexa,0.0
2015,,,Orexa,Percentage,Orexa,0.0
2016,,,Orexa,Percentage,Orexa,0.0
2017,,,Orexa,Percentage,Orexa,0.0
2018,,,Orexa,Percentage,Orexa,0.0
2019,,,Orexa,Percentage,Orexa,0.0
2020,,,Orexa,Percentage,Orexa,0.0
2021,,,Orexa,Percentage,Orexa,0.0
2010,,,Orio,Percentage,Orio,0.0
2011,,,Orio,Percentage,Orio,0.0
2012,,,Orio,Percentage,Orio,0.0
2013,,,Orio,Percentage,Orio,0.0
2014,,,Orio,Percentage,Orio,0.0
2015,,,Orio,Percentage,Orio,0.0
2016,,,Orio,Percentage,Orio,0.0
2017,,,Orio,Percentage,Orio,0.0
2018,,,Orio,Percentage,Orio,0.0
2019,,,Orio,Percentage,Orio,0.0
2020,,,Orio,Percentage,Orio,0.0
2021,,,Orio,Percentage,Orio,0.0
2010,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2011,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2012,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2013,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2014,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2015,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2016,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2017,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2018,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2019,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2020,,,Ormaiztegi,Percentage,Ormaiztegi,0.0
2021,,,Ormaiztegi,Percentage,Ormaiztegi,0.88
2010,,,Oiartzun,Percentage,Oiartzun,0.49
2011,,,Oiartzun,Percentage,Oiartzun,0.67
2012,,,Oiartzun,Percentage,Oiartzun,0.61
2013,,,Oiartzun,Percentage,Oiartzun,0.54
2014,,,Oiartzun,Percentage,Oiartzun,0.7
2015,,,Oiartzun,Percentage,Oiartzun,0.62
2016,,,Oiartzun,Percentage,Oiartzun,0.71
2017,,,Oiartzun,Percentage,Oiartzun,0.88
2018,,,Oiartzun,Percentage,Oiartzun,1.0
2019,,,Oiartzun,Percentage,Oiartzun,1.32
2020,,,Oiartzun,Percentage,Oiartzun,1.91
2021,,,Oiartzun,Percentage,Oiartzun,2.39
2010,,,Pasaia,Percentage,Pasaia,2.69
2011,,,Pasaia,Percentage,Pasaia,2.69
2012,,,Pasaia,Percentage,Pasaia,0.0
2013,,,Pasaia,Percentage,Pasaia,0.0
2014,,,Pasaia,Percentage,Pasaia,0.0
2015,,,Pasaia,Percentage,Pasaia,0.0
2016,,,Pasaia,Percentage,Pasaia,0.0
2017,,,Pasaia,Percentage,Pasaia,0.0
2018,,,Pasaia,Percentage,Pasaia,0.0
2019,,,Pasaia,Percentage,Pasaia,0.0
2020,,,Pasaia,Percentage,Pasaia,0.0
2021,,,Pasaia,Percentage,Pasaia,0.0
2010,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.0
2011,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.0
2012,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.0
2013,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.15
2014,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.15
2015,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.15
2016,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.15
2017,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,1.83
2018,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,1.72
2019,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,2.74
2020,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,2.6
2021,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,2.42
2010,,,Errezil,Percentage,Errezil,0.52
2011,,,Errezil,Percentage,Errezil,0.54
2012,,,Errezil,Percentage,Errezil,0.54
2013,,,Errezil,Percentage,Errezil,1.11
2014,,,Errezil,Percentage,Errezil,1.06
2015,,,Errezil,Percentage,Errezil,1.9
2016,,,Errezil,Percentage,Errezil,1.98
2017,,,Errezil,Percentage,Errezil,1.85
2018,,,Errezil,Percentage,Errezil,2.0
2019,,,Errezil,Percentage,Errezil,2.39
2020,,,Errezil,Percentage,Errezil,2.63
2021,,,Errezil,Percentage,Errezil,3.35
2010,,,Errenteria,Percentage,Errenteria,0.0
2011,,,Errenteria,Percentage,Errenteria,0.0
2012,,,Errenteria,Percentage,Errenteria,0.15
2013,,,Errenteria,Percentage,Errenteria,0.15
2014,,,Errenteria,Percentage,Errenteria,0.15
2015,,,Errenteria,Percentage,Errenteria,0.15
2016,,,Errenteria,Percentage,Errenteria,0.15
2017,,,Errenteria,Percentage,Errenteria,0.15
2018,,,Errenteria,Percentage,Errenteria,0.15
2019,,,Errenteria,Percentage,Errenteria,0.26
2020,,,Errenteria,Percentage,Errenteria,0.47
2021,,,Errenteria,Percentage,Errenteria,1.56
2010,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2011,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2012,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2013,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2014,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2015,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2016,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2017,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2018,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2019,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2020,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2021,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,0.0
2010,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.39
2011,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.34
2012,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.34
2013,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.48
2014,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.35
2015,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.42
2016,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.43
2017,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.43
2018,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.43
2019,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.62
2020,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.71
2021,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.7
2010,,Urola Kosta,,Percentage,Urola Kosta,0.81
2011,,Urola Kosta,,Percentage,Urola Kosta,0.87
2012,,Urola Kosta,,Percentage,Urola Kosta,0.82
2013,,Urola Kosta,,Percentage,Urola Kosta,0.82
2014,,Urola Kosta,,Percentage,Urola Kosta,0.83
2015,,Urola Kosta,,Percentage,Urola Kosta,0.99
2016,,Urola Kosta,,Percentage,Urola Kosta,1.03
2017,,Urola Kosta,,Percentage,Urola Kosta,0.95
2018,,Urola Kosta,,Percentage,Urola Kosta,1.18
2019,,Urola Kosta,,Percentage,Urola Kosta,1.41
2020,,Urola Kosta,,Percentage,Urola Kosta,1.55
2021,,Urola Kosta,,Percentage,Urola Kosta,2.56
2010,,,Segura,Percentage,Segura,0.0
2011,,,Segura,Percentage,Segura,0.35
2012,,,Segura,Percentage,Segura,0.37
2013,,,Segura,Percentage,Segura,0.36
2014,,,Segura,Percentage,Segura,0.8
2015,,,Segura,Percentage,Segura,0.83
2016,,,Segura,Percentage,Segura,0.81
2017,,,Segura,Percentage,Segura,1.44
2018,,,Segura,Percentage,Segura,1.46
2019,,,Segura,Percentage,Segura,1.93
2020,,,Segura,Percentage,Segura,2.41
2021,,,Segura,Percentage,Segura,2.49
2010,,,Tolosa,Percentage,Tolosa,1.22
2011,,,Tolosa,Percentage,Tolosa,1.27
2012,,,Tolosa,Percentage,Tolosa,1.31
2013,,,Tolosa,Percentage,Tolosa,1.15
2014,,,Tolosa,Percentage,Tolosa,1.44
2015,,,Tolosa,Percentage,Tolosa,1.2
2016,,,Tolosa,Percentage,Tolosa,1.1
2017,,,Tolosa,Percentage,Tolosa,0.92
2018,,,Tolosa,Percentage,Tolosa,1.24
2019,,,Tolosa,Percentage,Tolosa,2.18
2020,,,Tolosa,Percentage,Tolosa,2.27
2021,,,Tolosa,Percentage,Tolosa,3.76
2010,,,Urnieta,Percentage,Urnieta,1.56
2011,,,Urnieta,Percentage,Urnieta,1.74
2012,,,Urnieta,Percentage,Urnieta,1.74
2013,,,Urnieta,Percentage,Urnieta,1.72
2014,,,Urnieta,Percentage,Urnieta,1.72
2015,,,Urnieta,Percentage,Urnieta,1.94
2016,,,Urnieta,Percentage,Urnieta,1.87
2017,,,Urnieta,Percentage,Urnieta,1.8
2018,,,Urnieta,Percentage,Urnieta,1.92
2019,,,Urnieta,Percentage,Urnieta,2.07
2020,,,Urnieta,Percentage,Urnieta,1.99
2021,,,Urnieta,Percentage,Urnieta,5.06
2010,,,Usurbil,Percentage,Usurbil,0.34
2011,,,Usurbil,Percentage,Usurbil,0.78
2012,,,Usurbil,Percentage,Usurbil,0.73
2013,,,Usurbil,Percentage,Usurbil,0.66
2014,,,Usurbil,Percentage,Usurbil,0.84
2015,,,Usurbil,Percentage,Usurbil,0.91
2016,,,Usurbil,Percentage,Usurbil,0.97
2017,,,Usurbil,Percentage,Usurbil,1.36
2018,,,Usurbil,Percentage,Usurbil,1.56
2019,,,Usurbil,Percentage,Usurbil,1.72
2020,,,Usurbil,Percentage,Usurbil,1.68
2021,,,Usurbil,Percentage,Usurbil,1.8
2010,,,Bergara,Percentage,Bergara,1.37
2011,,,Bergara,Percentage,Bergara,1.6
2012,,,Bergara,Percentage,Bergara,1.82
2013,,,Bergara,Percentage,Bergara,1.74
2014,,,Bergara,Percentage,Bergara,2.04
2015,,,Bergara,Percentage,Bergara,2.36
2016,,,Bergara,Percentage,Bergara,2.18
2017,,,Bergara,Percentage,Bergara,2.03
2018,,,Bergara,Percentage,Bergara,2.75
2019,,,Bergara,Percentage,Bergara,3.8
2020,,,Bergara,Percentage,Bergara,4.0
2021,,,Bergara,Percentage,Bergara,2.26
2010,,,Villabona,Percentage,Villabona,0.0
2011,,,Villabona,Percentage,Villabona,0.0
2012,,,Villabona,Percentage,Villabona,0.0
2013,,,Villabona,Percentage,Villabona,0.0
2014,,,Villabona,Percentage,Villabona,0.0
2015,,,Villabona,Percentage,Villabona,0.0
2016,,,Villabona,Percentage,Villabona,0.0
2017,,,Villabona,Percentage,Villabona,0.0
2018,,,Villabona,Percentage,Villabona,0.0
2019,,,Villabona,Percentage,Villabona,0.06
2020,,,Villabona,Percentage,Villabona,0.06
2021,,,Villabona,Percentage,Villabona,0.06
2010,,,Ordizia,Percentage,Ordizia,0.0
2011,,,Ordizia,Percentage,Ordizia,0.0
2012,,,Ordizia,Percentage,Ordizia,0.0
2013,,,Ordizia,Percentage,Ordizia,0.0
2014,,,Ordizia,Percentage,Ordizia,0.0
2015,,,Ordizia,Percentage,Ordizia,0.0
2016,,,Ordizia,Percentage,Ordizia,0.0
2017,,,Ordizia,Percentage,Ordizia,0.0
2018,,,Ordizia,Percentage,Ordizia,0.0
2019,,,Ordizia,Percentage,Ordizia,0.0
2020,,,Ordizia,Percentage,Ordizia,0.0
2021,,,Ordizia,Percentage,Ordizia,0.0
2010,,,Urretxu,Percentage,Urretxu,2.34
2011,,,Urretxu,Percentage,Urretxu,1.93
2012,,,Urretxu,Percentage,Urretxu,2.11
2013,,,Urretxu,Percentage,Urretxu,2.11
2014,,,Urretxu,Percentage,Urretxu,2.42
2015,,,Urretxu,Percentage,Urretxu,2.42
2016,,,Urretxu,Percentage,Urretxu,2.42
2017,,,Urretxu,Percentage,Urretxu,2.42
2018,,,Urretxu,Percentage,Urretxu,2.42
2019,,,Urretxu,Percentage,Urretxu,1.98
2020,,,Urretxu,Percentage,Urretxu,2.45
2021,,,Urretxu,Percentage,Urretxu,2.33
2010,,,Zaldibia,Percentage,Zaldibia,0.0
2011,,,Zaldibia,Percentage,Zaldibia,0.0
2012,,,Zaldibia,Percentage,Zaldibia,0.0
2013,,,Zaldibia,Percentage,Zaldibia,0.0
2014,,,Zaldibia,Percentage,Zaldibia,0.0
2015,,,Zaldibia,Percentage,Zaldibia,0.0
2016,,,Zaldibia,Percentage,Zaldibia,0.0
2017,,,Zaldibia,Percentage,Zaldibia,0.0
2018,,,Zaldibia,Percentage,Zaldibia,0.0
2019,,,Zaldibia,Percentage,Zaldibia,0.01
2020,,,Zaldibia,Percentage,Zaldibia,0.01
2021,,,Zaldibia,Percentage,Zaldibia,0.06
2010,,,Zarautz,Percentage,Zarautz,0.13
2011,,,Zarautz,Percentage,Zarautz,0.46
2012,,,Zarautz,Percentage,Zarautz,0.46
2013,,,Zarautz,Percentage,Zarautz,0.46
2014,,,Zarautz,Percentage,Zarautz,0.73
2015,,,Zarautz,Percentage,Zarautz,0.73
2016,,,Zarautz,Percentage,Zarautz,0.75
2017,,,Zarautz,Percentage,Zarautz,0.75
2018,,,Zarautz,Percentage,Zarautz,0.82
2019,,,Zarautz,Percentage,Zarautz,1.15
2020,,,Zarautz,Percentage,Zarautz,2.11
2021,,,Zarautz,Percentage,Zarautz,2.04
2010,,,Zumarraga,Percentage,Zumarraga,0.94
2011,,,Zumarraga,Percentage,Zumarraga,0.94
2012,,,Zumarraga,Percentage,Zumarraga,1.08
2013,,,Zumarraga,Percentage,Zumarraga,1.08
2014,,,Zumarraga,Percentage,Zumarraga,1.08
2015,,,Zumarraga,Percentage,Zumarraga,1.08
2016,,,Zumarraga,Percentage,Zumarraga,5.79
2017,,,Zumarraga,Percentage,Zumarraga,1.02
2018,,,Zumarraga,Percentage,Zumarraga,1.76
2019,,,Zumarraga,Percentage,Zumarraga,1.02
2020,,,Zumarraga,Percentage,Zumarraga,1.02
2021,,,Zumarraga,Percentage,Zumarraga,2.16
2010,,,Zumaia,Percentage,Zumaia,0.37
2011,,,Zumaia,Percentage,Zumaia,0.41
2012,,,Zumaia,Percentage,Zumaia,0.42
2013,,,Zumaia,Percentage,Zumaia,0.42
2014,,,Zumaia,Percentage,Zumaia,0.42
2015,,,Zumaia,Percentage,Zumaia,0.42
2016,,,Zumaia,Percentage,Zumaia,0.42
2017,,,Zumaia,Percentage,Zumaia,0.42
2018,,,Zumaia,Percentage,Zumaia,0.87
2019,,,Zumaia,Percentage,Zumaia,0.42
2020,,,Zumaia,Percentage,Zumaia,0.42
2021,,,Zumaia,Percentage,Zumaia,0.42
2010,,,Mendaro,Percentage,Mendaro,0.0
2011,,,Mendaro,Percentage,Mendaro,0.0
2012,,,Mendaro,Percentage,Mendaro,0.0
2013,,,Mendaro,Percentage,Mendaro,0.0
2014,,,Mendaro,Percentage,Mendaro,0.0
2015,,,Mendaro,Percentage,Mendaro,0.0
2016,,,Mendaro,Percentage,Mendaro,0.0
2017,,,Mendaro,Percentage,Mendaro,0.0
2018,,,Mendaro,Percentage,Mendaro,0.0
2019,,,Mendaro,Percentage,Mendaro,2.85
2020,,,Mendaro,Percentage,Mendaro,0.4
2021,,,Mendaro,Percentage,Mendaro,3.63
2010,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2011,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2012,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2013,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2014,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2015,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2016,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2017,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2018,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2019,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2020,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2021,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.0
2010,,,Astigarraga,Percentage,Astigarraga,1.27
2011,,,Astigarraga,Percentage,Astigarraga,1.06
2012,,,Astigarraga,Percentage,Astigarraga,1.36
2013,,,Astigarraga,Percentage,Astigarraga,1.62
2014,,,Astigarraga,Percentage,Astigarraga,1.66
2015,,,Astigarraga,Percentage,Astigarraga,1.93
2016,,,Astigarraga,Percentage,Astigarraga,2.29
2017,,,Astigarraga,Percentage,Astigarraga,3.53
2018,,,Astigarraga,Percentage,Astigarraga,3.53
2019,,,Astigarraga,Percentage,Astigarraga,3.27
2020,,,Astigarraga,Percentage,Astigarraga,2.34
2021,,,Astigarraga,Percentage,Astigarraga,3.63
2010,,,Baliarrain,Percentage,Baliarrain,0.0
2011,,,Baliarrain,Percentage,Baliarrain,0.0
2012,,,Baliarrain,Percentage,Baliarrain,0.0
2013,,,Baliarrain,Percentage,Baliarrain,0.0
2014,,,Baliarrain,Percentage,Baliarrain,0.0
2015,,,Baliarrain,Percentage,Baliarrain,0.0
2016,,,Baliarrain,Percentage,Baliarrain,0.0
2017,,,Baliarrain,Percentage,Baliarrain,0.0
2018,,,Baliarrain,Percentage,Baliarrain,0.0
2019,,,Baliarrain,Percentage,Baliarrain,8.19
2020,,,Baliarrain,Percentage,Baliarrain,8.55
2021,,,Baliarrain,Percentage,Baliarrain,8.62
2010,,,Orendain,Percentage,Orendain,0.0
2011,,,Orendain,Percentage,Orendain,0.0
2012,,,Orendain,Percentage,Orendain,0.0
2013,,,Orendain,Percentage,Orendain,0.0
2014,,,Orendain,Percentage,Orendain,0.0
2015,,,Orendain,Percentage,Orendain,0.0
2016,,,Orendain,Percentage,Orendain,0.0
2017,,,Orendain,Percentage,Orendain,7.04
2018,,,Orendain,Percentage,Orendain,7.73
2019,,,Orendain,Percentage,Orendain,8.01
2020,,,Orendain,Percentage,Orendain,7.31
2021,,,Orendain,Percentage,Orendain,7.8
2010,,,Altzaga,Percentage,Altzaga,0.0
2011,,,Altzaga,Percentage,Altzaga,0.0
2012,,,Altzaga,Percentage,Altzaga,0.0
2013,,,Altzaga,Percentage,Altzaga,1.89
2014,,,Altzaga,Percentage,Altzaga,2.75
2015,,,Altzaga,Percentage,Altzaga,2.82
2016,,,Altzaga,Percentage,Altzaga,2.42
2017,,,Altzaga,Percentage,Altzaga,3.81
2018,,,Altzaga,Percentage,Altzaga,2.98
2019,,,Altzaga,Percentage,Altzaga,3.33
2020,,,Altzaga,Percentage,Altzaga,5.4
2021,,,Altzaga,Percentage,Altzaga,5.45
2010,,,Gaztelu,Percentage,Gaztelu,0.0
2011,,,Gaztelu,Percentage,Gaztelu,0.66
