Year,Edad,Sexo,Territorio,Units,Value
2010,10-14 años,Hombre,Vitoria-Gasteiz,Porcentaje,0.0
2013,10-14 años,Hombre,Ispaster,Porcentaje,0.0
2016,10-14 años,Hombre,Lagrán,Porcentaje,0.0
2018,10-14 años,Hombre,Vitoria-Gasteiz,Porcentaje,0.0
2014,10-14 años,Hombre,Donostialdea,Porcentaje,0.0
2015,10-14 años,Hombre,Donostialdea,Porcentaje,0.0
2019,10-14 años,Hombre,Lagrán,Porcentaje,0.0
2013,10-14 años,Hombre,Vitoria-Gasteiz,Porcentaje,0.0
2021,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2022,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2019,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2016,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2015,10-14 años,Hombre,Vitoria-Gasteiz,Porcentaje,0.0
2018,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2014,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2010,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2013,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2014,10-14 años,Hombre,Vitoria-Gasteiz,Porcentaje,0.0
2015,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2020,10-14 años,Hombre,Gordexola,Porcentaje,0.0
2020,10-14 años,Hombre,Donostialdea,Porcentaje,0.0
2021,10-14 años,Hombre,Lagrán,Porcentaje,0.0
2021,10-14 años,Hombre,Donostialdea,Porcentaje,0.0
2016,10-14 años,Hombre,Vitoria-Gasteiz,Porcentaje,0.0
2010,10-14 años,Hombre,Donostialdea,Porcentaje,0.0
2019,10-14 años,Hombre,Alegría-Dulantzi,Porcentaje,0.0
2014,10-14 años,Hombre,Arratzua-Ubarrundia,Porcentaje,0.0
2013,10-14 años,Hombre,Donostialdea,Porcentaje,0.0
2021,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2019,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2018,10-14 años,Hombre,Donostialdea,Porcentaje,0.0
2020,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2016,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2014,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2014,10-14 años,Hombre,Idiazabal,Porcentaje,0.0
2013,10-14 años,Hombre,Gernika-Bermeo,Porcentaje,0.0
2015,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2010,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2010,10-14 años,Hombre,Idiazabal,Porcentaje,0.0
2010,10-14 años,Hombre,Gernika-Bermeo,Porcentaje,0.0
2014,10-14 años,Hombre,Gernika-Bermeo,Porcentaje,0.0
2018,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2013,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2010,10-14 años,Hombre,Getaria,Porcentaje,0.0
2022,10-14 años,Hombre,Gautegiz Arteaga,Porcentaje,0.0
2016,10-14 años,Hombre,Legutio,Porcentaje,0.0
2013,10-14 años,Hombre,Getaria,Porcentaje,0.0
2015,10-14 años,Hombre,Gatika,Porcentaje,0.0
2015,10-14 años,Hombre,Getaria,Porcentaje,0.0
2015,10-14 años,Hombre,Arratzua-Ubarrundia,Porcentaje,0.0
2018,10-14 años,Hombre,Legutio,Porcentaje,0.0
2013,10-14 años,Hombre,Legutio,Porcentaje,0.0
2021,10-14 años,Hombre,Gatika,Porcentaje,0.0
2022,10-14 años,Hombre,Gatika,Porcentaje,0.0
2019,10-14 años,Hombre,Gatika,Porcentaje,0.0
2016,10-14 años,Hombre,Gatika,Porcentaje,0.0
2018,10-14 años,Hombre,Gatika,Porcentaje,0.0
2022,10-14 años,Hombre,Legutio,Porcentaje,0.0
2014,10-14 años,Hombre,Gatika,Porcentaje,0.0
2020,10-14 años,Hombre,Gatika,Porcentaje,0.0
2010,10-14 años,Hombre,Gatika,Porcentaje,0.0
2013,10-14 años,Hombre,Gatika,Porcentaje,0.0
2010,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2022,10-14 años,Hombre,Arratzua-Ubarrundia,Porcentaje,0.0
2021,10-14 años,Hombre,Legutio,Porcentaje,0.0
2010,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2014,10-14 años,Hombre,Legutio,Porcentaje,0.0
2015,10-14 años,Hombre,Legutio,Porcentaje,0.0
2022,10-14 años,Hombre,Getaria,Porcentaje,0.0
2019,10-14 años,Hombre,Legutio,Porcentaje,0.0
2021,10-14 años,Hombre,Getaria,Porcentaje,0.0
2019,10-14 años,Hombre,Getaria,Porcentaje,0.0
2016,10-14 años,Hombre,Getaria,Porcentaje,0.0
2021,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2018,10-14 años,Hombre,Getaria,Porcentaje,0.0
2019,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2020,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2010,10-14 años,Hombre,Legutio,Porcentaje,0.0
2014,10-14 años,Hombre,Getaria,Porcentaje,0.0
2016,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2022,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2020,10-14 años,Hombre,Getaria,Porcentaje,0.0
2014,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2020,10-14 años,Hombre,Legutio,Porcentaje,0.0
2015,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2013,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2018,10-14 años,Hombre,Enkartazioak / Encartaciones,Porcentaje,0.0
2013,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2020,10-14 años,Hombre,Garai,Porcentaje,0.0
2014,10-14 años,Hombre,Garai,Porcentaje,0.0
2018,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2020,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2014,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2021,10-14 años,Hombre,Garai,Porcentaje,0.0
2022,10-14 años,Hombre,Garai,Porcentaje,0.0
2018,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2019,10-14 años,Hombre,Garai,Porcentaje,0.0
2016,10-14 años,Hombre,Garai,Porcentaje,0.0
2018,10-14 años,Hombre,Garai,Porcentaje,0.0
2010,10-14 años,Hombre,Garai,Porcentaje,0.0
2018,10-14 años,Hombre,Arratzua-Ubarrundia,Porcentaje,0.0
2010,10-14 años,Hombre,Berantevilla,Porcentaje,0.0
2013,10-14 años,Hombre,Garai,Porcentaje,0.0
2015,10-14 años,Hombre,Garai,Porcentaje,0.0
2013,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2019,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2010,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2013,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2019,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2020,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2021,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2021,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2019,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2020,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2016,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2016,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2016,10-14 años,Hombre,Berantevilla,Porcentaje,0.0
2014,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2015,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2015,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2010,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2022,10-14 años,Hombre,Gabiria,Porcentaje,0.0
2018,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2020,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2022,10-14 años,Hombre,Gamiz-Fika,Porcentaje,0.0
2018,10-14 años,Hombre,Galdames,Porcentaje,0.0
2014,10-14 años,Hombre,Galdames,Porcentaje,0.0
2010,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2020,10-14 años,Hombre,Galdames,Porcentaje,0.0
2010,10-14 años,Hombre,Galdames,Porcentaje,0.0
2014,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2010,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2019,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2013,10-14 años,Hombre,Galdames,Porcentaje,0.0
2018,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2015,10-14 años,Hombre,Galdames,Porcentaje,0.0
2020,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2016,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2014,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2022,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2019,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2021,10-14 años,Hombre,Galdames,Porcentaje,0.0
2022,10-14 años,Hombre,Galdames,Porcentaje,0.0
2019,10-14 años,Hombre,Galdames,Porcentaje,0.0
2016,10-14 años,Hombre,Galdames,Porcentaje,0.0
2021,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2019,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2020,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2016,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2022,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2014,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2015,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2010,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2013,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2018,10-14 años,Hombre,Galdakao,Porcentaje,0.0
2015,10-14 años,Hombre,Berantevilla,Porcentaje,0.0
2021,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2015,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2013,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2022,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2016,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2014,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2021,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2015,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2015,10-14 años,Hombre,Gaintza,Porcentaje,0.0
2013,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2021,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2022,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2019,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2016,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2018,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2014,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2020,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2010,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2015,10-14 años,Hombre,Alegría-Dulantzi,Porcentaje,0.0
2013,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2010,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2015,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2020,10-14 años,Hombre,Fruiz,Porcentaje,0.0
2021,10-14 años,Hombre,Berantevilla,Porcentaje,0.0
2013,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2015,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2014,10-14 años,Hombre,Berantevilla,Porcentaje,0.0
2016,10-14 años,Hombre,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2021,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2021,10-14 años,Hombre,Ermua,Porcentaje,0.0
2019,10-14 años,Hombre,Ermua,Porcentaje,0.0
2020,10-14 años,Hombre,Ermua,Porcentaje,0.0
2016,10-14 años,Hombre,Ermua,Porcentaje,0.0
2014,10-14 años,Hombre,Ermua,Porcentaje,0.0
2015,10-14 años,Hombre,Ermua,Porcentaje,0.0
2010,10-14 años,Hombre,Ermua,Porcentaje,0.0
2018,10-14 años,Hombre,Ermua,Porcentaje,0.0
2013,10-14 años,Hombre,Ermua,Porcentaje,0.0
2018,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2022,10-14 años,Hombre,Ermua,Porcentaje,0.0
2022,10-14 años,Hombre,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2019,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2021,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2018,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2022,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2016,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2015,10-14 años,Hombre,Amurrio,Porcentaje,0.0
2014,10-14 años,Hombre,Hondarribia,Porcentaje,0.0
2022,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2019,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2021,10-14 años,Hombre,Ereño,Porcentaje,0.0
2022,10-14 años,Hombre,Ereño,Porcentaje,0.0
2016,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2019,10-14 años,Hombre,Ereño,Porcentaje,0.0
2016,10-14 años,Hombre,Ereño,Porcentaje,0.0
2021,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2013,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2018,10-14 años,Hombre,Ereño,Porcentaje,0.0
2014,10-14 años,Hombre,Ereño,Porcentaje,0.0
2020,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2020,10-14 años,Hombre,Ereño,Porcentaje,0.0
2018,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2010,10-14 años,Hombre,Ereño,Porcentaje,0.0
2013,10-14 años,Hombre,Ereño,Porcentaje,0.0
2015,10-14 años,Hombre,Ereño,Porcentaje,0.0
2010,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2022,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2016,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2014,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2010,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2021,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2019,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2020,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2016,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2022,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2014,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2015,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2010,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2013,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2018,10-14 años,Hombre,Elorrio,Porcentaje,0.0
2020,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2015,10-14 años,Hombre,,Porcentaje,0.0
2014,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2013,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2019,10-14 años,Hombre,Barrundia,Porcentaje,0.0
2014,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2021,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2015,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2015,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2010,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2018,10-14 años,Hombre,Ezkio-Itsaso,Porcentaje,0.0
2010,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2021,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2022,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2013,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2019,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2013,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2019,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2016,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2018,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2014,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2014,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2010,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2013,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2018,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2015,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2015,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2020,10-14 años,Hombre,Elantxobe,Porcentaje,0.0
2016,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2016,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2022,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2019,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2015,10-14 años,Hombre,Harana/Valle de Arana,Porcentaje,0.0
2021,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2019,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2020,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2016,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2014,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2015,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2010,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2018,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2018,10-14 años,Hombre,Armiñón,Porcentaje,0.0
2019,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2022,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2013,10-14 años,Hombre,Etxebarria,Porcentaje,0.0
2018,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2020,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2021,10-14 años,Hombre,Eskoriatza,Porcentaje,0.0
2019,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2019,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2021,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2022,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2016,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2019,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2016,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2016,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2018,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2018,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2014,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2013,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2020,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2010,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2013,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2015,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2015,10-14 años,Hombre,Durangaldea / Duranguesado,Porcentaje,0.0
2014,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2015,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2022,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2014,10-14 años,Hombre,Armiñón,Porcentaje,0.0
2022,10-14 años,Hombre,Barrundia,Porcentaje,0.0
2021,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2020,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2021,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2019,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2020,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2016,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2022,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2022,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2014,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2015,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2010,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2013,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2018,10-14 años,Hombre,Etxebarri,Porcentaje,0.0
2014,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2021,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2021,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2013,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2010,10-14 años,Hombre,Elgeta,Porcentaje,0.0
2013,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2021,10-14 años,Hombre,Ea,Porcentaje,0.0
2022,10-14 años,Hombre,Ea,Porcentaje,0.0
2018,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2019,10-14 años,Hombre,Ea,Porcentaje,0.0
2016,10-14 años,Hombre,Ea,Porcentaje,0.0
2018,10-14 años,Hombre,Ea,Porcentaje,0.0
2014,10-14 años,Hombre,Ea,Porcentaje,0.0
2010,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2016,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2010,10-14 años,Hombre,Ea,Porcentaje,0.0
2013,10-14 años,Hombre,Ea,Porcentaje,0.0
2014,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2015,10-14 años,Hombre,Ea,Porcentaje,0.0
2020,10-14 años,Hombre,Ea,Porcentaje,0.0
2020,10-14 años,Hombre,Amurrio,Porcentaje,0.0
2019,10-14 años,Hombre,Armiñón,Porcentaje,0.0
2020,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2019,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2018,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2022,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2021,10-14 años,Hombre,Durango,Porcentaje,0.0
2019,10-14 años,Hombre,Durango,Porcentaje,0.0
2020,10-14 años,Hombre,Durango,Porcentaje,0.0
2016,10-14 años,Hombre,Durango,Porcentaje,0.0
2014,10-14 años,Hombre,Durango,Porcentaje,0.0
2015,10-14 años,Hombre,Durango,Porcentaje,0.0
2010,10-14 años,Hombre,Durango,Porcentaje,0.0
2018,10-14 años,Hombre,Durango,Porcentaje,0.0
2010,10-14 años,Hombre,Armiñón,Porcentaje,0.0
2013,10-14 años,Hombre,Durango,Porcentaje,0.0
2022,10-14 años,Hombre,Durango,Porcentaje,0.0
2020,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2015,10-14 años,Hombre,Barrundia,Porcentaje,0.0
2020,10-14 años,Hombre,Labastida/Bastida,Porcentaje,0.0
2015,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2021,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2022,10-14 años,Hombre,Valdegovía/Gaubea,Porcentaje,0.0
2010,10-14 años,Hombre,Elgoibar,Porcentaje,0.0
2021,10-14 años,Hombre,Dima,Porcentaje,0.0
2022,10-14 años,Hombre,Dima,Porcentaje,0.0
2019,10-14 años,Hombre,Elduain,Porcentaje,0.0
2019,10-14 años,Hombre,Dima,Porcentaje,0.0
2016,10-14 años,Hombre,Dima,Porcentaje,0.0
2016,10-14 años,Hombre,Elduain,Porcentaje,0.0
2018,10-14 años,Hombre,Dima,Porcentaje,0.0
2021,10-14 años,Hombre,,Porcentaje,0.0
2014,10-14 años,Hombre,Dima,Porcentaje,0.0
2018,10-14 años,Hombre,Elduain,Porcentaje,0.0
2020,10-14 años,Hombre,Dima,Porcentaje,0.0
2022,10-14 años,Hombre,Armiñón,Porcentaje,0.0
2010,10-14 años,Hombre,Dima,Porcentaje,0.0
2020,10-14 años,Hombre,Urkabustaiz,Porcentaje,0.0
2014,10-14 años,Hombre,Elduain,Porcentaje,0.0
2013,10-14 años,Hombre,Dima,Porcentaje,0.0
2018,10-14 años,Hombre,Urkabustaiz,Porcentaje,0.0
2015,10-14 años,Hombre,Dima,Porcentaje,0.0
2020,10-14 años,Hombre,Elduain,Porcentaje,0.0
2018,10-14 años,Hombre,Iruraiz-Gauna,Porcentaje,0.0
2015,10-14 años,Hombre,Urkabustaiz,Porcentaje,0.0
2014,10-14 años,Hombre,Urkabustaiz,Porcentaje,0.0
2021,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2019,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2020,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2016,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2022,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2014,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2015,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2010,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2014,10-14 años,Hombre,Iruraiz-Gauna,Porcentaje,0.0
2013,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2018,10-14 años,Hombre,Zeberio,Porcentaje,0.0
2020,10-14 años,Hombre,Barrundia,Porcentaje,0.0
2019,10-14 años,Hombre,Urkabustaiz,Porcentaje,0.0
2021,10-14 años,Hombre,Elduain,Porcentaje,0.0
2022,10-14 años,Hombre,Elduain,Porcentaje,0.0
2015,10-14 años,Hombre,Armiñón,Porcentaje,0.0
2010,10-14 años,Hombre,Barrundia,Porcentaje,0.0
2015,10-14 años,Hombre,Elduain,Porcentaje,0.0
2013,10-14 años,Hombre,Elduain,Porcentaje,0.0
2010,10-14 años,Hombre,Elduain,Porcentaje,0.0
2021,10-14 años,Hombre,Urkabustaiz,Porcentaje,0.0
2021,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2022,10-14 años,Hombre,Urkabustaiz,Porcentaje,0.0
2022,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2019,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2016,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2014,10-14 años,Hombre,Eibar,Porcentaje,0.0
2018,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2014,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2018,10-14 años,Hombre,Eibar,Porcentaje,0.0
2010,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2013,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2022,10-14 años,Hombre,Eibar,Porcentaje,0.0
2015,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2016,10-14 años,Hombre,Urkabustaiz,Porcentaje,0.0
2013,10-14 años,Hombre,Eibar,Porcentaje,0.0
2020,10-14 años,Hombre,Zeanuri,Porcentaje,0.0
2016,10-14 años,Hombre,Eibar,Porcentaje,0.0
